,0
n,22175.0
frac_gain_first20,0.05250305250305243
frac_gain_first60,0.2991608901860635
med_rs21_before,-0.006166491057909396
med_rs63_before,0.02420960236270253
med_nh252,-0.22701590106007064
med_dlow252,0.5839801004245881
med_size_pct,0.5333857030636292
med_amt_pct,0.598443579766537
med_rv21_pct,0.6260869565217392
med_range120_pct,0.6471274388183739
med_mdd_path,-0.2946330777656079
p_mdd_worse_25,0.6652085682074408
base_med_size_pct,0.5003909304143862
base_med_amt_pct,0.5003553660270078
