ticker,listed,k,date,ex60,ex120,mom_since
140430,20240503,1,20240605,0.08988236099687796,-0.19200752252657516,-0.29428571428571426
140430,20240503,2,20240705,-0.12967954702253637,-0.2816815709064032,-0.20333333333333337
140430,20240503,3,20240805,-0.15711333910541925,-0.4002820650062523,-0.4033333333333333
140430,20240503,6,20241111,-0.10557200417745194,-0.10341899637747332,-0.48904761904761906
140430,20240503,9,20250217,0.021208976054190254,-0.11823057077629562,-0.5671428571428572
140430,20240503,12,20250521,-0.12985684465301284,0.34772512610664363,-0.5766666666666667
452200,20240503,1,20240605,0.05757780405549051,-0.18877771898862783,-0.3392857142857143
452200,20240503,2,20240705,-0.033073325265769005,-0.2780045527797307,-0.30900621118012417
452200,20240503,3,20240805,-0.09430193166804746,-0.34298483018294046,-0.5201863354037267
452200,20240503,6,20241111,-0.27946199027941965,-0.3206196400758129,-0.5372670807453417
126730,20240507,1,20240607,-0.17296734394320878,-0.24123170288522944,-0.4151142355008788
126730,20240507,2,20240708,0.18703831846250651,-0.08481323074777436,-0.49912126537785584
126730,20240507,6,20241112,0.2972976242045433,0.09660752103881975,-0.6418277680140598
126730,20240507,9,20250218,-0.10974775095741585,-0.16026641361953065,-0.5114235500878734
443060,20240508,1,20240610,-0.1802495456101041,0.02293703317852991,-0.16595485051860892
443060,20240508,2,20240709,0.020952006605127194,0.5178901832128454,-0.2830994508846858
443060,20240508,3,20240807,0.4112994246418351,0.5214692620818691,-0.29774252593044537
443060,20240508,6,20241113,-0.05071536681258304,-0.030978874292249214,-0.1293471629042099
443060,20240508,9,20250219,0.13985160864470303,0.13459129235383327,-0.008541793776693063
443060,20240508,12,20250523,-0.0770274273944076,-0.2681562004045057,-0.021964612568639463
456010,20240517,1,20240618,-0.01480329485982268,-0.24356862922739697,-0.5898954703832753
456010,20240517,2,20240717,-0.024328026493318222,0.2646620518334447,-0.7080139372822299
456010,20240517,3,20240816,0.013737096545368699,0.3757430284523223,-0.7606271777003484
456010,20240517,6,20241121,0.4993575491467277,2.2928464064816976,-0.8083623693379791
