h,rule,anchor,ret,idx,ew,ex_idx,ex_ew
60,R3_조용함(lv60↓+to20↓),20240201,0.03669800742683559,0.04766831799698465,0.023295897835714084,-0.010970310570149057,0.013402109591121508
60,R3_조용함(lv60↓+to20↓),20240304,0.03799405739037811,-0.010402394482988322,0.011267272800217148,0.04839645187336643,0.02672678459016096
60,R3_조용함(lv60↓+to20↓),20240401,-0.01205946922366637,-0.039959332571774434,-0.03432123919959773,0.027899863348108064,0.02226176997593136
60,R3_조용함(lv60↓+to20↓),20240502,0.012346539337443705,-0.030545311696085126,-0.06019403164968665,0.04289185103352883,0.07254057098713035
60,R3_조용함(lv60↓+to20↓),20240603,0.014169105270555687,-0.06474679240833034,-0.11572459059273345,0.07891589767888603,0.12989369586328914
60,R3_조용함(lv60↓+to20↓),20240701,0.006770013051472915,-0.07462808812010764,-0.08483000806949122,0.08139810117158056,0.09160002112096413
60,R3_조용함(lv60↓+to20↓),20240801,-0.00832448972680619,-0.03602300941788685,-0.047959294858964795,0.027698519691080663,0.039634805132158606
60,R3_조용함(lv60↓+to20↓),20240902,0.009945676598402474,-0.09610777986403826,-0.10328431280998818,0.10605345646244074,0.11322998940839066
60,R3_조용함(lv60↓+to20↓),20241002,-0.0013605107304646546,-0.09119802817718152,-0.07850848648975707,0.08983751744671686,0.07714797575929241
60,R3_조용함(lv60↓+to20↓),20241101,-0.035940929006439956,-0.030693714100456224,-0.022198570656492087,-0.0052472149059837325,-0.013742358349947869
60,R3_조용함(lv60↓+to20↓),20241202,-0.033598705389279435,0.04208445824194528,0.05622187063803199,-0.07568316363122471,-0.08982057602731142
60,R3_조용함(lv60↓+to20↓),20250102,0.0169157390607236,-0.01147847473255006,-0.020045606055172586,0.028394213793273657,0.03696134511589619
60,R3_조용함(lv60↓+to20↓),20250203,0.05408970653325553,0.009231484136966816,0.019812476834558182,0.04485822239628871,0.03427722969869735
60,R3_조용함(lv60↓+to20↓),20250304,0.08846952277131764,0.015320717688655332,0.026106850703740234,0.0731488050826623,0.06236267206757741
60,R3_조용함(lv60↓+to20↓),20250401,0.16118419581113186,0.17583756380904153,0.18085752107446956,-0.014653367997909672,-0.019673325263337704
60,R3_조용함(lv60↓+to20↓),20250502,0.07233581686652216,0.12448097097077016,0.05246197844769393,-0.052145154104248,0.019873838418828227
60,R3_조용함(lv60↓+to20↓),20250602,0.013626681456948151,0.09675870876259099,0.023854003667089525,-0.08313202730564284,-0.010227322210141374
60,R3_조용함(lv60↓+to20↓),20250701,0.0012417219716829063,0.1054065517910619,0.024280735632637232,-0.104164829819379,-0.023039013660954327
60,R3_조용함(lv60↓+to20↓),20250801,-0.020205856580819886,0.23349087225720683,0.08158004324210236,-0.25369672883802674,-0.10178589982292224
60,R3_조용함(lv60↓+to20↓),20250901,0.007765979092968348,0.20498758203874506,0.08832647245658827,-0.1972216029457767,-0.08056049336361992
60,R3_조용함(lv60↓+to20↓),20251001,0.003135925093138735,0.1787970645394572,0.05060408731539212,-0.17566113944631848,-0.047468162222253384
60,R3_조용함(lv60↓+to20↓),20251103,0.020540775163151573,0.2512114312420499,0.1392958677832175,-0.23067065607889836,-0.11875509262006594
60,R3_조용함(lv60↓+to20↓),20251201,0.04777060519407673,0.2808299965990464,0.12776500931062784,-0.23305939140496967,-0.07999440411655112
60,R3_조용함(lv60↓+to20↓),20260102,0.03610038770097806,0.14971090868705667,0.08355153667558401,-0.1136105209860786,-0.04745114897460596
60,R3_조용함(lv60↓+to20↓),20260202,0.02578428460422953,0.1841197046935233,0.1410621559148764,-0.15833542008929377,-0.11527787131064686
60,R3_조용함(lv60↓+to20↓),20260303,-0.08690327223051661,0.3220013723426128,0.08364172136626362,-0.40890464457312936,-0.17054499359678021
60,R3_조용함(lv60↓+to20↓),20260401,-0.10840615648555599,0.1623431579895489,-0.1184853330454568,-0.27074931447510486,0.010079176559900815
60,R3_조용함(lv60↓+to20↓),20260504,-0.1052173300294225,-0.30231206937231436,-0.34634110304788407,0.19709473934289184,0.24112377301846155
60,R3_조용함(lv60↓+to20↓),20260601,0.07687479188704496,-0.2004931315334244,-0.11470284434372435,0.27736792342046934,0.19157763623076932
60,R4_고베타단독,20240102,-0.011571920034907725,0.049554687693736096,0.018524143516862115,-0.061126607728643825,-0.03009606355176984
60,R4_고베타단독,20240201,-0.0486629234629764,0.04766831799698465,0.023295897835714084,-0.09633124145996105,-0.07195882129869048
60,R4_고베타단독,20240304,-0.20401882628609316,-0.010402394482988322,0.011267272800217148,-0.19361643180310484,-0.2152860990863103
60,R4_고베타단독,20240401,-0.1709427310706378,-0.039959332571774434,-0.03432123919959773,-0.13098339849886337,-0.13662149187104006
60,R4_고베타단독,20240502,-0.130248878060421,-0.030545311696085126,-0.06019403164968665,-0.09970356636433586,-0.07005484641073434
60,R4_고베타단독,20240603,-0.08823941448400907,-0.06474679240833034,-0.11572459059273345,-0.023492622075678732,0.027485176108724377
60,R4_고베타단독,20240701,-0.012692960154561745,-0.07462808812010764,-0.08483000806949122,0.0619351279655459,0.07213704791492948
60,R4_고베타단독,20240801,0.03769438960709085,-0.03602300941788685,-0.047959294858964795,0.0737173990249777,0.08565368446605565
60,R4_고베타단독,20240902,-0.17766118550660925,-0.09610777986403826,-0.10328431280998818,-0.08155340564257099,-0.07437687269662108
