h,rule,decile,n,win_lift,mean_ex_idx,med_ex_idx,p_beat_idx,mean_ex_ew,med_ex_ew,p_beat_ew,p_lt_m30
120,"R6_쉬는말(cold: mom126↑, mom63<10%)",10,46051,1.7143441344637338,-0.05662485914258961,-0.12671896267012384,0.34615969251482054,0.12459715205739173,0.0012790285546977476,0.5021172178671472,0.2882456407026992
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),1,72963,0.6044451484197308,-0.1185358417647568,-0.12431180904851691,0.3019612680399655,0.056180897046981565,0.00010866066321313372,0.500308375477982,0.27637295615585983
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),2,73276,0.6630977306660928,-0.12826601789098377,-0.13764665171244983,0.3006987280965118,0.0629701326058039,0.0013075401416930976,0.5027567006932693,0.2907363939079644
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),3,73280,0.6437544191204344,-0.13605364883379384,-0.14454090335219882,0.2949372270742358,0.06250605266463827,0.0007812433180282019,0.501842248908297,0.30121451965065504
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),4,73276,0.706127367098668,-0.1287844550750774,-0.1476597366731366,0.2969048528849828,0.06794463408811978,0.0020776694961638364,0.503943992576014,0.3006441399639718
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),5,73412,0.7218890656866951,-0.12678357422310219,-0.1503191467794126,0.2937939301476598,0.06954040483923812,-0.00077278926678509,0.498256415844821,0.3000326922029096
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),6,73413,0.9949929618583416,-0.11359547898267733,-0.15174053176814462,0.3014043834198303,0.08620030568675481,-0.0010648125051668789,0.4977592524484764,0.30501409832046095
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),7,73275,1.1458176225297592,-0.10551933770161989,-0.15361494329258552,0.30412828386216306,0.09992104211145046,0.0018210955710955545,0.502804503582395,0.3105424769703173
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),8,73277,1.2836999682091548,-0.09849783435013684,-0.16032427589370357,0.3123217380624207,0.10700803898951061,-0.0002880316818290596,0.49925624684416664,0.3207418425972679
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),9,73275,1.596531631969727,-0.08627664680609785,-0.171179025058806,0.3140634595701126,0.12577950490861076,-0.003548215557886203,0.4951484135107472,0.33692255203002386
120,R7_저점탈출+미매집(dlow252↑+upvol20↓+amt20↑),10,73516,1.9701521502685564,-0.05983790926215979,-0.15001992205712772,0.34407475923608466,0.1674878227314753,0.028508446357757233,0.5352984384351706,0.33033625333260785
