h,rule,decile,n,win_lift,mean_ex_idx,med_ex_idx,p_beat_idx,mean_ex_ew,med_ex_ew,p_beat_ew,p_lt_m30
120,R3_조용함(lv60↓+to20↓),3,85421,1.3813517163290194,-0.06785123358690162,-0.14887240419818337,0.3089521312089533,0.07673273064876845,-0.042565061953190875,0.43523255405579425,0.28608890085576144
120,R3_조용함(lv60↓+to20↓),4,85423,1.3732746919861016,-0.06289680992489832,-0.13508397102356762,0.32157615630450814,0.09154927174109637,-0.025738933632151184,0.46000491670861476,0.27785256898025124
120,R3_조용함(lv60↓+to20↓),5,85545,1.543321398055033,-0.044921124161780936,-0.11808541039369624,0.33605704599918174,0.11740098572584091,-0.0062166893841770765,0.488994096674265,0.26034250979016893
120,R3_조용함(lv60↓+to20↓),6,85548,1.2630598380022973,-0.0585277557084139,-0.11441523746463456,0.338511712722682,0.11461578060383598,0.004879558925791894,0.5081591621078225,0.25088839014354514
120,R3_조용함(lv60↓+to20↓),7,85419,0.9535761834431303,-0.07984988538525878,-0.11208452216537501,0.33670494854774696,0.11124767352409694,0.020691275927651298,0.5369648438871913,0.25435792973460236
120,R3_조용함(lv60↓+to20↓),8,85423,0.6833248295065233,-0.097300168236837,-0.1166098597159354,0.3272889034569144,0.11648601604429858,0.03686480282023763,0.5709586411153905,0.2514077005022067
120,R3_조용함(lv60↓+to20↓),9,85425,0.3563237880496054,-0.13136337427318834,-0.12097569164781496,0.3177290020485806,0.1162696496924073,0.060375580534428264,0.6222183201638865,0.2619607843137255
120,R3_조용함(lv60↓+to20↓),10,85665,0.1297669515852863,-0.1573088797184392,-0.10397476598051059,0.33550458180120235,0.13006150366880198,0.09661353761634073,0.7148543745987276,0.286347983423802
120,R4_고베타단독,1,85035,0.7805671401702159,-0.1760597617440851,-0.17237846018794467,0.28231904509907685,0.033193029551153296,-0.013536379018612488,0.4784735697065914,0.35774681013700244
120,R4_고베타단독,2,85425,0.554123712889891,-0.15735039830216835,-0.14111492691430239,0.2959672227099795,0.06852409583840297,0.01958912948873781,0.5400292654375183,0.3183962540239977
120,R4_고베타단독,3,85422,0.7415391571316061,-0.1293273475672245,-0.1316260343030617,0.31449743625763854,0.0820217427801449,0.02128014530967748,0.540399428718597,0.3015967783474983
120,R4_고베타단독,4,85422,0.7301818247951934,-0.11687182621602642,-0.13077964549222953,0.30369225726393667,0.08279391996682374,0.011275806554766898,0.5212123340591417,0.2861557912481562
120,R4_고베타단독,5,85546,0.9327865361755701,-0.09724424498773199,-0.13332773446908064,0.30478339139176586,0.0903816191194184,0.00508939341607853,0.5096322446403104,0.27598017440908984
120,R4_고베타단독,6,85546,0.9918535660752389,-0.08687588937688102,-0.13396012811281205,0.31346877703223996,0.09126068254486268,0.0007185924480137273,0.5013910644565497,0.2733266312860917
120,R4_고베타단독,7,85422,1.1343135670992086,-0.07751509364976562,-0.13531569765735246,0.3105171969750182,0.09099398014975975,-0.007607232801414537,0.4872164079511133,0.26688675048582333
120,R4_고베타단독,8,85422,1.1508763434231437,-0.06471319129871606,-0.13470132605654495,0.3163470768654445,0.09693738099860248,-0.012292681652945808,0.48019245627590085,0.2617124394184168
120,R4_고베타단독,9,85425,1.5180434423149192,-0.044258154724036325,-0.13971306286647633,0.32310213637693885,0.11284897812288931,-0.017780457673980843,0.47364354697102723,0.2643254316652034
