ticker,name,market,date,fw120,ex_idx,mom12_1,mom63,nh252,dlow252,beta60,rv21_pct,size_pct,amt20_pct,dsh,range120_pct,mdd_path,R1_pct
170920,엘티씨,KOSDAQ,20251209,2.25267304445695,2.186437750339303,0.9971696647505048,0.5149006622516556,-0.1643835616438356,1.2676579925650557,1.3726971282574572,0.7591582229150429,0.35229929851909586,0.49337490257209665,29.0,0.868503937007874,-0.31640759930915374,0.9072249589490968
307180,아이엘,KOSDAQ,20251121,2.537037037037037,2.1812736443883987,-0.1116899766899766,0.013698630136986356,-0.19938176197836166,0.07024793388429762,0.30366450966970154,0.3522476050110538,0.17686072218128224,0.07442888725128961,298.0,0.07652303120356613,-0.5815450643776824,0.061871616395978345
419530,SAMG엔터,KOSDAQ,20250218,2.223684210526316,2.1761557178438276,-0.41643154494013457,1.144136078782453,0.0,1.6970720720720722,1.0596226758349612,0.9137658227848101,0.4944620253164557,0.7270569620253164,0.0,0.8421052631578947,-0.24367088607594933,0.6295358649789029
209640,와이제이링크,KOSDAQ,20251117,2.44,2.175529759872539,-0.3106343283582089,-0.23711340206185572,-0.7155409115870401,0.0,0.697830411641574,0.15613652868554828,0.10602759622367465,0.013798111837327523,,0.5865102639296188,-0.3927893738140418,0.28931297709923665
006800,,KOSPI,20250825,3.088604742860362,2.1750561041406193,1.593553345244806,0.34661148473874803,-0.21959054308720238,1.440203562340967,2.527007715962267,0.3693830921553694,0.9596344249809596,0.9451637471439451,42.0,0.931782945736434,-0.2563821628136299,0.9610073111291633
077360,덕산하이메탈,KOSDAQ,20251121,2.5111524163568775,2.155389023708239,0.34349995628535623,0.1711711711711712,-0.29539295392953935,0.6275430359937402,1.6231409263939247,0.787030213706706,0.4664701547531319,0.7457627118644068,31.0,0.7317979197622585,-0.3052555795536357,0.880123743232792
405100,큐알티,KOSDAQ,20230901,2.0911786508524832,2.1486115243456725,,,,,0.19413211300615998,0.7459874389392882,0.3244940683879972,0.15422191207257502,,,-0.3275862068965517,
056080,유진로봇,KOSDAQ,20241111,2.1882352941176473,2.148081603862623,-0.39081878708573026,-0.06028368794326244,-0.5793650793650793,0.0037878787878788955,1.2665478110698223,0.49535864978902955,0.43628691983122364,0.3527426160337553,,0.4209621993127148,-0.32852729145211124,0.4138240574506284
029480,광무,KOSDAQ,20231212,2.198090692124105,2.1474220639874613,,-0.2838499184339315,,,1.292061980924859,0.43353028064992616,0.2799113737075332,0.2016248153618907,,0.8705526116578349,-0.41844660194174754,
264850,이랜시스,KOSDAQ,20230724,2.04,2.1466747521171112,,,,,,0.3796542553191489,0.08776595744680851,0.28257978723404253,,,-0.40746500777604977,
047920,HLB제약,KOSDAQ,20230921,2.208430913348946,2.1427167942610588,,,,,0.6098567742370944,0.5559368565545642,0.6760466712422787,0.7227179135209334,,,-0.18535469107551483,
076610,해성옵틱스,KOSDAQ,20250918,2.4402852049910875,2.1409838413178592,-0.4393472415934353,-0.04208754208754206,-0.4822565969062784,0.04981549815498165,0.9600085558573321,0.5069551777434312,0.015455950540958269,0.01313755795981453,,0.5301960784313725,-0.5299188640973631,0.3250825082508251
317330,덕산테코피아,KOSDAQ,20231220,2.129459734964322,2.137336957341684,,0.38013698630136994,-0.03588516746411485,0.44031451036454605,0.8763526992098695,0.8234875444839858,0.6569395017793594,0.8021352313167259,2.0,0.38657913931436905,-0.22022471910112362,
065170,비엘팜텍,KOSDAQ,20260122,1.929969104016478,2.1348628088045416,-0.2916814946619217,0.09370424597364568,-0.6938524590163935,0.7828162291169452,0.9452867961823885,0.9911323328785812,0.009549795361527967,0.04433833560709413,218.0,0.7790055248618785,-0.7639416058394161,0.20988538681948424
