anchor,ret,idx,ew,ex_idx,ex_ew,kospi_share,size_pct,amt_pct,n_win,worst_pick,best_pick
20241226,0.10585175996741317,0.2207962727470758,0.21322896908097422,-0.11494451277966264,-0.10737720911356105,0.45,0.6846456692913385,0.8429133858267717,1,-0.7484548825710754,1.282511210762332
20250630,0.2486512056112919,0.23232656165569718,0.04604863199717273,0.016324643955594714,0.20260257361411915,0.5,0.8669064748201439,0.9293655984303466,1,-0.5399737876802098,1.9638234317955527
20251223,0.27932996196742504,0.4577207695825619,-0.05474853705222847,-0.17839080761513687,0.33407849901965353,0.1,0.7871853546910755,0.9427917620137299,3,-0.5771260997067449,4.91588785046729
