ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level
001620,케이비아이동국실업,,2510,15.7,0.7,1.3,-47.9,11.8,-5.3,-21.8,-22.7,-17.1,-19.8,-8.1,1.9,4820,2245,10,True,True,False,70762,37905,1.9,1.9,1.0,1.87,0,False,False,False,False,-,89.0,-0.4,0.1,-1.1,0.6,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,107.0,103.0,001620,00114765,0,1,0,0,,[20260310] 주식병합결정               (20260310800693),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260310800693,,,,20260310800693,주의
095720,웅진씽크빅,,1699,5.9,12.1,15.6,-65.1,5.2,-2.6,-26.5,-26.7,-18.7,-22.9,-37.5,1.63,4864,1615,15,True,True,True,108050,62932,1.8,1.8,1.2,1.72,3,False,True,False,False,5일선회복,84.6,-1.2,-0.1,-5.7,-1.4,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,102.6,98.6,095720,00628189,0,1,0,0,,[20260311] 주식병합결정               (20260311802526),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260311802526,,,,20260311802526,주의
013360,일성건설,,1424,25.7,10.2,9.9,-49.7,19.5,-6.6,-29.0,-27.9,-16.0,-23.2,-16.7,0.76,2830,1192,0,False,False,False,211935,426734,4.7,3.1,7.6,0.5,0,False,False,False,False,-,85.4,0.2,0.1,-4.3,0.2,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,100.4,96.4,013360,00146232,0,0,0,0,,,,,,,,,,,안전
000890,보해양조,,1421,2.6,5.5,-6.3,-49.5,2.9,-32.7,-33.8,-44.8,-28.0,-31.7,-34.6,4.53,2815,1381,0,False,False,False,363503,99858,5.9,5.7,1.6,3.64,0,False,False,False,False,-,99.8,-2.5,-1.6,-2.5,-1.6,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.8,95.8,000890,00123541,0,1,0,0,,[20260305] 주식병합결정               (20260305801205),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260305801205,,,,20260305801205,주의
016590,신대양제지,,10080,20.6,3.6,7.9,-44.5,28.9,-5.1,-21.9,-35.3,-13.7,-19.2,-19.3,2.25,18150,7820,5,False,True,False,31897,30731,6.9,3.3,3.6,1.04,0,False,False,False,False,-,86.8,0.9,-1.5,-4.3,-1.9,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.8,95.8,016590,00135777,0,2,0,0,,[20251106] 최대주주변경               (20251106800769) || [20251106] 최대주주등소유주식변동신고서(최대주주변경시)               (20251106800729),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251106800769 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251106800729,,,,20251106800769 || 20251106800729,주의
011090,에넥스,,1467,0.0,3.5,-5.6,-64.8,1.9,-31.4,-31.4,-41.6,-26.9,-29.9,-43.4,2.93,4170,1440,0,False,False,False,212046,50487,2.3,3.6,0.8,4.2,0,False,False,False,False,-,99.7,-1.2,-0.7,-1.2,-0.7,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.7,95.7,011090,00139764,0,1,0,0,,[20260305] 주식병합결정               (20260305801188),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260305801188,,,,20260305801188,주의
011930,신성이엔지,,26500,21.0,5.3,6.0,-46.7,93.9,-5.7,-33.7,26.8,-26.7,-22.8,21.7,1.64,49700,13670,10,True,True,False,1153280,667891,305.4,329.4,219.8,1.73,0,False,False,False,False,-,89.5,-52.7,-13.1,-10.9,-51.5,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.5,95.5,011930,00136271,0,3,0,0,,[20260225] [기재정정]주식병합결정               (20260225802016) || [20260220] [기재정정]주식병합결정               (20260220800510) || [20260220] 주식병합결정               (20260220800309),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260225802016 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260220800510 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260220800309,,,,20260225802016 || 20260220800510 || 20260220800309,주의
336370,솔루스첨단소재,,9500,26.7,2.2,12.0,-43.8,38.1,-10.5,-38.7,7.0,-22.9,-13.2,5.8,1.34,16900,6880,0,False,False,False,480481,822490,96.3,49.2,109.0,0.58,0,False,False,False,False,-,84.4,8.5,4.4,20.7,-45.3,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.4,95.4,336370,01412822,0,4,0,0,,[20260429] 유상증자결정(종속회사의주요경영사항)               (20260429801024) || [20260428] 유상증자결정(종속회사의주요경영사항)               (20260428800851) || [20260123] 유상증자결정(종속회사의주요경영사항)               (20260123800533),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260429801024 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260428800851 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260123800533,,,,20260429801024 || 20260428800851 || 20260123800533,주의
000390,SP삼화,,7270,17.9,3.7,17.0,-49.2,30.5,-4.0,-23.1,-25.5,-13.4,-20.0,-0.5,0.59,14300,5570,5,False,True,False,197537,414726,17.8,14.9,36.9,0.48,0,False,False,False,False,-,79.4,2.0,0.4,21.9,-1.4,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.4,95.4,000390,00129387,0,3,0,0,,[20260102] 최대주주변경               (20260102800376) || [20260102] 최대주주등소유주식변동신고서(최대주주변경시)               (20260102800268) || [20251208] 유상증자또는주식관련사채등의발행결과(자율공시)               (20251208800364),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260102800376 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260102800268 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251208800364,,,,20260102800376 || 20260102800268 || 20251208800364,주의
004310,현대약품,,7190,29.5,15.1,18.6,-54.9,118.9,-3.1,-16.0,-46.0,-9.3,-15.0,3.3,0.76,15960,3285,10,False,True,True,323850,487856,26.8,23.7,39.6,0.66,0,False,False,False,False,-,74.3,2.9,0.7,-26.4,2.7,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.3,95.3,004310,00164706,0,0,0,0,,,,,,,,,,,안전
004440,삼일씨엔에스,,5600,5.2,12.0,14.4,-49.4,40.4,-7.9,-29.5,-3.4,-18.5,-25.8,-1.6,2.47,11070,3990,0,False,False,False,80530,83793,11.0,4.7,5.9,0.96,0,False,False,False,False,-,90.6,0.4,-0.5,-2.1,-0.1,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,98.6,94.6,004440,00109806,0,0,0,0,,,,,,,,,,,안전
010820,퍼스텍,,10310,17.5,6.0,7.0,-45.0,189.2,-8.2,-32.7,41.8,-17.1,-4.8,66.5,0.92,18730,3565,5,False,True,False,1480291,1821593,163.5,160.7,233.7,0.81,0,False,False,False,False,-,85.2,83.7,-42.5,219.1,-87.5,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,98.2,94.2,010820,00148522,0,0,0,0,,,,,,,,,,,안전
009810,플레이그램,,2130,27.5,35.2,11.8,-50.7,7.8,-3.2,-8.5,-8.9,-7.1,-3.9,-21.9,3.63,4317,1975,15,True,True,True,43612,18197,1.2,0.9,0.4,2.4,3,False,True,False,False,5일선회복,79.5,-0.1,-0.8,-0.4,-0.9,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,97.5,93.5,009810,00103130,0,3,0,0,,[20260311] 주식병합결정               (20260311801931) || [20251126] 주식병합결정               (20251126800734) || [20250715] [첨부정정]주요사항보고서(전환사채권발행결정) (20250715000028),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260311801931 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251126800734 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250715000028,,,,20260311801931 || 20251126800734 || 20250715000028,주의
092220,KEC,,5210,16.3,0.3,-7.0,-50.1,56.7,-43.3,-34.9,31.7,-38.1,-34.7,4.4,1.46,10450,3325,5,True,False,False,4417350,3125408,137.7,273.7,258.0,1.41,0,False,False,False,False,-,92.3,-56.4,-1.9,-90.2,-1.8,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,97.3,93.3,092220,00589127,0,1,0,0,,[20260304] 주식병합결정               (20260304801566),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260304801566,,,,20260304801566,주의
003280,흥아해운,,2255,23.3,1.4,-1.6,-53.0,46.4,-11.9,-28.5,14.8,-16.6,-27.0,9.3,0.3,4795,1540,0,False,False,False,8936047,27333998,189.2,215.8,753.1,0.33,0,False,False,False,False,-,89.2,71.6,-0.6,65.1,-1.0,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,97.2,93.2,003280,00167208,0,0,0,0,,,,,,,,,,,안전
006200,한국전자홀딩스,,2930,16.5,6.9,2.0,-47.6,2.8,-26.8,-28.8,-14.1,-22.1,-26.9,-19.3,1.88,5590,2850,5,True,False,False,230391,83473,4.0,7.0,2.8,2.76,0,False,False,False,False,-,92.0,-1.9,-0.7,-1.6,0.3,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,97.0,93.0,006200,00159254,0,2,0,0,,[20260304] 주식병합결정               (20260304801670) || [20260213] 유상증자또는주식관련사채등의발행결과(자율공시)               (20260213801923),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260304801670 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260213801923,,,,20260304801670 || 20260213801923,주의
009460,한창제지,,2080,9.5,11.1,-1.8,-47.5,4.0,-11.9,-19.2,-15.1,-18.7,-21.9,-25.6,2.58,3965,2000,5,True,False,False,54613,31575,1.4,1.2,0.7,1.73,0,False,False,False,False,-,91.2,-0.6,-0.0,-1.1,-0.9,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,96.2,92.2,009460,00163761,0,3,0,0,,[20260224] 주식병합결정               (20260224800300) || [20250813] 유상증자또는주식관련사채등의발행결과(자율공시)               (20250813800352) || [20250805] 주요사항보고서(전환사채권발행결정) (20250805000155),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260224800300 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250813800352 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250805000155,,,,20260224800300 || 20250813800352 || 20250805000155,주의
003000,부광약품,,5090,22.7,8.3,14.6,-48.5,59.1,-6.3,-29.0,-5.2,-13.7,-26.4,9.5,0.53,9890,3200,5,False,True,False,738765,1454650,34.1,38.6,93.0,0.51,0,False,False,False,False,-,83.1,3.1,-3.7,141.2,-226.2,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,96.1,92.1,003000,00123718,0,10,0,0,,[20250716] 유상증자또는주식관련사채등의발행결과(자율공시)               (20250716800139) || [20250715] [기재정정]특수관계인의유상증자참여 (20250715000306) || [20250715] 유상증자또는주식관련사채등의청약결과(자율공시)               (20250715800243),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250716800139 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250715000306 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250715800243,,,,20250716800139 || 20250715000306 || 20250715800243,주의
023810,인팩,,6390,17.7,14.2,17.6,-52.9,14.1,-0.2,-25.9,-25.1,-18.3,-20.0,-16.1,1.02,13560,5600,5,False,True,False,65448,92139,6.0,4.2,7.3,0.71,3,False,True,False,False,5일선회복,80.0,2.5,-0.1,-2.3,-0.1,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,96.0,92.0,023810,00180795,0,0,0,0,,,,,,,,,,,안전
001460,BYC,,40100,19.9,1.6,5.1,-43.9,25.3,-9.1,-20.3,-29.0,-14.0,-15.7,-7.5,0.59,71500,32000,0,False,False,False,5325,5242,1.3,2.2,2.4,1.02,0,False,False,False,False,-,80.7,0.1,0.5,-0.8,4.5,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,95.7,91.7,001460,00122579,0,0,0,0,,,,,,,,,,,안전
130660,한전산업,,14480,12.6,1.2,17.5,-47.9,42.7,-5.2,-30.9,-43.5,-17.6,-22.8,-1.7,0.81,27800,10150,5,False,True,False,262901,448445,49.6,39.3,83.0,0.59,0,False,False,False,False,-,82.2,17.5,-7.1,11.0,-4.8,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,95.2,91.2,130660,00194947,1,0,0,0,[20251125] 횡령ㆍ배임사실확인               (20251125800599),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251125800599,,,,20251125800599,,위험
049800,우진플라임,,2100,11.6,8.4,10.0,-43.2,13.5,-5.4,-27.7,-25.8,-16.3,-19.3,-6.8,0.82,3700,1850,5,False,True,False,67701,111046,1.9,1.5,2.9,0.61,0,False,False,False,False,-,82.1,0.6,-0.0,1.5,-0.1,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,95.1,91.1,049800,00303217,0,0,0,0,,,,,,,,,,,안전
044380,주연테크,,1720,26.4,10.6,9.3,-42.1,12.4,0.3,-21.6,-7.5,-15.0,-13.3,-22.0,0.42,2970,1530,5,False,True,False,171785,472315,3.5,3.0,8.8,0.36,3,False,False,True,False,+3%반등,78.8,0.9,0.0,-1.4,-0.9,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,94.8,90.8,044380,00269241,0,1,0,0,,[20260227] 주식병합결정               (20260227800224),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260227800224,,,,20260227800224,주의
008970,KBI동양철관,,1509,23.2,10.1,21.1,-62.7,6.3,-1.6,-20.5,-17.6,-11.7,-15.3,-27.8,0.33,4041,1420,10,False,True,True,837850,2752382,14.3,12.9,51.6,0.3,0,False,False,False,False,-,76.8,0.2,-0.0,-21.9,-0.1,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,94.8,90.8,008970,00117629,0,10,0,0,,[20251211] 유상증자또는주식관련사채등의발행결과(자율공시)               (20251211800162) || [20251210] 유상증자또는주식관련사채등의청약결과(자율공시)               (20251210800140) || [20251205] 유상증자또는주식관련사채등의청약결과(자율공시)               (20251205800078),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251211800162 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251210800140 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251205800078,,,,20251211800162 || 20251210800140 || 20251205800078,주의
016880,웅진,,2165,23.7,2.6,10.6,-58.4,34.4,-5.0,-21.6,-13.2,-16.2,-19.0,-30.2,0.4,5200,1611,5,False,True,False,380968,731950,6.4,8.8,20.0,0.52,0,False,False,False,False,-,81.6,-12.7,9.8,-18.9,10.2,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,94.6,90.6,016880,00143651,0,2,0,0,,[20250612] 유상증자결정(종속회사의주요경영사항)               (20250612800397) || [20250528] 유상증자결정(종속회사의주요경영사항)               (20250528800404),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250612800397 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250528800404,,,,20250612800397 || 20250528800404,주의
008350,남선알미늄,,1545,21.3,0.1,8.6,-55.7,54.5,-11.2,-31.8,23.0,-19.6,-21.1,13.7,0.35,3485,1000,0,False,False,False,4033943,9880941,54.2,66.2,197.5,0.41,0,False,False,False,False,-,86.6,28.2,-0.1,26.0,0.7,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,94.6,90.6,008350,00107224,0,0,0,0,,,,,,,,,,,안전
