ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
001620,케이비아이동국실업,,2510,15.7,0.7,1.3,-47.9,11.8,-5.3,-21.8,-22.7,-17.1,-19.8,-8.1,1.9,4820,2245,10,True,True,False,70762,37905,1.9,1.9,1.0,1.87,0,False,False,False,False,-,89.0,-0.4,0.1,-1.1,0.6,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,107.0,103.0
095720,웅진씽크빅,,1699,5.9,12.1,15.6,-65.1,5.2,-2.6,-26.5,-26.7,-18.7,-22.9,-37.5,1.63,4864,1615,15,True,True,True,108050,62932,1.8,1.8,1.2,1.72,3,False,True,False,False,5일선회복,84.6,-1.2,-0.1,-5.7,-1.4,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,102.6,98.6
013360,일성건설,,1424,25.7,10.2,9.9,-49.7,19.5,-6.6,-29.0,-27.9,-16.0,-23.2,-16.7,0.76,2830,1192,0,False,False,False,211935,426734,4.7,3.1,7.6,0.5,0,False,False,False,False,-,85.4,0.2,0.1,-4.3,0.2,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,100.4,96.4
000890,보해양조,,1421,2.6,5.5,-6.3,-49.5,2.9,-32.7,-33.8,-44.8,-28.0,-31.7,-34.6,4.53,2815,1381,0,False,False,False,363503,99858,5.9,5.7,1.6,3.64,0,False,False,False,False,-,99.8,-2.5,-1.6,-2.5,-1.6,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.8,95.8
016590,신대양제지,,10080,20.6,3.6,7.9,-44.5,28.9,-5.1,-21.9,-35.3,-13.7,-19.2,-19.3,2.25,18150,7820,5,False,True,False,31897,30731,6.9,3.3,3.6,1.04,0,False,False,False,False,-,86.8,0.9,-1.5,-4.3,-1.9,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.8,95.8
011090,에넥스,,1467,0.0,3.5,-5.6,-64.8,1.9,-31.4,-31.4,-41.6,-26.9,-29.9,-43.4,2.93,4170,1440,0,False,False,False,212046,50487,2.3,3.6,0.8,4.2,0,False,False,False,False,-,99.7,-1.2,-0.7,-1.2,-0.7,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.7,95.7
011930,신성이엔지,,26500,21.0,5.3,6.0,-46.7,93.9,-5.7,-33.7,26.8,-26.7,-22.8,21.7,1.64,49700,13670,10,True,True,False,1153280,667891,305.4,329.4,219.8,1.73,0,False,False,False,False,-,89.5,-52.7,-13.1,-10.9,-51.5,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.5,95.5
336370,솔루스첨단소재,,9500,26.7,2.2,12.0,-43.8,38.1,-10.5,-38.7,7.0,-22.9,-13.2,5.8,1.34,16900,6880,0,False,False,False,480481,822490,96.3,49.2,109.0,0.58,0,False,False,False,False,-,84.4,8.5,4.4,20.7,-45.3,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.4,95.4
000390,SP삼화,,7270,17.9,3.7,17.0,-49.2,30.5,-4.0,-23.1,-25.5,-13.4,-20.0,-0.5,0.59,14300,5570,5,False,True,False,197537,414726,17.8,14.9,36.9,0.48,0,False,False,False,False,-,79.4,2.0,0.4,21.9,-1.4,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.4,95.4
004310,현대약품,,7190,29.5,15.1,18.6,-54.9,118.9,-3.1,-16.0,-46.0,-9.3,-15.0,3.3,0.76,15960,3285,10,False,True,True,323850,487856,26.8,23.7,39.6,0.66,0,False,False,False,False,-,74.3,2.9,0.7,-26.4,2.7,True,15,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,99.3,95.3
004440,삼일씨엔에스,,5600,5.2,12.0,14.4,-49.4,40.4,-7.9,-29.5,-3.4,-18.5,-25.8,-1.6,2.47,11070,3990,0,False,False,False,80530,83793,11.0,4.7,5.9,0.96,0,False,False,False,False,-,90.6,0.4,-0.5,-2.1,-0.1,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,98.6,94.6
010820,퍼스텍,,10310,17.5,6.0,7.0,-45.0,189.2,-8.2,-32.7,41.8,-17.1,-4.8,66.5,0.92,18730,3565,5,False,True,False,1480291,1821593,163.5,160.7,233.7,0.81,0,False,False,False,False,-,85.2,83.7,-42.5,219.1,-87.5,True,8,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,98.2,94.2
009810,플레이그램,,2130,27.5,35.2,11.8,-50.7,7.8,-3.2,-8.5,-8.9,-7.1,-3.9,-21.9,3.63,4317,1975,15,True,True,True,43612,18197,1.2,0.9,0.4,2.4,3,False,True,False,False,5일선회복,79.5,-0.1,-0.8,-0.4,-0.9,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,97.5,93.5
092220,KEC,,5210,16.3,0.3,-7.0,-50.1,56.7,-43.3,-34.9,31.7,-38.1,-34.7,4.4,1.46,10450,3325,5,True,False,False,4417350,3125408,137.7,273.7,258.0,1.41,0,False,False,False,False,-,92.3,-56.4,-1.9,-90.2,-1.8,True,0,강세,-4,0,-1,-3,74.0,27.1,1496.93,,1.69,-43023.0,-43023.0,-43023.0,10,10,1.0,97.3,93.3
