ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,dart_status
230240,에치에프알,,17520,43.4,49.3,37.6,-55.9,53.4,10.9,-32.2,-43.2,-6.6,-32.8,-13.2,0.65,39700,11420,5,False,True,False,225305,203812,23.7,37.8,39.1,1.11,6,False,True,True,False,5일선회복/+3%반등,49.9,-3.0,-20.1,106.4,-62.8,True,0,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.9,51.9,230240,01108442,0,0,0,0,,,,,,,,,,,안전,SAFE
458650,성우,,8240,51.0,37.1,31.5,-46.6,8.1,4.7,-27.7,-35.4,-5.0,-24.9,-29.4,0.45,15440,7620,10,False,True,True,15906,27989,1.0,1.3,2.5,0.57,3,False,False,True,False,+3%반등,39.9,0.2,-0.2,1.8,2.9,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.9,51.9,458650,00319272,0,0,0,0,,,,,,,,,,,안전,SAFE
035760,CJ ENM,,29300,45.5,10.9,6.5,-64.4,2.1,-14.0,-23.5,-45.3,-8.6,-22.3,-49.5,0.79,82300,28700,0,False,False,False,77117,80923,19.1,23.6,26.2,0.95,0,False,False,False,False,-,60.7,-22.6,-8.0,-75.4,40.4,True,0,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.7,51.7,035760,00265324,0,0,0,0,,,,,,,,,,,안전,SAFE
118990,모트렉스,,5390,47.5,54.8,34.5,-53.4,8.0,0.2,-23.4,-35.6,-4.5,-23.0,-35.4,0.54,11570,4990,5,False,True,False,103535,110794,3.3,5.4,6.3,0.93,6,False,True,True,False,5일선회복/+3%반등,41.6,6.2,-0.0,18.0,0.0,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.6,51.6,118990,00876908,0,0,0,0,,,,,,,,,,,안전,SAFE
064850,에프앤가이드,,22900,41.6,29.3,27.1,-38.1,215.4,10.9,-8.8,-11.2,-9.3,-12.4,38.0,0.53,37000,7260,10,False,True,True,42575,87892,10.8,9.4,23.1,0.48,6,False,True,True,False,5일선회복/+3%반등,41.6,2.6,-6.1,-39.5,-13.7,True,3,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.6,51.6,064850,00331016,0,0,0,0,,,,,,,,,,,안전,SAFE
095700,제넥신,,2325,45.5,34.9,27.9,-69.0,8.6,0.0,-23.8,-52.3,-6.1,-31.6,-49.4,0.55,7490,2140,10,False,True,True,90023,163773,2.0,2.1,4.2,0.55,3,False,True,False,False,5일선회복,47.5,-0.3,-0.0,-0.6,-4.0,True,0,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.5,51.5,095700,00545929,0,2,0,0,,[20250924] [기재정정]주요사항보고서(전환사채권발행결정) (20250924000208) || [20250924] 주요사항보고서(전환사채권발행결정) (20250923000407),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250924000208 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250923000407,,,,20250924000208 || 20250923000407,주의,SAFE
125210,아모그린텍,,5970,44.8,32.5,31.0,-64.4,9.3,-0.2,-36.6,-37.6,-9.7,-36.5,-24.4,0.5,16750,5460,10,False,True,True,84268,131668,3.9,5.0,9.0,0.64,0,False,False,False,False,-,50.4,-2.3,0.0,3.6,-19.7,True,0,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.4,51.4,125210,00611912,0,0,0,0,,,,,,,,,,,안전,SAFE
484120,도우인시스,,18090,60.7,96.7,90.4,-69.3,34.3,19.8,-0.9,-7.7,13.0,0.3,-20.3,3.98,59000,13470,10,False,True,True,28830,21867,16.1,5.0,3.6,1.32,10,False,True,True,True,5일선회복/+3%반등/거래량동반양봉,30.4,2.6,0.3,1.4,-1.9,True,10,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.4,51.4,484120,01380578,0,0,0,0,,,,,,,,,,,안전,SAFE
099750,이지케어텍,,6130,46.3,24.6,32.2,-48.1,6.1,-0.2,-12.1,-29.5,-3.3,-12.3,-26.9,0.65,11810,5780,10,False,True,True,14627,17540,0.7,0.9,1.1,0.83,3,False,True,False,False,5일선회복,39.3,0.1,-0.0,-0.1,0.1,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.3,51.3,099750,00490090,0,0,0,0,,,,,,,,,,,안전,SAFE
098460,고영,,28400,45.6,38.9,38.7,-36.9,109.6,13.6,-20.6,3.6,-4.5,-16.1,2.8,0.91,45000,13550,10,False,True,True,1152638,1334972,345.8,309.4,406.1,0.86,6,False,True,True,False,5일선회복/+3%반등,36.2,41.1,-20.4,495.9,-166.0,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,60.2,51.2,098460,00579999,0,0,0,0,,,,,,,,,,,안전,SAFE
