ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,dart_status
950160,코오롱티슈진,,15000,13.6,0.3,-5.8,-89.9,1.7,-75.8,-85.2,-85.3,-79.5,-83.7,-82.2,14.88,149000,14750,5,True,False,False,5275569,1628639,3791.7,857.2,508.0,3.24,4,False,False,False,True,거래량동반양봉,100.0,-122.5,-97.2,31.1,-265.7,True,0,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,109.0,103.0,950160,01245062,0,2,0,0,,[20260306] 주요사항보고서(유상증자결정) (20260306000980) || [20250912] 주요사항보고서(전환사채권발행결정) (20250912000305),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260306000980 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250912000305,,,,20260306000980 || 20250912000305,주의,SAFE
136150,원일티엔아이,,7250,28.3,7.8,27.1,-75.2,5.8,-2.9,-28.3,-57.9,-16.5,-34.2,-57.5,0.26,29200,6850,10,False,True,True,12943,33395,0.6,0.9,3.0,0.39,6,False,True,True,False,5일선회복/+3%반등,78.3,0.6,-0.2,2.2,-0.3,True,8,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,102.3,96.3,136150,00488244,0,0,0,0,,,,,,,,,,,안전,SAFE
295310,에이치브이엠,,39050,19.5,8.5,20.3,-72.9,77.9,-6.1,-29.3,-56.9,-18.2,-48.7,-40.4,0.41,144000,21950,5,False,True,False,69212,156345,24.4,27.4,80.4,0.44,0,False,False,False,False,-,81.5,5.5,0.9,-48.5,62.6,True,15,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,101.5,95.5,295310,01011368,0,1,0,0,,[20260402] 주요사항보고서(전환사채권발행결정) (20260402002584),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260402002584,,,,20260402002584,주의,SAFE
027360,아주IB투자,,3235,29.1,11.9,21.9,-83.8,69.1,-4.3,-35.3,-73.3,-17.4,-60.0,-46.4,0.43,19950,1913,5,False,True,False,673112,1334599,17.5,22.0,56.1,0.5,0,False,False,False,False,-,80.8,1.0,0.7,43.2,-0.0,True,15,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,100.8,94.8,027360,00156895,0,0,0,0,,,,,,,,,,,안전,SAFE
091590,남화토건,,4850,22.8,1.5,12.4,-60.2,51.6,-18.5,-18.9,10.5,-37.1,-10.3,14.0,0.17,12190,3200,5,False,True,False,400090,2248949,16.0,21.6,188.4,0.18,0,False,False,False,False,-,79.5,8.3,0.5,26.0,1.0,True,15,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,99.5,93.5,091590,00108001,0,2,0,0,,[20260413] [기재정정]최대주주변경을수반하는주식담보제공계약체결               (20260413901037) || [20251013] [기재정정]최대주주변경을수반하는주식담보제공계약체결               (20251013900680),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260413901037 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251013900680,,,,20260413901037 || 20251013900680,주의,SAFE
372320,큐로셀,,23550,22.1,19.3,27.6,-64.3,9.8,-0.2,-25.7,-60.2,-12.6,-22.4,-45.4,0.4,66000,21450,10,False,True,True,26908,61869,5.9,6.1,17.1,0.43,6,False,True,True,False,5일선회복/+3%반등,74.5,1.2,0.0,4.2,-29.3,True,8,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,98.5,92.5,372320,01492651,0,3,0,0,,[20260417] 주요사항보고서(유상증자결정) (20260417000574) || [20260417] 주요사항보고서(전환사채권발행결정) (20260417000568) || [20250917] 주요사항보고서(전환사채권발행결정) (20250917000327),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260417000574 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260417000568 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250917000327,,,,20260417000574 || 20260417000568 || 20250917000327,주의,SAFE
064850,에프앤가이드,,19000,33.0,4.2,14.4,-48.6,146.8,-10.4,-27.9,-32.9,-19.0,-23.7,12.1,1.04,37000,7700,5,True,False,False,110976,76753,15.2,22.8,18.6,1.45,0,False,False,False,False,-,78.3,6.8,11.1,-12.8,3.5,True,15,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,98.3,92.3,064850,00331016,0,0,0,0,,,,,,,,,,,안전,SAFE
420770,기가비스,,113200,28.3,6.2,-4.1,-45.0,386.9,-30.5,-27.3,19.9,-27.6,-21.4,46.2,1.6,206000,23250,0,False,False,False,197288,163796,297.2,252.2,249.8,1.2,0,False,False,False,False,-,89.7,518.9,-166.0,572.4,-67.3,True,8,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,97.7,91.7,420770,00765569,0,0,0,0,,,,,,,,,,,안전,SAFE
087010,펩트론,,113300,26.7,15.2,27.6,-71.1,15.6,-4.9,-47.5,-55.5,-21.9,-44.7,-56.2,0.53,392500,98000,5,False,True,False,169140,348209,209.1,183.0,458.7,0.49,6,False,True,True,False,5일선회복/+3%반등,77.7,63.5,-62.0,148.8,-465.2,True,8,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,96.7,90.7,087010,00415868,0,0,0,0,,,,,,,,,,,안전,SAFE
114810,한솔아이원스,,9980,30.9,4.7,-3.8,-49.8,22.8,-19.3,-25.7,-46.9,-19.1,-26.5,-29.4,3.33,19900,8130,0,False,False,False,285627,233640,78.0,30.7,28.4,1.22,0,False,False,False,False,-,96.4,-18.5,-27.3,-30.6,-38.0,True,0,약세,-6,-7,1,0,-25.2,-17.7,1459.42,-2.94,-5.63,-971.0,-971.0,-971.0,10,10,1.0,96.4,90.4,114810,00625942,0,0,0,0,,,,,,,,,,,안전,SAFE
