ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
373200,엑스플러스,,1555,14.3,0.0,-39.0,-71.6,0.0,-40.2,-46.4,-64.9,-40.6,-47.7,-49.1,13.48,5475,1555,5,True,False,False,774728,250285,54.1,12.7,4.8,3.1,0,False,False,False,False,-,100.0,1.8,-0.1,2.1,-0.2,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,113.0,104.0
106080,케이이엠텍,,1650,15.1,21.0,14.4,-87.8,30.4,-8.3,-45.5,-67.2,-33.5,-49.8,,3.51,13500,1265,15,True,True,True,284862,182991,10.9,4.6,4.3,1.56,4,False,False,False,True,거래량동반양봉,91.5,0.0,0.0,0.0,0.0,True,0,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,110.5,101.5
494120,큐리오시스,,15420,23.4,19.8,26.6,-84.0,32.7,21.9,-48.5,-69.3,-27.6,-51.4,,2.81,96400,11617,10,True,True,False,268396,175237,75.5,36.7,34.9,1.53,6,False,True,True,False,5일선회복/+3%반등,86.0,-19.6,9.9,-10.0,50.1,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,110.0,101.0
199730,바이오인프라,,1626,17.0,10.8,4.9,-74.3,8.4,-24.7,-47.1,-60.7,-30.3,-46.4,-60.9,1.93,6330,1500,5,True,False,False,45176,24939,0.8,0.8,0.5,1.81,0,False,False,False,False,-,92.5,0.4,-0.0,0.7,0.0,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,105.5,96.5
032960,동일기연,,2025,8.4,0.3,-8.3,-89.4,1.6,-81.6,-82.5,-88.0,-79.3,-83.3,-85.5,4.33,19050,1993,5,True,False,False,11335,4161,0.4,0.3,0.2,2.72,0,False,False,False,False,-,100.0,-0.3,-0.0,-0.2,-0.1,True,0,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,105.0,96.0
090360,로보스타,,67000,31.4,19.8,20.3,-61.0,168.5,-0.7,-37.1,15.5,-17.5,-25.6,-11.3,0.43,171600,24950,10,False,True,True,95466,191888,55.3,64.0,166.7,0.5,0,False,False,False,False,-,77.3,15.8,1.4,84.5,62.4,True,15,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,102.3,93.3
387570,파인메딕스,,4185,13.5,12.2,22.0,-56.1,4.4,-3.3,-32.2,-34.9,-14.9,-29.9,-41.4,0.52,9530,4010,10,False,True,True,12252,17650,0.4,0.5,0.9,0.69,3,False,False,True,False,+3%반등,80.7,0.1,-0.0,2.4,0.0,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,101.7,92.7
397030,에이프릴바이오,,26450,27.7,18.2,20.1,-65.5,59.5,0.2,-39.2,-50.0,-21.4,-43.4,-45.3,0.52,76700,16580,10,False,True,True,221769,399016,54.1,57.3,142.8,0.56,3,False,True,False,False,5일선회복,79.9,39.3,-15.0,121.7,-34.0,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,100.9,91.9
163730,핑거,,8840,28.7,23.7,23.1,-65.5,12.0,-2.8,-41.1,-21.2,-18.3,-41.3,-29.0,1.31,25650,7890,10,False,True,True,95600,92483,10.8,8.4,10.1,1.03,4,False,False,False,True,거래량동반양봉,78.9,1.9,0.0,18.9,0.5,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,100.9,91.9
200470,에이팩트,,5600,24.0,19.2,28.2,-57.3,152.3,6.7,-52.5,-15.4,-25.8,-34.8,-21.1,0.67,13100,2220,10,False,True,True,456187,770023,27.0,24.7,65.9,0.59,6,False,True,True,False,5일선회복/+3%반등,76.4,-21.1,0.9,-43.3,-4.7,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,100.4,91.4
356680,엑스게이트,,11740,23.1,21.3,26.9,-61.6,92.5,7.4,-32.1,52.7,-20.7,-31.4,11.5,0.41,30550,6100,10,False,True,True,764454,1552219,75.0,87.8,273.5,0.49,6,False,True,True,False,5일선회복/+3%반등,76.4,18.5,-0.3,80.7,5.5,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,100.4,91.4
290660,다이나믹솔루션,,1375,22.4,19.4,21.3,-64.2,14.6,-2.5,-35.0,-58.4,-16.5,-29.8,-26.7,0.41,3836,1200,10,False,True,True,547371,782788,4.3,7.2,13.4,0.7,3,False,True,False,False,5일선회복,79.1,0.4,-0.2,0.3,1.1,True,8,약세,-9,-7,0,-2,-21.1,-23.3,1479.45,,-3.78,-4374.0,-4374.0,-4374.0,10,10,1.0,100.1,91.1
