ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
114090,GKL,,9180,28.8,7.0,-16.2,-48.9,1.4,-10.4,-21.5,-23.2,-13.0,-18.1,-30.3,5.81,17970,9050,5,True,False,False,439737,261995,141.7,41.8,27.0,1.68,0,False,False,False,False,-,95.3,8.5,-56.3,-78.4,-53.0,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,108.3,103.3
032350,롯데관광개발,,11800,33.7,15.2,-20.3,-57.4,8.0,-23.8,-34.5,-29.6,-21.3,-31.6,-40.3,7.74,27700,10930,5,True,False,False,1343199,651915,612.8,166.4,91.0,2.06,0,False,False,False,False,-,93.1,85.6,-255.0,21.3,-279.7,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,106.1,101.1
210980,SK디앤디,,6300,7.9,0.7,-35.4,-54.4,0.6,-44.0,-45.8,-50.8,-42.3,-45.8,-49.2,9.49,13810,6260,5,True,False,False,312845,87630,54.2,22.2,6.8,3.57,0,False,False,False,False,-,100.0,-2.3,-33.0,-2.2,-31.5,True,0,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,105.0,100.0
034230,파라다이스,,10450,37.0,5.5,-14.6,-56.5,3.0,-19.1,-32.4,-31.1,-20.7,-26.3,-38.0,5.39,24000,10150,5,True,False,False,1337448,838099,473.8,148.1,106.1,1.6,0,False,False,False,False,-,89.5,204.2,-387.6,190.1,-446.1,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,102.5,97.5
092790,넥스틸,,11110,28.9,28.4,31.7,-51.7,23.0,5.3,-25.1,-36.9,-11.5,-26.1,-12.1,0.46,23000,9030,10,False,True,True,236973,596904,26.1,25.6,87.5,0.4,6,False,True,True,False,5일선회복/+3%반등,70.3,3.9,0.2,43.8,-4.9,True,15,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,101.3,96.3
036420,콘텐트리중앙,,1620,23.9,12.6,26.0,-88.2,47.3,25.1,-68.1,-73.8,-47.9,-65.5,-78.5,1.82,13730,1100,15,True,True,True,1478542,740327,22.9,24.8,13.0,2.0,3,False,False,True,False,+3%반등,83.0,-4.3,-0.0,-0.5,-11.1,True,0,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,101.0,96.0
085310,엔케이,,8040,36.0,42.4,32.0,-54.3,15.7,10.6,-19.6,-22.2,-7.1,-18.9,-31.9,1.66,17610,6950,10,False,True,True,30785,25972,3.5,2.4,2.2,1.19,10,False,True,True,True,5일선회복/+3%반등/거래량동반양봉,61.3,1.6,1.9,1.0,1.9,True,15,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,96.3,91.3
454910,두산로보틱스,,70600,29.7,21.6,18.8,-58.5,23.0,-2.6,-35.2,-19.9,-16.5,-30.7,-21.7,0.83,170000,57400,5,False,True,False,560386,596517,351.0,392.8,513.2,0.94,3,False,True,False,False,5일선회복,79.6,47.4,-13.6,238.6,125.2,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,95.6,90.6
020150,롯데에너지머티리얼즈,,34200,34.3,22.1,23.8,-58.8,58.3,6.7,-40.7,-27.8,-15.5,-35.1,-17.1,0.56,83100,21600,10,False,True,True,205375,244915,47.1,69.0,100.7,0.84,6,False,True,True,False,5일선회복/+3%반등,71.0,-14.3,2.4,120.6,-143.7,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,95.0,90.0
001740,SK네트웍스,,8200,25.1,16.8,16.0,-49.5,91.8,-3.6,-31.7,56.2,-12.7,-16.0,33.9,0.32,16240,4275,5,False,True,False,1919817,4703448,123.8,158.3,472.5,0.41,0,False,False,False,False,-,81.7,59.8,-3.9,315.3,59.9,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,94.7,89.7
092220,KEC,,2885,26.1,16.8,9.9,-72.4,7.1,-6.9,-31.0,-67.7,-15.8,-41.3,-37.8,0.54,10450,2695,10,False,True,True,366068,687939,10.8,10.9,25.3,0.53,0,False,False,False,False,-,84.3,-2.0,-0.0,34.8,-1.6,True,0,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,94.3,89.3
035000,HS애드,,5980,26.5,1.7,6.1,-36.9,0.3,-6.4,-17.6,-28.6,-10.4,-17.8,-28.0,1.0,9480,5960,10,True,True,False,151976,67178,4.1,9.2,4.3,2.26,0,False,False,False,False,-,76.1,-21.3,0.2,-33.8,-2.7,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,94.1,89.1
097230,HJ중공업,,15820,31.8,14.9,13.1,-53.9,127.6,-6.4,-31.1,-39.2,-17.8,-26.6,-34.6,0.79,34350,6950,5,False,True,False,578523,730236,88.1,93.4,144.7,0.79,0,False,False,False,False,-,80.8,36.9,-2.8,-221.3,212.1,True,8,조정,-5,-2,0,-3,22.1,-23.1,1479.52,,-3.77,-11020.0,-11020.0,-11020.0,10,10,1.0,93.8,88.8
