anchor,n,breadth,big5pct,med_fw5,mk_kos1,mk_kos5,mk_kos20,ic_rv21,ic_dd52,ic_dlow52,ic_mom21,ic_mom63,ic_mom12_1,ic_ret5,ic_sma20gap,ic_max5_21,ic_upr63,ic_amihud63,ic_obv63,ic_amt20,ic_amt_trend,ic_size,ic_turn20,ic_vol_exp,ic_svr5,ic_credit_rate,ic_dcr20,ic_loanchg5,ic_frg5n,ic_frg20n,ic_ins5n,ic_ins20n,ic_pen5n,ic_pen20n,ic_tru5n,ic_tru20n,ic_per5n,ic_per20n
20260623,1351,0.5188749074759438,0.19170984455958548,0.37981551817689585,1.9954684134960488,2.7660624551328006,,-0.17955374794110085,0.11003978361062577,-0.06801428901173803,0.10838085633759825,-0.025689863456677137,-0.07760863491023838,0.1101753884375952,0.12109304969082892,-0.140313446130946,0.006562243317448801,0.04676623436288546,-0.2044638004795318,-0.1597574092859613,0.05332537713550141,0.07731227287522342,-0.27468237302849025,0.018861088642840102,0.14295323136417717,,,,0.01028648756660342,-0.03002817626726172,-0.03491923047554861,0.00516812382080401,-0.033557645121952175,-0.0054714786821395784,-0.01572984969403978,-0.053774346254436764,-0.04786292486480135,-0.0018555686221946688
20260624,1335,0.6157303370786517,0.2599250936329588,1.5065913370998052,-2.364430172328469,2.2038688676029095,,-0.17041399544763483,0.13627234702147056,-0.06895312463634494,0.08026424800741692,0.04088855313178343,-0.05757978022150844,0.028829383348797817,0.08837760219563866,-0.11661705081036085,0.02546798534904828,0.03777015479333822,-0.09048999234645101,-0.13015086005384405,0.02809433527480474,0.052732860047868625,-0.21854952649189158,-0.08839427601136861,0.12155255733209286,,,,-0.04199889939367695,-0.03801829959244877,-0.04626268380198153,-0.026661007863450943,-0.06136342781329251,-0.06254841741824699,-0.030565930512949747,-0.013136406655910945,0.027093672094224662,0.022785766282365914
20260625,1317,0.4783599088838269,0.22247532270311313,-0.27700831024930483,-4.104481814802707,-2.375508273166549,,-0.3710347210641152,0.1550030750107553,-0.272806041100009,0.22512262281805345,-0.01035849093057242,-0.3108262395915994,0.17161003558487536,0.19026659752909048,-0.2584525178164729,-0.05595097782356271,0.10099129654604352,-0.20531921469212802,-0.23971269791570335,0.06324811123740832,0.027707451091453936,-0.3754845681107613,-0.062163786308205335,0.23692808155852083,,,,-0.1128923810739299,-0.12316958172744248,-0.06906442630086816,-0.0276136775074573,-0.08119208513193195,-0.08715931627945983,-0.042645095702077,-0.030033755579609373,0.12589941436139593,0.056669551704721176
20260626,1307,0.791124713083397,0.541698546289212,5.5118110236220375,8.128075924686096,2.0014799675816652,,-0.2846714451644554,-0.07612685107363672,-0.2815526847898948,-0.04090562350240691,-0.15874674283157286,-0.22281855267618267,-0.05241332277581451,-0.05458062381763615,-0.2704114529972306,-0.15332163304424903,0.1027910105598537,-0.18877665378265326,-0.21787348927941466,-0.10805137321099645,-0.05364724140295378,-0.2568001664482229,-0.05553333084412772,0.18428437341685597,,,,0.03795956882809167,-0.02173945796232064,-0.10754496050957313,-0.11818204839714234,-0.07040889018683291,-0.08019109783145115,-0.05341654516898281,-0.06686316474590294,0.021888194754975932,0.04076681013729173
20260629,1291,0.33694810224632066,0.13787761425251743,-2.861685214626386,-0.47687845573939347,-7.984183712265224,,-0.46411417109090314,0.2732182551251018,-0.3079395719521908,0.2874837277273354,0.09539814043132128,-0.2670174385807427,0.2270759693211859,0.21969105218377638,-0.3697525374671049,-0.029664855292508684,0.12485024857384623,-0.14174051026335374,-0.23210481376162523,0.12644784436785275,0.020145925005490985,-0.38781681679187885,-0.049989341809148845,0.16628356748573755,,,,-0.14191771633475378,-0.15794499160878694,-0.045753302880320285,0.008116585281809353,-0.025163887390918956,-0.06868601548255368,0.022827749587071497,0.05022308878541964,0.12358222705477616,0.07191859239019592
20260630,1262,0.35340729001584786,0.17274167987321712,-3.159406565656564,1.4374904494750096,-9.272195420113949,,-0.5440373925191061,0.18569211674495986,-0.4502168620783934,0.24793941391558286,-0.03543674663934042,-0.41516042632376676,0.0860277724750614,0.2185097548725122,-0.43192313964969925,-0.15296342189084214,0.09525606572681632,-0.2742931558822318,-0.22713293101622276,0.1331201511133271,0.06394173411376776,-0.47359602318580934,0.12530421501772107,0.2401331695616552,,,,-0.10138162692866179,-0.10705079282121753,-0.05159294775959343,-0.06611714342749274,-0.11657688987072069,-0.1293690787310502,0.0046613324730298495,-0.01261449176774424,0.07805879139668398,0.07730656378075298
20260701,1248,0.18349358974358973,0.07772435897435898,-8.926760359316145,-6.739118738903538,-15.532361327809763,,-0.5903775372853454,0.20730786109208402,-0.4636328238515517,0.2455041094145712,-0.01531852976423221,-0.4432299808127398,0.03936737119254086,0.17899381387350047,-0.48801640696021636,-0.133665933031217,0.1351350952570769,-0.2829133623022358,-0.25782887971866253,0.18408527625735205,0.03845159126299769,-0.47707472624778097,0.05810561031906473,0.24263677518019386,,,,-0.06921695490957876,-0.12120671503420785,-0.03582912873867722,-0.02685275743006045,-0.10109239927339612,-0.11610136970798163,-0.05307892937101748,-0.02220223660258432,0.010679942602143,0.056380292483024626
20260702,1237,0.18350848827809216,0.05982215036378335,-5.641025641025643,0.19498800073840528,-8.390252907513386,,-0.45580008582557213,0.17817361592823455,-0.2863753098223584,0.1782851871796948,0.017814104998903325,-0.3050688020589385,0.1592522511901598,0.21959767533209426,-0.38719467674270963,-0.08836618094315188,0.15152191474146295,-0.18825058043313914,-0.2609272053431139,0.09354308016619295,-0.03210377333702135,-0.33925828998766555,-0.11533389828621621,0.13036810883755792,,,,0.06940266185910407,-0.07712600642197857,-0.019624130865651603,-0.0069928142930062165,-0.03310475746503053,-0.0626167444444492,-0.06373541486139585,-0.03594761777283413,-0.12779049627706823,5.387267851781035e-05
20260703,1227,0.2974735126324368,0.097799511002445,-2.203389830508473,-2.457364608882895,-3.5674393431674,,-0.2570517219083316,0.10417462789983824,-0.1971016567820116,0.11395999176192793,0.051002398137565026,-0.20710851453005394,0.012830459532015488,0.1315530101424762,-0.2150540967297904,-0.05455067845440574,0.117394222904805,-0.08933092044515428,-0.18641252022971577,0.016056545826833805,-0.07081289598637851,-0.1594937514289293,-0.0627853008077631,0.03860213343487945,,,,0.09912292601209481,-0.029332622789004118,-0.012670740879610726,0.01855365544672033,0.008178388617855387,-0.0261465076852144,-0.025765762423951226,4.8569874426150576e-05,-0.1252149608827292,-0.017065046536466184
20260706,1220,0.18934426229508197,0.060655737704918035,-5.281522657917731,-1.8699753267144459,-5.6323562397440625,,-0.2865025038028591,0.23841336275155925,-0.11847974045441044,0.21451358170035487,0.13372751871763008,-0.16386812630229736,0.15000567328531225,0.21972568191723102,-0.19093650289156416,0.05235651227658538,0.01260609264161289,-0.09901777994479373,-0.11486123919327089,0.13571510305457646,0.07440821947212696,-0.23339560876015833,-0.07228116553003731,0.14435528666819644,,,,0.054883860323924734,-0.022643912586436953,0.09567186202623172,0.036203685890685566,0.048921179974042404,-0.017552798331334073,0.05511364339077724,0.01315648879454274,-0.1909117635392092,-0.04431817810492649
20260707,1217,0.16105176663927692,0.07641741988496302,-5.451713395638624,-5.5616375732348455,-5.6843472925664384,,-0.15165250671072505,0.19428079008884785,-0.006007529946046793,0.15018318901451144,0.18305580318337664,-0.03151554689425067,0.07663586076162618,0.11563214906914747,-0.09498569679169108,0.09330582854654283,0.09533479183113207,0.06299555183522687,-0.14325805806981953,0.06197317578785058,-0.06601999595272258,-0.06592750344950889,-0.028700869703122255,-0.026111327351738083,,,,0.05712371444271363,-0.0495931723610554,9.67138886197915e-05,0.026992477083229407,-0.005702973015226424,-0.005987319790940388,0.00987629644007375,0.020368095781752863,-0.08280420361554554,0.015407912550490562
