date,combo,ic,top50_abs,top50_exc
20250902,c1_wu_a+max5,0.0874557047416053,-1.1821258823046479,-1.7773639775427406
20250902,c2_max5대체lv,0.08140159905983514,1.9214458815796034,1.3262077863415098
20250902,c3_up추가,0.08793260666430096,6.318430843558235,5.723192748320142
20250902,c4_질모멘텀,0.12444733876378375,2.227027387119681,1.6317892918815877
20250930,wu_a(기존),0.1972231704364225,7.264025014512065,7.9320620134843205
20250930,wu_b(기존),0.0638925342894403,16.5875193274105,17.255556326382756
20250930,c1_wu_a+max5,0.16650050186594292,2.728349073121365,3.3963860720936196
20250930,c2_max5대체lv,0.17447045788479554,6.591387476666309,7.259424475638564
20250930,c3_up추가,0.21831247611651802,17.56762345389043,18.23566045286269
20250930,c4_질모멘텀,0.262818876707771,7.661643929431859,8.329680928404114
20251104,wu_a(기존),0.12679354850583074,1.521375898943522,3.8604433279656063
20251104,wu_b(기존),-0.03591031504391238,-6.8254681706243,-4.486400741602216
20251104,c1_wu_a+max5,0.21226166732009244,7.9201255708332,10.259192999855284
20251104,c2_max5대체lv,0.11841341254183091,4.539329436597969,6.8783968656200525
20251104,c3_up추가,-0.003356925701767155,-2.8020527357655554,-0.46298530674347094
20251104,c4_질모멘텀,0.1425477302619383,4.344366967817994,6.683434396840079
20251202,wu_a(기존),0.013360652360289979,0.21182943807020127,1.2318778432286035
20251202,wu_b(기존),0.07460469809958864,3.5406925545691825,4.5607409597275845
20251202,c1_wu_a+max5,0.030509099988740348,0.48761816636958666,1.5076665715279889
20251202,c2_max5대체lv,0.06118787418541083,4.519818250306742,5.539866655465146
20251202,c3_up추가,0.05049786924400718,4.906770527828406,5.926818932986808
20251202,c4_질모멘텀,0.026069805603291366,1.3670433045371626,2.3870917096955653
20260102,wu_a(기존),0.26918249409738715,18.29153459267145,11.764860041331366
20260102,wu_b(기존),0.26534802374648686,24.264884937105975,17.738210385765896
20260102,c1_wu_a+max5,0.21309812653918747,10.286304102991672,3.7596295516515874
20260102,c2_max5대체lv,0.2934533281703759,15.90317327485807,9.376498723517985
20260102,c3_up추가,0.33321715039345007,25.225923484647513,18.699248933307434
20260102,c4_질모멘텀,0.2759133568537831,13.298262584561503,6.771588033221421
20260130,wu_a(기존),0.35831566740815973,8.089506729366603,14.215334543936146
20260130,wu_b(기존),0.21976856289245056,4.300719166409551,10.42654698097909
20260130,c1_wu_a+max5,0.39646670019674946,8.61092300161863,14.736750816188168
20260130,c2_max5대체lv,0.3302081625599308,7.442214926485405,13.568042741054944
20260130,c3_up추가,0.23684802090049326,1.1199837401409096,7.245811554710449
20260130,c4_질모멘텀,0.3164838759204541,6.311250069392621,12.437077883962159
20260305,wu_a(기존),-0.0178408478479635,-3.326354166483962,0.7345670710904223
20260305,wu_b(기존),-0.08511645552750617,-0.4951700424335394,3.5657511951408445
20260305,c1_wu_a+max5,0.03493965346183309,-2.785565842621228,1.2753553949531555
20260305,c2_max5대체lv,-0.04033625498426791,-2.5491546160953176,1.5117666214790666
20260305,c3_up추가,-0.09264681291016766,-1.010709906284162,3.050211331290222
20260305,c4_질모멘텀,0.00393102797477254,-1.2266528659008094,2.834268371673574
20260402,wu_a(기존),0.03544671929475637,15.47487615473491,3.4235941034528548
20260402,wu_b(기존),0.09396857762349374,22.380311534409067,10.329029483127018
20260402,c1_wu_a+max5,-0.021534279482695245,6.888906275160337,-5.162375776121717
20260402,c2_max5대체lv,0.01862809953744173,14.389725131589268,2.3384430803072145
20260402,c3_up추가,0.12579880569635554,26.972964941901424,14.921682890619367
20260402,c4_질모멘텀,0.04052903483134977,10.835252897403123,-1.2160291538789312
20260430,wu_a(기존),0.3161133639407452,3.7885353516992732,24.597783906612573
20260430,wu_b(기존),0.14613701816892463,4.951154508138116,25.760403063051413
20260430,c1_wu_a+max5,0.3528605164588099,-4.38404139687004,16.425207158043253
20260430,c2_max5대체lv,0.31553811954480343,0.2916576913040595,21.100906246217356
20260430,c3_up추가,0.21656365859217516,5.881995416917323,26.691243971830623
20260430,c4_질모멘텀,0.2912625148689395,-5.100859459184204,15.708389095729094
20260602,wu_a(기존),0.24285597095752912,-5.781867788988635,4.825753220280162
20260602,wu_b(기존),0.04538431992545974,-4.40821016206563,6.1994108472031675
20260602,c1_wu_a+max5,0.3499618224497776,-2.7585883257435637,7.849032683525234
20260602,c2_max5대체lv,0.21343695998676057,-4.685203087235405,5.922417922033393
20260602,c3_up추가,0.05190226142521381,-7.612508904722569,2.9951121045462297
20260602,c4_질모멘텀,0.25253067298514303,-4.6615658791977275,5.946055130071071
