ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score
084110,휴온스글로벌,,36250,22.9,13.6,21.2,-52.7,14.9,-4.2,-38.6,-33.0,-29.7,-37.6,-31.3,0.63,76700,31550,10,False,True,True,167941,154727,36.8,58.9,73.6,1.09,3,False,True,False,False,5일선회복,80.6,26.7,-16.2,-40.6,34.5,True,8,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,101.6,98.6,084110,00228059,0,0,0,0,,,,,,,,,,,안전,2025.0,905.5,969.9,-6.6,CFS,영업이익(손실),dart_OperatingIncomeLoss,936.1,1005.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,203.4,143.7,41.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.03,default,2,128.6,125.6
289220,자이언트스텝,,2215,24.6,22.4,14.1,-74.4,13.9,-7.9,-32.7,-45.2,-19.4,-29.3,-51.5,1.84,8650,1944,10,True,True,False,200325,115190,4.8,4.3,3.0,1.74,4,False,False,False,True,거래량동반양봉,85.5,2.6,0.0,-1.1,0.1,True,8,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,107.5,104.5,289220,01264438,0,0,0,0,,,,,,,,,,,안전,2025.0,-190.0,-172.9,-9.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,-123.7,-81.8,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,-48.6,-63.9,24.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-5,이중적자,,default,3,125.5,122.5
469610,이노테크,,20450,26.6,31.8,34.0,-75.9,17.1,8.5,-21.9,-15.8,-13.8,-5.4,,0.54,85000,17460,10,False,True,True,100943,327667,29.6,19.2,90.4,0.31,10,False,True,True,True,5일선회복/+3%반등/거래량동반양봉,67.3,3.6,0.3,-22.6,-45.8,True,15,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,102.3,99.3,469610,01745173,0,0,0,0,,,,,,,,,,,안전,2025.0,86.4,57.0,51.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,104.1,68.8,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,14.7,8.4,73.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.2,default,5,122.3,119.3
475230,엔알비,,15660,32.1,37.1,26.9,-47.2,47.9,4.5,-26.0,-34.6,-10.1,-22.1,-5.9,1.1,29650,10590,10,False,True,True,139013,149015,26.0,20.6,26.0,0.93,6,False,True,True,False,5일선회복/+3%반등,68.5,11.5,-21.0,51.9,-26.0,True,8,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,92.5,89.5,475230,01708163,0,0,0,0,,,,,,,,,,,안전,2025.0,45.0,62.2,-27.6,CFS,Ⅳ. 영업이익,dart_OperatingIncomeLoss,30.1,200.5,Ⅰ. 영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,21.8,8.7,151.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,Ⅳ. 영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,2,현금창출보통,0.67,default,7,121.5,118.5
459550,알트,,1944,10.2,10.5,16.9,-68.9,6.7,-7.4,-32.3,-53.7,-22.7,-28.7,,0.87,6250,1822,5,False,True,False,440058,571360,10.0,8.7,15.2,0.77,4,False,False,False,True,거래량동반양봉,83.1,4.9,-0.8,-4.0,-1.4,True,8,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,100.1,97.1,459550,01466373,0,0,0,0,,,,,,,,,,,안전,2025.0,89.7,153.0,-41.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,24.2,206.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,6.0,3.7,62.5,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-3,현금창출약함,0.27,default,4,121.1,118.1
376300,디어유,,27150,29.4,21.9,29.2,-57.0,6.5,0.9,-17.7,-37.2,-7.7,-14.0,-29.1,0.57,63200,25500,10,False,True,True,84631,118170,18.3,22.4,35.1,0.72,6,False,True,True,False,5일선회복/+3%반등,69.2,0.6,5.1,-98.0,-85.0,True,15,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,100.2,97.2,376300,01456011,0,1,0,0,,[20251017] 최대주주변경               (20251017900525),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251017900525,,,,20251017900525,주의,2025.0,313.9,254.1,23.5,CFS,영업이익,dart_OperatingIncomeLoss,354.8,237.4,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,87.1,63.4,37.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.13,default,5,120.2,117.2
133750,메가엠디,,1674,11.6,9.2,17.6,-42.0,1.5,-2.5,-10.5,-12.9,-6.0,-8.1,-10.7,1.22,2885,1650,5,False,True,False,63644,49263,1.0,1.1,0.9,1.29,0,False,False,False,False,-,71.1,0.2,1.2,-0.5,2.7,True,15,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,91.1,88.1,133750,00807555,0,0,0,0,,,,,,,,,,,안전,2025.0,18.1,22.4,-18.9,OFS,영업이익(손실),dart_OperatingIncomeLoss,51.0,83.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,16.7,13.5,23.9,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.82,default,4,120.1,117.1
216080,제테마,,5590,8.6,13.2,21.2,-50.4,4.5,-2.6,-22.0,-45.2,-11.7,-22.6,-19.9,0.56,11280,5350,5,False,True,False,167930,249753,7.5,9.4,16.2,0.67,3,False,True,False,False,5일선회복,76.7,5.4,-0.1,15.0,0.2,True,8,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,92.7,89.7,216080,01222867,0,3,0,0,,[20251010] 전환사채(해외전환사채포함)발행후만기전사채취득               (20251010900403) || [20250704] 전환사채(해외전환사채포함)발행후만기전사채취득               (20250704900848) || [20250625] 주요사항보고서(전환사채권발행결정) (20250625000490),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251010900403 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250704900848 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250625000490,,,,20251010900403 || 20250704900848 || 20250625000490,주의,2025.0,38.2,41.1,-7.1,CFS,영업이익,dart_OperatingIncomeLoss,110.5,37.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,10.2,2.4,316.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.89,default,2,119.7,116.7
191410,육일씨엔에쓰,,1970,15.2,10.4,22.0,-61.4,48.7,-6.4,-31.5,-37.7,-17.1,-20.5,-11.9,0.63,5100,1325,5,False,True,False,131043,179366,2.2,2.6,4.3,0.73,3,False,True,False,False,5일선회복,81.1,2.1,-0.0,5.8,0.0,True,8,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,97.1,94.1,191410,00843900,0,0,0,0,,,,,,,,,,,안전,2025.0,-15.1,-9.5,-58.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,21.8,6.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,-9.0,-22.5,59.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,2,119.1,116.1
456070,이엔셀,,12100,23.0,27.6,26.9,-42.2,21.0,-1.1,-23.2,-27.4,-12.9,-17.6,-13.4,2.09,20950,10000,5,False,True,False,131891,121971,31.0,15.3,17.2,1.08,7,False,True,False,True,5일선회복/거래량동반양봉,73.8,14.3,0.3,23.3,1.2,True,15,강세,-3,0,-3,0,18.7,-1.5,1520.53,2.53,2.74,810.0,810.0,810.0,10,10,1.0,100.8,97.8,456070,01544468,0,1,0,0,,[20251204] 주요사항보고서(전환사채권발행결정) (20251204000358),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251204000358,,,,20251204000358,주의,2025.0,-179.0,-156.8,-14.2,OFS,영업이익(손실),dart_OperatingIncomeLoss,-102.0,-101.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,-37.2,-41.5,10.4,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-5,이중적자,,default,3,118.8,115.8
