ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
225530,HC보광산업,,2225,27.4,9.6,-13.3,-51.2,5.5,-18.2,-42.7,-21.8,-23.8,-35.3,-28.6,3.0,4555,2110,5,True,False,False,152167,107755,6.8,3.8,3.1,1.41,0,False,False,False,False,-,100.0,0.7,0.1,-1.0,0.1,True,15,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,120.0,119.0
003310,대주산업,,2080,7.2,16.1,-6.1,-65.8,43.4,-19.8,-39.8,-47.6,-26.5,-37.1,-23.5,3.79,6090,1450,5,True,False,False,1315031,927501,73.8,29.6,25.6,1.42,4,False,False,False,True,거래량동반양봉,98.5,32.3,0.0,81.9,0.0,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,115.5,114.5
191410,육일씨엔에쓰,,1355,16.2,14.2,2.4,-73.4,10.8,-22.4,-50.5,-55.6,-31.3,-42.0,-39.4,4.5,5100,1223,5,True,False,False,353882,225981,14.1,5.2,4.3,1.57,4,False,False,False,True,거래량동반양봉,98.0,2.9,0.0,9.6,0.1,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,115.0,114.0
337930,젝시믹스,,3075,23.6,20.0,21.7,-55.4,9.4,-3.0,-30.0,-38.7,-14.1,-23.2,-36.0,2.84,6900,2810,5,False,True,False,350723,272391,24.4,10.7,9.5,1.29,7,False,True,False,True,5일선회복/거래량동반양봉,88.0,0.8,1.8,11.0,1.9,True,15,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,115.0,114.0
481070,에이유브랜즈,,12420,14.2,15.0,3.0,-56.7,8.9,-12.7,-32.7,-32.9,-20.2,-25.8,-36.5,3.08,28700,11400,5,True,False,False,46514,33566,12.6,6.0,5.2,1.39,4,False,False,False,True,거래량동반양봉,97.5,5.6,-13.4,4.9,-24.5,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,114.5,113.5
060560,HC홈센타,,1985,9.2,9.6,0.5,-55.3,7.9,-19.3,-48.6,-41.6,-29.9,-43.9,-44.2,3.81,4440,1839,5,True,False,False,125488,80719,5.8,2.7,2.2,1.55,0,False,False,False,False,-,99.8,1.8,0.0,3.0,0.0,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,112.8,111.8
0009K0,에임드바이오,,27700,25.9,11.9,-6.6,-65.5,7.6,-28.1,-40.9,-56.9,-27.0,-37.8,,4.88,80200,25750,5,True,False,False,426070,282095,392.5,128.0,102.0,1.51,0,False,False,False,False,-,99.5,102.2,-212.6,128.1,-306.4,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,112.5,111.5
196700,웹스,,1259,27.8,3.8,-1.3,-63.9,1.8,-15.6,-39.9,-48.2,-22.8,-33.0,-30.8,2.47,3490,1237,0,False,False,False,180007,146756,4.4,2.5,2.4,1.23,0,False,False,False,False,-,97.3,1.6,0.3,1.4,0.3,True,15,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,112.3,111.3
011080,형지I&C,,2500,21.1,25.3,30.6,-89.2,32.4,-1.1,-47.2,-54.5,-16.9,-39.9,-64.0,2.68,23179,1888,15,True,True,True,741487,385469,27.1,17.5,11.6,1.92,7,False,True,False,True,5일선회복/거래량동반양봉,82.3,0.4,-0.0,-2.3,0.0,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,112.3,111.3
052020,에스티큐브,,11290,11.9,8.4,-3.7,-49.8,84.2,-25.6,-46.5,36.7,-30.1,-32.7,7.9,2.75,22500,6130,5,True,False,False,835164,532922,157.5,107.0,83.6,1.57,0,False,False,False,False,-,98.7,96.1,-9.0,54.5,-7.1,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,111.7,110.7
006920,모헨즈,,3240,18.8,22.2,17.4,-57.5,21.1,-7.6,-34.1,-46.1,-16.5,-29.3,-12.7,5.48,7630,2675,10,True,True,False,965037,350989,64.2,30.8,12.4,2.75,3,False,True,False,False,5일선회복,90.0,-1.5,0.3,9.2,1.8,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,111.0,110.0
306040,에스제이그룹,,2590,19.2,0.0,7.0,-82.5,0.0,-28.0,-63.9,-72.7,-41.7,-56.5,-58.2,5.26,14800,2590,5,True,False,False,637635,343021,47.9,19.1,13.9,1.86,0,False,False,False,False,-,97.2,3.1,0.0,26.5,-0.1,True,8,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,110.2,109.2
115480,씨유메디칼,,1920,18.2,13.6,12.6,-42.0,7.2,-11.5,-29.9,-28.0,-20.9,-24.9,-32.3,7.42,3310,1791,15,True,True,True,152766,65681,9.8,3.0,1.4,2.33,4,False,False,False,True,거래량동반양봉,90.8,-1.9,-0.0,-2.8,-0.6,True,0,조정,-1,-1,0,0,6.2,-12.0,1531.98,,6.06,-954.0,-954.0,-954.0,10,10,1.0,109.8,108.8
