name,mode,date,net,index_original,index_matched,ex_original,ex_matched,ex_ew,kospi_pick,kospi_universe,known_later_exclusions,cap_exclusions,missing_exit,entry_failed,size_min,size_max,size_median
R1_minus_mom,original,20240701,-0.16782246530235193,-0.17214388881280396,-0.17885034509535858,0.004321423510452033,0.01102787979300665,0.015403687164384755,0.3,0.40765268579838115,0,0,0,0,0.22369389256806477,0.9992641648270787,0.7461368653421634
R1_minus_mom,causal_uncapped,20240701,-0.16782246530235193,-0.17214388881280396,-0.17885034509535858,0.004321423510452033,0.01102787979300665,0.015403687164384755,0.3,0.40765268579838115,0,0,0,0,0.22369389256806477,0.9992641648270787,0.7461368653421634
R1_minus_mom,original,20240801,0.08592803079683835,-0.05086604009444419,-0.051079870519100345,0.13679407089128254,0.1370079013159387,0.14027313829157856,0.5,0.3955960516324981,0,0,0,0,0.25816249050873197,0.9992406985573272,0.8101746393318148
R1_minus_mom,causal_uncapped,20240801,0.08592803079683835,-0.05086604009444419,-0.051079870519100345,0.13679407089128254,0.1370079013159387,0.14027313829157856,0.5,0.3955960516324981,0,0,0,0,0.25816249050873197,0.9992406985573272,0.8101746393318148
R1_minus_mom,original,20240902,0.15526602832169234,-0.04150487545638444,-0.038891999256264936,0.19677090377807677,0.19415802757795728,0.1941552974748808,0.65,0.3905645784996133,0,0,0,0,0.04408352668213457,0.9992266047950503,0.7304717710750193
R1_minus_mom,causal_uncapped,20240902,0.15526602832169234,-0.04150487545638444,-0.038891999256264936,0.19677090377807677,0.19415802757795728,0.1941552974748808,0.65,0.3905645784996133,0,0,0,0,0.04408352668213457,0.9992266047950503,0.7304717710750193
R1_minus_mom,original,20241002,-0.03504588273683387,-0.08036770688730216,-0.06779474991985956,0.04532182415046829,0.03274886718302569,0.05595557956213888,0.55,0.3905862923203964,0,0,0,0,0.033003300330033,0.9991749174917491,0.6707920792079207
R1_minus_mom,causal_uncapped,20241002,-0.03504588273683387,-0.08036770688730216,-0.06779474991985956,0.04532182415046829,0.03274886718302569,0.05595557956213888,0.55,0.3905862923203964,0,0,0,0,0.033003300330033,0.9991749174917491,0.6707920792079207
R1_minus_mom,original,20241101,-0.06049919428243717,-0.030176535087040476,-0.026999226787610853,-0.030322659195396694,-0.03349996749482632,-0.05134529817174647,0.5,0.3989941324392288,0,0,0,0,0.2152428810720268,0.8802345058626466,0.5891959798994975
R1_minus_mom,causal_uncapped,20241101,-0.06049919428243717,-0.030176535087040476,-0.026999226787610853,-0.030322659195396694,-0.03349996749482632,-0.05134529817174647,0.5,0.3989941324392288,0,0,0,0,0.2152428810720268,0.8802345058626466,0.5891959798994975
R1_minus_mom,original,20241202,0.19229757147409743,0.1068482636896363,0.1067397661939499,0.08544930778446112,0.08555780528014753,0.06273835956516932,0.4,0.4036095159967186,0,0,0,0,0.05405405405405406,0.9828009828009828,0.585995085995086
R1_minus_mom,causal_uncapped,20241202,0.19229757147409743,0.1068482636896363,0.1067397661939499,0.08544930778446112,0.08555780528014753,0.06273835956516932,0.4,0.4036095159967186,0,0,0,0,0.05405405405405406,0.9828009828009828,0.585995085995086
R1_minus_mom,original,20250102,0.11218794785004402,0.1610818691908991,0.1750052105087112,-0.04889392134085507,-0.06281726265866719,-0.026524548982769458,0.5,0.4081145584725537,0,0,0,0,0.02782193958664547,0.863275039745628,0.43441971383147854
