ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
006920,모헨즈,,3120,11.7,14.4,9.9,-59.1,16.6,-16.9,-37.6,-32.5,-21.4,-32.6,-16.0,8.06,7630,2675,5,True,False,False,615834,263017,67.5,19.6,9.7,2.34,4,False,False,False,True,거래량동반양봉,94.9,2.4,0.6,11.1,1.8,True,15,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,118.9,117.9
073570,리튬포어스,,2410,26.3,7.5,8.6,-73.2,7.3,-13.0,-39.0,-25.1,-30.0,-25.4,-46.5,3.08,8977,2245,10,True,True,False,547156,191531,14.9,15.3,5.6,2.86,4,False,False,False,True,거래량동반양봉,96.6,0.2,0.0,-0.5,0.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,118.6,117.6
298060,풍전약품,,2745,17.3,14.3,17.2,-67.2,13.0,-10.4,-40.8,-39.8,-28.8,-32.8,-43.1,3.75,8375,2430,10,True,True,False,62113,32507,3.5,1.7,1.0,1.91,4,False,False,False,True,거래량동반양봉,92.0,2.1,-2.6,0.1,-4.2,True,8,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,114.0,113.0
191420,테고사이언스,,8360,23.8,13.1,-7.1,-58.7,7.5,-22.9,-33.5,-35.7,-25.2,-31.1,-44.5,4.87,20250,7780,5,True,False,False,62259,31623,13.4,5.6,3.4,1.97,0,False,False,False,False,-,99.2,7.7,0.0,5.6,0.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,112.2,111.2
431190,케이쓰리아이,,2880,16.3,8.4,-7.2,-61.3,4.9,-28.2,-39.0,-39.4,-27.7,-31.4,-40.6,2.5,7450,2745,5,True,False,False,82455,49301,3.5,2.6,1.9,1.67,0,False,False,False,False,-,97.5,0.9,-0.0,1.8,-0.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,110.5,109.5
336680,탑런토탈솔루션,,3000,12.4,9.4,-6.3,-52.4,2.7,-12.3,-24.0,-26.5,-15.3,-18.8,-25.7,3.14,6300,2920,5,True,False,False,78293,48136,4.6,2.5,1.7,1.63,0,False,False,False,False,-,97.0,0.1,0.0,1.0,-1.0,True,8,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,110.0,109.0
136410,아셈스,,5290,14.5,7.0,6.9,-57.2,1.9,-14.3,-29.5,-35.4,-16.2,-24.4,-42.7,1.46,12350,5190,5,True,False,False,73618,46466,3.6,4.1,2.9,1.58,0,False,False,False,False,-,89.3,2.9,0.2,0.2,0.4,True,15,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,109.3,108.3
036090,위지트,,1460,15.7,10.6,7.5,-47.4,6.2,-13.2,-28.8,-26.3,-21.9,-24.2,-24.2,4.61,2774,1375,10,True,True,False,1104397,517670,36.6,16.6,8.3,2.13,4,False,False,False,True,거래량동반양봉,95.2,-4.2,-0.0,-17.1,-0.0,True,0,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,109.2,108.2
234100,폴라리스세원,,3310,0.0,6.8,-3.6,-64.1,4.1,-23.7,-35.1,-41.5,-29.7,-33.6,-41.7,2.16,9230,3180,5,True,False,False,194655,67094,5.0,7.3,2.6,2.9,0,False,False,False,False,-,95.8,5.7,0.0,5.6,-1.7,True,8,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,108.8,107.8
226340,본느,,2110,21.8,9.0,-3.7,-59.2,13.7,-34.8,-36.7,-13.5,-29.9,-29.9,-37.6,1.76,5175,1855,0,False,False,False,459195,130103,4.3,11.2,3.3,3.53,0,False,False,False,False,-,93.8,0.8,2.5,0.8,2.5,True,15,조정,-1,-1,0,0,3.9,-15.9,1516.74,,2.76,-896.0,-896.0,-896.0,10,10,1.0,108.8,107.8
