ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,dart_status,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score,final_score_v3,grade,bucket,entry_score,value_score,value_source,quality_score,turnaround_score,reversal_score,supply_score_v2,oversold_component,main_candidate,market
104620,노랑풍선,사업지원,3270,29.3,11.7,21.2,-56.9,2.2,-3.8,-7.9,-23.4,-8.6,-18.3,-33.4,0.44,7580,3200,5,False,False,True,38646,84611,1.2,1.3,3.2,0.46,0,False,False,False,False,-,70.0,0.9,0.0,1.5,0.0,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,78.0,71.0,104620,632845,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,22.4,-65.5,134.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,68.1,185.4,영업활동 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,23.8,3.6,570.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,3.04,default,0,93.0,86.0,56.5,B,OBSERVE,43.4,-5.0,PYKRX,23.0,11.0,0,10.0,17.5,True,kosdaq
033320,제이씨현시스템,도매,2745,35.4,17.9,24.7,-55.1,3.6,-1.1,-13.7,-41.0,-7.2,-25.3,-36.8,0.65,6110,2650,5,False,False,True,57863,71842,1.3,1.6,2.1,0.81,3,False,False,True,False,+3%반등,61.9,0.3,0.0,2.9,0.1,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,77.9,70.9,033320,223513,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,77.0,36.4,111.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,87.4,260.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,35.8,39.3,-8.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,5,현금창출양호,1.14,default,2,84.9,77.9,56.5,B,WAIT,39.0,11.0,PYKRX,18.0,0.0,7,5.0,15.475,True,kosdaq
059100,아이컴포넌트,반도체·전자부품,4450,31.7,15.5,11.5,-44.8,3.9,-2.4,-7.3,-14.6,-5.8,-14.8,-14.8,1.27,8060,4285,0,False,False,False,20536,34140,1.8,0.9,1.6,0.6,0,False,False,False,False,-,69.4,-1.1,-0.0,-2.1,-0.4,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,69.4,62.400000000000006,059100,407285,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,60.4,26.0,132.6,OFS,영업이익(손실),dart_OperatingIncomeLoss,85.1,58.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,16.6,9.1,81.4,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.41,default,2,86.4,79.4,56.4,B,OBSERVE,19.3,15.0,PYKRX,23.0,11.0,0,-10.0,17.35,True,kosdaq
035900,JYP Ent.,미디어·엔터,49450,40.7,23.5,12.5,-44.1,5.3,-10.9,-4.5,-15.6,-7.2,-12.6,-25.4,1.56,88500,46950,0,False,False,False,213699,227904,164.0,111.8,121.4,0.94,3,False,False,True,False,+3%반등,53.3,-24.6,33.1,147.7,64.7,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,59.3,52.3,035900,258689,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,1552.5,1282.6,21.0,CFS,영업이익,dart_OperatingIncomeLoss,1243.3,892.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,333.7,196.3,70.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,0.8,default,-3,71.3,64.3,56.3,B,WAIT,44.1,0.0,PYKRX,23.0,11.0,4,5.0,13.325,True,kosdaq
002230,피에스텍,의료·정밀·광학,4445,27.5,1.8,12.0,-73.8,19.7,-4.5,-21.3,-52.2,-12.5,-35.7,-43.2,1.06,16990,3715,0,False,False,False,74797,97206,4.6,3.5,5.0,0.77,0,False,False,False,False,-,81.2,1.6,-0.0,-0.6,-0.0,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,89.2,82.2,002230,155638,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,52.8,34.3,54.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,191.3,-16.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,4.1,17.5,-76.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,3.62,default,4,83.2,76.2,56.0,B,OBSERVE,33.9,15.0,PYKRX,18.0,-15.0,3,15.0,20.0,True,kosdaq
109080,옵티시스,반도체·전자부품,8090,30.3,14.6,14.2,-64.5,3.9,-4.8,-22.1,-49.8,-12.2,-31.5,-21.3,2.44,22800,7790,5,False,False,True,35709,34927,7.1,3.0,3.3,1.02,0,False,False,False,False,-,86.0,1.7,0.0,4.3,0.1,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,99.0,92.0,109080,660291,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,45.1,27.1,66.9,OFS,영업이익(손실),dart_OperatingIncomeLoss,73.4,50.3,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,12.5,15.8,-20.8,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,1.63,default,3,92.0,85.0,56.0,B,OBSERVE,33.9,15.0,PYKRX,18.0,-15.0,3,15.0,20.0,True,kosdaq
223250,드림씨아이에스,지주·전문서비스,3070,34.1,20.0,15.1,-64.5,4.8,-7.8,-21.2,-32.8,-11.2,-33.7,-39.2,0.74,8640,2930,5,False,False,True,67658,105337,2.4,2.2,3.7,0.64,7,False,False,True,True,+3%반등/거래량동반양봉,70.9,0.8,0.0,-0.6,0.1,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,90.9,83.9,223250,916826,0,1,0,0,,[20250922] 주요사항보고서(전환사채권발행결정) (20250922000174),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250922000174,,,,20250922000174,주의,SAFE,2025.0,52.4,50.6,3.6,CFS,영업이익,dart_OperatingIncomeLoss,140.7,-0.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,5.4,13.3,-59.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,5,현금창출양호,2.69,default,0,95.9,88.9,55.7,WATCH,WATCH,47.7,12.0,PYKRX,18.0,0.0,8,10.0,17.725,False,kosdaq
053980,오상자이엘,출판·SW,2535,34.7,55.4,38.1,-35.7,6.5,0.6,-3.4,-17.2,-2.1,-9.5,-21.8,1.51,3940,2380,5,False,False,True,26964,41993,1.6,0.7,1.1,0.64,7,False,False,True,True,+3%반등/거래량동반양봉,46.2,0.8,-0.0,3.4,-0.0,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,61.2,54.2,053980,226547,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,110.0,79.7,38.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,110.8,150.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,22.6,27.5,-17.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,1.01,default,5,56.2,49.2,55.6,B,WAIT,47.4,15.0,PYKRX,18.0,-15.0,11,15.0,11.55,True,kosdaq
078350,한양디지텍,반도체·전자부품,20400,42.8,26.9,22.1,-54.0,135.0,-2.6,-14.3,-22.9,-11.3,-27.9,-16.6,0.52,44300,8680,10,False,True,True,129410,228281,23.5,26.6,54.0,0.57,0,False,False,False,False,-,49.9,1.6,0.8,-40.7,-64.0,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,74.9,67.9,078350,488989,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,238.7,350.4,-31.9,CFS,영업이익,dart_OperatingIncomeLoss,271.9,517.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,67.6,47.3,43.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.14,default,2,101.9,94.9,55.5,B,OBSERVE,41.2,0.0,PYKRX,20.0,17.0,3,3.0,12.475,True,kosdaq
094820,일진파워,건설,11100,29.6,6.1,18.3,-54.7,23.7,-7.5,-11.8,-31.7,-14.4,-27.8,-22.3,0.69,24500,8970,0,False,False,False,110257,183398,13.9,12.7,24.5,0.6,0,False,False,False,False,-,73.6,1.1,-0.6,-46.1,3.5,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,81.6,74.6,094820,485177,0,0,1,0,,,[20250722] 주권매매거래정지해제              (상장적격성 실질심사 대상 제외 결정) (20250722900436),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250722900436,,,,안전,SAFE,2025.0,241.2,102.7,134.8,CFS,영업이익(손실),dart_OperatingIncomeLoss,370.0,25.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,70.0,22.9,205.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.53,default,-3,93.6,86.6,55.4,B,OBSERVE,31.6,3.0,PYKRX,23.0,11.0,0,0.0,18.4,True,kosdaq
093520,매커스,도매,16300,35.8,9.5,22.1,-51.8,12.0,-2.5,-16.7,-24.4,-9.2,-24.5,-29.9,0.88,33850,14550,0,False,False,False,25476,31632,4.5,4.3,5.7,0.81,0,False,False,False,False,-,65.8,0.2,2.3,-6.6,3.1,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,80.8,73.8,093520,596677,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,291.0,268.9,8.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,709.7,493.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,90.9,96.8,-6.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,5,현금창출양호,2.44,default,4,89.8,82.8,55.4,B,OBSERVE,43.3,3.0,PYKRX,18.0,0.0,3,15.0,16.45,True,kosdaq
272290,이녹스첨단소재,반도체·전자부품,21450,31.6,11.0,12.8,-51.7,4.1,-8.7,-18.9,-26.3,-15.7,-27.5,-24.5,1.18,44400,20600,0,False,False,False,128306,151694,37.4,28.4,38.9,0.85,4,False,False,False,True,거래량동반양봉,77.6,-2.1,7.2,33.9,20.4,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,89.6,82.6,272290,1237540,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-62.5,54.2,-215.2,CFS,영업외손익,dart_NonOperatingProfitLoss,683.0,1066.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,32.8,-6.9,574.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업외손익,dart_NonOperatingProfitLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,2,111.6,104.6,55.4,C,OBSERVE,39.7,0.0,PYKRX,10.0,17.0,4,5.0,19.4,True,kosdaq
083450,GST,기계·장비,43300,34.4,13.0,14.7,-38.8,139.1,-10.4,-24.8,59.8,-17.4,-20.5,25.1,0.49,70800,18110,0,False,False,False,174871,294746,59.9,79.1,162.2,0.59,0,False,False,False,False,-,69.7,47.8,-2.2,278.7,44.3,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,77.7,70.7,083450,540863,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,591.7,585.7,1.0,CFS,영업이익,dart_OperatingIncomeLoss,415.9,544.1,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,201.9,99.0,104.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,5,현금창출양호,0.7,default,0,82.7,75.7,55.4,B,OBSERVE,39.1,0.0,PYKRX,23.0,5.0,0,10.0,17.425,True,kosdaq
147830,제룡산업,금속가공,6470,38.1,27.7,20.2,-58.0,13.7,-6.6,-13.7,-10.1,-9.0,-26.9,-11.9,0.7,15410,5690,0,False,False,False,200374,241872,11.1,13.6,17.4,0.83,3,False,False,True,False,+3%반등,57.2,-0.2,0.3,-10.1,2.0,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,68.2,61.2,147830,899556,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,105.7,40.9,158.6,OFS,영업이익(손실),dart_OperatingIncomeLoss,130.1,76.3,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,48.4,25.2,92.0,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.23,default,0,83.2,76.2,55.3,B,WAIT,38.4,3.0,PYKRX,23.0,11.0,4,0.0,14.3,True,kosdaq
190510,나무가,반도체·전자부품,12150,34.3,19.8,25.1,-57.5,5.7,-2.7,-23.4,-25.0,-11.3,-26.0,-33.9,1.3,28600,11500,0,False,False,False,62394,55722,8.9,7.8,7.6,1.12,7,False,False,True,True,+3%반등/거래량동반양봉,69.3,2.9,0.1,4.8,0.2,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,91.3,84.3,190510,819374,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,281.9,209.5,34.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,378.1,604.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,38.8,94.2,-58.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,1.34,default,4,85.3,78.3,55.3,B,WAIT,49.1,9.0,PYKRX,18.0,-15.0,11,15.0,17.325,True,kosdaq
006910,보성파워텍,금속가공,6420,34.2,11.4,13.3,-64.7,114.4,-13.6,-20.0,-28.7,-15.5,-33.8,-18.3,0.64,18200,2995,0,False,False,False,891288,1360692,57.3,61.0,106.5,0.66,0,False,False,False,False,-,73.0,20.6,0.3,-94.9,-0.9,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,88.0,81.0,006910,267881,0,1,0,0,,[20260330] 최대주주변경               (20260330902130),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260330902130,,,,20260330902130,주의,SAFE,2025.0,268.1,48.2,455.7,OFS,영업이익(손실),dart_OperatingIncomeLoss,437.0,-100.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,59.5,15.5,284.8,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.63,default,-3,100.0,93.0,55.2,WATCH,WATCH,47.2,0.0,PYKRX,23.0,11.0,0,13.0,18.25,False,kosdaq
039860,나노엔텍,의료·정밀·광학,3590,39.1,20.9,22.6,-61.8,19.1,-3.2,-14.7,-26.3,-8.8,-25.3,-22.6,0.57,9390,3015,0,False,False,False,145213,233578,4.8,5.4,9.3,0.62,3,False,False,True,False,+3%반등,56.9,-0.8,-0.2,4.5,-0.2,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,59.9,52.9,039860,230425,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,11.0,6.2,77.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,41.5,-24.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,1.5,0.8,82.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,3.77,default,2,76.9,69.9,55.2,B,WAIT,44.4,0.0,PYKRX,23.0,11.0,7,0.0,14.225,True,kosdaq
007770,한일화학,화학,6550,29.5,42.2,29.1,-33.8,7.0,0.8,-7.5,-15.2,-4.3,-9.8,-17.9,1.17,9900,6120,10,False,True,True,1887,2016,0.2,0.1,0.1,0.94,3,False,False,True,False,+3%반등,56.5,0.0,0.0,0.0,0.0,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,69.5,62.5,007770,267979,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-119.9,-65.7,-82.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,27.6,-74.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-8.2,-23.7,65.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,7,96.5,89.5,55.1,C,OBSERVE,38.1,7.0,PYKRX,10.0,17.0,7,0.0,14.125,True,kosdaq
042370,비츠로테크,금융(은행),8060,26.1,10.9,12.0,-66.1,4.7,-11.4,-25.0,-25.4,-17.8,-37.1,-25.1,0.99,23800,7700,0,False,False,False,189296,204349,16.5,16.3,20.3,0.93,0,False,False,False,False,-,82.5,-2.4,0.0,16.3,-5.6,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,82.5,75.5,042370,103644,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,557.2,511.4,8.9,CFS,영업이익,dart_OperatingIncomeLoss,805.5,546.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,133.1,114.2,16.5,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.45,default,2,99.5,92.5,55.0,B,OBSERVE,28.6,6.0,PYKRX,23.0,6.0,0,0.0,20.0,True,kosdaq
172670,에이엘티,반도체·전자부품,8620,24.1,7.0,17.2,-59.3,33.2,-8.1,-26.3,-18.8,-19.8,-39.7,-29.9,0.55,21200,6470,5,False,False,True,64344,71465,3.4,5.8,7.7,0.9,0,False,False,False,False,-,81.3,1.2,-0.0,-3.7,-0.6,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,94.3,87.3,172670,493325,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-73.9,-122.1,39.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,129.5,71.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-8.6,-31.4,72.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,0,회계손실현금유입,,default,0,104.3,97.3,55.0,B,OBSERVE,36.1,1.0,PYKRX,13.0,11.0,0,10.0,20.0,True,kosdaq
124500,아이티센글로벌,IT서비스,20050,22.4,5.2,25.5,-73.4,43.3,-6.7,-53.8,-54.2,-26.3,-50.8,-45.4,0.36,75500,13990,0,False,False,False,158443,408702,26.5,33.4,124.0,0.39,0,False,False,False,False,-,79.8,1.9,6.5,57.0,122.2,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,94.8,87.8,124500,620868,0,2,0,0,,[20260508] [기재정정]주요사항보고서(전환사채권발행결정) (20260508000526) || [20260430] 주요사항보고서(전환사채권발행결정) (20260430001853),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260508000526 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260430001853,,,,20260508000526 || 20260430001853,주의,SAFE,2025.0,2799.3,585.6,378.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,2381.5,264.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,991.7,338.4,193.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,0.85,default,2,111.8,104.8,55.0,WATCH,WATCH,47.7,0.0,PYKRX,23.0,11.0,3,8.0,19.95,False,kosdaq
100790,미래에셋벤처투자,금융(은행),15060,18.7,3.9,22.0,-78.7,155.3,-14.2,-61.8,-43.5,-30.8,-62.8,-33.9,0.27,70700,5900,0,False,False,False,444156,1952682,59.2,73.0,605.2,0.23,0,False,False,False,False,-,81.2,34.9,4.6,732.0,85.6,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,96.2,89.2,100790,340096,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-0.2,-0.2,13.8,CFS,IV. 영업외손익,dart_NonOperatingProfitLoss,488.1,1292.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-0.0,-0.1,80.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,IV. 영업외손익,dart_NonOperatingProfitLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,0,회계손실현금유입,,default,2,108.2,101.2,55.0,B,OBSERVE,39.7,0.0,PYKRX,13.0,11.0,3,8.0,20.0,True,kosdaq
