ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,dart_status,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score,final_score_v3,grade,bucket,entry_score,value_score,value_source,quality_score,turnaround_score,reversal_score,supply_score_v2,oversold_component,main_candidate,market
459550,알트,반도체·전자부품,1071,24.0,10.2,20.4,-82.9,5.0,-7.6,-43.7,-59.7,-20.6,-41.7,,0.43,6250,1020,0,False,False,False,188095,615909,2.3,2.1,9.8,0.31,4,False,False,False,True,거래량동반양봉,81.8,0.2,-0.1,4.4,10.5,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,93.8,86.8,459550,1466373,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,89.7,153.0,-41.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,24.2,206.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-7.9,55.0,-114.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,-3,현금창출약함,0.27,default,2,82.8,75.8,31.0,C,OBSERVE,14.6,12.0,PYKRX,2.0,-10.0,7,0.0,20.0,True,kosdaq
037440,희림,연구개발,3790,42.4,19.7,31.6,-49.2,8.1,-9.4,-21.0,-9.4,-10.7,-25.6,-18.4,0.2,7460,3505,5,False,False,True,1752361,1611553,13.0,70.5,73.5,1.09,3,False,False,True,False,+3%반등,51.5,-0.6,-0.0,-23.4,0.0,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,59.5,52.5,037440,236863,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,91.4,152.8,-40.2,CFS,영업이익,dart_OperatingIncomeLoss,140.0,249.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,11.6,24.1,-52.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,1.53,default,0,54.5,47.5,30.9,B,WAIT,16.9,9.0,PYKRX,15.0,-10.0,4,0.0,12.875,True,kosdaq
018120,진로발효,음료,16400,24.7,48.8,29.2,-20.0,2.5,-0.3,-1.8,-9.1,-1.6,-4.1,-8.4,0.67,20500,16000,0,False,False,False,1969,2447,0.3,0.3,0.4,0.8,0,False,False,False,False,-,47.2,0.1,-0.0,0.5,-0.3,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,50.2,43.2,018120,170877,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,140.1,115.4,21.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,179.4,200.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,30.7,43.3,-29.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,1.28,default,2,42.2,35.2,30.8,B,OBSERVE,25.4,3.0,PYKRX,18.0,-15.0,3,10.0,11.8,True,kosdaq
206650,유바이오로직스,제약·바이오,8010,32.4,2.8,16.5,-54.7,0.5,-6.9,-12.5,-39.9,-10.7,-22.0,-35.0,0.6,17700,7970,0,False,False,False,133700,250634,12.5,11.1,23.9,0.53,0,False,False,False,False,-,71.1,5.1,-0.8,-26.2,-4.3,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,79.1,72.1,206650,927558,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,606.6,343.2,76.8,OFS,영업이익(손실),dart_OperatingIncomeLoss,491.0,432.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,21.9,169.1,-87.0,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,0.81,default,-3,66.1,59.1,30.8,B,OBSERVE,21.2,0.0,PYKRX,18.0,-15.0,0,10.0,17.775,True,kosdaq
119500,포메탈,금속가공,2470,33.9,21.8,26.2,-60.2,5.1,-0.6,-13.9,-34.1,-8.0,-26.1,-33.1,0.5,6210,2350,5,False,False,True,34213,50287,0.6,0.9,1.4,0.68,3,False,False,True,False,+3%반등,62.7,-0.5,-0.0,2.1,-0.4,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,70.7,63.7,119500,188797,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,19.4,14.9,29.8,OFS,영업이익(손실),dart_OperatingIncomeLoss,48.8,68.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,3.7,4.8,-23.6,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,2.52,default,2,62.7,55.7,30.7,B,WAIT,10.6,15.0,PYKRX,18.0,-15.0,7,-10.0,15.675,True,kosdaq
260660,알리코제약,제약·바이오,2400,32.8,48.1,28.1,-58.3,8.8,-2.2,-4.2,-26.6,-4.5,-16.7,-33.7,0.2,5760,2205,5,False,False,True,28520,164736,0.8,0.7,4.5,0.17,7,False,False,True,True,+3%반등/거래량동반양봉,56.7,0.8,0.0,-0.7,0.0,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,71.7,64.7,260660,447007,0,2,0,0,,[20260210] 전환사채(해외전환사채포함)발행후만기전사채취득               (20260210900823) || [20251218] 주요사항보고서(전환사채권발행결정) (20251217000606),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260210900823 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251217000606,,,,20260210900823 || 20251217000606,주의,SAFE,2025.0,9.9,-51.6,119.2,OFS,영업이익(손실),dart_OperatingIncomeLoss,99.9,-85.8,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-17.6,10.1,-274.8,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,10.09,default,-3,58.7,51.7,30.2,WATCH,WATCH,32.2,10.0,PYKRX,13.0,-15.0,8,10.0,14.175,False,kosdaq
051370,인터플렉스,반도체·전자부품,6570,23.1,1.7,19.1,-55.2,0.6,-5.6,-26.3,-43.5,-16.8,-35.1,-39.3,0.73,14670,6530,0,False,False,False,117031,113965,5.5,8.1,9.0,1.03,0,False,False,False,False,-,80.5,-10.9,3.0,-25.5,0.0,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,88.5,81.5,051370,369170,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,286.5,343.7,-16.7,CFS,영업손익,dart_OperatingIncomeLoss,251.3,644.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,52.9,85.7,-38.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업손익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,0.88,default,2,85.5,78.5,30.0,B,OBSERVE,5.0,12.0,PYKRX,15.0,-10.0,3,-10.0,20.0,True,kosdaq
448900,한국피아이엠,자동차·부품,46000,17.7,6.9,19.1,-74.2,307.1,-11.9,-41.4,-46.4,-27.3,-46.5,-34.5,0.63,178400,11300,5,False,False,True,52086,81911,23.4,25.7,54.5,0.64,0,False,False,False,False,-,82.4,33.1,-12.8,65.7,-18.5,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,95.4,88.4,448900,765897,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,14.6,36.1,-59.6,CFS,영업이익(손실),dart_OperatingIncomeLoss,73.8,35.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-7.5,5.3,-241.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,5.05,default,0,90.4,83.4,30.0,C,OBSERVE,25.0,-5.0,PYKRX,10.0,-10.0,0,15.0,20.0,True,kosdaq
079370,제우스,기계·장비,8840,31.4,7.9,13.2,-57.8,2.8,-7.1,-16.4,-39.2,-14.7,-29.2,-40.6,0.9,20950,8600,5,False,False,True,282311,405911,25.7,25.9,43.4,0.7,0,False,False,False,False,-,75.8,12.8,2.5,22.9,-3.1,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,95.8,88.8,079370,442570,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-44.6,491.7,-109.1,CFS,영업이익,dart_OperatingIncomeLoss,280.4,580.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-171.4,-4.0,-4238.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,0,회계손실현금유입,,default,2,87.8,80.8,30.0,C,OBSERVE,20.7,1.0,PYKRX,5.0,-10.0,0,15.0,18.95,True,kosdaq
037030,파워넷,전기장비,3735,24.2,5.4,21.5,-64.1,54.3,-4.7,-27.2,-34.2,-18.0,-37.8,-7.7,0.82,10400,2420,0,False,False,False,403071,495956,15.2,15.6,23.5,0.81,0,False,False,False,False,-,80.0,1.5,0.6,0.6,0.3,True,15,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,95.0,88.0,037030,231354,0,2,0,0,,[20260119] 전환사채(해외전환사채포함)발행후만기전사채취득               (20260119900729) || [20250717] 주요사항보고서(제3자의전환사채매수선택권행사) (20250717000359),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260119900729 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250717000359,,,,20260119900729 || 20250717000359,주의,SAFE,2025.0,246.1,133.0,85.0,CFS,영업이익(손실),dart_OperatingIncomeLoss,218.5,245.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,36.4,44.2,-17.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,0.89,default,4,89.0,82.0,30.0,WATCH,WATCH,25.5,6.0,PYKRX,18.0,-15.0,3,8.0,20.0,False,kosdaq
431190,케이쓰리아이,출판·SW,2290,39.6,44.8,36.2,-69.3,24.0,-6.1,-12.1,-42.6,-4.2,-29.5,-49.6,0.26,7450,1847,0,False,False,False,30991,62754,0.4,0.7,1.5,0.49,3,False,False,True,False,+3%반등,47.2,-0.7,-0.0,-1.1,-0.1,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,50.2,43.2,431190,1689266,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-35.1,-37.2,5.8,CFS,영업이익(손실),dart_OperatingIncomeLoss,20.7,-25.2,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-13.8,-14.6,5.5,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,0,회계손실현금유입,,default,-3,57.2,50.2,28.8,C,OBSERVE,11.7,7.0,PYKRX,10.0,6.0,4,-10.0,11.8,True,kosdaq
019990,에너토크,기계·장비,4740,30.7,11.0,13.0,-60.0,3.4,-10.6,-19.8,-42.9,-14.7,-34.2,-40.9,0.85,11860,4585,0,False,False,False,41264,64719,2.7,2.1,3.7,0.64,4,False,False,False,True,거래량동반양봉,78.4,-0.8,0.0,-3.0,0.0,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,82.4,75.4,019990,169215,0,2,0,0,,[20250711] 최대주주변경               (20250711900624) || [20250711] 주요사항보고서(전환사채권발행결정) (20250711000354),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250711900624 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250711000354,,,,20250711900624 || 20250711000354,주의,SAFE,2025.0,-41.0,0.8,-4987.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,1.7,4.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,0.7,-1.1,167.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,-1,101.4,94.4,28.6,WATCH,WATCH,21.8,-2.0,PYKRX,10.0,17.0,4,-10.0,19.6,False,kosdaq
446540,메가터치,전기장비,6250,41.9,53.3,46.1,-43.1,92.6,14.5,-9.4,53.6,-2.4,-11.5,30.4,3.43,10990,3245,15,True,True,True,383639,279400,58.9,22.9,18.2,1.37,10,False,True,True,True,5일선회복/+3%반등/거래량동반양봉,45.7,-12.6,5.8,-20.6,5.3,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,73.7,66.7,446540,923516,0,6,0,0,,[20260428] 증권발행결과(자율공시)              (제3자배정 유상증자) (20260428900312) || [20260428] [기재정정]주요사항보고서(유상증자결정) (20260428000046) || [20260402] 주요사항보고서(유상증자결정) (20260402003099),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260428900312 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260428000046 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260402003099,,,,20260428900312 || 20260428000046 || 20260402003099,주의,SAFE,2025.0,-41.7,40.0,-204.5,OFS,영업이익(손실),dart_OperatingIncomeLoss,56.6,170.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,19.4,-47.3,141.0,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,6,99.7,92.7,28.4,WATCH,WATCH,41.3,-5.0,PYKRX,10.0,17.0,15,-10.0,11.425,False,kosdaq
0009K0,에임드바이오,지주·전문서비스,23450,44.0,24.4,19.8,-70.8,6.8,-8.2,-5.8,-48.2,-8.1,-28.5,,0.6,80200,21950,0,False,False,False,188506,272172,37.6,46.8,70.0,0.69,3,False,False,True,False,+3%반등,45.4,-2.1,20.1,-26.8,38.9,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,51.4,44.4,0009K0,1781999,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,207.7,-4.1,5193.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,178.6,-48.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-39.6,-11.3,-250.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,0.86,default,-3,38.4,31.4,28.4,B,WAIT,27.3,0.0,PYKRX,18.0,-15.0,4,10.0,11.35,True,kosdaq
290650,엘앤씨바이오,제약·바이오,69800,36.9,5.8,0.1,-44.2,164.4,-20.4,-6.4,9.1,-17.3,-7.9,1.5,0.75,125000,26400,0,False,False,False,317741,405451,211.4,247.7,348.2,0.78,0,False,False,False,False,-,65.5,-57.9,24.0,-167.1,541.6,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,68.5,61.5,290650,1181515,0,3,0,0,,[20260109] [기재정정]주요사항보고서(유상증자결정) (20260109000523) || [20251231] [기재정정]주요사항보고서(유상증자결정) (20251231000369) || [20251223] 주요사항보고서(유상증자결정) (20251223000756),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260109000523 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251231000369 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251223000756,,,,20260109000523 || 20251231000369 || 20251223000756,주의,SAFE,2025.0,-737.7,-0.6,-113864.0,CFS,기타영업외손익,dart_NonOperatingProfitLoss,125.6,-85.7,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,0.2,-0.9,123.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,기타영업외손익,dart_NonOperatingProfitLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,-3,85.5,78.5,28.4,WATCH,WATCH,24.8,-5.0,PYKRX,10.0,17.0,0,0.0,16.375,False,kosdaq
061970,LB세미콘,반도체·전자부품,3955,30.1,12.6,17.8,-41.9,18.4,-9.2,-3.6,6.7,-14.0,-20.4,-12.7,0.83,6812,3339,0,False,False,False,319512,462124,14.7,12.9,21.8,0.69,4,False,False,False,True,거래량동반양봉,65.6,-22.4,18.9,-51.4,49.5,True,3,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,72.6,65.6,061970,412348,0,5,0,0,,[20260617] 권리락              (유상증자) (20260617900525) || [20260617] 유상증자1차발행가액결정               (20260617900246) || [20260617] [기재정정]주요사항보고서(유상증자결정) (20260617000172),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260617900525 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260617900246 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260617000172,,,,20260617900525 || 20260617900246 || 20260617000172,주의,SAFE,2025.0,-398.0,-188.2,-111.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,95.3,520.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,76.4,-40.1,290.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,-1,91.6,84.6,28.4,WATCH,WATCH,20.8,1.0,PYKRX,10.0,17.0,4,-10.0,16.4,False,kosdaq
160980,싸이맥스,기계·장비,27950,36.5,7.5,10.1,-41.6,141.8,-24.7,-31.7,8.8,-23.7,-22.6,20.1,0.96,47850,11560,0,False,False,False,250706,237507,60.4,78.0,89.8,1.06,0,False,False,False,False,-,72.8,73.3,-61.6,26.3,24.1,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,80.8,73.8,160980,659161,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,233.5,234.1,-0.3,CFS,영업이익,dart_OperatingIncomeLoss,436.9,122.9,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,47.3,73.9,-36.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,5,현금창출양호,1.87,default,-1,74.8,67.8,28.2,B,OBSERVE,16.5,0.0,PYKRX,15.0,-10.0,0,5.0,18.2,True,kosdaq
0004V0,엔비알모션,금속가공,6440,23.7,12.1,20.5,-78.3,7.2,-10.9,-36.2,-65.5,-23.3,-53.4,,0.42,29700,6010,0,False,False,False,108113,274544,7.4,7.3,27.0,0.39,0,False,False,False,False,-,81.3,3.8,-1.2,4.2,-18.1,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,89.3,82.3,0004V0,924931,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-39.3,-41.0,4.3,CFS,영업이익(손실),dart_OperatingIncomeLoss,69.1,-47.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-12.3,0.0,-46706.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,0,회계손실현금유입,,default,0,89.3,82.3,28.0,C,OBSERVE,18.4,-5.0,PYKRX,8.0,0.0,0,5.0,20.0,True,kosdaq
215100,로보로보,전기장비,3690,28.1,10.1,19.8,-75.9,3.4,-6.3,-26.8,-42.9,-15.3,-34.6,-50.7,0.69,15300,3570,0,False,False,False,95663,143054,3.6,3.7,6.5,0.67,0,False,False,False,False,-,80.5,3.1,-0.0,9.9,0.2,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,88.5,81.5,215100,1063990,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-19.6,-15.4,-27.6,CFS,영업이익(손실),dart_OperatingIncomeLoss,5.7,-16.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-10.2,-3.8,-164.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,하락지속,-10,0,회계손실현금유입,,default,2,80.5,73.5,28.0,C,OBSERVE,27.0,-5.0,PYKRX,5.0,-10.0,3,15.0,20.0,True,kosdaq
463020,뉴엔AI,출판·SW,5990,13.3,2.9,18.5,-87.8,2.2,-15.3,-27.6,-48.8,-28.3,-40.8,-62.4,0.23,48950,5860,0,False,False,False,29731,140753,2.0,1.9,14.6,0.21,0,False,False,False,False,-,81.4,0.7,0.0,-10.4,21.0,True,8,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,89.4,82.4,463020,1639508,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-11.1,4.3,-358.5,OFS,영업이익(손실),dart_OperatingIncomeLoss,9.7,0.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,-7.5,-8.2,9.5,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,0,회계손실현금유입,,default,-3,86.4,79.4,28.0,C,OBSERVE,11.6,1.0,PYKRX,7.0,0.0,0,0.0,20.0,True,kosdaq
054920,한컴위드,출판·SW,2880,24.7,5.4,17.3,-67.9,1.8,-5.9,-30.2,-36.7,-16.7,-42.9,-39.1,1.21,8980,2830,0,False,False,False,340896,327715,11.4,10.3,11.3,1.04,0,False,False,False,False,-,84.1,-6.9,-0.1,6.7,-0.3,True,0,약세,-7,-7,0,0,-20.9,-16.6,1512.98,,-0.79,345.0,345.0,345.0,10,10,1.0,84.1,77.1,054920,363592,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,60.9,12.8,376.1,CFS,영업이익(손실),dart_OperatingIncomeLoss,65.0,19.0,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 Q1,3개월,0.6,20.0,-97.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,피크아웃,-15,5,현금창출양호,1.07,default,4,78.1,71.1,28.0,B,OBSERVE,3.9,12.0,PYKRX,18.0,-15.0,3,-10.0,20.0,True,kosdaq
