rank,ticker,market,wu_score,n_universe,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct,dilution_60d
166,003490,KOSPI,3.132,1103,대한항공,운수·물류,,11.18,0.0329,0.0,7.4,11.8,771.6,787.4,1437.4,611.8,1246.6,0,0,
167,068760,KOSDAQ,3.127,1103,셀트리온제약,제약·바이오,,1.8,0.0269,-46.4,-17.5,-8.3,31.9,12.1,-14.7,-28.5,-17.5,0,0,
168,000810,KOSPI,3.127,1103,삼성화재,,,29.29,0.0379,-10.1,46.9,1.7,742.9,-614.7,-860.0,582.2,977.4,0,0,
169,005830,KOSPI,3.127,1103,DB손해보험,,,12.6,0.0304,-6.4,21.4,16.0,424.0,-763.4,-1338.5,785.7,1535.2,0,0,
170,001720,KOSPI,3.127,1103,신영증권,,,2.43,0.0372,-42.1,14.0,-2.4,9.9,-2.0,-5.5,1.7,45.0,0,0,
171,101160,KOSDAQ,3.125,1103,월덱스,반도체·전자부품,,0.5,0.0486,-13.6,28.2,5.4,18.0,7.9,45.6,8.0,27.3,0,0,
172,200880,KOSPI,3.119,1103,서연이화,자동차·부품,OBSERVE,0.31,0.037,-30.8,3.2,-3.7,6.3,2.2,2.5,-0.1,-0.6,0,0,
173,079160,KOSPI,3.118,1103,CJ CGV,미디어·엔터,,0.89,0.0336,-17.8,12.0,-2.9,38.6,-5.2,-52.3,1.2,11.8,0,0,
174,000220,KOSPI,3.117,1103,유유제약,제약·바이오,,0.06,0.0201,-16.9,-15.2,6.5,8.2,-8.2,-7.9,0.0,0.1,0,0,
175,097950,KOSPI,3.117,1103,CJ제일제당,식료품,,2.75,0.024,-25.8,-11.7,-10.6,159.0,-93.4,-861.0,11.2,198.7,0,0,
176,145020,KOSDAQ,3.114,1103,휴젤,제약·바이오,,3.04,0.0378,-27.5,-10.6,-11.2,103.6,42.1,207.0,-72.6,-184.1,0,0,
177,000120,KOSPI,3.112,1103,CJ대한통운,운수·물류,,1.68,0.0257,-49.4,-7.0,-6.7,32.9,-34.1,-156.8,0.0,0.7,0,0,
178,215000,KOSDAQ,3.106,1103,골프존,출판·SW,,0.23,0.025,-42.9,-42.5,-1.4,8.6,-2.8,-29.0,1.2,-7.9,0,0,
179,139480,KOSPI,3.103,1103,이마트,소매,,2.05,0.023,-41.8,7.0,-9.1,89.9,-64.7,-431.7,0.5,-51.2,0,0,
180,086280,KOSPI,3.101,1103,현대글로비스,운수·물류,,15.75,0.0346,-27.7,20.7,1.2,322.2,-23.9,258.1,123.4,87.3,0,0,
181,035080,KOSDAQ,3.084,1103,그래디언트,소매,,0.13,0.0354,-20.8,-34.9,19.6,5.7,-2.4,-4.3,6.0,20.1,0,0,
182,009540,KOSPI,3.083,1103,HD한국조선해양,금융(은행),WATCH,24.88,0.0392,-26.7,8.7,-11.8,611.0,-107.1,422.5,63.2,-630.3,0,0,
183,005850,KOSPI,3.08,1103,에스엘,자동차·부품,WAIT,2.41,0.0365,-31.9,69.3,-6.0,46.5,-9.4,-130.2,-1.6,-27.0,0,0,
184,011780,KOSPI,3.077,1103,금호석유화학,화학,,3.17,0.0339,-17.9,7.4,-2.8,153.5,-30.0,411.5,103.1,-396.1,0,0,
185,000670,KOSPI,3.073,1103,영풍,철강·1차금속,,0.73,0.0319,-43.6,0.6,4.5,11.1,6.5,20.4,-9.9,-18.8,0,0,
186,000270,KOSPI,3.064,1103,기아,자동차·부품,WAIT,50.13,0.0392,-37.7,27.6,-4.8,1054.5,277.1,992.4,-197.5,-1657.8,0,0,
187,002800,KOSDAQ,3.059,1103,신신제약,제약·바이오,,0.07,0.0243,-30.2,-24.1,7.2,6.0,-3.0,-7.5,0.0,-0.2,0,0,
188,241770,KOSDAQ,3.058,1103,메카로,반도체·전자부품,,0.38,0.0465,-21.5,197.2,4.6,5.1,-0.2,10.4,-0.1,0.9,0,0,
189,036570,KOSPI,3.047,1103,NC,출판·SW,,4.8,0.0309,-34.0,20.7,-10.3,183.3,11.7,174.0,-33.1,-360.1,0,0,
190,025540,KOSPI,3.045,1103,한국단자,전기장비,,0.58,0.0291,-37.7,1.8,-9.3,17.5,-16.6,-64.1,14.4,-43.2,0,0,
191,024720,KOSPI,3.042,1103,콜마홀딩스,금융(은행),,0.33,0.0295,-32.7,-25.5,-0.1,9.0,0.1,19.4,-0.4,3.5,0,0,
192,005389,KOSPI,3.042,1103,현대차3우B,,,0.43,0.0302,-40.3,16.9,-5.1,16.4,-2.4,-10.9,-3.7,-6.4,0,0,
193,083420,KOSPI,3.036,1103,그린케미칼,화학,OBSERVE,0.11,0.0268,-38.1,-33.3,-3.8,6.4,0.0,-2.4,-0.1,0.1,0,0,
194,031430,KOSPI,3.035,1103,신세계인터내셔날,소매,,0.36,0.0333,-38.4,8.4,-8.5,11.6,-1.3,-7.1,-4.2,-69.2,0,0,
195,038290,KOSDAQ,3.034,1103,마크로젠,전문서비스,OBSERVE,0.13,0.0303,-37.3,-22.7,-0.7,5.4,0.6,3.3,0.0,-1.7,0,0,
196,100120,KOSDAQ,3.03,1103,뷰웍스,의료·정밀·광학,,0.24,0.0367,-18.1,23.3,6.3,6.9,-0.6,13.2,-0.1,0.2,0,0,
197,017890,KOSDAQ,3.027,1103,한국알콜,화학,,0.3,0.0368,-6.3,44.3,2.4,14.5,5.0,48.6,-0.7,-3.1,0,0,
198,089860,KOSPI,3.026,1103,롯데렌탈,미분류,,1.83,0.0331,-2.1,37.3,24.5,90.8,-46.5,-173.5,-9.5,75.5,0,0,
199,005490,KOSPI,3.021,1103,POSCO홀딩스,철강·1차금속,,26.59,0.0327,-37.3,4.2,1.4,864.1,-291.9,-286.2,394.4,841.6,0,0,
200,014280,KOSPI,3.018,1103,금강공업,철강·1차금속,WATCH,0.13,0.0314,-41.2,-7.7,2.9,5.1,-2.2,1.7,0.0,0.2,0,0,
201,001200,KOSPI,3.013,1103,,,,0.42,0.0371,-32.1,24.9,2.8,17.5,-2.3,-25.2,3.4,13.8,0,0,
202,005250,KOSPI,3.013,1103,녹십자홀딩스,엔지니어링,OBSERVE,0.46,0.0324,-42.8,-31.9,-4.8,12.7,-14.2,-14.8,-2.1,-5.0,0,0,
203,326030,KOSPI,3.013,1103,SK바이오팜,지주·전문서비스,,6.66,0.0354,-39.6,-16.9,-0.5,130.3,-24.0,-104.1,-3.4,73.2,0,0,
204,000100,KOSPI,3.011,1103,유한양행,제약·바이오,,5.94,0.0307,-35.4,-33.4,0.1,228.5,-61.0,-66.5,84.5,426.7,0,0,
205,004980,KOSPI,3.011,1103,성신양회,비금속광물(시멘트·유리),,0.21,0.0433,-35.8,-23.9,6.5,6.3,-3.3,8.5,0.0,0.2,0,0,
206,226320,KOSPI,3.002,1103,잇츠한불,화학,,0.23,0.0347,-21.0,-21.7,3.0,6.6,-0.2,6.1,1.8,2.0,0,0,
207,001530,KOSPI,2.998,1103,DI동일,도매,,0.59,0.0314,-28.2,-38.7,15.0,11.9,-10.2,-0.9,21.6,49.1,0,0,
208,010950,KOSPI,2.99,1103,S-Oil,석유정제,,17.74,0.0427,0.0,105.4,14.5,554.6,1.2,-350.2,652.9,1436.0,0,0,
209,105630,KOSPI,2.987,1103,한세실업,의복,WAIT,0.37,0.03,-41.1,-4.6,-0.3,7.6,6.9,-1.7,0.9,-10.9,0,0,
210,248070,KOSPI,2.987,1103,솔루엠,반도체·전자부품,WATCH,0.62,0.0319,-45.4,-1.8,-14.0,13.2,-17.2,-48.4,8.0,-2.5,0,0,
211,267250,KOSPI,2.985,1103,HD현대,금융(은행),,19.23,0.0416,-21.6,67.2,8.2,291.8,45.6,-198.9,171.7,224.0,0,0,
212,000430,KOSPI,2.981,1103,대원강업,자동차·부품,,0.28,0.0533,-24.0,-9.7,21.8,10.9,0.8,-3.7,-0.2,1.1,0,0,
213,000400,KOSPI,2.978,1103,롯데손해보험,,,0.65,0.0544,-23.7,24.2,4.2,9.2,-2.0,5.0,-0.7,-1.4,0,0,
214,000390,KOSPI,2.97,1103,SP삼화,화학,,0.18,0.0274,-47.4,1.2,5.2,6.0,-4.1,-2.3,0.0,0.2,0,0,
215,051600,KOSPI,2.969,1103,한전KPS,건설,,2.13,0.0499,-29.9,-8.3,0.2,56.8,-10.8,-136.2,6.8,-30.0,0,0,
216,009290,KOSPI,2.963,1103,광동제약,제약·바이오,,0.31,0.0288,-43.3,6.5,-2.8,9.3,-1.8,-18.3,0.1,-1.1,0,0,
217,265520,KOSDAQ,2.957,1103,AP시스템,기계·장비,WAIT,0.29,0.0468,-36.8,18.7,-3.0,8.6,-5.3,-7.4,-0.0,-9.1,0,0,
218,035510,KOSPI,2.953,1103,신세계 I&C,IT서비스,,0.19,0.0308,-42.0,-17.0,6.8,7.3,-2.5,-3.7,0.0,0.2,0,0,
219,030520,KOSDAQ,2.952,1103,한컴,출판·SW,,0.42,0.0343,-36.2,-25.7,-6.0,19.4,8.2,8.6,-9.4,-28.2,0,0,
220,178920,KOSPI,2.951,1103,PI첨단소재,고무·플라스틱,,0.57,0.0436,-38.1,9.8,0.8,7.6,-0.6,6.8,0.5,2.5,0,0,
221,051915,KOSPI,2.948,1103,LG화학우,,,0.98,0.0332,-38.7,-13.8,-0.9,21.9,-6.8,20.0,3.1,-43.3,0,0,
222,298050,KOSPI,2.946,1103,HS효성첨단소재,화학,,0.77,0.0355,-38.0,-3.1,-6.1,28.5,-23.2,-65.8,27.0,70.9,0,0,
223,005880,KOSPI,2.944,1103,대한해운,운수·물류,,0.68,0.03,-31.6,10.7,3.4,40.1,-14.9,-0.3,11.8,29.4,0,0,
224,123410,KOSDAQ,2.939,1103,코리아에프티,자동차·부품,,0.16,0.0374,-36.0,-0.5,2.2,5.6,-5.4,-27.8,9.0,36.2,0,0,
225,068790,KOSDAQ,2.938,1103,DMS,기계·장비,,0.15,0.0423,-26.7,-9.8,-17.3,5.5,-1.7,-9.1,-0.3,-0.3,0,0,
226,000210,KOSPI,2.933,1103,DL,화학,,1.13,0.0452,-29.9,24.6,5.7,32.9,-18.8,5.4,62.0,63.3,0,0,
227,036800,KOSDAQ,2.933,1103,나이스정보통신,통신,,0.33,0.029,-8.7,24.0,29.1,14.8,1.9,25.9,10.4,34.6,0,0,
228,015750,KOSDAQ,2.927,1103,성우하이텍,자동차·부품,,0.49,0.0346,-46.2,-3.6,2.9,12.6,10.3,21.4,-10.6,-23.3,0,0,
229,097520,KOSPI,2.926,1103,엠씨넥스,반도체·전자부품,OBSERVE,0.33,0.0334,-40.7,-35.1,0.7,8.6,-12.1,-48.2,0.0,-0.5,0,0,
230,005385,KOSPI,2.926,1103,현대차우,,,4.4,0.0338,-41.4,20.3,-4.6,134.9,-44.6,-205.7,-71.8,-18.0,0,0,
231,009450,KOSPI,2.914,1103,경동나비엔,전기장비,WATCH,0.89,0.0325,-25.7,-6.9,-16.0,43.5,11.2,-96.1,-21.1,17.9,0,0,
232,011210,KOSPI,2.914,1103,현대위아,자동차·부품,WAIT,1.59,0.0386,-42.3,24.1,-6.4,36.1,-12.0,-26.8,-5.4,-1.6,0,0,
233,005387,KOSPI,2.9,1103,현대차2우B,,,6.56,0.034,-42.0,18.5,-6.5,208.9,-156.1,-479.7,-147.9,-196.7,0,0,
234,069620,KOSPI,2.887,1103,대웅제약,제약·바이오,OBSERVE,1.35,0.0356,-39.9,-5.6,-9.6,31.4,-15.9,12.6,-8.9,-71.9,0,0,
235,004100,KOSPI,2.886,1103,태양금속,자동차·부품,,0.1,0.0325,-23.9,8.3,14.9,6.8,2.0,-0.5,0.1,4.6,0,0,
236,373220,KOSPI,2.884,1103,LG에너지솔루션,전기장비,,84.82,0.0465,-29.5,-9.2,0.7,1080.1,206.8,-443.4,370.1,2841.2,0,0,
237,008260,KOSPI,2.876,1103,NI스틸,철강·1차금속,,0.1,0.0279,-17.0,-5.7,4.8,6.0,-5.7,1.8,0.0,0.1,0,0,
238,298020,KOSPI,2.871,1103,효성티앤씨,화학,,1.51,0.0381,-35.0,54.2,2.7,60.7,-41.0,166.2,82.5,-76.3,0,0,
239,035420,KOSPI,2.869,1103,NAVER,IT서비스,,33.15,0.0432,-24.0,0.2,3.8,1808.0,286.2,-453.0,-449.2,792.3,0,0,유상증자 07/27
240,071050,KOSPI,2.867,1103,한국금융지주,,,10.64,0.0448,-34.7,54.1,1.5,364.2,581.4,1736.8,-591.1,-1652.8,0,0,
241,025820,KOSPI,2.861,1103,이구산업,철강·1차금속,WATCH,0.14,0.0366,-36.9,-4.4,-2.4,8.4,-0.9,3.1,0.0,0.2,0,0,
242,243070,KOSDAQ,2.86,1103,휴온스,제약·바이오,,0.25,0.0383,-44.8,-7.8,-20.7,11.0,14.0,3.7,1.1,1.6,0,0,
243,317450,KOSPI,2.854,1103,명인제약,제약·바이오,OBSERVE,0.65,0.027,-63.5,,-3.3,8.7,-4.1,-35.5,1.6,18.6,0,0,
244,002380,KOSPI,2.849,1103,KCC,화학,,4.28,0.0438,-26.7,14.5,12.8,110.5,25.6,2.4,0.4,97.3,0,0,
245,225570,KOSDAQ,2.844,1103,넥슨게임즈,출판·SW,,0.76,0.0336,-21.4,-37.3,26.6,22.8,1.4,5.1,6.7,26.9,0,0,
246,020000,KOSPI,2.836,1103,한섬,의복,WATCH,0.33,0.0349,-44.5,8.9,-4.6,17.8,-11.6,1.0,2.6,-61.1,0,0,
247,018260,KOSPI,2.83,1103,삼성에스디에스,IT서비스,,18.76,0.0424,-33.0,55.2,9.5,528.3,153.4,800.4,90.9,276.6,0,0,
248,008770,KOSPI,2.829,1103,호텔신라,소매,,1.67,0.0339,-38.5,-11.6,-0.1,87.2,-117.3,-24.6,13.3,-214.8,0,0,
249,041440,KOSDAQ,2.826,1103,현대에버다임,기계·장비,,0.12,0.0372,-35.5,-21.1,6.2,7.3,-1.2,-3.2,0.0,0.0,0,0,
250,004430,KOSPI,2.816,1103,송원산업,화학,,0.28,0.0354,-25.4,10.0,-1.4,20.2,6.3,22.1,24.5,24.6,0,0,
251,329180,KOSPI,2.813,1103,HD현대중공업,조선·기타운송,WAIT,47.13,0.0378,-39.7,4.2,-11.3,1105.0,-228.7,1184.0,-185.9,-2337.1,0,0,
252,137310,KOSPI,2.811,1103,에스디바이오센서,의료·정밀·광학,,0.75,0.0312,-43.1,-37.9,-6.4,15.1,1.2,-11.8,-1.8,-12.5,0,0,
253,128660,KOSDAQ,2.805,1103,피제이메탈,철강·1차금속,,0.07,0.0241,-25.3,-7.3,6.8,9.8,-0.6,-9.3,-0.0,0.2,0,0,
254,029460,KOSPI,2.804,1103,케이씨,의료·정밀·광학,,0.43,0.0527,-5.5,39.1,23.4,12.0,2.9,21.4,0.4,10.1,0,0,
255,004800,KOSPI,2.801,1103,효성,금융(은행),,2.83,0.0464,-38.7,88.9,7.0,30.4,10.6,20.8,-16.0,-7.0,0,0,
256,018880,KOSPI,2.801,1103,한온시스템,기계·장비,,3.65,0.0472,-38.0,5.8,-1.9,107.6,-36.5,-36.2,31.5,35.7,0,0,
257,499790,KOSPI,2.791,1103,GS피앤엘,금융(은행),,0.8,0.0432,-37.2,-5.3,-7.8,22.6,-18.6,-34.4,30.5,82.7,0,0,
258,004490,KOSPI,2.79,1103,세방전지,전기장비,,0.89,0.0368,-10.2,-13.9,15.6,55.9,-46.9,19.8,74.6,160.3,0,0,
259,010140,KOSPI,2.784,1103,삼성중공업,조선·기타운송,,18.83,0.0389,-37.8,10.5,-2.9,580.9,-26.7,33.1,238.6,-227.2,0,0,
260,041960,KOSDAQ,2.784,1103,코미팜,제약·바이오,,0.73,0.044,-3.8,35.5,19.2,30.7,6.0,27.5,-0.2,-5.4,0,0,
261,347890,KOSDAQ,2.777,1103,엠엑스온,의료·정밀·광학,,0.08,0.0262,-38.6,-25.0,3.9,8.7,-0.8,-4.6,0.0,0.0,0,0,
262,004830,KOSPI,2.768,1103,덕성,고무·플라스틱,,0.05,0.0291,-39.8,-41.2,2.0,5.1,-1.3,-2.8,0.0,0.0,0,0,
263,012610,KOSPI,2.767,1103,경인양행,화학,WAIT,0.13,0.0338,-48.4,-3.7,1.9,5.2,-1.4,-0.1,0.0,-5.6,0,0,
264,051910,KOSPI,2.765,1103,LG화학,화학,,19.73,0.0432,-34.9,-10.8,1.3,447.0,-401.9,-425.6,485.1,726.3,0,0,
265,119610,KOSDAQ,2.764,1103,인터로조,의료·정밀·광학,,0.16,0.0367,-37.3,-23.9,0.6,8.1,-5.5,-18.4,0.9,2.2,0,0,
266,001540,KOSDAQ,2.761,1103,안국약품,제약·바이오,,0.14,0.0353,-20.9,65.9,-18.8,10.2,-1.8,-1.7,0.3,-6.2,0,0,
267,099430,KOSDAQ,2.76,1103,바이오플러스,제약·바이오,WATCH,0.21,0.0335,-52.9,-40.1,-7.0,8.2,-2.2,-12.3,-0.0,-0.3,0,0,
268,043150,KOSDAQ,2.747,1103,바텍,의료·정밀·광학,OBSERVE,0.27,0.0304,-33.3,-13.8,-4.8,13.0,-2.7,-2.0,1.0,-1.5,0,0,
269,093520,KOSDAQ,2.746,1103,매커스,도매,,0.32,0.0448,-18.5,2.0,14.8,8.8,1.7,35.5,2.7,11.1,0,0,
270,105740,KOSDAQ,2.743,1103,디케이락,기계·장비,,0.08,0.0289,-31.4,-20.0,6.9,7.9,-7.2,-1.5,6.8,-3.9,0,0,
271,024950,KOSDAQ,2.725,1103,삼천리자전거,도매,,0.06,0.0362,-31.2,-25.0,22.1,5.5,-0.8,-3.6,1.5,14.0,0,0,
272,377300,KOSPI,2.722,1103,카카오페이,금융보조,,6.32,0.0394,-34.1,-34.1,11.3,166.2,26.9,-18.6,67.5,411.5,0,0,
273,053980,KOSDAQ,2.711,1103,오상자이엘,출판·SW,,0.05,0.0206,-35.4,-29.1,-2.0,9.2,0.6,-4.6,0.0,0.0,0,0,
274,023410,KOSDAQ,2.709,1103,유진기업,비금속광물(시멘트·유리),OBSERVE,0.25,0.0567,-36.5,-2.9,-4.0,10.6,-2.1,4.8,0.0,-1.5,0,0,
275,041930,KOSDAQ,2.702,1103,SY동아,고무·플라스틱,,0.08,0.0258,-31.5,-25.1,12.4,23.6,-5.7,-8.4,-0.0,0.0,0,0,
276,000520,KOSPI,2.7,1103,삼일제약,제약·바이오,,0.14,0.0373,-49.0,-27.4,-10.3,5.1,-0.1,-4.9,0.0,0.1,0,0,
277,004020,KOSPI,2.697,1103,현대제철,철강·1차금속,,4.32,0.0395,-30.3,-13.3,14.5,182.2,-169.8,-373.2,175.8,456.5,0,0,
278,002700,KOSPI,2.68,1103,신일전자,도매,,0.07,0.0414,-33.7,-22.2,-4.2,7.0,1.4,-4.9,0.0,0.3,0,0,
279,280360,KOSPI,2.669,1103,롯데웰푸드,식료품,,1.28,0.0365,-6.7,-11.0,18.6,64.1,-30.3,-141.3,75.1,343.0,0,0,
280,035720,KOSPI,2.669,1103,카카오,IT서비스,,16.19,0.0294,-46.0,-40.8,-8.4,900.6,-116.8,445.1,128.9,-586.6,0,0,
281,460860,KOSPI,2.668,1103,동국제강,철강·1차금속,,0.52,0.0351,-35.7,4.2,7.0,19.0,-16.6,13.7,13.3,-5.7,0,0,
282,452260,KOSPI,2.666,1103,한화갤러리아,소매,,0.46,0.0404,-34.6,81.2,17.2,26.2,-25.5,-29.0,0.4,1.1,0,0,
283,271980,KOSPI,2.666,1103,제일약품,제약·바이오,,0.15,0.0272,-39.6,-20.1,3.7,12.7,-3.6,-1.6,0.0,0.2,0,0,
284,456040,KOSPI,2.664,1103,OCI,화학,,0.73,0.0471,-45.5,37.6,5.7,32.0,-45.8,-48.6,27.6,90.4,0,0,
285,004370,KOSPI,2.66,1103,농심,식료품,,2.52,0.0298,-20.5,-1.6,2.5,176.3,30.3,335.4,28.9,514.4,0,0,
286,058430,KOSPI,2.658,1103,포스코스틸리온,철강·1차금속,,0.29,0.0398,-47.9,21.4,4.4,12.0,2.3,18.8,-0.1,0.5,0,0,
287,014680,KOSPI,2.654,1103,한솔케미칼,화학,,2.18,0.0473,-40.2,30.3,-9.2,87.9,55.8,255.1,-76.1,-391.8,0,0,
288,012030,KOSPI,2.644,1103,DB,IT서비스,,0.34,0.0413,-30.3,7.2,14.6,9.1,-11.0,-22.1,5.3,12.9,0,0,
289,079960,KOSDAQ,2.642,1103,동양이엔피,전기장비,OBSERVE,0.14,0.0348,-50.8,-7.9,-10.1,5.4,-0.5,-4.6,0.6,0.9,0,0,
290,008060,KOSPI,2.64,1103,대덕,금융(은행),OBSERVE,0.46,0.0508,-36.1,87.9,0.3,11.5,5.3,-6.2,-5.8,9.8,0,0,
291,078930,KOSPI,2.638,1103,GS,금융(은행),,11.67,0.0447,-2.8,122.0,27.0,632.3,332.1,-1037.8,-29.5,1435.0,0,0,
292,084730,KOSDAQ,2.631,1103,팅크웨어,반도체·전자부품,,0.07,0.0268,-37.6,-23.5,-1.4,11.7,-1.3,-0.1,0.0,0.0,0,0,
293,006220,KOSPI,2.624,1103,,,,0.38,0.0385,-41.8,-37.1,8.8,45.6,-1.3,-6.6,0.4,1.1,0,0,
294,001780,KOSPI,2.616,1103,알루코,철강·1차금속,OBSERVE,0.16,0.0341,-53.4,-22.5,-9.0,5.9,-3.8,0.7,0.0,-13.9,0,0,
295,001450,KOSPI,2.615,1103,현대해상,,,4.35,0.0358,-4.7,40.8,29.8,320.2,-344.8,-82.1,404.3,1052.6,0,0,
296,006405,KOSPI,2.613,1103,삼성SDI우,,,0.36,0.0444,-38.9,46.2,5.8,14.7,-2.4,5.4,-8.1,-9.4,0,0,
297,011170,KOSPI,2.609,1103,롯데케미칼,화학,,2.52,0.0347,-50.2,-10.1,-3.6,88.0,-77.0,-147.4,145.2,-39.5,0,0,
298,037270,KOSPI,2.606,1103,YG PLUS,IT서비스,WAIT,0.2,0.0364,-66.0,-62.8,-9.2,6.0,-4.0,-17.1,0.1,0.3,0,0,
299,439260,KOSPI,2.605,1103,대한조선,조선·기타운송,WAIT,1.82,0.0382,-55.1,-44.0,-2.5,31.3,12.8,-98.0,-12.0,81.8,0,0,
300,005010,KOSPI,2.602,1103,휴스틸,철강·1차금속,,0.22,0.0293,-45.6,-14.1,6.6,12.0,-11.7,-20.0,0.9,1.0,0,0,
301,001040,KOSPI,2.6,1103,CJ,금융(은행),,3.87,0.036,-42.8,-4.5,-8.9,164.5,-123.7,215.8,143.4,-453.8,0,0,
302,340810,KOSDAQ,2.6,1103,시선AI,출판·SW,,0.06,0.0423,-2.7,-7.4,23.1,7.5,3.6,10.6,0.0,-0.0,0,0,CB 09/01
303,093320,KOSDAQ,2.598,1103,케이아이엔엑스,IT서비스,,0.71,0.048,-11.3,69.5,8.2,17.8,-6.2,-17.6,-1.5,6.1,0,0,
304,012450,KOSPI,2.597,1103,한화에어로스페이스,조선·기타운송,WATCH,53.57,0.046,-32.4,16.7,-5.3,1912.7,-492.5,-270.0,-112.7,-143.2,0,0,
305,041830,KOSDAQ,2.596,1103,인바디,의료·정밀·광학,,0.81,0.0584,-15.3,152.7,-15.3,65.6,-23.8,-51.5,59.9,104.9,0,0,
306,066575,KOSPI,2.592,1103,LG전자우,,,1.35,0.0455,-37.1,73.5,19.4,60.8,67.0,227.8,1.8,-6.5,0,0,
307,005380,KOSPI,2.59,1103,현대차,자동차·부품,WATCH,80.47,0.0385,-47.6,80.2,-0.6,2411.2,73.3,-2213.7,-1842.7,-5364.3,0,0,
308,092730,KOSDAQ,2.59,1103,네오팜,화학,,0.36,0.0355,-12.2,11.3,5.7,23.2,-21.0,4.3,28.4,57.8,0,0,
309,278470,KOSPI,2.589,1103,에이피알,화학,,14.38,0.0415,-17.3,67.3,-0.1,1142.7,125.8,1743.3,-420.7,-348.0,0,0,
310,003230,KOSPI,2.588,1103,삼양식품,식료품,,10.02,0.0365,-18.4,-13.8,1.8,826.9,497.9,1609.6,-176.7,-34.5,0,0,
311,002900,KOSPI,2.587,1103,TYM,기계·장비,,0.29,0.0355,-23.0,12.1,10.0,22.3,-0.8,-46.2,13.5,62.7,0,0,
312,012330,KOSPI,2.583,1103,현대모비스,자동차·부품,WAIT,38.8,0.0384,-43.8,69.9,-13.0,1502.4,229.2,486.0,-1000.9,-3712.8,0,0,
313,205100,KOSDAQ,2.583,1103,엑셈,출판·SW,,0.09,0.0342,-47.5,-34.3,-3.8,5.5,-2.3,-9.5,0.1,5.2,0,0,
314,041910,KOSDAQ,2.582,1103,폴라리스AI파마,제약·바이오,,0.07,0.0384,-39.0,-13.9,-0.4,6.4,-1.5,-1.2,0.1,0.1,0,0,
315,034220,KOSPI,2.582,1103,LG디스플레이,반도체·전자부품,WAIT,4.61,0.0336,-44.8,-18.0,-5.7,485.6,-334.2,-461.8,57.1,2.4,0,0,
316,097230,KOSPI,2.575,1103,HJ중공업,건설,WATCH,1.43,0.0455,-52.5,18.0,-5.1,36.8,-7.2,16.2,0.9,12.1,0,0,
317,002030,KOSPI,2.569,1103,아세아,엔지니어링,,0.43,0.0388,-47.7,-46.2,7.4,9.9,-3.0,-2.4,4.2,4.2,0,0,
318,071090,KOSPI,2.568,1103,하이스틸,철강·1차금속,,0.06,0.0321,-39.8,-33.6,4.6,10.7,-3.7,-4.0,0.1,0.1,0,0,
319,086670,KOSDAQ,2.566,1103,비엠티,기계·장비,,0.16,0.0421,-7.7,55.8,1.2,14.4,-8.0,28.0,9.6,18.4,0,0,
320,001250,KOSPI,2.557,1103,GS글로벌,도매,,0.22,0.0415,-51.0,9.7,-8.4,10.3,-2.1,-15.4,0.0,0.3,0,0,
321,200670,KOSDAQ,2.557,1103,휴메딕스,제약·바이오,,0.29,0.0375,-62.8,-50.0,-3.2,6.8,-2.2,-29.7,-3.4,-2.4,0,0,
322,008730,KOSPI,2.556,1103,율촌화학,고무·플라스틱,,0.4,0.0404,-57.8,-55.4,8.6,9.7,-4.3,-11.9,1.4,8.7,0,0,
323,340450,KOSDAQ,2.553,1103,지씨지놈,전문서비스,,0.13,0.0404,-40.9,-32.9,5.2,5.7,-1.9,-6.8,-0.9,5.3,0,0,
324,060370,KOSDAQ,2.549,1103,LS마린솔루션,건설,,1.63,0.0544,-37.6,28.2,1.6,30.6,11.3,40.8,-7.3,13.2,0,0,
325,388720,KOSDAQ,2.548,1103,유일로보틱스,기계·장비,EXCLUDE,0.78,0.0465,-56.1,7.5,-6.8,14.2,10.3,34.0,-15.5,-34.4,0,0,
326,049070,KOSDAQ,2.543,1103,인탑스,반도체·전자부품,,0.3,0.0487,-18.8,16.7,7.5,14.5,-1.0,19.5,0.2,-0.7,0,0,
327,001060,KOSPI,2.539,1103,JW중외제약,제약·바이오,,0.63,0.0366,-30.3,13.1,9.2,28.7,-36.6,-103.3,9.1,29.3,0,0,
328,052860,KOSDAQ,2.538,1103,아이앤씨,반도체·전자부품,,0.12,0.0524,-2.5,95.7,53.2,5.0,6.2,9.5,0.3,0.3,0,0,
329,950140,KOSDAQ,2.535,1103,잉글우드랩,화학,,0.17,0.0336,-45.6,-29.4,-6.3,5.8,-1.8,1.7,-0.1,0.5,0,0,
330,015760,KOSPI,2.534,1103,한국전력,전력·가스,,21.02,0.0332,-51.8,-6.1,-8.0,630.8,-88.5,-451.2,58.9,-1505.5,0,0,
331,036890,KOSDAQ,2.532,1103,진성티이씨,기계·장비,,0.28,0.0485,-37.4,17.1,-10.6,9.2,4.0,24.4,-1.6,-33.5,0,0,
332,126880,KOSDAQ,2.523,1103,제이엔케이글로벌,기계·장비,,0.06,0.028,-47.9,-37.6,-5.6,5.8,0.2,-6.6,0.0,0.1,0,0,
333,025860,KOSPI,2.523,1103,남해화학,화학,,0.31,0.0221,-46.8,-21.0,8.3,51.2,-28.9,-52.0,14.6,27.1,0,0,
