ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,dart_status,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score,final_score_v3,grade,bucket,entry_score,value_score,value_source,quality_score,turnaround_score,reversal_score,supply_score_v2,oversold_component,main_candidate
032560,황금에스티,,5500,32.7,26.9,11.0,-16.4,11.9,-0.7,-5.0,5.0,-2.4,0.6,-4.9,0.86,6580,4915,5,False,True,False,12232,15000,0.7,0.7,0.8,0.82,0,False,False,False,False,-,51.4,-1.1,0.0,-1.1,0.0,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,56.4,53.4,032560,218575,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,179.9,193.7,-7.1,CFS,영업이익,dart_OperatingIncomeLoss,240.8,205.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,123.6,41.2,200.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.34,default,4,85.4,82.4,62.8,B,OBSERVE,25.8,20.0,PYKRX,20.0,17.0,3,-10.0,12.85,True
025560,미래산업,,6090,37.0,46.8,36.6,-54.6,197.9,2.4,-28.8,-7.7,-3.6,-19.4,36.2,0.69,13400,2044,5,False,True,False,258202,405993,15.9,15.3,26.8,0.64,6,False,True,True,False,5일선회복/+3%반등,59.3,-1.8,-1.5,5.1,-71.4,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,70.3,67.3,025560,197759,0,9,0,0,,[20260727] 유상증자또는주식관련사채등의발행결과(자율공시)               (20260727800207) || [20260709] [기재정정]주요사항보고서(유상증자결정) (20260709000380) || [20260409] 유상증자또는주식관련사채등의발행결과(자율공시)               (20260409800963),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260727800207 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260709000380 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260409800963,,,,20260727800207 || 20260709000380 || 20260409800963,주의,SAFE,2025.0,91.4,121.2,-24.6,CFS,영업이익(손실),dart_OperatingIncomeLoss,-51.8,3.3,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,103.6,10.4,899.3,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-10,밸류트랩의심,-0.57,default,5,85.3,82.3,4.3,WATCH,WATCH,24.4,0.0,PYKRX,-10.0,8.5,11,0.0,14.825,False
465770,STX그린로지스,,2780,46.6,3.4,9.8,-71.0,66.6,-18.1,-28.0,11.4,-16.4,-13.7,-41.5,0.17,9600,1669,0,False,False,False,365834,2197574,10.9,11.2,80.2,0.17,0,False,False,False,False,-,60.2,3.7,-0.0,3.0,-0.0,True,8,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,68.2,65.2,465770,1784394,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-124.7,71.6,-274.3,CFS,영업이익,dart_OperatingIncomeLoss,165.4,240.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,-1.0,-50.4,97.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,-3,85.2,82.2,43.0,C,OBSERVE,24.4,1.0,PYKRX,10.0,17.0,0,0.0,15.05,True
000230,일동홀딩스,,6000,18.0,4.9,17.9,-65.1,10.1,-1.8,-4.6,-11.6,-4.7,-3.8,-36.1,0.13,17170,5450,0,False,False,False,8781,47864,0.4,0.5,3.1,0.18,0,False,False,False,False,-,70.1,-0.3,0.0,-5.7,0.0,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,70.1,67.1,000230,146083,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,149.3,-40.3,469.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,268.6,173.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,19.3,-18.6,203.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.8,default,0,85.1,82.1,63.5,B,OBSERVE,31.4,12.0,PYKRX,23.0,11.0,0,0.0,17.525,True
0120G0,삼양바이오팜,,48600,34.0,22.7,31.3,-67.8,109.0,-0.8,-13.5,2.1,-5.8,3.7,-28.4,0.6,150900,23250,0,False,False,False,39336,94065,19.8,19.0,52.0,0.42,3,False,True,False,False,5일선회복,60.1,7.2,1.2,-71.4,5.1,True,15,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,78.1,75.1,0120G0,1965333,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,26.9,,,OFS,영업이익,dart_OperatingIncomeLoss,97.7,,영업활동으로인한현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,op_found_yoy_missing,영업이익 항목은 찾았지만 현재/전기 금액 또는 전기 0 문제로 YoY 계산 실패,ok,OCF 추출 성공,,,,,,,,,,,,not_found,2025 Q1 SINGLE: 013 조회된 데이타가 없습니다.,데이터부족,0,5,현금창출양호,3.63,default,2,85.1,82.1,50.0,B,WAIT,46.1,0.0,PYKRX,15.0,0.0,7,13.0,15.025,True
066570,LG전자,,198700,36.2,18.5,31.9,-54.6,166.0,-0.4,-1.9,-6.1,-1.9,4.7,28.8,1.22,438000,74700,0,False,False,False,511663,661582,1584.6,1017.0,1348.6,0.77,0,False,False,False,False,-,52.9,220.2,-24.4,293.6,605.5,True,3,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,55.9,52.9,066570,401731,0,1,0,0,,[20260212] 주요사항보고서(감자결정) (20260212001501),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260212001501,,,,20260212001501,주의,SAFE,2025.0,24783.9,34196.8,-27.5,CFS,영업이익,dart_OperatingIncomeLoss,42805.0,38426.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,15790.8,6394.0,147.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.73,default,4,84.9,81.9,48.2,WATCH,WATCH,43.9,0.0,PYKRX,20.0,17.0,3,5.0,13.225,False
041650,상신브레이크,,2170,36.1,12.7,15.8,-27.1,14.2,-1.1,0.2,-2.0,-2.1,-0.3,-13.2,0.74,2975,1900,5,True,False,False,11760,7366,0.1,0.3,0.2,1.6,0,False,False,False,False,-,49.7,0.1,0.3,0.4,0.5,True,10,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,64.7,61.7,041650,129642,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-13.6,206.5,-106.6,CFS,영업이익(손실),dart_OperatingIncomeLoss,384.2,251.5,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,9.2,-40.5,122.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,0,회계손실현금유입,,default,0,84.7,81.7,64.4,C,OBSERVE,41.6,10.0,PYKRX,10.0,17.0,0,15.0,12.425,True
499790,GS피앤엘,,38900,29.5,5.6,21.2,-41.9,20.6,-2.3,-2.6,-6.0,-5.2,-4.1,-14.7,0.58,67000,32250,5,False,True,False,20265,42391,9.5,8.0,17.6,0.48,0,False,False,False,False,-,64.6,-7.6,3.8,-18.5,21.3,True,3,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,72.6,69.6,499790,1882845,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,780.2,-0.4,204343.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,1196.2,-46.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,293.6,115.6,153.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.53,default,-3,84.6,81.6,46.2,B,OBSERVE,18.9,6.0,PYKRX,23.0,11.0,0,-10.0,16.15,True
095570,AJ네트웍스,,4135,18.0,15.2,22.8,-25.8,8.1,-0.8,-4.5,-1.0,-3.1,-3.7,-11.4,0.64,5570,3825,0,False,False,False,56429,72825,1.8,2.3,3.1,0.77,0,False,False,False,False,-,57.2,-5.0,-0.9,-10.3,-2.5,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,57.2,54.2,095570,365387,0,1,0,0,,[20260616] 감자결정(종속회사의주요경영사항)               (20260616800501),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260616800501,,,,20260616800501,주의,SAFE,2025.0,715.5,762.6,-6.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,759.3,333.8,영업활동 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,214.9,180.3,19.2,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.06,default,2,84.2,81.2,38.3,WATCH,WATCH,22.7,9.0,PYKRX,20.0,12.0,3,-10.0,14.3,False
085310,엔케이,,8910,24.7,10.6,17.7,-49.4,28.2,-2.8,-6.9,-10.5,-3.6,1.2,-17.8,0.86,17610,6950,0,False,False,False,10451,12446,0.9,0.9,1.2,0.84,3,False,False,True,False,+3%반등,71.0,-1.0,1.4,-1.7,9.8,True,3,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,77.0,74.0,085310,172228,0,2,0,0,,[20260515] [기재정정]주식병합결정               (20260515803244) || [20260316] 주식병합결정               (20260316800325),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260515803244 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260316800325,,,,20260515803244 || 20260316800325,주의,SAFE,2025.0,-6.5,-48.2,86.6,CFS,영업이익(손실),dart_OperatingIncomeLoss,-58.8,-86.8,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,31.4,3.4,824.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,-5,이중적자,,default,2,84.0,81.0,-999.0,EXCLUDE,EXCLUDE,-999.0,1.0,PYKRX,-12.0,5.5,4,15.0,17.75,False
031820,아이티센씨티에스,,5720,39.1,20.0,34.2,-42.7,25.2,0.4,-7.0,3.6,-2.5,1.5,-8.0,0.84,9980,4570,10,True,True,False,61303,33141,1.6,3.5,1.9,1.85,3,False,False,True,False,+3%반등,45.8,-1.6,0.9,-1.5,0.9,True,3,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,61.8,58.8,031820,186559,0,3,0,0,,[20260916] 유상증자또는주식관련사채등의발행결과(자율공시)               (20260916800517) || [20260831] 주요사항보고서(전환사채권발행결정) (20260831001414) || [20260303] 주식병합결정               (20260303801271),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260916800517 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260831001414 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260303801271,,,,20260916800517 || 20260831001414 || 20260303801271,주의,SAFE,2025.0,235.5,210.1,12.1,CFS,영업이익(손실),dart_OperatingIncomeLoss,642.6,200.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,68.2,8.0,748.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,2.73,default,7,83.8,80.8,49.4,WATCH,WATCH,31.5,17.0,PYKRX,23.0,11.0,7,-10.0,11.45,False
000680,LS네트웍스,,2945,29.2,28.1,27.5,-40.7,15.0,-1.8,-1.7,-2.8,-1.6,0.6,-9.5,1.01,4965,2560,0,False,False,False,55922,65961,1.9,1.6,2.0,0.85,0,False,False,False,False,-,56.7,-0.5,0.1,1.4,0.3,True,3,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,59.7,56.7,000680,104698,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,222.9,301.9,-26.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,545.5,-7771.8,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,630.5,316.3,99.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.45,default,-1,83.7,80.7,48.2,B,OBSERVE,20.2,7.0,PYKRX,20.0,17.0,0,-10.0,14.175,True
010770,평화홀딩스,,3515,30.6,22.2,31.1,-34.8,1.7,0.7,-6.1,-12.0,-1.5,-5.2,-10.0,1.01,5390,3455,0,False,False,False,15269,24833,0.8,0.5,0.9,0.61,3,False,True,False,False,5일선회복,55.6,0.1,-0.8,-1.2,-3.4,True,3,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,61.6,58.6,010770,155124,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,348.8,288.1,21.1,CFS,영업이익(손실),dart_OperatingIncomeLoss,457.4,194.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,116.1,94.3,23.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.31,default,7,83.6,80.6,58.9,B,WAIT,32.3,14.0,PYKRX,23.0,11.0,7,-10.0,13.9,True
114090,GKL,,9030,19.2,9.9,9.8,-49.0,0.9,-2.1,-1.6,-21.3,-3.2,-4.1,-23.3,0.69,17700,8950,0,False,False,False,91271,92705,5.8,8.3,8.6,0.98,0,False,False,False,False,-,71.5,-12.3,-10.5,-13.9,-3.6,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,71.5,68.5,114090,557508,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,526.4,383.2,37.4,CFS,영업이익(손실),dart_OperatingIncomeLoss,1046.6,717.4,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,208.3,159.6,30.5,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.99,default,-3,83.5,80.5,44.9,B,OBSERVE,19.5,3.0,PYKRX,23.0,11.0,0,-10.0,17.875,True
200880,서연이화,,11160,24.1,17.9,25.9,-39.0,18.8,-1.8,-10.0,-8.3,-4.1,-2.7,-14.6,0.9,18310,9390,0,False,False,False,21273,30137,3.0,2.4,3.5,0.71,3,False,True,False,False,5일선회복,63.3,3.1,-1.0,6.4,-2.6,True,8,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,74.3,71.3,200880,1036446,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,1618.0,1544.0,4.8,CFS,영업이익,dart_OperatingIncomeLoss,1640.9,2667.1,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,510.6,529.5,-3.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,5,현금창출양호,1.01,default,4,83.3,80.3,70.8,B,WAIT,51.1,15.0,PYKRX,18.0,0.0,7,15.0,15.825,True
000970,한국주철관,,6600,25.9,23.5,9.2,-16.2,7.7,-0.9,-2.5,-1.6,-1.3,-0.6,-3.4,1.12,7880,6130,0,False,False,False,10852,12555,0.9,0.7,0.8,0.86,0,False,False,False,False,-,56.3,-0.8,-1.1,-1.9,-1.7,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,56.3,53.3,000970,159573,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,133.0,154.5,-13.9,CFS,영업이익,dart_OperatingIncomeLoss,273.3,243.3,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,72.3,42.5,70.1,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.05,default,2,83.3,80.3,50.1,B,OBSERVE,20.1,9.0,PYKRX,20.0,17.0,0,-10.0,14.075,True
006370,대구백화점,,3155,24.0,15.3,19.3,-56.6,4.8,-1.4,-32.9,-25.7,-12.8,-28.4,-36.8,0.49,7270,3010,5,False,True,False,75829,172273,2.8,2.5,6.3,0.44,0,False,False,False,False,-,81.0,-1.1,-0.0,-1.8,0.1,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,86.0,83.0,006370,108977,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,-149.7,-150.0,0.2,CFS,영업이익(손실),dart_OperatingIncomeLoss,-267.8,-283.9,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,-38.9,-25.0,-55.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,-5,이중적자,,default,2,83.0,80.0,-999.0,EXCLUDE,EXCLUDE,-999.0,7.0,PYKRX,-17.0,0.0,3,-10.0,20.0,False
008490,서흥,,20450,17.6,18.5,25.2,-33.6,27.8,-1.4,-13.3,12.7,-4.5,-6.7,-1.9,0.59,30800,16000,0,False,False,False,11537,18120,1.9,2.3,3.9,0.64,3,False,True,False,False,5일선회복,62.9,-1.3,-0.8,-12.6,-4.3,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,65.9,62.900000000000006,008490,131692,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,502.1,338.4,48.3,CFS,영업이익,dart_OperatingIncomeLoss,768.6,561.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,224.9,201.2,11.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,1.53,default,2,82.9,79.9,55.7,B,WAIT,29.3,14.0,PYKRX,23.0,6.0,7,-10.0,15.725,True
278470,에이피알,,368000,18.6,17.7,29.8,-22.5,80.4,-1.1,-4.7,-4.5,-7.6,-3.3,7.6,1.06,475000,204000,5,False,True,False,248297,279142,1103.8,893.4,1115.3,0.89,6,False,True,True,False,5일선회복/+3%반등,52.8,-47.2,-309.7,377.9,-1013.9,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,63.8,60.8,278470,1190568,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,3655.2,1227.1,197.9,CFS,영업이익,dart_OperatingIncomeLoss,3410.5,791.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,1905.5,812.6,134.5,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,0.93,default,4,82.8,79.8,48.2,B,WAIT,40.1,0.0,PYKRX,23.0,11.0,11,-10.0,13.2,True
097230,HJ중공업,,15580,32.6,37.1,27.8,-54.6,20.7,-2.6,-11.7,-30.1,-3.6,-3.9,-29.3,0.83,34350,12910,0,False,False,False,222507,199336,25.4,34.3,32.1,1.12,3,False,True,False,False,5일선회복,60.8,9.4,-0.6,24.8,-5.2,True,8,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,71.8,68.8,097230,633835,0,2,0,0,,[20251001] 유상증자또는주식관련사채등의발행결과(자율공시)               (20251001800236) || [20250929] [기재정정]주요사항보고서(유상증자결정) (20250929000335),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251001800236 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250929000335,,,,20251001800236 || 20250929000335,주의,SAFE,2025.0,670.7,72.5,824.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,63.3,-863.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,648.5,53.4,1114.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,-3,현금창출약함,0.09,default,4,82.8,79.8,43.2,WATCH,WATCH,46.3,0.0,PYKRX,10.0,11.0,7,10.0,15.2,False
004000,롯데정밀화학,,44650,26.3,7.4,11.9,-37.8,8.0,-3.3,0.7,-6.0,-3.3,-2.8,-8.3,1.07,71800,41350,0,False,False,False,50268,48448,23.5,22.7,22.3,1.04,0,False,False,False,False,-,65.7,-11.6,-11.9,1.9,-43.5,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,65.7,62.7,004000,157681,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,743.6,503.7,47.6,CFS,영업이익,dart_OperatingIncomeLoss,3008.9,1600.4,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,619.1,87.1,610.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,4.05,default,2,82.7,79.7,49.4,B,OBSERVE,19.0,9.0,PYKRX,23.0,11.0,0,-10.0,16.425,True
030000,제일기획,,17430,8.5,14.6,-9.4,-25.2,1.9,-7.8,-7.3,-9.6,-7.2,-7.5,-13.0,3.8,23300,17100,5,True,False,False,749416,377861,251.7,132.5,69.5,1.98,0,False,False,False,False,-,77.6,-198.5,-0.9,-153.2,-47.4,True,0,강세,-3,0,0,-3,8.6,3.9,1387.96,,-0.2,-61999.0,-61999.0,-61999.0,10,10,1.0,82.6,79.6,030000,148276,0,0,0,0,,,,,,,,,,,안전,SAFE,2025.0,3368.9,3207.2,5.0,CFS,영업이익,dart_OperatingIncomeLoss,2122.8,3464.0,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2026 H1,3개월,926.9,921.2,0.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,관망,0,2,현금창출보통,0.63,default,-2,82.6,79.6,24.4,B,OBSERVE,3.4,3.0,PYKRX,12.0,0.0,0,-10.0,19.4,True
