rank,ticker,market,wu_score,n_universe,name,sector,v3_bucket,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct,dilution_60d
160,192820,KOSPI,0.849,1053,코스맥스,화학,,3.12,0.0399,-9.4,27.8,-4.0,381.8,-62.2,-475.6,77.9,912.5,0,0,
161,007460,KOSPI,0.848,1053,에이프로젠,제약·바이오,EXCLUDE,0.05,0.0424,-70.4,206.0,-13.2,16.5,-1.0,-17.1,0.0,-0.1,0,0,CB 09/03
162,069960,KOSPI,0.847,1053,현대백화점,소매,,2.16,0.0344,-51.6,24.2,6.9,135.7,-226.0,-681.7,28.7,-72.4,0,0,
163,032500,KOSDAQ,0.846,1053,케이엠더블유,반도체·전자부품,,0.82,0.0621,-49.3,8.6,32.2,50.3,-57.7,-53.8,9.9,-15.3,0,0,
164,011070,KOSPI,0.845,1053,LG이노텍,반도체·전자부품,WAIT,12.43,0.0624,-65.7,227.4,-7.9,1403.4,239.2,418.1,-286.6,-2105.5,0,0,
165,004000,KOSPI,0.844,1053,롯데정밀화학,화학,OBSERVE,1.15,0.0244,-37.4,-2.6,-2.2,22.9,-11.8,-5.4,-12.7,-45.1,0,0,
166,036800,KOSDAQ,0.843,1053,나이스정보통신,통신,,0.35,0.0304,-7.3,51.8,3.5,12.8,0.2,5.1,3.7,36.0,0,0,
167,101360,KOSDAQ,0.842,1053,에코앤드림,전기장비,EXCLUDE,0.13,0.0563,-70.9,-63.6,-1.4,7.5,-0.7,-22.7,0.1,-0.3,0,0,
168,121440,KOSDAQ,0.841,1053,골프존홀딩스,도매,,0.33,0.0564,-5.5,42.9,3.4,5.0,1.0,17.0,-0.7,1.0,0,0,
169,073240,KOSPI,0.84,1053,금호타이어,고무·플라스틱,,1.96,0.0756,-16.1,48.3,-5.0,146.6,-13.5,193.1,-4.1,63.4,0,0,
170,257720,KOSDAQ,0.84,1053,실리콘투,도매,WATCH,2.7,0.0464,-24.1,11.9,-16.8,655.3,-82.2,2134.8,-78.3,-2255.1,0,0,유상증자 08/18
171,017550,KOSPI,0.839,1053,수산세보틱스,기계·장비,OBSERVE,0.11,0.0371,-53.1,-9.3,2.2,7.4,-0.0,2.7,0.0,0.0,0,0,
172,088350,KOSPI,0.838,1053,한화생명,,,5.0,0.0389,-12.7,75.6,9.9,295.6,-51.1,-79.4,14.7,307.4,0,0,
173,011790,KOSPI,0.837,1053,SKC,화학,,4.41,0.0483,-48.9,-8.8,4.5,114.1,-42.0,-210.9,37.9,144.5,0,0,
174,000080,KOSPI,0.836,1053,하이트진로,음료,WAIT,1.06,0.0167,-22.8,-20.5,-2.8,12.7,-10.9,3.2,-0.1,-3.6,0,0,
175,041930,KOSDAQ,0.835,1053,SY동아,고무·플라스틱,,0.08,0.024,-33.9,-21.6,5.8,25.6,-1.1,-8.9,0.0,-0.1,0,0,
176,189300,KOSDAQ,0.834,1053,인텔리안테크,반도체·전자부품,,0.74,0.0581,-60.2,33.8,5.0,39.0,-23.3,-13.4,8.7,-35.8,0,0,
177,062040,KOSPI,0.833,1053,산일전기,전기장비,,6.34,0.0636,-37.9,59.5,25.4,614.5,204.9,-364.1,-84.5,327.1,0,0,
178,484590,KOSDAQ,0.832,1053,삼양컴텍,금속가공,,0.27,0.0468,-69.4,-69.0,8.7,10.2,-3.2,6.5,-1.7,-9.8,0,0,
179,030520,KOSDAQ,0.831,1053,한컴,출판·SW,OBSERVE,0.41,0.0344,-38.5,-34.2,-2.7,22.2,-21.0,-10.6,-0.2,-19.4,0,0,
180,455900,KOSDAQ,0.83,1053,엔젤로보틱스,기계·장비,,0.33,0.0635,-45.1,-6.4,8.0,9.8,4.6,3.8,12.6,21.0,0,0,
181,445680,KOSDAQ,0.829,1053,큐리옥스바이오시스템즈,의료·정밀·광학,,0.83,0.0756,-65.7,-4.9,-10.8,45.8,-12.2,-138.5,6.4,-22.3,0,0,
182,298050,KOSPI,0.828,1053,HS효성첨단소재,화학,WATCH,0.73,0.0341,-41.6,-16.2,-2.1,23.7,-11.4,-58.6,-3.2,56.7,0,0,
183,259960,KOSPI,0.827,1053,크래프톤,출판·SW,OBSERVE,9.17,0.0311,-38.2,-31.6,-10.5,173.7,-48.8,-299.7,-17.4,-234.5,0,0,
184,003470,KOSPI,0.826,1053,유안타증권,,,0.87,0.0324,-42.1,32.3,-0.3,11.4,-19.3,-19.0,1.5,13.6,0,0,
185,036570,KOSPI,0.825,1053,NC,출판·SW,WATCH,4.47,0.0289,-38.6,13.5,-8.2,161.2,-8.5,352.7,64.2,-602.2,0,0,
186,458870,KOSDAQ,0.824,1053,씨어스,의료·정밀·광학,,0.95,0.0604,-60.5,10.9,18.3,32.9,-8.1,-46.7,9.6,14.4,0,0,
187,081660,KOSPI,0.823,1053,미스토홀딩스,도매,OBSERVE,2.06,0.0328,-28.3,1.6,-8.2,48.4,-28.5,-71.0,11.1,29.5,0,0,
188,037460,KOSDAQ,0.822,1053,삼지전자,반도체·전자부품,,0.5,0.046,-45.6,184.6,-3.2,15.7,0.2,-23.7,-1.5,35.2,0,0,
189,001450,KOSPI,0.821,1053,현대해상,,,4.16,0.034,-8.8,79.9,-3.6,235.9,84.2,9.6,-42.8,307.5,0,0,
190,082740,KOSPI,0.821,1053,한화엔진,기계·장비,,4.21,0.0547,-43.6,-2.2,12.5,364.0,-291.0,-615.4,293.6,897.9,0,0,
191,005810,KOSPI,0.82,1053,풍산홀딩스,금융(은행),,0.54,0.0241,-31.8,-8.1,-1.2,5.8,1.2,1.5,0.2,4.6,0,0,
192,007660,KOSPI,0.819,1053,이수페타시스,반도체·전자부품,,8.1,0.069,-31.6,43.7,9.7,672.5,-175.2,-471.1,-300.2,650.2,0,0,
193,041440,KOSDAQ,0.818,1053,현대에버다임,기계·장비,,0.12,0.0339,-35.5,-24.9,9.8,7.6,-1.5,-5.5,0.0,0.0,0,0,
194,456040,KOSPI,0.817,1053,OCI,화학,WAIT,0.67,0.0446,-50.2,47.8,-6.9,23.1,2.5,-57.4,-8.8,39.2,0,0,
195,073010,KOSDAQ,0.816,1053,케이에스피,기계·장비,,0.14,0.0532,-56.9,-59.3,23.3,22.1,-6.4,-8.0,2.4,4.2,0,0,
196,128820,KOSPI,0.815,1053,대성산업,소매,WATCH,0.18,0.0249,-65.9,0.5,0.6,5.3,-0.2,-0.7,-0.0,-0.3,0,0,
197,112040,KOSDAQ,0.814,1053,위메이드,출판·SW,,0.51,0.0659,-54.9,-44.9,-2.7,35.7,-1.6,-76.4,13.0,2.8,0,0,
198,457190,KOSPI,0.813,1053,이수스페셜티케미컬,화학,,1.95,0.0494,-50.4,35.7,0.5,81.8,-18.2,-160.1,11.8,-38.4,0,0,
199,204320,KOSPI,0.812,1053,HL만도,자동차·부품,OBSERVE,2.23,0.0423,-38.4,50.6,-7.2,142.7,18.1,47.1,-38.5,-121.3,0,0,
200,000720,KOSPI,0.811,1053,현대건설,건설,,14.06,0.0569,-33.1,75.7,19.6,1068.7,-200.9,-2020.1,-12.9,2781.3,0,0,
201,005850,KOSPI,0.81,1053,에스엘,자동차·부품,OBSERVE,2.3,0.0307,-35.0,57.4,-7.4,34.1,-11.0,-59.1,-7.3,-10.7,0,0,
202,102940,KOSDAQ,0.809,1053,코오롱생명과학,,,0.18,0.062,-80.4,-56.9,-8.8,8.7,-3.5,-14.9,0.8,0.9,0,0,
203,161580,KOSDAQ,0.808,1053,필옵틱스,기계·장비,,0.77,0.0683,-47.8,-15.5,26.1,100.9,-54.6,53.1,3.0,-331.1,0,0,
204,248070,KOSPI,0.807,1053,솔루엠,반도체·전자부품,WATCH,0.61,0.0301,-46.0,-34.3,-1.8,9.4,-10.4,-49.2,8.7,21.9,0,0,
205,319400,KOSDAQ,0.806,1053,현대무벡스,기계·장비,,2.44,0.0617,-52.8,204.7,-4.4,240.0,595.6,557.0,6.5,-71.2,0,0,
206,086280,KOSPI,0.805,1053,현대글로비스,운수·물류,,15.3,0.0309,-29.8,5.8,2.6,337.9,-12.2,200.9,-4.0,280.9,0,0,
207,014530,KOSPI,0.804,1053,극동유화,석유정제,,0.12,0.0151,-44.8,-2.9,1.7,18.3,2.2,-12.4,0.2,0.1,0,0,
208,017860,KOSPI,0.803,1053,DS단석,화학,,0.21,0.0344,-55.1,-47.8,2.0,7.8,-0.6,-3.1,0.0,0.2,0,0,
209,028670,KOSPI,0.802,1053,팬오션,운수·물류,,3.11,0.0408,-8.9,46.8,-8.1,204.8,-80.8,-238.6,33.2,212.1,0,0,
210,006360,KOSPI,0.802,1053,GS건설,건설,,3.15,0.0682,-14.6,73.4,8.6,718.1,-207.6,-100.7,264.3,1230.6,0,0,
211,010140,KOSPI,0.801,1053,삼성중공업,조선·기타운송,,18.26,0.0377,-39.7,-4.9,3.2,621.2,-691.0,-231.2,-2.2,480.5,0,0,
212,214320,KOSPI,0.8,1053,이노션,엔지니어링,OBSERVE,0.73,0.0116,-16.5,2.8,-3.9,10.1,-17.5,-41.4,10.1,16.4,0,0,
213,079550,KOSPI,0.799,1053,LIG디펜스앤에어로스페이스,금속가공,,16.13,0.0578,-28.1,44.5,2.2,649.6,-131.4,333.7,329.7,-253.8,0,0,유상증자 06/26
214,071970,KOSPI,0.798,1053,HD현대마린엔진,기계·장비,,1.74,0.0594,-55.5,-45.3,2.6,80.9,10.2,-4.1,15.8,29.2,0,0,
215,066570,KOSPI,0.797,1053,LG전자,반도체·전자부품,,33.07,0.0461,-48.3,158.6,1.6,1323.0,259.6,198.8,170.8,714.5,0,0,
216,001500,KOSPI,0.796,1053,현대차증권,,,0.49,0.0308,-42.6,-6.2,1.5,6.6,-3.0,-6.6,-1.0,2.6,0,0,
217,002380,KOSPI,0.795,1053,KCC,화학,OBSERVE,4.02,0.0413,-31.2,17.8,3.4,121.3,65.8,206.0,-42.0,-99.6,0,0,
218,006650,KOSPI,0.794,1053,대한유화,화학,,0.63,0.0423,-48.8,-34.9,17.7,56.0,-75.1,-266.2,40.2,273.8,0,0,
219,060280,KOSDAQ,0.793,1053,큐렉소,소매,WATCH,0.33,0.0391,-60.6,1.9,-6.7,11.8,-12.1,-14.4,2.3,-15.2,0,0,
220,322510,KOSDAQ,0.792,1053,제이엘케이,출판·SW,,0.13,0.0489,-45.7,-24.4,0.3,6.6,-3.4,-8.6,-0.3,17.2,0,0,
221,003550,KOSPI,0.791,1053,LG,금융(은행),WATCH,16.95,0.03,-32.4,41.9,-1.2,375.4,-145.6,-863.2,166.8,262.6,0,0,
222,018880,KOSPI,0.79,1053,한온시스템,기계·장비,,3.46,0.0334,-41.2,6.1,-4.4,83.8,-91.3,-199.8,17.2,105.1,0,0,
222,499790,KOSPI,0.79,1053,GS피앤엘,금융(은행),OBSERVE,0.75,0.0392,-41.1,-27.0,-2.6,16.9,-6.8,-31.7,-5.4,23.8,0,0,
224,194700,KOSDAQ,0.788,1053,노바렉스,식료품,OBSERVE,0.19,0.0415,-51.4,-44.7,-8.0,7.7,-1.9,-21.3,0.2,9.8,0,0,
225,454910,KOSPI,0.787,1053,두산로보틱스,기계·장비,,4.57,0.0468,-57.7,14.9,1.1,192.7,2.0,25.5,0.2,-38.8,0,0,
226,025980,KOSDAQ,0.786,1053,아난티,숙박·음식,,0.51,0.0455,-49.4,-36.5,2.7,164.1,13.6,-56.0,3.0,-17.8,0,0,CB 07/06
227,017940,KOSPI,0.785,1053,E1,도매,OBSERVE,0.64,0.0224,-16.5,21.3,1.5,8.7,2.1,48.4,0.9,-12.0,0,0,
228,000270,KOSPI,0.784,1053,기아,자동차·부품,OBSERVE,47.01,0.0358,-41.6,24.8,-8.4,971.8,-221.0,13.1,-160.6,-1330.0,0,0,
229,005490,KOSPI,0.783,1053,POSCO홀딩스,철강·1차금속,OBSERVE,25.32,0.0314,-40.3,10.9,-2.4,781.9,-267.4,-881.4,152.0,1296.3,0,0,
230,361610,KOSPI,0.783,1053,SK아이이테크놀로지,전기장비,,1.33,0.0642,-52.6,-49.1,6.1,168.9,-5.3,334.5,56.4,97.3,0,0,
231,225570,KOSDAQ,0.782,1053,넥슨게임즈,출판·SW,EXCLUDE,0.72,0.0335,-26.1,-35.0,16.9,24.6,-35.2,-34.3,37.5,95.1,0,0,
232,348370,KOSDAQ,0.781,1053,엔켐,화학,,0.45,0.0839,-79.2,-75.0,12.1,50.7,8.8,-0.9,-7.8,-63.2,0,0,
233,000150,KOSPI,0.78,1053,두산,반도체·전자부품,,23.4,0.0667,-34.4,80.9,33.2,1068.9,-2391.2,-4072.1,1111.1,2837.1,0,0,
234,083650,KOSDAQ,0.779,1053,비에이치아이,기계·장비,,1.92,0.0652,-43.2,7.8,11.5,298.0,-124.4,-720.6,-118.4,180.9,0,0,
235,047040,KOSPI,0.778,1053,대우건설,건설,,7.59,0.0605,-50.3,315.9,17.3,1733.3,-236.2,-1116.4,-154.2,183.4,0,0,
236,298830,KOSDAQ,0.777,1053,슈어소프트테크,출판·SW,OBSERVE,0.22,0.0427,-59.6,-13.0,-0.7,6.6,-3.5,-7.0,-0.0,-0.1,0,0,
237,090430,KOSPI,0.776,1053,아모레퍼시픽,화학,,8.46,0.0356,-12.4,15.8,3.4,354.8,-303.7,-250.2,389.8,1309.8,0,0,
238,095660,KOSDAQ,0.775,1053,네오위즈,출판·SW,,0.39,0.0258,-42.3,-28.3,-2.1,7.1,-7.7,-8.0,4.4,-3.4,0,0,
239,128940,KOSPI,0.774,1053,한미약품,제약·바이오,,6.48,0.0622,-19.2,35.8,-6.3,917.9,-690.5,-1125.5,1161.2,1718.2,0,0,
240,064960,KOSPI,0.773,1053,SNT모티브,자동차·부품,OBSERVE,0.68,0.0263,-34.9,-27.4,-2.8,17.9,-11.4,-53.5,-4.9,-8.7,0,0,
241,009540,KOSPI,0.772,1053,HD한국조선해양,금융(은행),,23.96,0.0375,-29.4,-17.9,-4.2,554.8,-119.4,-81.5,-76.9,145.5,0,0,
242,115180,KOSDAQ,0.771,1053,큐리언트,지주·전문서비스,,0.84,0.0779,-56.2,96.8,-15.4,50.1,-1.2,-55.2,9.6,-32.6,0,0,유상증자 09/04
243,097230,KOSPI,0.77,1053,HJ중공업,건설,WATCH,1.38,0.0435,-54.2,-42.0,-9.2,31.8,10.1,24.0,-1.1,-5.6,0,0,
244,003620,KOSPI,0.769,1053,KG모빌리티,자동차·부품,WATCH,0.53,0.0313,-41.4,-18.5,-2.8,12.2,-8.4,-32.6,-3.8,-6.9,0,0,CB 08/27
245,078600,KOSDAQ,0.768,1053,대주전자재료,반도체·전자부품,,1.4,0.0598,-51.3,20.8,1.7,99.2,-41.1,-156.6,5.4,-91.8,0,0,
246,064350,KOSPI,0.767,1053,현대로템,조선·기타운송,OBSERVE,13.15,0.0503,-55.2,-38.2,-10.2,391.3,-142.7,-69.4,-29.6,-755.8,0,0,
247,004370,KOSPI,0.766,1053,농심,식료품,OBSERVE,2.4,0.0285,-24.3,4.7,-13.3,130.5,34.8,73.8,-36.8,38.7,0,0,
248,005010,KOSPI,0.765,1053,휴스틸,철강·1차금속,,0.23,0.0287,-43.7,-13.2,10.0,16.3,2.7,-25.5,0.2,1.0,0,0,
249,090460,KOSPI,0.764,1053,비에이치,반도체·전자부품,,0.65,0.0641,-51.7,-14.7,20.1,284.1,27.8,12.4,-38.1,-117.0,0,0,
250,005180,KOSPI,0.764,1053,빙그레,식료품,WAIT,0.75,0.0369,-10.5,18.3,-4.1,69.3,36.9,164.4,-18.1,110.0,0,0,
251,114810,KOSDAQ,0.763,1053,한솔아이원스,기계·장비,,0.39,0.0642,-29.9,21.3,6.1,25.3,21.8,9.0,-17.7,-30.8,0,0,
252,318060,KOSDAQ,0.762,1053,그래피,화학,EXCLUDE,0.18,0.0551,-74.9,97.0,-15.6,9.1,-4.8,-27.9,-1.6,0.1,0,0,유상증자 07/13
253,388720,KOSDAQ,0.761,1053,유일로보틱스,기계·장비,,0.83,0.0483,-53.3,-8.2,5.9,21.5,13.9,2.3,2.0,-35.6,0,0,
254,039200,KOSDAQ,0.76,1053,오스코텍,제약·바이오,,1.39,0.0405,-41.5,-14.7,-5.2,42.1,-10.7,52.3,33.1,-57.6,0,0,
255,028300,KOSDAQ,0.759,1053,HLB,제약·바이오,EXCLUDE,4.25,0.0785,-53.2,-0.3,-15.7,488.6,-235.7,-1048.3,4.9,-291.6,0,0,CB 08/05
256,068270,KOSPI,0.758,1053,셀트리온,제약·바이오,,42.27,0.0246,-23.3,18.7,-6.3,730.0,-316.2,-673.3,366.0,-1068.5,0,0,
257,019170,KOSPI,0.757,1053,신풍제약,제약·바이오,WATCH,0.49,0.0526,-40.2,-35.7,-11.0,86.2,7.6,-79.5,-0.1,-15.3,0,0,
258,099440,KOSDAQ,0.756,1053,스맥,기계·장비,,0.29,0.0443,-45.9,-9.4,7.2,14.0,-8.7,-16.0,-0.0,-6.5,0,0,
259,267270,KOSPI,0.755,1053,HD건설기계,기계·장비,,6.54,0.0465,-30.5,23.4,8.3,305.6,-162.7,-437.0,136.4,871.8,0,0,
260,052690,KOSPI,0.754,1053,한전기술,연구개발,,5.02,0.0635,-32.6,0.1,45.4,1075.4,-241.9,-1536.4,-250.0,220.0,0,0,
261,010780,KOSPI,0.753,1053,아이에스동서,비금속광물(시멘트·유리),OBSERVE,0.45,0.0426,-54.3,-23.7,-4.9,13.2,-14.0,-5.2,4.0,-3.2,0,0,
262,014940,KOSDAQ,0.752,1053,오리엔탈정공,기계·장비,OBSERVE,0.21,0.0415,-63.8,-57.9,-2.0,5.9,-0.8,7.0,0.0,0.2,0,0,
263,491000,KOSDAQ,0.751,1053,리브스메드,의료·정밀·광학,EXCLUDE,0.76,0.0712,-67.3,,-14.7,57.2,-34.3,-127.0,-32.8,-59.0,0,0,
264,251270,KOSPI,0.75,1053,넷마블,출판·SW,WATCH,2.86,0.0247,-49.3,-42.5,-9.1,236.8,-3742.6,-3804.1,-20.5,-44.9,0,0,
265,380550,KOSDAQ,0.749,1053,뉴로핏,출판·SW,EXCLUDE,0.09,0.0526,-80.4,-42.4,-6.5,7.0,-10.3,-10.1,-6.8,-9.6,0,0,
266,018000,KOSDAQ,0.748,1053,유니슨,기계·장비,,0.36,0.0509,-25.9,-3.9,30.6,40.0,7.7,14.7,-0.1,15.6,0,0,
267,080160,KOSDAQ,0.747,1053,모두투어,사업지원,OBSERVE,0.17,0.0216,-47.5,-28.1,-2.6,10.7,-18.6,-29.0,0.0,0.1,0,0,
268,194370,KOSPI,0.746,1053,제이에스코퍼레이션,가죽·신발,WATCH,0.37,0.0263,-17.1,14.6,-1.0,7.3,-5.1,4.0,0.1,-18.5,0,0,CB 06/26
269,060720,KOSDAQ,0.745,1053,KH바텍,반도체·전자부품,,0.26,0.0422,-42.6,-24.8,9.3,11.4,2.8,5.8,0.0,-5.3,0,0,
270,439260,KOSPI,0.745,1053,대한조선,조선·기타운송,,1.77,0.0372,-56.6,-37.3,-4.7,17.9,7.0,42.6,-5.6,-18.4,0,0,
271,017890,KOSDAQ,0.744,1053,한국알콜,화학,,0.29,0.033,-7.8,42.6,6.3,5.9,1.5,29.6,-0.2,1.9,0,0,
272,035420,KOSPI,0.743,1053,NAVER,IT서비스,WATCH,30.18,0.0368,-30.9,-2.6,-11.2,1398.6,-621.2,-674.6,-1291.2,-2534.8,0,0,유상증자 07/27
273,114090,KOSPI,0.742,1053,GKL,예술·스포츠,OBSERVE,0.56,0.0236,-48.6,-47.6,-2.7,8.6,-18.4,-18.7,-7.2,-4.4,0,0,
274,006800,KOSPI,0.741,1053,미래에셋증권,,,17.38,0.0458,-61.8,75.9,-7.9,342.4,-37.8,841.0,-140.9,-824.4,0,0,
275,067080,KOSDAQ,0.74,1053,대화제약,제약·바이오,,0.2,0.0499,-53.0,-28.4,2.4,8.6,-2.6,-1.7,1.6,0.7,0,0,
276,348340,KOSDAQ,0.739,1053,뉴로메카,기계·장비,,0.48,0.0756,-82.5,-16.0,6.1,68.2,-1.8,-39.6,12.5,-10.8,0,0,
277,019990,KOSDAQ,0.738,1053,에너토크,기계·장비,,0.05,0.0452,-52.4,-39.2,12.2,7.1,-0.7,-9.7,0.0,0.0,0,0,
278,089980,KOSDAQ,0.737,1053,상아프론테크,고무·플라스틱,,0.26,0.0398,-44.9,-22.0,12.1,6.0,-15.3,-13.2,-7.0,-6.4,0,0,
279,094360,KOSDAQ,0.736,1053,칩스앤미디어,반도체·전자부품,,0.26,0.0591,-39.7,-35.2,16.6,7.2,7.4,10.4,-0.1,-0.3,0,0,
280,107640,KOSDAQ,0.735,1053,한중엔시에스,전기장비,,0.37,0.0595,-43.7,-7.8,12.8,53.6,-8.4,-151.0,36.3,167.5,0,0,CB 08/13
281,002800,KOSDAQ,0.734,1053,신신제약,제약·바이오,WAIT,0.07,0.0226,-32.5,-23.5,2.2,5.7,-1.0,-7.0,0.0,0.0,0,0,
282,091580,KOSDAQ,0.733,1053,상신이디피,전기장비,,0.29,0.0638,-30.0,70.3,14.1,76.3,-100.0,-235.7,43.8,128.3,0,0,
283,103140,KOSPI,0.732,1053,풍산,철강·1차금속,,2.2,0.0465,-43.0,-35.4,-4.5,113.2,-5.4,-260.4,16.0,280.8,0,0,
284,030190,KOSPI,0.731,1053,NICE평가정보,IT서비스,OBSERVE,0.89,0.02,-16.0,-4.8,-2.5,20.2,-1.5,-32.7,0.2,39.6,0,0,
285,009900,KOSPI,0.73,1053,명신산업,자동차·부품,,0.46,0.0451,-41.0,-13.0,7.2,25.0,6.3,4.6,-0.8,8.7,0,0,
286,053050,KOSDAQ,0.729,1053,지에스이,전력·가스,,0.06,0.0238,-52.7,-36.4,7.7,7.9,-0.3,-6.8,-0.1,1.6,0,0,
287,399720,KOSDAQ,0.728,1053,가온칩스,반도체·전자부품,,0.52,0.0828,-44.8,-5.0,0.5,38.0,-5.3,63.7,3.4,-160.6,0,0,
288,389650,KOSDAQ,0.727,1053,넥스트바이오메디컬,의료·정밀·광학,OBSERVE,0.24,0.0489,-70.7,-57.7,-13.5,6.8,0.6,-11.2,1.1,2.5,0,0,
289,031210,KOSPI,0.726,1053,서울보증보험,,,2.91,0.0186,-32.7,-4.2,-2.5,21.4,-29.1,-12.8,-19.4,-31.7,0,0,
290,055550,KOSPI,0.726,1053,신한지주,,,53.14,0.0241,-1.6,61.6,9.6,1236.1,-490.4,-2407.4,547.9,3406.3,0,0,
291,144510,KOSDAQ,0.725,1053,지씨셀,전문서비스,,0.23,0.0417,-48.1,-30.6,3.3,7.1,-6.5,-9.5,-0.4,0.0,0,0,
292,015750,KOSDAQ,0.724,1053,성우하이텍,자동차·부품,OBSERVE,0.47,0.0326,-48.2,-1.0,-2.0,10.8,-2.3,12.1,0.8,-10.5,0,0,
293,034220,KOSPI,0.723,1053,LG디스플레이,반도체·전자부품,WAIT,4.28,0.0302,-48.7,-20.2,-10.3,467.5,-263.9,-957.4,-7.2,30.1,0,0,
294,001720,KOSPI,0.722,1053,신영증권,,,2.32,0.0325,-44.7,11.0,-9.2,9.0,2.0,-15.6,-5.4,26.1,0,0,
295,058970,KOSDAQ,0.721,1053,엠로,출판·SW,,0.2,0.0494,-63.9,-62.8,6.1,6.6,2.2,-15.4,0.3,6.3,0,0,
296,229640,KOSPI,0.72,1053,LS에코에너지,금융(은행),,1.88,0.0686,-34.4,9.4,42.9,101.5,-173.4,-194.3,123.7,185.6,0,0,CB 07/27
297,308080,KOSDAQ,0.719,1053,바이젠셀,지주·전문서비스,EXCLUDE,0.12,0.0527,-64.1,36.9,-0.4,17.4,1.0,-12.5,0.0,0.0,0,0,
298,114190,KOSDAQ,0.717,1053,강원에너지,전기장비,OBSERVE,0.22,0.0574,-54.1,-29.4,0.1,9.6,0.8,4.6,-0.1,-2.1,0,0,
298,134580,KOSDAQ,0.717,1053,탑코미디어,IT서비스,,0.18,0.0841,-15.6,-0.2,28.5,36.0,-6.7,15.6,1.4,22.5,0,0,
300,080220,KOSDAQ,0.716,1053,제주반도체,반도체·전자부품,,2.61,0.0818,-43.4,315.0,4.3,801.3,137.4,68.1,-75.5,424.2,0,0,
301,147830,KOSDAQ,0.715,1053,제룡산업,금속가공,,0.14,0.0432,-48.7,3.4,6.8,6.6,-2.4,-2.0,0.0,-0.0,0,0,
302,094940,KOSDAQ,0.714,1053,푸른로보틱스,반도체·전자부품,OBSERVE,0.05,0.0503,-51.7,-18.8,-0.2,15.2,0.3,-0.7,0.0,0.0,0,0,
303,232680,KOSDAQ,0.713,1053,라온로보틱스,기계·장비,,0.13,0.0525,-55.6,17.5,8.5,7.8,1.2,2.8,0.0,0.0,0,0,
304,011780,KOSPI,0.712,1053,금호석유화학,화학,OBSERVE,3.01,0.0311,-21.9,7.6,-0.2,116.4,27.5,60.8,-70.5,-4.2,0,0,
305,241520,KOSDAQ,0.711,1053,DSC인베스트먼트,금융(은행),,0.22,0.049,-56.2,22.1,-2.4,9.0,-0.5,5.1,0.0,0.9,0,0,
306,071320,KOSPI,0.71,1053,지역난방공사,전력·가스,,0.91,0.0255,-30.3,-10.9,7.4,7.7,-6.3,-14.4,10.7,21.2,0,0,
307,475960,KOSDAQ,0.709,1053,토모큐브,의료·정밀·광학,EXCLUDE,0.37,0.0517,-58.4,-34.7,-15.1,7.3,3.5,-3.7,0.3,-10.7,0,0,
308,100090,KOSPI,0.708,1053,SK오션플랜트,철강·1차금속,WATCH,0.73,0.0623,-61.6,-48.7,-10.4,159.3,-55.8,-146.3,-14.0,-53.3,0,0,
309,397030,KOSDAQ,0.707,1053,에이프릴바이오,지주·전문서비스,,0.51,0.0626,-74.8,-22.2,-7.5,36.7,-22.1,-27.8,37.5,18.9,0,0,
309,028050,KOSPI,0.707,1053,삼성E&A,연구개발,,10.23,0.0477,-18.9,61.3,16.5,857.7,-200.6,-131.0,597.4,1445.5,0,0,
311,118990,KOSDAQ,0.706,1053,모트렉스,자동차·부품,,0.17,0.0421,-34.6,-39.0,23.8,8.0,-4.5,-15.7,16.9,40.6,0,0,
312,294870,KOSPI,0.705,1053,IPARK현대산업개발,건설,,1.55,0.0311,-5.2,5.9,7.5,32.4,0.4,16.2,5.3,105.4,0,0,
313,005250,KOSPI,0.704,1053,녹십자홀딩스,엔지니어링,OBSERVE,0.45,0.025,-44.1,-35.9,-6.8,9.8,-2.2,-22.4,-0.2,-2.7,0,0,
314,178320,KOSDAQ,0.703,1053,서진시스템,전기장비,WATCH,2.09,0.0721,-59.4,79.5,-14.0,342.1,-144.1,-370.9,18.7,107.6,0,0,CB 08/24
315,475400,KOSDAQ,0.702,1053,씨메스로보틱스,기계·장비,,0.22,0.0648,-56.7,-28.5,3.0,17.2,8.9,2.0,-2.1,-26.8,0,0,
316,323280,KOSDAQ,0.701,1053,태성,기계·장비,,1.4,0.0805,-48.9,68.2,-4.0,120.3,7.8,359.6,1.2,-624.9,0,0,
317,096770,KOSPI,0.7,1053,SK이노베이션,석유정제,,23.7,0.0521,-8.7,18.0,7.8,1755.0,-39.0,1689.6,135.7,1471.2,0,0,
318,223250,KOSDAQ,0.699,1053,드림씨아이에스,지주·전문서비스,,0.09,0.0495,-52.6,-10.8,8.5,14.3,-4.3,-6.0,0.0,0.0,0,0,
319,187870,KOSDAQ,0.698,1053,디바이스,기계·장비,,0.15,0.0581,-62.1,84.5,-1.8,6.2,-3.3,-9.9,0.2,-2.4,0,0,
320,108490,KOSDAQ,0.697,1053,로보티즈,기계·장비,,4.52,0.0714,-24.0,168.3,24.4,1213.0,-16.7,1256.0,-262.3,491.6,0,0,
321,039830,KOSDAQ,0.696,1053,오로라,전문서비스,,0.18,0.0598,-34.9,-18.8,-7.6,8.7,-4.0,3.6,4.6,0.6,0,0,
