rank,ticker,market,wu_score,n_universe,wu_b_score,wu_b_rank,name,sector,mcap_조,lv63,nh252_%,mom12_%,r20d_%,amt20_억,foreign_5d_억,foreign_20d_억,inst_5d_억,inst_20d_억,top50,top10pct
778,355150,KOSDAQ,1.49,1076,1.044,529.0,코스텍시스,반도체·전자부품,0.19,0.086,-58.7,66.9,11.7,17.9,-18.3,-41.8,-3.5,0.1,0,0
779,101170,KOSDAQ,1.489,1076,0.899,649.0,우림피티에스,기계·장비,0.12,0.0614,-62.1,35.6,11.9,7.7,2.5,-1.1,0.0,0.0,0,0
780,017550,KOSPI,1.488,1076,0.807,718.0,수산세보틱스,기계·장비,0.11,0.0559,-52.3,-7.3,3.0,5.4,1.6,6.1,0.0,-0.1,0,0
781,041190,KOSDAQ,1.487,1076,0.207,1015.0,우리기술투자,금융(은행),0.4,0.0413,-61.0,-55.5,0.4,18.7,4.0,36.0,0.0,9.8,0,0
782,000250,KOSDAQ,1.486,1076,0.431,944.0,삼천당제약,제약·바이오,4.43,0.0806,-84.1,-12.5,-5.4,477.5,18.3,-850.7,35.4,-72.0,0,0
783,356860,KOSDAQ,1.486,1076,0.78,734.0,티엘비,반도체·전자부품,0.68,0.106,-77.0,35.2,-23.8,130.0,-161.2,-480.4,22.3,202.3,0,0
784,310200,KOSDAQ,1.483,1076,0.398,952.0,애니플러스,미디어·엔터,0.14,0.0351,-51.1,-55.2,6.8,6.2,-0.3,-3.0,-0.8,0.3,0,0
785,298830,KOSDAQ,1.482,1076,0.496,912.0,슈어소프트테크,출판·SW,0.22,0.0473,-59.1,-21.9,-0.1,9.8,0.1,12.2,-0.0,-0.0,0,0
786,025980,KOSDAQ,1.48,1076,0.173,1024.0,아난티,숙박·음식,0.39,0.0391,-63.0,-57.1,-0.1,21.5,5.4,31.4,-0.1,7.7,0,0
787,457600,KOSDAQ,1.478,1076,1.244,348.0,벡트,반도체·전자부품,0.05,0.0771,-12.5,-21.4,15.9,12.5,-6.5,-7.2,-0.0,0.0,0,0
788,389500,KOSDAQ,1.477,1076,0.946,608.0,에스비비테크,기계·장비,0.25,0.0842,-65.4,67.6,2.9,38.0,-27.7,-90.6,-2.0,1.1,0,0
789,112040,KOSDAQ,1.474,1076,0.478,927.0,위메이드,출판·SW,0.57,0.0637,-50.1,-43.1,-11.0,27.5,-1.2,25.1,-1.3,3.1,0,0
790,125020,KOSDAQ,1.473,1076,0.909,641.0,티씨머티리얼즈,전기장비,0.2,0.0742,-41.6,-17.5,17.0,22.6,0.1,10.3,-0.6,-4.8,0,0
791,114190,KOSDAQ,1.468,1076,0.667,801.0,강원에너지,전기장비,0.26,0.0628,-47.2,-28.4,8.6,11.2,-3.8,12.2,-0.1,0.1,0,0
792,394280,KOSDAQ,1.468,1076,0.641,819.0,오픈엣지테크놀로지,출판·SW,0.27,0.0618,-53.6,-18.4,-13.6,7.9,4.8,1.9,-5.8,-5.1,0,0
793,017860,KOSPI,1.465,1076,0.346,979.0,DS단석,화학,0.22,0.0399,-53.0,-58.3,3.2,15.8,-7.0,7.0,0.1,-2.9,0,0
794,083500,KOSDAQ,1.465,1076,1.025,545.0,에프엔에스테크,기계·장비,0.11,0.0706,-42.9,-5.8,-9.1,9.8,-3.2,-11.4,0.0,0.7,0,0
795,054450,KOSDAQ,1.464,1076,0.713,773.0,텔레칩스,반도체·전자부품,0.15,0.0565,-45.6,-27.0,-7.8,9.7,-5.8,-7.5,0.0,1.8,0,0
796,044490,KOSDAQ,1.461,1076,0.655,808.0,태웅,금속가공,0.64,0.0816,-45.6,-33.2,8.7,38.8,-52.3,-69.9,29.0,30.9,0,0
797,102940,KOSDAQ,1.459,1076,0.745,754.0,코오롱생명과학,,0.21,0.0646,-76.9,25.5,-61.1,55.2,-30.0,36.9,0.6,-15.0,0,0
798,240550,KOSDAQ,1.458,1076,0.573,866.0,동방메디컬,의료·정밀·광학,0.14,0.0455,-44.0,-52.2,6.4,5.1,2.6,8.0,1.2,6.6,0,0
799,376300,KOSDAQ,1.454,1076,0.163,1026.0,디어유,출판·SW,0.48,0.0427,-64.6,-54.6,-10.0,23.0,-0.3,-116.4,-33.1,-40.0,0,0
800,011930,KOSPI,1.451,1076,0.691,784.0,신성이엔지,반도체·전자부품,0.33,0.0712,-61.7,0.3,-5.2,38.3,1.8,10.0,1.0,3.0,0,0
801,455900,KOSDAQ,1.449,1076,0.727,764.0,엔젤로보틱스,기계·장비,0.34,0.0762,-43.5,-29.9,22.3,38.1,-7.4,-34.9,-4.8,2.8,0,0
802,168360,KOSDAQ,1.447,1076,0.867,671.0,펨트론,기계·장비,0.27,0.0816,-61.3,25.1,-25.8,15.2,1.0,18.8,-0.5,-1.0,0,0
803,078890,KOSDAQ,1.447,1076,0.998,566.0,가온그룹,반도체·전자부품,0.09,0.0663,-55.4,33.5,1.0,5.7,-0.4,-6.0,0.0,0.0,0,0
804,083470,KOSDAQ,1.445,1076,1.18,395.0,이엠앤아이,화학,0.02,0.071,-35.8,-2.8,-2.7,6.7,1.4,0.5,0.0,0.0,0,0
805,079650,KOSDAQ,1.444,1076,1.323,277.0,서산,비금속광물(시멘트·유리),0.08,0.1418,-50.3,234.4,-27.7,201.4,0.3,-7.1,0.2,0.5,0,0
806,214330,KOSPI,1.444,1076,1.377,224.0,금호에이치티,자동차·부품,0.06,0.2253,-40.0,44.3,-37.2,12.7,0.8,-2.3,0.0,-0.1,0,0
807,006890,KOSPI,1.443,1076,0.534,885.0,태경케미컬,화학,0.07,0.035,-46.3,-47.5,-0.9,7.8,-0.5,-1.9,0.0,-0.0,0,0
808,462350,KOSDAQ,1.443,1076,0.572,867.0,이노스페이스,조선·기타운송,0.26,0.0583,-59.5,-15.2,9.5,15.7,-1.5,-8.4,-12.1,-26.9,0,0
809,076610,KOSDAQ,1.442,1076,1.194,382.0,해성옵틱스,의료·정밀·광학,0.08,0.0834,-50.6,65.7,34.9,22.6,-3.5,-7.4,-0.0,-0.0,0,0
810,200670,KOSDAQ,1.442,1076,0.203,1018.0,휴메딕스,제약·바이오,0.31,0.0393,-60.0,-62.0,3.2,7.1,-1.0,-6.7,-1.4,3.8,0,0
811,125490,KOSDAQ,1.437,1076,0.636,825.0,한라캐스트,자동차·부품,0.33,0.0678,-62.3,,6.3,47.3,3.3,-8.0,3.2,11.1,0,0
812,255440,KOSDAQ,1.436,1076,1.073,504.0,야스,기계·장비,0.1,0.0759,-40.0,-7.5,-0.1,50.2,0.7,17.1,0.7,4.5,0,0
813,452280,KOSDAQ,1.435,1076,0.963,596.0,한선엔지니어링,금속가공,0.26,0.0979,-60.4,48.0,18.4,19.8,-10.8,-31.7,-4.1,1.3,0,0
814,199800,KOSDAQ,1.434,1076,0.74,757.0,툴젠,지주·전문서비스,0.36,0.0794,-71.1,20.1,-8.0,11.4,4.6,-8.9,0.2,-1.6,0,0
815,318060,KOSDAQ,1.434,1076,0.566,868.0,그래피,화학,0.22,0.056,-68.6,,8.6,16.0,4.9,-24.9,-9.4,-1.6,0,0
816,038110,KOSDAQ,1.431,1076,0.394,954.0,에코플라스틱,자동차·부품,0.08,0.0288,-53.3,-45.9,-0.5,9.5,1.2,-4.8,0.0,0.0,0,0
817,490470,KOSDAQ,1.43,1076,0.612,842.0,세미파이브,연구개발,0.59,0.0787,-64.3,,-19.3,43.0,-13.0,-24.1,4.3,4.1,0,0
818,071090,KOSPI,1.427,1076,0.533,886.0,하이스틸,철강·1차금속,0.06,0.0355,-46.0,-50.4,3.8,8.3,-4.6,-1.2,0.0,0.0,0,0
819,014940,KOSDAQ,1.426,1076,0.431,942.0,오리엔탈정공,기계·장비,0.22,0.0468,-60.9,-24.7,4.7,29.7,5.2,12.3,0.0,-0.4,0,0
820,176750,KOSDAQ,1.425,1076,0.642,818.0,듀켐바이오,제약·바이오,0.19,0.058,-42.2,-43.7,11.4,7.3,-0.7,1.4,-0.0,-1.6,0,0
821,018290,KOSDAQ,1.424,1076,0.131,1031.0,브이티,화학,0.48,0.0427,-64.6,-65.6,13.4,22.1,-3.1,48.4,4.2,14.5,0,0
822,053700,KOSDAQ,1.423,1076,0.652,811.0,삼보모터스,자동차·부품,0.11,0.0488,-54.6,-15.6,7.2,8.7,3.8,7.5,0.4,0.3,0,0
823,002140,KOSPI,1.421,1076,0.925,629.0,고려산업,식료품,0.05,0.0584,-26.6,-40.5,23.4,116.5,-6.4,-22.3,0.0,-0.0,0,0
824,214420,KOSPI,1.419,1076,0.443,937.0,토니모리,화학,0.14,0.0409,-51.1,-44.8,-2.6,5.3,1.7,11.1,-1.1,-0.1,0,0
825,172670,KOSDAQ,1.419,1076,1.022,550.0,에이엘티,반도체·전자부품,0.09,0.0702,-51.7,19.7,-0.7,5.9,-4.4,-8.4,0.0,0.0,0,0
826,045390,KOSDAQ,1.419,1076,0.387,956.0,대아티아이,전기장비,0.18,0.0419,-53.8,-44.7,-3.0,10.7,3.2,17.9,0.0,0.0,0,0
827,094360,KOSDAQ,1.417,1076,0.64,820.0,칩스앤미디어,반도체·전자부품,0.23,0.0619,-45.9,-33.7,-12.0,9.0,-2.0,17.0,0.4,0.6,0,0
828,017510,KOSDAQ,1.415,1076,0.776,739.0,세명전기,금속가공,0.12,0.0585,-53.7,-7.2,4.2,20.7,-24.6,-13.6,-1.9,-1.6,0,0
829,251370,KOSDAQ,1.414,1076,0.728,763.0,와이엠티,화학,0.16,0.0609,-61.4,4.1,-13.8,7.3,-1.3,-17.0,-0.8,-2.2,0,0
830,253840,KOSDAQ,1.413,1076,0.647,815.0,수젠텍,제약·바이오,0.08,0.0443,-41.5,-45.4,20.6,5.3,-1.2,3.6,0.0,0.0,0,0
831,087010,KOSDAQ,1.412,1076,0.424,947.0,펩트론,제약·바이오,4.27,0.0894,-52.6,-43.3,64.1,411.0,-77.9,-201.7,100.0,-128.7,0,0
832,054540,KOSDAQ,1.41,1076,0.813,714.0,삼영엠텍,금속가공,0.09,0.0574,-65.1,23.5,2.6,31.9,1.9,-11.2,-0.1,-1.1,0,0
833,486990,KOSDAQ,1.41,1076,0.645,816.0,노타,출판·SW,0.46,0.0784,-61.5,,13.4,45.8,-11.1,2.0,7.5,9.4,0,0
834,293780,KOSDAQ,1.407,1076,0.637,822.0,압타바이오,지주·전문서비스,0.17,0.0571,-40.7,-53.3,40.6,5.1,-0.4,-6.0,1.0,1.0,0,0
835,064260,KOSDAQ,1.407,1076,0.312,994.0,다날,출판·SW,0.37,0.0511,-55.4,-53.7,13.3,220.5,1.9,-90.4,0.0,3.6,0,0
836,008730,KOSPI,1.406,1076,0.197,1020.0,율촌화학,고무·플라스틱,0.37,0.0435,-60.5,-60.1,2.9,9.2,1.6,17.2,0.1,-5.1,0,0
837,394420,KOSDAQ,1.4,1076,,,리센스메디컬,의료·정밀·광학,0.12,0.0772,,,-23.1,15.1,1.0,62.4,-1.3,-62.3,0,0
838,002020,KOSPI,1.399,1076,0.495,914.0,코오롱,금융(은행),0.35,0.0625,-67.7,-12.8,-38.5,46.4,9.0,103.8,-1.0,-141.6,0,0
839,488900,KOSDAQ,1.397,1076,0.649,813.0,비츠로넥스텍,조선·기타운송,0.34,0.0732,-61.2,,44.5,12.1,1.0,-15.1,-0.3,-0.6,0,0
840,396300,KOSDAQ,1.397,1076,0.922,635.0,세아메카닉스,금속가공,0.11,0.0683,-39.3,-20.9,31.0,90.8,-0.1,-45.2,0.0,0.0,0,0
841,216080,KOSDAQ,1.396,1076,0.39,955.0,제테마,제약·바이오,0.17,0.042,-58.2,-33.7,0.2,5.1,2.4,-6.0,0.0,0.1,0,0
842,079370,KOSDAQ,1.395,1076,0.5,910.0,제우스,기계·장비,0.29,0.0586,-54.4,-28.7,-4.6,20.5,5.1,-5.9,-9.8,14.2,0,0
843,004310,KOSPI,1.392,1076,0.901,648.0,현대약품,제약·바이오,0.2,0.0812,-55.6,14.9,30.2,345.5,-5.3,-76.5,0.6,1.4,0,0
844,014910,KOSPI,1.392,1076,1.34,255.0,성문전자,반도체·전자부품,0.04,0.111,-46.1,97.1,-26.9,8.7,0.6,3.9,0.0,0.1,0,0
845,192410,KOSDAQ,1.39,1076,0.898,650.0,오늘이엔엠,반도체·전자부품,0.11,0.0672,-45.8,-11.2,38.5,8.8,2.8,0.6,0.0,0.0,0,0
846,100090,KOSPI,1.386,1076,0.485,923.0,SK오션플랜트,철강·1차금속,0.87,0.0779,-53.8,-32.0,1.1,452.7,8.1,62.4,1.8,55.3,0,0
847,065350,KOSDAQ,1.385,1076,0.224,1010.0,신성델타테크,전기장비,0.9,0.0589,-58.9,-59.3,11.0,41.7,-29.8,-27.9,-1.1,17.3,0,0
848,192250,KOSDAQ,1.379,1076,0.524,893.0,케이사인,출판·SW,0.06,0.0371,-49.4,-39.5,9.7,7.9,0.3,-3.1,-0.1,-0.1,0,0
849,098070,KOSDAQ,1.378,1076,0.385,959.0,한텍,금속가공,0.31,0.0538,-54.4,-43.0,13.2,14.9,-1.1,-2.8,-6.7,9.8,0,0
850,232680,KOSDAQ,1.377,1076,0.931,620.0,라온로보틱스,기계·장비,0.14,0.0767,-53.9,12.7,12.8,29.8,-40.1,-48.6,-5.2,-5.1,0,0
851,012200,KOSPI,1.377,1076,1.038,532.0,계양전기,기계·장비,0.11,0.0807,-66.4,187.9,-12.1,11.4,0.3,5.6,-0.2,-0.0,0,0
852,033320,KOSDAQ,1.376,1076,0.542,880.0,제이씨현시스템,도매,0.06,0.0385,-45.8,-49.4,4.7,5.5,-5.8,-4.7,0.0,-0.0,0,0
853,149950,KOSDAQ,1.375,1076,0.983,575.0,아바텍,반도체·전자부품,0.12,0.0769,-50.4,10.5,-12.6,7.5,-0.3,-8.1,-0.1,1.3,0,0
854,126730,KOSDAQ,1.373,1076,1.046,525.0,코칩,반도체·전자부품,0.14,0.0909,-49.9,17.2,-0.3,36.6,-9.1,-3.5,1.3,1.9,0,0
855,489460,KOSDAQ,1.372,1076,0.528,889.0,바이오비쥬,화학,0.16,0.0513,-43.7,-67.4,73.3,19.8,-4.3,-6.7,-1.5,-0.9,0,0
856,042000,KOSDAQ,1.372,1076,0.204,1017.0,카페24,IT서비스,0.44,0.0487,-59.7,-63.0,5.3,13.4,1.5,20.8,1.1,16.6,0,0
857,230240,KOSDAQ,1.371,1076,0.736,759.0,에치에프알,반도체·전자부품,0.22,0.0702,-57.3,-3.3,-9.7,28.3,-5.5,-3.2,1.0,-20.3,0,0
858,425040,KOSDAQ,1.369,1076,0.837,696.0,티이엠씨,화학,0.21,0.0783,-65.7,32.4,-5.7,21.8,-6.8,-1.8,1.2,1.0,0,0
859,047310,KOSDAQ,1.368,1076,0.541,881.0,파워로직스,전기장비,0.12,0.0462,-50.1,-35.1,0.6,5.2,1.9,0.9,-0.0,0.0,0,0
860,037440,KOSDAQ,1.368,1076,0.829,702.0,희림,연구개발,0.06,0.0565,-45.4,-17.5,1.0,6.9,8.1,11.2,0.0,0.0,0,0
861,126700,KOSDAQ,1.364,1076,0.525,892.0,하이비젼시스템,의료·정밀·광학,0.16,0.0514,-49.1,-40.0,7.4,10.9,-6.8,-19.0,9.4,26.1,0,0
862,013810,KOSDAQ,1.362,1076,0.52,894.0,스페코,기계·장비,0.02,0.0349,-49.2,-40.6,-10.6,5.0,-0.4,-1.1,-0.0,-0.0,0,0
863,484810,KOSDAQ,1.359,1076,0.888,655.0,티엑스알로보틱스,기계·장비,0.25,0.0968,-33.2,-35.5,78.8,97.0,-11.3,-17.3,-3.4,-2.7,0,0
864,338840,KOSDAQ,1.353,1076,0.577,862.0,와이바이오로직스,지주·전문서비스,0.17,0.0569,-68.2,-5.5,9.3,8.5,-1.7,42.5,-0.9,-23.3,0,0
865,042510,KOSDAQ,1.35,1076,0.601,849.0,라온시큐어,출판·SW,0.09,0.0475,-45.8,-38.6,10.2,10.9,4.0,-3.7,-0.3,19.6,0,0
866,256840,KOSDAQ,1.349,1076,0.328,986.0,한국비엔씨,제약·바이오,0.19,0.0425,-54.7,-53.0,9.4,6.4,-0.4,14.5,0.0,0.0,0,0
867,294570,KOSDAQ,1.348,1076,0.361,969.0,쿠콘,IT서비스,0.21,0.0459,-53.3,-53.4,11.2,5.5,-13.5,-8.9,4.8,4.7,0,0
868,066430,KOSDAQ,1.344,1076,1.194,381.0,아이로보틱스,도매,0.09,0.1103,-49.1,50.2,-0.5,55.0,0.9,-40.1,0.1,0.1,0,0
869,389650,KOSDAQ,1.337,1076,0.395,953.0,넥스트바이오메디컬,의료·정밀·광학,0.35,0.0601,-56.5,-36.1,12.7,13.4,-3.2,6.8,11.0,20.6,0,0
870,419050,KOSDAQ,1.337,1076,1.125,453.0,삼기에너지솔루션즈,자동차·부품,0.09,0.0925,-34.2,-12.0,-6.8,56.5,-10.2,-13.0,0.0,0.3,0,0
871,067630,KOSDAQ,1.335,1076,0.634,828.0,,,0.33,0.0766,-47.3,-31.2,21.7,16.5,6.6,-1.1,0.0,-0.2,0,0
872,041020,KOSDAQ,1.334,1076,0.506,904.0,폴라리스오피스,출판·SW,0.16,0.0518,-46.8,-52.9,7.3,22.3,6.6,5.0,0.0,-0.1,0,0
873,002710,KOSPI,1.333,1076,0.353,974.0,TCC스틸,철강·1차금속,0.28,0.0523,-53.3,-55.2,10.2,5.7,-1.2,9.8,0.5,0.5,0,0
874,432320,KOSPI,1.331,1076,0.125,1035.0,,,0.21,0.0341,-65.0,-65.4,-0.2,6.7,-0.9,3.1,0.1,-9.1,0,0
875,095500,KOSDAQ,1.331,1076,0.692,783.0,미래나노텍,고무·플라스틱,0.23,0.0722,-44.3,-32.2,-0.7,15.5,-15.6,-0.2,-0.0,0.2,0,0
876,037070,KOSDAQ,1.33,1076,1.01,557.0,파세코,전기장비,0.12,0.0846,-39.9,-13.0,-15.6,316.0,-12.2,-8.2,0.0,-0.5,0,0
877,003310,KOSDAQ,1.324,1076,0.509,900.0,대주산업,식료품,0.06,0.0398,-68.9,-11.0,3.1,24.4,3.4,-19.4,0.0,-0.0,0,0
878,131030,KOSDAQ,1.321,1076,0.421,948.0,옵투스제약,제약·바이오,0.11,0.0407,-68.6,-17.9,1.2,10.2,2.7,-11.8,0.0,0.0,0,0
879,011690,KOSPI,1.319,1076,0.588,855.0,와이투솔루션,반도체·전자부품,0.13,0.0549,-61.1,-11.6,12.0,5.8,0.9,0.4,-0.0,-0.1,0,0
880,016880,KOSPI,1.317,1076,0.386,958.0,웅진,엔지니어링,0.16,0.0455,-60.3,-29.7,2.6,5.1,0.2,-7.2,2.0,22.5,0,0
881,348210,KOSDAQ,1.316,1076,0.459,933.0,넥스틴,기계·장비,0.36,0.0659,-65.2,-17.6,-15.5,29.5,11.2,58.4,-5.1,-39.0,0,0
882,083310,KOSDAQ,1.315,1076,0.714,772.0,엘오티베큠,기계·장비,0.16,0.0661,-48.8,-21.2,-4.6,5.8,-0.9,-12.9,-0.1,-0.0,0,0
883,067080,KOSDAQ,1.312,1076,0.449,936.0,대화제약,제약·바이오,0.21,0.0547,-51.1,-43.9,27.7,17.0,3.8,-2.4,-0.1,-0.1,0,0
884,336570,KOSDAQ,1.311,1076,0.216,1012.0,원텍,의료·정밀·광학,0.48,0.0552,-60.0,-57.9,-7.1,28.8,-5.2,39.4,1.2,-1.2,0,0
885,388050,KOSDAQ,1.311,1076,0.574,865.0,지투파워,전기장비,0.15,0.0568,-53.2,-24.9,8.6,13.3,3.2,18.3,0.0,-18.7,0,0
886,033250,KOSPI,1.308,1076,0.883,658.0,체시스,자동차·부품,0.03,0.0609,-30.0,-41.2,36.8,5.3,0.1,-0.1,0.0,-0.0,0,0
887,255220,KOSDAQ,1.304,1076,0.502,908.0,SG,비금속광물(시멘트·유리),0.16,0.0539,-56.0,-25.6,-5.1,19.7,6.3,18.9,0.0,0.0,0,0
888,115440,KOSDAQ,1.301,1076,0.85,688.0,우리넷,반도체·전자부품,0.08,0.0662,-58.1,12.3,1.7,7.7,5.0,7.2,0.1,-0.1,0,0
889,078160,KOSDAQ,1.298,1076,0.429,946.0,메디포스트,제약·바이오,0.4,0.0672,-63.2,-22.3,11.5,7.5,4.0,6.6,3.7,2.9,0,0
890,053030,KOSDAQ,1.298,1076,0.215,1013.0,바이넥스,제약·바이오,0.25,0.0437,-59.3,-59.5,5.3,5.9,0.5,2.6,-0.2,-1.3,0,0
891,476830,KOSDAQ,1.296,1076,0.505,905.0,알지노믹스,지주·전문서비스,1.04,0.0993,-84.4,,11.3,93.6,-105.8,108.2,94.3,-61.9,0,0
892,094480,KOSDAQ,1.291,1076,0.341,981.0,갤럭시아머니트리,출판·SW,0.21,0.0481,-54.1,-53.6,4.3,18.4,2.9,4.2,0.0,-0.0,0,0
893,362320,KOSDAQ,1.289,1076,0.435,939.0,청담글로벌,도매,0.11,0.0428,-50.6,-48.8,7.1,7.9,-1.6,6.5,0.0,-0.3,0,0
894,217590,KOSPI,1.286,1076,0.684,789.0,티엠씨,전기장비,0.34,0.0903,-59.0,,21.0,129.9,-46.0,-81.8,5.2,5.7,0,0
895,109610,KOSDAQ,1.286,1076,0.664,802.0,에스와이,금속가공,0.1,0.0568,-45.4,-32.5,-13.8,7.8,3.6,5.8,0.0,0.2,0,0
896,054920,KOSDAQ,1.285,1076,0.496,913.0,한컴위드,출판·SW,0.12,0.0481,-49.8,-42.7,30.2,10.8,0.9,-13.0,-0.0,-0.1,0,0
897,013360,KOSPI,1.282,1076,1.1,480.0,일성건설,건설,0.08,0.0947,-43.7,6.3,-13.9,8.9,1.5,3.3,0.0,0.0,0,0
898,067170,KOSDAQ,1.28,1076,1.103,476.0,오텍,자동차·부품,0.06,0.0876,-45.6,12.3,-18.4,13.3,-3.0,-0.1,0.2,0.2,0,0
899,475430,KOSDAQ,1.275,1076,0.921,636.0,키스트론,전기장비,0.08,0.0735,-35.0,-27.0,-0.8,14.8,-0.9,-12.1,0.0,0.3,0,0
900,475400,KOSDAQ,1.274,1076,0.593,852.0,씨메스로보틱스,기계·장비,0.24,0.0698,-52.2,-25.3,18.0,21.9,2.2,-20.3,3.6,0.7,0,0
901,037270,KOSPI,1.27,1076,0.129,1034.0,YG PLUS,IT서비스,0.23,0.0392,-65.2,-60.2,4.1,8.9,0.2,14.3,-1.1,-0.8,0,0
902,267320,KOSDAQ,1.268,1076,0.431,943.0,나인테크,기계·장비,0.12,0.0466,-53.1,-40.9,1.9,5.7,0.9,7.8,0.0,-0.0,0,0
903,226590,KOSDAQ,1.267,1076,0.75,752.0,엠디바이스,반도체·전자부품,0.13,0.0687,-67.1,16.7,-6.3,5.3,0.6,1.6,-0.1,0.0,0,0
904,006345,KOSPI,1.265,1076,1.208,373.0,대원전선우,,0.03,0.1022,-55.0,187.6,-8.7,25.5,0.3,-4.0,0.0,0.0,0,0
905,487580,KOSDAQ,1.264,1076,,,폴레드,전기장비,0.09,0.0844,,,5.3,18.5,1.9,26.9,-0.1,-22.6,0,0
906,024060,KOSDAQ,1.259,1076,0.491,917.0,흥구석유,도매,0.16,0.0559,-67.9,-12.9,-3.1,574.4,11.7,-13.1,0.0,-0.1,0,0
907,065680,KOSDAQ,1.254,1076,0.514,897.0,우주일렉트로,반도체·전자부품,0.22,0.0632,-51.1,-35.8,-21.7,16.7,-0.5,-9.2,0.0,0.0,0,0
908,082270,KOSDAQ,1.244,1076,0.026,1060.0,젬백스,기계·장비,0.58,0.0492,-78.0,-80.0,16.4,19.6,-5.4,-2.6,2.9,14.8,0,0
909,474650,KOSDAQ,1.244,1076,0.592,853.0,링크솔루션,기계·장비,0.15,0.0622,-70.1,-1.0,1.2,8.4,-11.0,-2.7,1.0,-4.3,0,0
910,459510,KOSDAQ,1.241,1076,0.563,871.0,나우로보틱스,기계·장비,0.22,0.0676,-51.5,-29.1,26.5,29.3,-4.7,-17.6,0.9,1.1,0,0
911,394800,KOSDAQ,1.237,1076,0.406,949.0,쓰리빌리언,지주·전문서비스,0.2,0.0562,-66.2,-21.2,7.6,8.7,-1.0,8.7,1.4,-12.8,0,0
912,453450,KOSDAQ,1.236,1076,0.598,850.0,그리드위즈,전문서비스,0.12,0.0583,-45.2,-41.9,3.0,17.2,1.2,-5.3,-0.6,7.1,0,0
913,321550,KOSDAQ,1.235,1076,0.536,884.0,티움바이오,지주·전문서비스,0.15,0.0589,-61.7,-15.4,24.4,6.3,-1.5,-2.8,2.0,-0.4,0,0
914,287840,KOSDAQ,1.229,1076,0.488,919.0,인투셀,지주·전문서비스,0.3,0.0699,-71.9,-10.6,-13.8,14.5,7.6,2.6,0.0,-5.3,0,0
915,072950,KOSDAQ,1.228,1076,0.905,646.0,빛샘전자,반도체·전자부품,0.07,0.0732,-63.1,42.9,8.1,30.3,-24.6,-25.8,-0.0,-0.8,0,0
916,084670,KOSPI,1.227,1076,0.977,583.0,동양고속,운수·물류,0.08,0.0809,-80.3,218.1,-4.9,6.6,2.4,19.6,0.0,0.0,0,0
917,389260,KOSDAQ,1.219,1076,0.507,902.0,대명에너지,건설,0.26,0.0693,-46.4,-53.3,10.3,75.4,-15.5,1.0,11.6,18.8,0,0
918,053080,KOSDAQ,1.217,1076,0.619,837.0,케이엔솔,기계·장비,0.11,0.061,-48.2,-30.8,-5.0,5.6,2.6,2.2,0.0,0.0,0,0
919,402490,KOSDAQ,1.213,1076,0.679,796.0,그린리소스,반도체·전자부품,0.12,0.0668,-69.8,9.7,-10.7,9.9,-5.0,-3.3,-0.0,-0.0,0,0
920,004540,KOSPI,1.211,1076,0.688,786.0,깨끗한나라,펄프·종이,0.05,0.0564,-43.2,-35.9,-16.0,14.5,0.7,0.4,0.0,0.0,0,0
921,451760,KOSDAQ,1.209,1076,0.577,861.0,컨텍,IT서비스,0.14,0.0625,-65.0,-8.3,-4.6,7.4,0.0,-7.6,0.1,-0.0,0,0
922,260970,KOSDAQ,1.208,1076,0.319,990.0,에스앤디,식료품,0.17,0.0483,-55.9,-49.9,18.0,13.9,14.5,16.1,-4.5,-19.7,0,0
923,003580,KOSPI,1.208,1076,0.716,771.0,HLB글로벌,소매,0.08,0.0626,-41.1,-37.4,30.9,6.5,0.5,-3.1,0.1,0.0,0,0
924,457550,KOSDAQ,1.206,1076,0.431,945.0,우진엔텍,전문서비스,0.14,0.0536,-52.6,-42.9,-2.5,6.9,8.6,19.1,-16.0,-16.9,0,0
925,212710,KOSDAQ,1.204,1076,0.891,654.0,아이에스티이,반도체·전자부품,0.08,0.0766,-43.6,-16.1,-16.5,9.8,1.4,-7.2,-0.8,5.4,0,0
926,354320,KOSDAQ,1.202,1076,0.668,800.0,알멕,철강·1차금속,0.2,0.0776,-68.5,6.6,2.6,20.2,-34.2,-84.9,2.6,1.1,0,0
927,084110,KOSDAQ,1.202,1076,0.234,1008.0,휴온스글로벌,제약·바이오,0.32,0.0565,-66.4,-37.7,-6.6,8.5,4.8,5.1,0.3,3.0,0,0
928,070300,KOSDAQ,1.202,1076,1.028,540.0,퀀텀레일,출판·SW,0.05,0.0847,-50.2,16.1,-7.8,5.1,-0.5,-0.7,0.1,-0.8,0,0
929,026940,KOSPI,1.201,1076,0.972,586.0,부국철강,철강·1차금속,0.04,0.0767,-46.7,-1.7,-18.4,7.4,-0.4,7.2,0.0,0.1,0,0
930,209640,KOSDAQ,1.199,1076,0.652,810.0,와이제이링크,기계·장비,0.1,0.0627,-62.8,-2.7,-1.9,6.7,0.1,2.1,-0.0,-0.3,0,0
931,014970,KOSDAQ,1.199,1076,0.301,998.0,삼륭물산,펄프·종이,0.07,0.0356,-56.5,-51.1,1.5,11.1,0.5,-6.2,0.0,0.0,0,0
932,468530,KOSDAQ,1.194,1076,0.537,883.0,프로티나,지주·전문서비스,0.34,0.081,-72.7,,14.9,15.1,-21.6,-27.0,0.2,1.4,0,0
