name,family,market,date,exit_date,year,h,n_selected,n_filled,net,excess_index,excess_ew,delta_quiet,index,ew,win_fraction,missing_exit,stress_missing_net
control_rs20_size,posthoc_control,KOSDAQ,20240530,20240729,2024,40,20,20,0.18399087483748813,0.22207511493844292,0.2594200207824262,0.21478273316330249,-0.03808424010095479,-0.0754291459449381,0.55,0,0.18399087483748813
base_quiet,baseline,KOSDAQ,20240530,20240827,2024,60,20,20,-0.07220102381861856,0.017122531504127153,0.06909585700897172,0.0,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.07220102381861856
base_quiet_turn,baseline,KOSDAQ,20240530,20240827,2024,60,20,20,-0.11458690734104475,-0.025263352018299032,0.026709973486545538,-0.042385883522426185,-0.08932355532274572,-0.1412968808275903,0.05,0,-0.11458690734104475
base_relative60,baseline,KOSDAQ,20240530,20240827,2024,60,20,20,-0.23765521138104972,-0.148331656058304,-0.09635833055345944,-0.16545418756243116,-0.08932355532274572,-0.1412968808275903,0.25,0,-0.23765521138104972
base_nearhigh,baseline,KOSDAQ,20240530,20240827,2024,60,20,20,-0.06960267310422466,0.019720882218521057,0.07169420772336563,0.0025983507143939044,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.06960267310422466
quiet_strength_rs5,quiet_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.18500896529676902,-0.0956854099740233,-0.043712084469178736,-0.11280794147815046,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.18500896529676902
quiet_strength_rs20,quiet_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.13692212170100013,-0.04759856637825441,0.004374759126590161,-0.06472109788238156,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.13692212170100013
quiet_strength_accelerate,quiet_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.12368851531651466,-0.03436495999376894,0.017608365511075627,-0.051487491497896096,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.12368851531651466
quiet_strength_steady,quiet_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.1370678379484414,-0.04774428262569569,0.004229042879148881,-0.06486681412982284,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.1370678379484414
quiet_strength_clv,quiet_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.12584000186828367,-0.036516446545537956,0.015456878959306614,-0.05363897804966511,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.12584000186828367
squeeze_20,squeeze,KOSDAQ,20240530,20240827,2024,60,20,20,-0.15258682826079623,-0.06326327293805051,-0.011289947433205938,-0.08038580444217766,-0.08932355532274572,-0.1412968808275903,0.05,0,-0.15258682826079623
squeeze_60,squeeze,KOSDAQ,20240530,20240827,2024,60,20,20,-0.14137857511041213,-0.05205501978766641,-8.169428282184255e-05,-0.06917755129179357,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.14137857511041213
squeeze_volume,squeeze,KOSDAQ,20240530,20240827,2024,60,20,20,-0.12100130261185107,-0.03167774728910536,0.020295578215739213,-0.04880027879323251,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.12100130261185107
squeeze_relative,squeeze,KOSDAQ,20240530,20240827,2024,60,20,20,-0.1389559598526105,-0.04963240452986478,0.0023409209749797877,-0.06675493603399194,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.1389559598526105
squeeze_range,squeeze,KOSDAQ,20240530,20240827,2024,60,20,20,-0.04523166826893647,0.044091887053809245,0.09606521255865381,0.026969355549682092,-0.08932355532274572,-0.1412968808275903,0.3,0,-0.04523166826893647
pullback_dry,pullback,KOSDAQ,20240530,20240827,2024,60,20,20,0.029291404514392237,0.11861495983713796,0.17058828534198253,0.10149242833301081,-0.08932355532274572,-0.1412968808275903,0.45,0,0.029291404514392237
pullback_quiet,pullback,KOSDAQ,20240530,20240827,2024,60,20,20,-0.12852481299776253,-0.03920125767501681,0.01277206782982776,-0.05632378917914396,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.12852481299776253
pullback_rebound,pullback,KOSDAQ,20240530,20240827,2024,60,20,20,-0.11255758224988961,-0.023234026927143894,0.028739298577700675,-0.04035655843127105,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.11255758224988961
pullback_high,pullback,KOSDAQ,20240530,20240827,2024,60,20,20,-0.07592310926301257,0.013400446059733145,0.06537377156457772,-0.0037220854443940077,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.07592310926301257
pullback_resume,pullback,KOSDAQ,20240530,20240827,2024,60,20,20,-0.10298095034128814,-0.01365739501854242,0.03831593048630215,-0.030779926522669573,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.10298095034128814
volume_clv,volume_sequence,KOSDAQ,20240530,20240827,2024,60,20,20,-0.08012646071883557,0.009197094603910147,0.06117042010875472,-0.007925436900217006,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.08012646071883557
volume_restart,volume_sequence,KOSDAQ,20240530,20240827,2024,60,20,20,-0.22729429298063714,-0.13797073765789142,-0.08599741215304685,-0.15509326916201857,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.22729429298063714
volume_quiet_restart,volume_sequence,KOSDAQ,20240530,20240827,2024,60,20,20,-0.15700531959837588,-0.06768176427563016,-0.015708438770785593,-0.08480429577975732,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.15700531959837588
volume_upvolume,volume_sequence,KOSDAQ,20240530,20240827,2024,60,20,20,0.044805061375291964,0.1341286166980377,0.18610194220288226,0.11700608519391054,-0.08932355532274572,-0.1412968808275903,0.2,0,0.044805061375291964
volume_hold,volume_sequence,KOSDAQ,20240530,20240827,2024,60,20,20,-0.1308385725528651,-0.04151501723011938,0.010458308274725187,-0.058637548734246536,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.1308385725528651
relative_quiet,relative_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.09016286281951161,-0.0008393074967658898,0.05113401800807868,-0.017961839000893043,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.09016286281951161
relative_persistent,relative_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.09847734721448576,-0.009153791891740037,0.04281953361310453,-0.02627632339586719,-0.08932355532274572,-0.1412968808275903,0.35,0,-0.09847734721448576
relative_accelerate,relative_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.1714541222053397,-0.08213056688259399,-0.030157241377749416,-0.09925309838672114,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.1714541222053397
relative_high,relative_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.14538367875184197,-0.05606012342909625,-0.004086797924251678,-0.0731826549332234,-0.08932355532274572,-0.1412968808275903,0.25,0,-0.14538367875184197
relative_efficient,relative_strength,KOSDAQ,20240530,20240827,2024,60,20,20,-0.10849649142324398,-0.019172936100498264,0.032800389404346306,-0.03629546760462542,-0.08932355532274572,-0.1412968808275903,0.25,0,-0.10849649142324398
recovery_quiet,recovery,KOSDAQ,20240530,20240827,2024,60,20,20,-0.06925338055675097,0.02007017476599475,0.07204350027083932,0.002947643261867597,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.06925338055675097
recovery_slope,recovery,KOSDAQ,20240530,20240827,2024,60,20,20,-0.038566985265883355,0.05075657005686236,0.10272989556170693,0.03363403855273521,-0.08932355532274572,-0.1412968808275903,0.3,0,-0.038566985265883355
recovery_rebound,recovery,KOSDAQ,20240530,20240827,2024,60,20,20,-0.0850176402886328,0.004305915034112914,0.056279240538957484,-0.012816616470014239,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.0850176402886328
recovery_cross,recovery,KOSDAQ,20240530,20240827,2024,60,20,20,-0.17784848830845534,-0.08852493298570963,-0.036551607480865056,-0.10564746448983678,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.17784848830845534
quiet_gate_steady,quiet_gate,KOSDAQ,20240530,20240827,2024,60,20,20,-0.04161929870610457,0.04770425661664115,0.09967758212148572,0.030581725112513995,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.04161929870610457
quiet_gate_rs20,quiet_gate,KOSDAQ,20240530,20240827,2024,60,20,20,-0.14106699218932908,-0.051743436866583364,0.00022988863826120531,-0.06886596837071052,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.14106699218932908
quiet_gate_accelerate,quiet_gate,KOSDAQ,20240530,20240827,2024,60,20,20,-0.046780451708584095,0.04254310361416162,0.09451642911900619,0.02542057211003447,-0.08932355532274572,-0.1412968808275903,0.25,0,-0.046780451708584095
quiet_gate_size,quiet_gate,KOSDAQ,20240530,20240827,2024,60,20,20,-0.08024827203932795,0.009075283283417765,0.061048608788262335,-0.008047248220709388,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.08024827203932795
quiet_gate_no_size,quiet_gate,KOSDAQ,20240530,20240827,2024,60,20,20,-0.09389885221524953,-0.0045752968925038134,0.047398028612340756,-0.021697828396630967,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.09389885221524953
quiet_gate_turn,quiet_gate,KOSDAQ,20240530,20240827,2024,60,20,20,-0.16512776575104765,-0.07580421042830193,-0.023830884923457363,-0.09292674193242909,-0.08932355532274572,-0.1412968808275903,0.0,0,-0.16512776575104765
quiet_strength_with_size,share_approx,KOSDAQ,20240530,20240827,2024,60,20,20,-0.031129793566672826,0.058193761756072895,0.11016708726091747,0.04107123025194574,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.031129793566672826
quiet_strength_with_turn,share_approx,KOSDAQ,20240530,20240827,2024,60,20,20,-0.11635391557919292,-0.0270303602564472,0.02494296524839737,-0.04415289176057435,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.11635391557919292
quiet_strength_no_shares,share_approx,KOSDAQ,20240530,20240827,2024,60,20,20,-0.09016286281951161,-0.0008393074967658898,0.05113401800807868,-0.017961839000893043,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.09016286281951161
control_size,posthoc_control,KOSDAQ,20240530,20240827,2024,60,20,20,-0.09458258753958025,-0.005259032216834533,0.046714293288010036,-0.022381563720961686,-0.08932355532274572,-0.1412968808275903,0.2,0,-0.09458258753958025
control_amount,posthoc_control,KOSDAQ,20240530,20240827,2024,60,20,20,-0.16570499903199923,-0.07638144370925351,-0.02440811820440894,-0.09350397521338066,-0.08932355532274572,-0.1412968808275903,0.15,0,-0.16570499903199923
control_quiet_size,posthoc_control,KOSDAQ,20240530,20240827,2024,60,20,20,-0.05623250728554539,0.03309104803720033,0.08506437354204491,0.015968516533073178,-0.08932355532274572,-0.1412968808275903,0.1,0,-0.05623250728554539
control_rs20_size,posthoc_control,KOSDAQ,20240530,20240827,2024,60,20,20,0.017966166669458886,0.1072897219922046,0.15926304749704917,0.09016719048807745,-0.08932355532274572,-0.1412968808275903,0.4,0,0.017966166669458886
base_quiet,baseline,KOSPI,20240607,20240708,2024,20,20,20,-0.014381705732673316,-0.07235288118627319,-0.006676951873474137,0.0,0.057971175453599866,-0.007704753859199179,0.3,0,-0.014381705732673316
base_quiet_turn,baseline,KOSPI,20240607,20240708,2024,20,20,20,0.0003273021712207558,-0.05764387328237911,0.008032056030419935,0.014709007903894072,0.057971175453599866,-0.007704753859199179,0.45,0,0.0003273021712207558
base_relative60,baseline,KOSPI,20240607,20240708,2024,20,20,20,-0.00022147236115735436,-0.05819264781475722,0.007483281498041824,0.014160233371515962,0.057971175453599866,-0.007704753859199179,0.6,0,-0.00022147236115735436
base_nearhigh,baseline,KOSPI,20240607,20240708,2024,20,20,20,-0.031775740156435583,-0.08974691561003545,-0.024070986297236405,-0.017394034423762268,0.057971175453599866,-0.007704753859199179,0.3,0,-0.031775740156435583
quiet_strength_rs5,quiet_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.05149092519651012,-0.10946210065010999,-0.04378617133731094,-0.0371092194638368,0.057971175453599866,-0.007704753859199179,0.15,0,-0.05149092519651012
quiet_strength_rs20,quiet_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.048713265981739806,-0.10668444143533967,-0.04100851212254063,-0.03433156024906649,0.057971175453599866,-0.007704753859199179,0.2,0,-0.048713265981739806
quiet_strength_accelerate,quiet_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.04439364870881455,-0.10236482416241441,-0.03668889484961537,-0.030011942976141234,0.057971175453599866,-0.007704753859199179,0.25,0,-0.04439364870881455
quiet_strength_steady,quiet_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.024375853574569707,-0.08234702902816957,-0.01667109971537053,-0.009994147841896391,0.057971175453599866,-0.007704753859199179,0.3,0,-0.024375853574569707
quiet_strength_clv,quiet_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.017326718356831628,-0.07529789381043149,-0.00962196449763245,-0.002945012624158312,0.057971175453599866,-0.007704753859199179,0.35,0,-0.017326718356831628
squeeze_20,squeeze,KOSPI,20240607,20240708,2024,20,20,20,0.013638884349155039,-0.044332291104444824,0.021343638208354217,0.028020590081828355,0.057971175453599866,-0.007704753859199179,0.5,0,0.013638884349155039
squeeze_60,squeeze,KOSPI,20240607,20240708,2024,20,20,20,0.02427716702934802,-0.033694008424251846,0.0319819208885472,0.03865887276202133,0.057971175453599866,-0.007704753859199179,0.5,0,0.02427716702934802
squeeze_volume,squeeze,KOSPI,20240607,20240708,2024,20,20,20,-0.036982050911772264,-0.09495322636537212,-0.029277297052573086,-0.02260034517909895,0.057971175453599866,-0.007704753859199179,0.25,0,-0.036982050911772264
squeeze_relative,squeeze,KOSPI,20240607,20240708,2024,20,20,20,-0.012073418749767301,-0.07004459420336717,-0.004368664890568122,0.002308286982906015,0.057971175453599866,-0.007704753859199179,0.45,0,-0.012073418749767301
squeeze_range,squeeze,KOSPI,20240607,20240708,2024,20,20,20,0.05618867827699485,-0.0017824971766050163,0.06389343213619403,0.07057038400966817,0.057971175453599866,-0.007704753859199179,0.5,0,0.05618867827699485
pullback_dry,pullback,KOSPI,20240607,20240708,2024,20,20,20,-0.01923690038668624,-0.0772080758402861,-0.011532146527487061,-0.004855194654012924,0.057971175453599866,-0.007704753859199179,0.35,0,-0.01923690038668624
pullback_quiet,pullback,KOSPI,20240607,20240708,2024,20,20,20,0.01801459932386884,-0.039956576129731025,0.02571935318306802,0.03239630505654216,0.057971175453599866,-0.007704753859199179,0.6,0,0.01801459932386884
pullback_rebound,pullback,KOSPI,20240607,20240708,2024,20,20,20,0.016071385425459498,-0.04189979002814037,0.023776139284658677,0.030453091158132814,0.057971175453599866,-0.007704753859199179,0.55,0,0.016071385425459498
pullback_high,pullback,KOSPI,20240607,20240708,2024,20,20,20,0.009959620151754223,-0.04801155530184564,0.0176643740109534,0.02434132588442754,0.057971175453599866,-0.007704753859199179,0.5,0,0.009959620151754223
pullback_resume,pullback,KOSPI,20240607,20240708,2024,20,20,20,0.0027735370419791684,-0.055197638411620696,0.010478290901178347,0.017155242774652486,0.057971175453599866,-0.007704753859199179,0.65,0,0.0027735370419791684
volume_clv,volume_sequence,KOSPI,20240607,20240708,2024,20,20,20,0.004936333224049727,-0.05303484222955014,0.012641087083248907,0.019318038956723044,0.057971175453599866,-0.007704753859199179,0.6,0,0.004936333224049727
volume_restart,volume_sequence,KOSPI,20240607,20240708,2024,20,20,20,-0.043228642686456153,-0.10119981814005602,-0.035523888827256975,-0.028846936953782838,0.057971175453599866,-0.007704753859199179,0.35,0,-0.043228642686456153
volume_quiet_restart,volume_sequence,KOSPI,20240607,20240708,2024,20,20,20,-0.032731732912362865,-0.09070290836596273,-0.025026979053163687,-0.01835002717968955,0.057971175453599866,-0.007704753859199179,0.2,0,-0.032731732912362865
volume_upvolume,volume_sequence,KOSPI,20240607,20240708,2024,20,20,20,-0.03760564509323805,-0.09557682054683792,-0.02990089123403887,-0.023223939360564733,0.057971175453599866,-0.007704753859199179,0.15,0,-0.03760564509323805
volume_hold,volume_sequence,KOSPI,20240607,20240708,2024,20,20,20,0.00032310821056401594,-0.05764806724303585,0.008027862069763195,0.014704813943237333,0.057971175453599866,-0.007704753859199179,0.6,0,0.00032310821056401594
relative_quiet,relative_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.014583819218849398,-0.07255499467244926,-0.0068790653596502195,-0.00020211348617608232,0.057971175453599866,-0.007704753859199179,0.25,0,-0.014583819218849398
relative_persistent,relative_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.017024399663238654,-0.07499557511683852,-0.009319645804039475,-0.002642693930565338,0.057971175453599866,-0.007704753859199179,0.45,0,-0.017024399663238654
relative_accelerate,relative_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.0810665783894968,-0.13903775384309666,-0.07336182453029762,-0.06668487265682348,0.057971175453599866,-0.007704753859199179,0.35,0,-0.0810665783894968
relative_high,relative_strength,KOSPI,20240607,20240708,2024,20,20,20,0.007968389347543802,-0.05000278610605606,0.01567314320674298,0.022350095080217118,0.057971175453599866,-0.007704753859199179,0.4,0,0.007968389347543802
relative_efficient,relative_strength,KOSPI,20240607,20240708,2024,20,20,20,-0.01837767191397149,-0.07634884736757136,-0.010672918054772312,-0.0039959661812981745,0.057971175453599866,-0.007704753859199179,0.3,0,-0.01837767191397149
recovery_quiet,recovery,KOSPI,20240607,20240708,2024,20,20,20,-0.012628584457496395,-0.07059975991109627,-0.004923830598297216,0.001753121275176921,0.057971175453599866,-0.007704753859199179,0.4,0,-0.012628584457496395
recovery_slope,recovery,KOSPI,20240607,20240708,2024,20,20,20,-0.013229011796028978,-0.07120018724962884,-0.005524257936829799,0.0011526939366443383,0.057971175453599866,-0.007704753859199179,0.45,0,-0.013229011796028978
recovery_rebound,recovery,KOSPI,20240607,20240708,2024,20,20,20,-0.0005980895889046486,-0.058569265042504516,0.00710666427029453,0.013783616143768667,0.057971175453599866,-0.007704753859199179,0.35,0,-0.0005980895889046486
recovery_cross,recovery,KOSPI,20240607,20240708,2024,20,20,20,-0.0444396937628694,-0.10241086921646927,-0.03673493990367022,-0.030057988030196086,0.057971175453599866,-0.007704753859199179,0.2,0,-0.0444396937628694
quiet_gate_steady,quiet_gate,KOSPI,20240607,20240708,2024,20,20,20,0.009834836537792158,-0.04813633891580771,0.017539590396991336,0.024216542270465474,0.057971175453599866,-0.007704753859199179,0.4,0,0.009834836537792158
quiet_gate_rs20,quiet_gate,KOSPI,20240607,20240708,2024,20,20,20,-0.007537716749041051,-0.06550889220264092,0.0001670371101581275,0.006843988983632265,0.057971175453599866,-0.007704753859199179,0.3,0,-0.007537716749041051
quiet_gate_accelerate,quiet_gate,KOSPI,20240607,20240708,2024,20,20,20,0.009146175991525108,-0.04882499946207476,0.016850929850724287,0.023527881724198424,0.057971175453599866,-0.007704753859199179,0.35,0,0.009146175991525108
quiet_gate_size,quiet_gate,KOSPI,20240607,20240708,2024,20,20,20,0.004555050137249961,-0.053416125316349906,0.01225980399644914,0.01893675586992328,0.057971175453599866,-0.007704753859199179,0.3,0,0.004555050137249961
quiet_gate_no_size,quiet_gate,KOSPI,20240607,20240708,2024,20,20,20,0.005407433389071703,-0.052563742064528164,0.013112187248270882,0.01978913912174502,0.057971175453599866,-0.007704753859199179,0.4,0,0.005407433389071703
quiet_gate_turn,quiet_gate,KOSPI,20240607,20240708,2024,20,20,20,-0.009149663953066128,-0.067120839406666,-0.0014449100938669496,0.005232041779607188,0.057971175453599866,-0.007704753859199179,0.25,0,-0.009149663953066128
quiet_strength_with_size,share_approx,KOSPI,20240607,20240708,2024,20,20,20,0.010733262667517696,-0.04723791278608217,0.018438016526716873,0.025114968400191014,0.057971175453599866,-0.007704753859199179,0.55,0,0.010733262667517696
quiet_strength_with_turn,share_approx,KOSPI,20240607,20240708,2024,20,20,20,-0.005636321639675213,-0.06360749709327508,0.002068432219523966,0.008745384092998104,0.057971175453599866,-0.007704753859199179,0.3,0,-0.005636321639675213
quiet_strength_no_shares,share_approx,KOSPI,20240607,20240708,2024,20,20,20,-0.014583819218849398,-0.07255499467244926,-0.0068790653596502195,-0.00020211348617608232,0.057971175453599866,-0.007704753859199179,0.25,0,-0.014583819218849398
control_size,posthoc_control,KOSPI,20240607,20240708,2024,20,20,20,0.04278354437612232,-0.015187631077477545,0.0504882982353215,0.05716525010879564,0.057971175453599866,-0.007704753859199179,0.6,0,0.04278354437612232
control_amount,posthoc_control,KOSPI,20240607,20240708,2024,20,20,20,0.037830145238760604,-0.02014103021483926,0.04553489909795978,0.052211850971433924,0.057971175453599866,-0.007704753859199179,0.65,0,0.037830145238760604
control_quiet_size,posthoc_control,KOSPI,20240607,20240708,2024,20,20,20,0.026487842653536042,-0.031483332800063824,0.03419259651273522,0.04086954838620936,0.057971175453599866,-0.007704753859199179,0.45,0,0.026487842653536042
control_rs20_size,posthoc_control,KOSPI,20240607,20240708,2024,20,20,20,0.0036099121981501337,-0.05436126325544973,0.011314666057349312,0.01799161793082345,0.057971175453599866,-0.007704753859199179,0.6,0,0.0036099121981501337
base_quiet,baseline,KOSPI,20240607,20240805,2024,40,20,20,-0.09308902591341946,0.0030248802827844007,0.04561097092758466,0.0,-0.09611390619620386,-0.13869999684100412,0.05,0,-0.09308902591341946
base_quiet_turn,baseline,KOSPI,20240607,20240805,2024,40,20,20,-0.04753207877721806,0.0485818274189858,0.09116791806378606,0.0455569471362014,-0.09611390619620386,-0.13869999684100412,0.2,0,-0.04753207877721806
base_relative60,baseline,KOSPI,20240607,20240805,2024,40,20,20,-0.25621906475567824,-0.16010515855947438,-0.11751906791467412,-0.1631300388422588,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.25621906475567824
base_nearhigh,baseline,KOSPI,20240607,20240805,2024,40,20,20,-0.17874616788767517,-0.08263226169147131,-0.04004617104667105,-0.08565714197425571,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.17874616788767517
quiet_strength_rs5,quiet_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.1207932850165645,-0.024679378820360642,0.01790671182443962,-0.027704259103145043,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.1207932850165645
quiet_strength_rs20,quiet_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.1172433017236499,-0.02112939552744604,0.02145669511735422,-0.02415427581023044,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.1172433017236499
quiet_strength_accelerate,quiet_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.13276987345922536,-0.036655967263021505,0.005930123381778757,-0.039680847545805906,-0.09611390619620386,-0.13869999684100412,0.05,0,-0.13276987345922536
quiet_strength_steady,quiet_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.10745094733283445,-0.011337041136630588,0.031249049508169674,-0.014361921419414989,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.10745094733283445
quiet_strength_clv,quiet_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.08281372306369118,0.013300183132512675,0.055886273777312936,0.010275302849728274,-0.09611390619620386,-0.13869999684100412,0.2,0,-0.08281372306369118
squeeze_20,squeeze,KOSPI,20240607,20240805,2024,40,20,20,-0.14950386498247148,-0.05338995878626762,-0.01080386814146736,-0.05641483906905202,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.14950386498247148
squeeze_60,squeeze,KOSPI,20240607,20240805,2024,40,20,20,-0.12841826473508458,-0.03230435853888072,0.010281732105919539,-0.035329238821665124,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.12841826473508458
squeeze_volume,squeeze,KOSPI,20240607,20240805,2024,40,20,20,-0.1909945247666905,-0.09488061857048663,-0.05229452792568637,-0.09790549885327103,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.1909945247666905
squeeze_relative,squeeze,KOSPI,20240607,20240805,2024,40,20,20,-0.22658209805023768,-0.13046819185403383,-0.08788210120923357,-0.1334930721368182,-0.09611390619620386,-0.13869999684100412,0.05,0,-0.22658209805023768
squeeze_range,squeeze,KOSPI,20240607,20240805,2024,40,20,20,-0.16034970645552635,-0.06423580025932249,-0.021649709614522228,-0.06726068054210689,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.16034970645552635
pullback_dry,pullback,KOSPI,20240607,20240805,2024,40,20,20,-0.2050095672292703,-0.10889566103306644,-0.06630957038826618,-0.11192054131585084,-0.09611390619620386,-0.13869999684100412,0.05,0,-0.2050095672292703
pullback_quiet,pullback,KOSPI,20240607,20240805,2024,40,20,20,-0.09638435714839115,-0.00027045095218729276,0.04231563969261297,-0.0032953312349716934,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.09638435714839115
pullback_rebound,pullback,KOSPI,20240607,20240805,2024,40,20,20,-0.15638401000323437,-0.06027010380703052,-0.017684013162230255,-0.06329498408981492,-0.09611390619620386,-0.13869999684100412,0.2,0,-0.15638401000323437
pullback_high,pullback,KOSPI,20240607,20240805,2024,40,20,20,-0.11998009770089324,-0.023866191504689382,0.01871989914011088,-0.026891071787473783,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.11998009770089324
pullback_resume,pullback,KOSPI,20240607,20240805,2024,40,20,20,-0.19787674914057604,-0.10176284294437218,-0.05917675229957192,-0.10478772322715658,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.19787674914057604
volume_clv,volume_sequence,KOSPI,20240607,20240805,2024,40,20,20,-0.10352323004740471,-0.007409323851200855,0.03517676679359941,-0.010434204133985256,-0.09611390619620386,-0.13869999684100412,0.2,0,-0.10352323004740471
volume_restart,volume_sequence,KOSPI,20240607,20240805,2024,40,20,20,-0.1726042745589279,-0.07649036836272405,-0.033904277717923786,-0.07951524864550845,-0.09611390619620386,-0.13869999684100412,0.3,0,-0.1726042745589279
volume_quiet_restart,volume_sequence,KOSPI,20240607,20240805,2024,40,20,20,-0.13040365545880742,-0.03428974926260356,0.008296341382196704,-0.03731462954538796,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.13040365545880742
volume_upvolume,volume_sequence,KOSPI,20240607,20240805,2024,40,20,20,-0.12551718257731045,-0.029403276381106597,0.013182814263693665,-0.032428156663891,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.12551718257731045
volume_hold,volume_sequence,KOSPI,20240607,20240805,2024,40,20,20,-0.20279311858794666,-0.1066792123917428,-0.06409312174694254,-0.1097040926745272,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.20279311858794666
relative_quiet,relative_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.08634899626157844,0.009764909934625421,0.05235100057942568,0.00674002965184102,-0.09611390619620386,-0.13869999684100412,0.2,0,-0.08634899626157844
relative_persistent,relative_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.21906785406698742,-0.12295394787078356,-0.0803678572259833,-0.12597882815356798,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.21906785406698742
relative_accelerate,relative_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.2121139309110487,-0.11600002471484483,-0.07341393407004457,-0.11902490499762923,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.2121139309110487
relative_high,relative_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.19357766223937056,-0.0974637560431667,-0.05487766539836644,-0.1004886363259511,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.19357766223937056
relative_efficient,relative_strength,KOSPI,20240607,20240805,2024,40,20,20,-0.10881967798276226,-0.012705771786558406,0.029880318858241856,-0.015730652069342807,-0.09611390619620386,-0.13869999684100412,0.15,0,-0.10881967798276226
recovery_quiet,recovery,KOSPI,20240607,20240805,2024,40,20,20,-0.09668580670140943,-0.000571900505205572,0.04201419013959469,-0.0035967807879899727,-0.09611390619620386,-0.13869999684100412,0.25,0,-0.09668580670140943
recovery_slope,recovery,KOSPI,20240607,20240805,2024,40,20,20,-0.21628951282376127,-0.12017560662755741,-0.07758951598275715,-0.12320048691034181,-0.09611390619620386,-0.13869999684100412,0.1,0,-0.21628951282376127
