name,family,market,date,exit_date,year,h,n_selected,n_filled,net,excess_index,excess_ew,delta_quiet,index,ew,win_fraction,missing_exit,stress_missing_net
quiet_strength_steady,quiet_strength,KOSPI,20240102,20240304,2024,40,20,20,-0.023637119394074074,-0.049318760625841604,-0.028548957150333083,-0.1316490616515716,0.025681641231767527,0.00491183775625901,0.35,0,-0.023637119394074074
quiet_strength_clv,quiet_strength,KOSPI,20240102,20240304,2024,40,20,20,0.10477758359279617,0.07909594236102864,0.09986574583653715,-0.0032343586647013423,0.025681641231767527,0.00491183775625901,0.65,0,0.10477758359279617
squeeze_20,squeeze,KOSPI,20240102,20240304,2024,40,20,20,-0.05176179781450324,-0.07744343904627077,-0.05667363557076225,-0.15977374007200074,0.025681641231767527,0.00491183775625901,0.3,0,-0.05176179781450324
squeeze_60,squeeze,KOSPI,20240102,20240304,2024,40,20,20,-0.07573769371094723,-0.10141933494271475,-0.08064953146720624,-0.18374963596844474,0.025681641231767527,0.00491183775625901,0.25,0,-0.07573769371094723
squeeze_volume,squeeze,KOSPI,20240102,20240304,2024,40,20,20,-0.03674201364258752,-0.06242365487435505,-0.04165385139884653,-0.14475395590008502,0.025681641231767527,0.00491183775625901,0.35,0,-0.03674201364258752
squeeze_relative,squeeze,KOSPI,20240102,20240304,2024,40,20,20,-0.05483422399925446,-0.08051586523102199,-0.05974606175551347,-0.16284616625675197,0.025681641231767527,0.00491183775625901,0.3,0,-0.05483422399925446
squeeze_range,squeeze,KOSPI,20240102,20240304,2024,40,20,20,-0.013915578533675654,-0.039597219765443184,-0.018827416289934663,-0.12192752079117317,0.025681641231767527,0.00491183775625901,0.25,0,-0.013915578533675654
pullback_dry,pullback,KOSPI,20240102,20240304,2024,40,20,20,0.0094191550375404,-0.016262486194227127,0.00450731728128139,-0.09859278721995711,0.025681641231767527,0.00491183775625901,0.4,0,0.0094191550375404
pullback_quiet,pullback,KOSPI,20240102,20240304,2024,40,20,20,0.059402994523004723,0.0337213532912372,0.054491156766745714,-0.048608947734492786,0.025681641231767527,0.00491183775625901,0.55,0,0.059402994523004723
pullback_rebound,pullback,KOSPI,20240102,20240304,2024,40,20,20,-0.04582202158043126,-0.07150366281219879,-0.05073385933669027,-0.15383396383792877,0.025681641231767527,0.00491183775625901,0.4,0,-0.04582202158043126
pullback_high,pullback,KOSPI,20240102,20240304,2024,40,20,20,0.015402432614479388,-0.010279208617288139,0.010490594858220379,-0.09260950964301812,0.025681641231767527,0.00491183775625901,0.45,0,0.015402432614479388
pullback_resume,pullback,KOSPI,20240102,20240304,2024,40,20,20,-0.03205983012821089,-0.05774147135997842,-0.0369716678844699,-0.1400717723857084,0.025681641231767527,0.00491183775625901,0.35,0,-0.03205983012821089
volume_clv,volume_sequence,KOSPI,20240102,20240304,2024,40,20,20,-0.0011890275307028073,-0.026870668762470334,-0.006100865286961818,-0.10920096978820032,0.025681641231767527,0.00491183775625901,0.45,0,-0.0011890275307028073
volume_restart,volume_sequence,KOSPI,20240102,20240304,2024,40,20,20,-0.029951697476733756,-0.05563333870850128,-0.034863535232992765,-0.13796363973423126,0.025681641231767527,0.00491183775625901,0.3,0,-0.029951697476733756
volume_quiet_restart,volume_sequence,KOSPI,20240102,20240304,2024,40,20,20,-0.04485066215242582,-0.07053230338419335,-0.04976249990868483,-0.15286260440992333,0.025681641231767527,0.00491183775625901,0.3,0,-0.04485066215242582
volume_upvolume,volume_sequence,KOSPI,20240102,20240304,2024,40,20,20,-0.0005483488140262005,-0.026229990045793728,-0.00546018657028521,-0.1085602910715237,0.025681641231767527,0.00491183775625901,0.35,0,-0.0005483488140262005
volume_hold,volume_sequence,KOSPI,20240102,20240304,2024,40,20,20,-0.07766523412125591,-0.10334687535302343,-0.08257707187751492,-0.18567717637875342,0.025681641231767527,0.00491183775625901,0.2,0,-0.07766523412125591
relative_quiet,relative_strength,KOSPI,20240102,20240304,2024,40,20,20,0.060183443484451885,0.03450180225268436,0.055271605728192875,-0.047828498773045625,0.025681641231767527,0.00491183775625901,0.6,0,0.060183443484451885
relative_persistent,relative_strength,KOSPI,20240102,20240304,2024,40,20,20,-0.07301812052440317,-0.09869976175617069,-0.07792995828066218,-0.18103006278190067,0.025681641231767527,0.00491183775625901,0.25,0,-0.07301812052440317
relative_accelerate,relative_strength,KOSPI,20240102,20240304,2024,40,20,20,-0.03568566288984813,-0.06136730412161566,-0.04059750064610714,-0.14369760514734564,0.025681641231767527,0.00491183775625901,0.4,0,-0.03568566288984813
relative_high,relative_strength,KOSPI,20240102,20240304,2024,40,20,20,-0.02866873855952969,-0.05435037979129721,-0.0335805763157887,-0.1366806808170272,0.025681641231767527,0.00491183775625901,0.35,0,-0.02866873855952969
relative_efficient,relative_strength,KOSPI,20240102,20240304,2024,40,20,20,0.010362941404068432,-0.015318699827699095,0.005451103647809422,-0.09764900085342908,0.025681641231767527,0.00491183775625901,0.4,0,0.010362941404068432
recovery_quiet,recovery,KOSPI,20240102,20240304,2024,40,20,20,-0.048315288200723186,-0.07399692943249071,-0.053227125956982195,-0.1563272304582207,0.025681641231767527,0.00491183775625901,0.3,0,-0.048315288200723186
recovery_slope,recovery,KOSPI,20240102,20240304,2024,40,20,20,-0.011203583880142549,-0.03688522511191007,-0.016115421636401558,-0.11921552613764005,0.025681641231767527,0.00491183775625901,0.35,0,-0.011203583880142549
recovery_rebound,recovery,KOSPI,20240102,20240304,2024,40,20,20,0.02105667352500615,-0.004624967706761376,0.016144835768747142,-0.08695526873249136,0.025681641231767527,0.00491183775625901,0.6,0,0.02105667352500615
recovery_cross,recovery,KOSPI,20240102,20240304,2024,40,20,20,0.02650018700544855,0.0008185457736810224,0.02158834924918954,-0.08151175525204896,0.025681641231767527,0.00491183775625901,0.5,0,0.02650018700544855
quiet_gate_steady,quiet_gate,KOSPI,20240102,20240304,2024,40,20,20,0.10798022013192532,0.08229857890015779,0.1030683823756663,-3.172212557218945e-05,0.025681641231767527,0.00491183775625901,0.7,0,0.10798022013192532
quiet_gate_rs20,quiet_gate,KOSPI,20240102,20240304,2024,40,20,20,0.034151240468929325,0.008469599237161798,0.029239402712670316,-0.07386070178856818,0.025681641231767527,0.00491183775625901,0.55,0,0.034151240468929325
quiet_gate_accelerate,quiet_gate,KOSPI,20240102,20240304,2024,40,20,20,0.04928457837461362,0.023602937142846094,0.04437274061835461,-0.05872736388288389,0.025681641231767527,0.00491183775625901,0.55,0,0.04928457837461362
quiet_gate_size,quiet_gate,KOSPI,20240102,20240304,2024,40,20,20,0.1505024305644789,0.12482078933271137,0.1455905928082199,0.04249048830698139,0.025681641231767527,0.00491183775625901,0.8,0,0.1505024305644789
quiet_gate_no_size,quiet_gate,KOSPI,20240102,20240304,2024,40,20,20,0.05757340474618442,0.031891763514416895,0.05266156698992541,-0.05043853751131309,0.025681641231767527,0.00491183775625901,0.65,0,0.05757340474618442
quiet_gate_turn,quiet_gate,KOSPI,20240102,20240304,2024,40,20,20,0.05018512166888341,0.024503480437115886,0.045273283912624404,-0.057826820588614096,0.025681641231767527,0.00491183775625901,0.6,0,0.05018512166888341
quiet_strength_with_size,share_approx,KOSPI,20240102,20240304,2024,40,20,20,0.10095845778082328,0.07527681654905576,0.09604662002456427,-0.007053484476674227,0.025681641231767527,0.00491183775625901,0.65,0,0.10095845778082328
quiet_strength_with_turn,share_approx,KOSPI,20240102,20240304,2024,40,20,20,0.04607125309962492,0.020389611867857392,0.04115941534336591,-0.06194068915787259,0.025681641231767527,0.00491183775625901,0.55,0,0.04607125309962492
quiet_strength_no_shares,share_approx,KOSPI,20240102,20240304,2024,40,20,20,0.060183443484451885,0.03450180225268436,0.055271605728192875,-0.047828498773045625,0.025681641231767527,0.00491183775625901,0.6,0,0.060183443484451885
control_size,posthoc_control,KOSPI,20240102,20240304,2024,40,20,20,0.036318741178794155,0.010637099947026628,0.031406903422535146,-0.07169320107870336,0.025681641231767527,0.00491183775625901,0.45,0,0.036318741178794155
control_amount,posthoc_control,KOSPI,20240102,20240304,2024,40,20,20,-0.01593624711083818,-0.041617888342605706,-0.02084808486709719,-0.12394818936833568,0.025681641231767527,0.00491183775625901,0.3,0,-0.01593624711083818
control_quiet_size,posthoc_control,KOSPI,20240102,20240304,2024,40,20,20,0.15627051909539252,0.130588877863625,0.15135868133913352,0.048258576837895015,0.025681641231767527,0.00491183775625901,0.8,0,0.15627051909539252
control_rs20_size,posthoc_control,KOSPI,20240102,20240304,2024,40,20,20,-0.08567624541026456,-0.11135788664203208,-0.09058808316652357,-0.19368818766776208,0.025681641231767527,0.00491183775625901,0.2,0,-0.08567624541026456
base_quiet,baseline,KOSPI,20240102,20240401,2024,60,20,20,0.0634524896909253,0.009546356549871779,0.04290447592557108,0.0,0.053906133141053525,0.02054801376535422,0.75,0,0.0634524896909253
base_quiet_turn,baseline,KOSPI,20240102,20240401,2024,60,20,20,0.06725236012687888,0.013346226985825355,0.04670434636152466,0.0037998704359535757,0.053906133141053525,0.02054801376535422,0.75,0,0.06725236012687888
base_relative60,baseline,KOSPI,20240102,20240401,2024,60,20,20,-0.16315621251646537,-0.2170623456575189,-0.1837042262818196,-0.22660870220739066,0.053906133141053525,0.02054801376535422,0.2,0,-0.16315621251646537
base_nearhigh,baseline,KOSPI,20240102,20240401,2024,60,20,20,0.0007176701394344343,-0.05318846300161909,-0.01983034362591979,-0.06273481955149086,0.053906133141053525,0.02054801376535422,0.35,0,0.0007176701394344343
quiet_strength_rs5,quiet_strength,KOSPI,20240102,20240401,2024,60,20,20,0.013802109838240373,-0.04010402330281315,-0.0067459039271138485,-0.04965037985268493,0.053906133141053525,0.02054801376535422,0.4,0,0.013802109838240373
quiet_strength_rs20,quiet_strength,KOSPI,20240102,20240401,2024,60,20,20,0.043145778458818354,-0.010760354682235171,0.022597764693464133,-0.02030671123210695,0.053906133141053525,0.02054801376535422,0.6,0,0.043145778458818354
quiet_strength_accelerate,quiet_strength,KOSPI,20240102,20240401,2024,60,20,20,0.06426844889020607,0.010362315749152542,0.043720435124851846,0.0008159591992807635,0.053906133141053525,0.02054801376535422,0.6,0,0.06426844889020607
quiet_strength_steady,quiet_strength,KOSPI,20240102,20240401,2024,60,20,20,0.005512038931733948,-0.048394094209319574,-0.015035974833620274,-0.05794045075919135,0.053906133141053525,0.02054801376535422,0.4,0,0.005512038931733948
quiet_strength_clv,quiet_strength,KOSPI,20240102,20240401,2024,60,20,20,0.08618131978641813,0.032275186645364606,0.0656333060210639,0.022728830095492827,0.053906133141053525,0.02054801376535422,0.65,0,0.08618131978641813
squeeze_20,squeeze,KOSPI,20240102,20240401,2024,60,20,20,0.07028751510692784,0.01638138196587431,0.049739501341573615,0.0068350254160025326,0.053906133141053525,0.02054801376535422,0.3,0,0.07028751510692784
squeeze_60,squeeze,KOSPI,20240102,20240401,2024,60,20,20,-0.02415649453065504,-0.07806262767170857,-0.04470450829600926,-0.08760898422158034,0.053906133141053525,0.02054801376535422,0.2,0,-0.02415649453065504
squeeze_volume,squeeze,KOSPI,20240102,20240401,2024,60,20,20,0.025332454893600642,-0.028573678247452883,0.004784441128246421,-0.03812003479732466,0.053906133141053525,0.02054801376535422,0.35,0,0.025332454893600642
squeeze_relative,squeeze,KOSPI,20240102,20240401,2024,60,20,20,0.0021681974798744897,-0.051737935661179034,-0.01837981628547973,-0.06128429221105081,0.053906133141053525,0.02054801376535422,0.3,0,0.0021681974798744897
squeeze_range,squeeze,KOSPI,20240102,20240401,2024,60,20,20,0.011821076044237416,-0.042085057096816106,-0.008726937721116806,-0.051631413646687885,0.053906133141053525,0.02054801376535422,0.3,0,0.011821076044237416
pullback_dry,pullback,KOSPI,20240102,20240401,2024,60,20,20,0.03531110279259224,-0.018595030348461286,0.014763089027238017,-0.028141386898333065,0.053906133141053525,0.02054801376535422,0.45,0,0.03531110279259224
pullback_quiet,pullback,KOSPI,20240102,20240401,2024,60,20,20,0.07242917632471511,0.01852304318366159,0.05188116255936089,0.00897668663378981,0.053906133141053525,0.02054801376535422,0.55,0,0.07242917632471511
pullback_rebound,pullback,KOSPI,20240102,20240401,2024,60,20,20,-0.10490037093714147,-0.158806504078195,-0.1254483847024957,-0.16835286062806676,0.053906133141053525,0.02054801376535422,0.35,0,-0.10490037093714147
pullback_high,pullback,KOSPI,20240102,20240401,2024,60,20,20,0.05770882535087711,0.0038026922098235855,0.03716081158552289,-0.0057436643400481935,0.053906133141053525,0.02054801376535422,0.5,0,0.05770882535087711
pullback_resume,pullback,KOSPI,20240102,20240401,2024,60,20,20,-0.05587831263701781,-0.10978444577807134,-0.07642632640237204,-0.11933080232794312,0.053906133141053525,0.02054801376535422,0.25,0,-0.05587831263701781
volume_clv,volume_sequence,KOSPI,20240102,20240401,2024,60,20,20,0.015511770092908198,-0.03839436304814533,-0.0050362436724460235,-0.04794071959801711,0.053906133141053525,0.02054801376535422,0.45,0,0.015511770092908198
volume_restart,volume_sequence,KOSPI,20240102,20240401,2024,60,20,20,0.06787425262053612,0.013968119479482594,0.0473262388551819,0.004421762929610815,0.053906133141053525,0.02054801376535422,0.4,0,0.06787425262053612
volume_quiet_restart,volume_sequence,KOSPI,20240102,20240401,2024,60,20,20,-0.027418810433520978,-0.08132494357457451,-0.0479668241988752,-0.09087130012444627,0.053906133141053525,0.02054801376535422,0.4,0,-0.027418810433520978
volume_upvolume,volume_sequence,KOSPI,20240102,20240401,2024,60,20,20,0.00738406985368995,-0.04652206328736357,-0.013163943911664271,-0.05606841983723535,0.053906133141053525,0.02054801376535422,0.4,0,0.00738406985368995
volume_hold,volume_sequence,KOSPI,20240102,20240401,2024,60,20,20,-0.03333415484915684,-0.08724028799021036,-0.05388216861451106,-0.09678664454008215,0.053906133141053525,0.02054801376535422,0.2,0,-0.03333415484915684
relative_quiet,relative_strength,KOSPI,20240102,20240401,2024,60,20,20,0.05334631547205878,-0.0005598176689947457,0.03279830170670456,-0.010106174218866525,0.053906133141053525,0.02054801376535422,0.6,0,0.05334631547205878
relative_persistent,relative_strength,KOSPI,20240102,20240401,2024,60,20,20,-0.08247823633280885,-0.13638436947386237,-0.10302625009816307,-0.14593072602373414,0.053906133141053525,0.02054801376535422,0.2,0,-0.08247823633280885
relative_accelerate,relative_strength,KOSPI,20240102,20240401,2024,60,20,20,-0.05618808080655678,-0.1100942139476103,-0.076736094571911,-0.11964057049748208,0.053906133141053525,0.02054801376535422,0.35,0,-0.05618808080655678
relative_high,relative_strength,KOSPI,20240102,20240401,2024,60,20,20,-0.0035296147977470966,-0.05743574793880062,-0.02407762856310132,-0.0669821044886724,0.053906133141053525,0.02054801376535422,0.35,0,-0.0035296147977470966
relative_efficient,relative_strength,KOSPI,20240102,20240401,2024,60,20,20,0.01539087554822256,-0.03851525759283096,-0.005157138217131662,-0.04806161414270274,0.053906133141053525,0.02054801376535422,0.45,0,0.01539087554822256
recovery_quiet,recovery,KOSPI,20240102,20240401,2024,60,20,20,-0.03732768680228673,-0.09123381994334026,-0.05787570056764095,-0.10078017649321203,0.053906133141053525,0.02054801376535422,0.25,0,-0.03732768680228673
recovery_slope,recovery,KOSPI,20240102,20240401,2024,60,20,20,-0.022051926944176063,-0.0759580600852296,-0.042599940709530285,-0.08550441663510136,0.053906133141053525,0.02054801376535422,0.35,0,-0.022051926944176063
recovery_rebound,recovery,KOSPI,20240102,20240401,2024,60,20,20,0.029467773043183952,-0.024438360097869573,0.00891975927782973,-0.03398471664774135,0.053906133141053525,0.02054801376535422,0.55,0,0.029467773043183952
recovery_cross,recovery,KOSPI,20240102,20240401,2024,60,20,20,0.049333630936738426,-0.004572502204315099,0.028785617171384205,-0.014118858754186878,0.053906133141053525,0.02054801376535422,0.55,0,0.049333630936738426
quiet_gate_steady,quiet_gate,KOSPI,20240102,20240401,2024,60,20,20,0.08646792915112264,0.032561796010069116,0.06591991538576841,0.023015439460197337,0.053906133141053525,0.02054801376535422,0.75,0,0.08646792915112264
