ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
092220,KEC,,5350,22.2,17.9,26.4,-48.8,60.9,3.9,-41.8,-7.0,-25.4,-30.6,6.4,3.71,10450,3325,15,True,True,True,2575011,1742670,363.5,132.7,100.8,1.48,10,False,True,True,True,5일선회복/+3%반등/거래량동반양봉,87.0,65.6,0.4,12.4,-1.1,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,127.0,123.0
001020,페이퍼코리아,,2260,4.5,11.2,6.7,-56.5,6.6,-16.5,-32.9,-35.9,-26.5,-28.9,-31.8,3.24,5200,2120,10,True,True,False,49719,21730,1.7,1.2,0.5,2.29,0,False,False,False,False,-,97.0,-0.2,-0.0,-0.4,-1.2,True,0,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,107.0,103.0
004310,현대약품,,5940,16.1,6.7,-0.8,-62.8,75.7,-14.4,-30.8,-36.1,-18.0,-26.8,-15.6,0.74,15960,3380,0,False,False,False,396713,416611,17.7,25.0,30.7,0.95,0,False,False,False,False,-,90.0,26.2,0.7,42.4,1.0,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,105.0,101.0
003780,진양산업,,4785,28.0,19.0,9.1,-40.9,6.9,-4.7,-16.2,-13.6,-9.0,-12.9,-23.9,2.21,8090,4475,10,True,True,False,1503266,485406,52.4,74.6,24.6,3.1,0,False,False,False,False,-,79.6,5.8,0.8,-2.5,0.7,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,104.6,100.6
465770,STX그린로지스,,2880,21.5,18.2,18.1,-76.8,inf,-5.9,-28.4,-65.5,-16.2,-40.6,-54.5,0.27,12400,0,5,False,True,False,86592,239941,1.9,2.5,8.9,0.36,3,False,True,False,False,5일선회복,79.9,1.4,0.4,4.1,0.4,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,102.9,98.9
002030,아세아,,172300,21.8,10.4,6.8,-57.1,4.4,-15.1,-37.3,-37.9,-20.0,-30.9,-44.7,1.43,402000,165000,5,True,False,False,4079,2974,7.2,7.3,6.4,1.37,0,False,False,False,False,-,89.3,0.1,-4.9,-7.0,-11.9,True,8,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,102.3,98.3
161000,애경케미칼,,10900,26.7,5.9,-0.2,-45.4,29.3,-19.6,-27.9,22.3,-19.5,-21.3,-2.7,0.36,19960,8430,0,False,False,False,251383,482728,19.1,29.6,68.1,0.52,0,False,False,False,False,-,87.1,28.7,0.5,15.1,7.7,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,102.1,98.1
241590,화승엔터프라이즈,,3405,17.3,8.1,16.3,-60.0,3.2,-3.8,-30.2,-27.6,-15.1,-22.3,-35.6,0.4,8510,3300,10,False,True,True,96805,154998,2.1,3.4,6.3,0.62,0,False,False,False,False,-,83.5,0.7,-0.2,0.5,-3.7,True,8,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,101.5,97.5
009290,광동제약,,6270,19.5,2.4,4.0,-51.0,15.5,-10.0,-24.9,-17.8,-13.7,-21.3,-7.8,0.6,12800,5430,0,False,False,False,237807,249153,9.1,15.6,18.3,0.95,0,False,False,False,False,-,85.9,3.3,0.5,20.9,-1.0,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,100.9,96.9
003520,영진약품,,1267,17.3,16.8,14.2,-48.3,5.3,-6.1,-27.6,-29.6,-13.0,-23.0,-33.0,0.71,2450,1203,5,False,True,False,525367,500522,4.4,6.7,7.4,1.05,0,False,False,False,False,-,80.7,3.1,0.1,1.0,-0.2,True,15,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,100.7,96.7
084680,이월드,,1221,3.5,3.4,11.1,-41.9,1.7,-10.9,-36.8,-15.3,-21.8,-28.1,-20.9,0.39,2100,1201,10,False,True,True,500518,656764,3.0,6.4,10.6,0.76,0,False,False,False,False,-,82.3,0.6,-0.8,-4.1,-1.7,True,8,강세,-4,0,-1,-3,67.0,17.6,1552.78,,6.74,-167387.0,-167387.0,-167387.0,10,10,1.0,100.3,96.3
