combo,h,cut,n,ic,lo,hi,pos
to20,60,regime_약세,188,0.22161515603604193,0.17685127901725153,0.2618356766471281,0.9202127659574468
to20,60,top50_excess,29,0.08622375399461998,0.06403526772823233,0.10879814138667439,0.8709677419354839
lv60+to20+on60cut,5,all_monthly,31,0.09582805498120164,0.037738049260111955,0.14820578931334355,0.7419354838709677
lv60+to20+on60cut,5,year_2024,12,0.0833251239978963,0.01858211113043536,0.14943032723845634,0.6666666666666666
lv60+to20+on60cut,5,year_2025,12,0.1542170096700128,0.07774485459722624,0.22181967000272038,0.8333333333333334
lv60+to20+on60cut,5,year_2026,7,0.017166300057477404,-0.14916737658960075,0.15452936585785984,0.7142857142857143
lv60+to20+on60cut,5,regime_강세,297,0.11174966214486187,0.09267875449509314,0.1351500077215453,0.8653198653198653
lv60+to20+on60cut,5,regime_조정,56,0.14117326734308736,0.05879763123004756,0.2075778759316767,0.875
lv60+to20+on60cut,5,regime_반등,60,0.12146162978020313,0.0824401629135527,0.17146134532828108,0.8166666666666667
lv60+to20+on60cut,5,regime_약세,231,0.11089463124712329,0.06288091509692718,0.16088672995252412,0.7575757575757576
lv60+to20+on60cut,5,top50_excess,31,0.008598341174180344,0.002376644447119883,0.01448296543178739,0.6451612903225806
lv60+to20+on60cut,20,all_monthly,30,0.17072711053059392,0.11584993098756222,0.23047371845644332,0.8
lv60+to20+on60cut,20,year_2024,12,0.15627420199484443,0.06596551861496762,0.2411501959205823,0.75
lv60+to20+on60cut,20,year_2025,12,0.15612469997731562,0.076075670238374,0.23962015917377,0.8333333333333334
lv60+to20+on60cut,20,year_2026,6,0.22883774870864937,0.05898575778680798,0.37820333446091153,0.8333333333333334
lv60+to20+on60cut,20,regime_강세,297,0.1754841583723566,0.14619256266083985,0.20099507197988625,0.9158249158249159
lv60+to20+on60cut,20,regime_조정,56,0.13027585920742543,0.06608366911060062,0.1693033287102084,0.8571428571428571
lv60+to20+on60cut,20,regime_반등,48,0.1575175345220281,0.10111951357741122,0.22902312732400681,0.8333333333333334
lv60+to20+on60cut,20,regime_약세,228,0.16566669264067607,0.11951244114236625,0.22237989036368047,0.7894736842105263
lv60+to20+on60cut,20,top50_excess,30,0.03365909406337862,0.017976178887840612,0.05091663715565912,0.7741935483870968
lv60+to20+on60cut,60,all_monthly,29,0.22321692929639242,0.17934436465431294,0.2714241963730565,0.9655172413793104
lv60+to20+on60cut,60,year_2024,12,0.20297891776213153,0.14162760314230896,0.25776966473526736,0.9166666666666666
lv60+to20+on60cut,60,year_2025,12,0.20727964649032946,0.15105984942353168,0.2637236581927644,1.0
lv60+to20+on60cut,60,year_2026,5,0.3100376357131699,0.16435114458087444,0.44913330554747766,1.0
lv60+to20+on60cut,60,regime_강세,297,0.19659043940977008,0.17006559056308523,0.2215695461542354,0.9932659932659933
lv60+to20+on60cut,60,regime_조정,56,0.27016834132718276,0.21889686411081388,0.3067911098061469,0.9821428571428571
lv60+to20+on60cut,60,regime_반등,48,0.2477254846903534,0.19461909034203517,0.2947612032828651,1.0
lv60+to20+on60cut,60,regime_약세,188,0.23071165163404625,0.1846786729162259,0.27092857445430546,0.898936170212766
lv60+to20+on60cut,60,top50_excess,29,0.0805755138173446,0.059102135741573664,0.10409218893968439,0.8387096774193549
lv60+size,5,all_monthly,31,0.09866487733053238,0.05176114963662188,0.14470750948259373,0.7741935483870968
lv60+size,5,year_2024,12,0.08123405406391636,0.022461771478021614,0.1411543968912487,0.6666666666666666
lv60+size,5,year_2025,12,0.14883923426427828,0.08229366203455073,0.21217303167364418,0.9166666666666666
lv60+size,5,year_2026,7,0.042533105329738245,-0.09290713493054714,0.15958491779301373,0.7142857142857143
lv60+size,5,regime_강세,297,0.12860089440648112,0.1125117626433423,0.15029560669971084,0.9292929292929293
lv60+size,5,regime_조정,56,0.1389396583498955,0.07025462324882303,0.19065439583686666,0.9107142857142857
lv60+size,5,regime_반등,60,0.13538697862636867,0.10304116956316955,0.1805657324831274,0.8666666666666667
lv60+size,5,regime_약세,231,0.09658655896833349,0.05628975855794119,0.13719203958963033,0.7575757575757576
lv60+size,5,top50_excess,31,0.009300255555053405,0.0022878445925279016,0.016342393024061572,0.6774193548387096
lv60+size,20,all_monthly,30,0.1733524538689598,0.12277939519288578,0.22538094185905375,0.9
lv60+size,20,year_2024,12,0.15140372676602123,0.08884435260807434,0.20362228187657883,0.9166666666666666
lv60+size,20,year_2025,12,0.17707900701400991,0.09418821222445607,0.2582804679469648,0.9166666666666666
lv60+size,20,year_2026,6,0.20979680178473692,0.06299509474280296,0.3514702095759114,0.8333333333333334
lv60+size,20,regime_강세,297,0.20376211992170848,0.1767594518505959,0.23025573381899286,0.9595959595959596
lv60+size,20,regime_조정,56,0.12640687809650425,0.07117700431542257,0.1606901888091954,0.8571428571428571
lv60+size,20,regime_반등,48,0.17743323520164225,0.13655712431070563,0.2272094431912169,0.9583333333333334
lv60+size,20,regime_약세,228,0.14635153318999558,0.10932412641426949,0.18961012983504816,0.8201754385964912
lv60+size,20,top50_excess,30,0.04118767220655435,0.02422160435395534,0.060987575933252325,0.7419354838709677
lv60+size,60,all_monthly,29,0.24514409256873443,0.2092535285142155,0.28364570265595374,1.0
lv60+size,60,year_2024,12,0.2066775994309535,0.16557387361128661,0.24599771840523524,1.0
lv60+size,60,year_2025,12,0.25321401473206157,0.2006378400930111,0.3120645283412247,1.0
lv60+size,60,year_2026,5,0.31809586290742375,0.2335722977566669,0.4026194280581805,1.0
lv60+size,60,regime_강세,297,0.24165679191399653,0.22065116408272878,0.2611545786836774,1.0
lv60+size,60,regime_조정,56,0.3023992863225246,0.26509336574669556,0.33681744967297317,1.0
lv60+size,60,regime_반등,48,0.25183567866921974,0.19372314437547028,0.30165342777273507,1.0
lv60+size,60,regime_약세,188,0.23366617147184707,0.1969451744661407,0.2712587461788637,0.9893617021276596
lv60+size,60,top50_excess,29,0.10031881636715961,0.07671325809779929,0.1263037654231196,0.9032258064516129
lv60+to20+lv20+upratio63,5,all_monthly,31,0.10809748017268199,0.05332018590836363,0.15729374152877446,0.8064516129032258
lv60+to20+lv20+upratio63,5,year_2024,12,0.10081366940569893,0.03236369990630893,0.1708672354111711,0.8333333333333334
lv60+to20+lv20+upratio63,5,year_2025,12,0.1548026090314906,0.09110577500954511,0.212256656145458,0.8333333333333334
lv60+to20+lv20+upratio63,5,year_2026,7,0.040518077729552536,-0.11607452059438184,0.16951867644785773,0.7142857142857143
lv60+to20+lv20+upratio63,5,regime_강세,297,0.1271790867777098,0.11025302759917135,0.15028851539255011,0.9124579124579124
lv60+to20+lv20+upratio63,5,regime_조정,56,0.1401207759539661,0.06447008560104381,0.20025225161008198,0.8928571428571429
lv60+to20+lv20+upratio63,5,regime_반등,60,0.13611620361488266,0.0980251364875907,0.1825384205815621,0.85
lv60+to20+lv20+upratio63,5,regime_약세,231,0.11078354143011662,0.06722820485218377,0.15824726226590438,0.7532467532467533
lv60+to20+lv20+upratio63,5,top50_excess,31,0.010515017438901656,0.00421913009521905,0.015900195320275503,0.7419354838709677
lv60+to20+lv20+upratio63,20,all_monthly,30,0.18073372040273514,0.1280875258249685,0.2372198260395784,0.8
lv60+to20+lv20+upratio63,20,year_2024,12,0.1675545448076714,0.08570164239349323,0.24249681348012436,0.75
lv60+to20+lv20+upratio63,20,year_2025,12,0.16508392198899885,0.08847363706928546,0.2414334925982291,0.8333333333333334
lv60+to20+lv20+upratio63,20,year_2026,6,0.23839166842033507,0.08010648309403468,0.39007215836218373,0.8333333333333334
lv60+to20+lv20+upratio63,20,regime_강세,297,0.1914536177469313,0.16591164322550778,0.21515561401639108,0.9393939393939394
lv60+to20+lv20+upratio63,20,regime_조정,56,0.13588658005659607,0.07795516626639275,0.1700587540324368,0.875
lv60+to20+lv20+upratio63,20,regime_반등,48,0.19043178400212227,0.1450102089625189,0.2508089611307981,0.9375
lv60+to20+lv20+upratio63,20,regime_약세,228,0.16946346909684176,0.1257341839114832,0.2231919097193113,0.8201754385964912
lv60+to20+lv20+upratio63,20,top50_excess,30,0.040164474439900635,0.025505221524333654,0.05720760188513517,0.8387096774193549
lv60+to20+lv20+upratio63,60,all_monthly,29,0.23888149429728878,0.20132253871579575,0.28063666175552554,1.0
lv60+to20+lv20+upratio63,60,year_2024,12,0.21441008432499664,0.15975527447178559,0.26123056005768497,1.0
lv60+to20+lv20+upratio63,60,year_2025,12,0.22467788851180306,0.17698218282104178,0.2773178497250743,1.0
lv60+to20+lv20+upratio63,60,year_2026,5,0.3317015321159557,0.20646288958212833,0.441738665023334,1.0
lv60+to20+lv20+upratio63,60,regime_강세,297,0.22097528914455927,0.19670164654014619,0.24235717154988254,1.0
lv60+to20+lv20+upratio63,60,regime_조정,56,0.2746922367209817,0.23025189289617104,0.3106528996908277,1.0
lv60+to20+lv20+upratio63,60,regime_반등,48,0.2642065137156111,0.21579829954790078,0.3043997453281989,1.0
lv60+to20+lv20+upratio63,60,regime_약세,188,0.24298575074068463,0.19747891392973269,0.28231325427145604,0.9627659574468085
lv60+to20+lv20+upratio63,60,top50_excess,29,0.09135979603891042,0.06813461682305574,0.11484279855889762,0.8387096774193549
