run_id,in_common,n_v_kospi,n_l_kospi,ic_v_kospi,exc_v_kospi,n_v_kosdaq,n_l_kosdaq,ic_v_kosdaq,exc_v_kosdaq,ic_l_kospi,exc_l_kospi,ic_vr_kospi,exc_vr_kospi,cover_kospi,ic_l_kosdaq,exc_l_kosdaq,ic_vr_kosdaq,exc_vr_kosdaq,cover_kosdaq,ic_v,ic_l,ic_vr,exc_v,exc_l,exc_vr
20260622,False,391,179,0.13093238087850137,-0.037706005257806055,911,215,0.22150020055159134,0.07182335924766058,0.4608209769035746,0.061335883518418434,0.15798265271697118,0.0218746777815922,1.0,0.3293054688983534,0.11036041040552809,0.19205307980142516,0.02719201314178829,1.0,0.17621629071504635,0.39506322290096396,0.17501786625919818,0.01705867699492726,0.08584814696197327,0.024533345461690247
20260623,False,530,160,0.008731307016437116,-0.04869972399914112,1080,170,0.21093518119028587,0.08123211590904612,0.3410395860685823,0.04680691617914461,-0.07579556895898573,-0.04090130488872944,1.0,0.35740744537619856,0.1050938364468329,0.23252895702723103,0.04750869967433677,1.0,0.1098332441033615,0.3492235157223904,0.07836669403412265,0.016266195954952503,0.07595037631298876,0.003303697392803666
20260624,False,520,187,0.02829421699856534,-0.01605349675310938,1050,171,0.22392613911113507,0.06676496037963152,0.3303400174367917,0.05268266174894734,-0.033544141373173623,-0.02628264522540861,1.0,0.5031275001407747,0.15403019983344157,0.3041911849838487,0.0464207489905587,1.0,0.1261101780548502,0.41673375878878316,0.13532352180533752,0.02535573181326107,0.10335643079119446,0.010069051882575047
20260625,True,532,191,0.04742113795800021,0.03563129227296287,1067,161,0.13971134458043508,0.062214630882988925,0.334566055000559,0.05335036578655092,0.06530007766190842,0.05262830405957278,1.0,0.4809152606090628,0.14055248603074244,0.19822639988480095,0.05351910524529498,1.0,0.09356624126921764,0.40774065780481095,0.1317632387733547,0.0489229615779759,0.09695142590864668,0.053073704652433884
20260627,True,529,193,0.014897452194579393,-0.0020228788637174713,1051,169,0.16450736006276168,0.07323196733091832,0.4263245596208171,0.07733617314243746,0.050095855967856866,-0.013003935851285078,1.0,0.37351000923709937,0.10385416288920232,0.09797487717610347,0.03138843551465209,1.0,0.08970240612867053,0.39991728442895824,0.07403536657198016,0.03560454423360042,0.09059516801581989,0.009192249831683506
20260629,True,337,51,0.003974987743138651,-0.04884076458062195,817,294,0.12744823290622526,0.06404838258136503,0.4243438914027149,0.031055303023724584,0.06652637378954404,-0.053617069037327075,1.0,0.31212481128288333,0.10555085291815783,0.11479203635373417,0.05455680181725156,1.0,0.06571161032468195,0.36823435134279914,0.0906592050716391,0.007603809000371539,0.0683030779709412,0.0004698663899622424
20260630,True,376,52,0.1772084212876374,-0.006861237229640563,807,288,0.19588714369335705,0.09145642789989653,0.4824553914454025,0.04986876164081727,0.06345004478078767,-0.005512829635852187,1.0,0.35135160832992834,0.137208712589798,0.12919398890122394,0.055752673689028975,1.0,0.18654778249049722,0.4169034998876654,0.0963220168410058,0.04229759533512798,0.09353873711530764,0.025119922026588394
20260701,True,279,39,0.19865009634292966,-0.0034220806233276543,725,275,0.17302241132913418,0.08364245966342682,0.23279352226720648,-0.011927797198373873,0.01782369004009928,-0.013873927698150306,1.0,0.2740529469389449,0.08088946658703153,0.12467544117292172,0.05937348604532975,1.0,0.18583625383603192,0.2534232346030757,0.0712495656065105,0.04011018952004958,0.034480834694328825,0.022749779173589724
20260706,True,359,174,0.05611022533829767,0.02941053811938702,831,216,0.07280355838623505,0.06917015543156316,0.08562978895012768,0.013986103206158673,0.1762072669793524,0.04361460264620507,1.0,0.19051454494942643,0.05306867425113193,0.13170647026980098,-0.007861621452746548,1.0,0.06445689186226636,0.13807216694977706,0.1539568686245767,0.049290346775475086,0.0335273887286453,0.01787649059672926
20260707,True,341,156,-0.023485897862417674,0.026383312320810016,855,202,0.026368415209552215,0.02129984644614267,0.017332770428745658,-0.004183908101279204,0.06727124258985427,0.030207834856131682,1.0,0.04433305370265656,0.004929317236200784,0.004613796404900591,-0.01993334451087741,1.0,0.0014412586735672705,0.030832912065701108,0.03594251949737743,0.023841579383476343,0.0003727045674607899,0.005137245172627137
20260708,True,374,129,-0.014527534744763168,0.028062719810760667,895,134,-0.004727440312392891,0.02209227518745295,0.0798650168728909,0.008603106680867958,0.014576621079282814,0.030843857247616693,1.0,0.14235089242462332,0.03681028969144144,-0.01162504179591414,0.026173811990698084,1.0,-0.009627487528578029,0.11110795464875711,0.0014757896416843375,0.02507749749910681,0.0227066981861547,0.02850883461915739
20260709,True,375,133,-0.021764847692984705,0.04418708987293764,853,186,-0.013035190608545567,0.035482840058184445,0.011146120677585162,-0.018162381831372965,0.05906385729714128,0.0567105791448593,1.0,0.20842394385068075,0.03610582561707129,0.025196026113784117,0.027585240628474374,1.0,-0.017400019150765136,0.10978503226413296,0.0421299417054627,0.03983496496556104,0.008971721892849163,0.042147909886666834
20260710,True,236,150,-0.07201899943074695,0.03167718308047468,637,300,-0.05265993645108406,0.003683037379061699,0.034683043851172435,0.029990434641432154,-0.06983768475792818,-0.008113492295230132,1.0,-0.008765200241166221,-0.01604864898466929,-0.04874820295460493,0.020559635429764633,1.0,-0.06233946794091551,0.012958921805003108,-0.05929294385626655,0.01768011022976819,0.006970892828381432,0.006223071567267251
20260713,True,257,135,-0.03296714624185705,0.017095064923648248,685,279,-0.09294939547005006,-0.04607156911919505,0.03118657156423327,0.03286942650457872,-0.018652608742101704,-0.010133191826003612,1.0,0.05108363811148909,0.005539138679324707,-0.07177242290231824,-0.013942342672852187,1.0,-0.06295827085595355,0.04113510483786118,-0.04521251582220997,-0.0144882520977734,0.019204282591951713,-0.0120377672494279
20260714,True,304,146,-0.05270757913875086,0.010238940025190962,758,225,-0.05757192328068785,-0.008310697573783318,-0.013624886758525547,0.007260553638703288,-0.08582605076495758,-0.005103527887005452,1.0,0.13060550765416276,0.007037629112221486,0.04830013880686739,0.013221357792395277,1.0,-0.055139751209719354,0.058490310447818605,-0.018762955979045096,0.000964121225703822,0.007149091375462387,0.004058914952694913
20260715,True,208,36,-0.07009565502253506,-0.010236361365128996,503,304,-0.03827861802012663,-0.012243782025657055,-0.06733617085269045,0.0019232883691676916,-0.10377237802536998,0.0008078107085279229,1.0,-0.045658228116113635,-0.05182511632306133,-0.09308505010946448,0.0023105912728695888,1.0,-0.05418713652133085,-0.056497199484402044,-0.09842871406741724,-0.011240071695393025,-0.02495091397694682,0.0015592009906987558
20260716,True,211,140,-0.17101140108319238,-0.052339520998543256,510,309,-0.03595745840126432,-0.025630184436771425,-0.14579133265903937,-0.01575811591082918,-0.2589371762216064,-0.05068196009872382,1.0,-0.04879971204946168,-0.027638864966908122,-0.1006486435023485,-0.025469972021961274,1.0,-0.10348442974222835,-0.09729552235425053,-0.17979290986197743,-0.03898485271765734,-0.02169849043886865,-0.038075966060342546
20260720,True,371,123,-0.08946092691826918,-0.0166472270580222,832,161,-0.09597066728791362,-0.017325850589514732,0.0749506648953322,0.013818519768818052,-0.04549208397645899,0.031101565874356737,1.0,0.1520545533961887,0.008002144695211467,-0.034929088769984,0.02132275180479766,1.0,-0.0927157971030914,0.11350260914576045,-0.040210586373221495,-0.016986538823768466,0.01091033223201476,0.0262121588395772
20260721,True,334,130,-0.14859207670762084,0.0424733706542582,793,200,-0.03219150690589082,-0.011234788791020162,-0.00805610764230197,0.0008688398771885403,-0.1257828439510777,0.015748758148271674,1.0,0.13482926427770403,0.04270407015243505,0.018175372214985407,0.014896157195339738,1.0,-0.09039179180675583,0.06338657831770103,-0.05380373586804614,0.015619290931619019,0.021786455014811794,0.015322457671805706
20260722,True,359,149,-0.09937206498681789,-0.023477513981875794,822,211,-0.010971372916886298,0.01610874064204058,0.13772104300409474,0.030988599898506542,-0.0012459317746267694,0.007767375998824844,1.0,0.05462101159849038,0.03533708685567721,-0.045679227393910386,-0.017558576184105522,1.0,-0.05517171895185209,0.09617102730129257,-0.02346257958426858,-0.003684386669917607,0.033162843377091876,-0.004895600092640339
20260723,True,163,103,-0.20723520943990117,-0.05628516715472018,446,235,-0.04089514417115858,-0.03795927155214758,-0.15230268351821882,-0.017753880826316716,-0.2044394351513659,-0.037872292707621796,1.0,0.003988424218374357,0.032393682668318186,-0.0008928610394791317,-0.005271017395999958,1.0,-0.12406517680552988,-0.07415712964992223,-0.10266614809542252,-0.04712221935343388,0.007319900921000735,-0.021571655051810877
20260724,True,235,129,-0.13046580090319715,-0.043886000681973195,636,266,-0.052018885402061024,-0.021517162534836168,-0.21571140816700235,0.006104520641809122,-0.12285100550720185,-0.009759160160089729,1.0,-0.025598627275568085,0.024289590531678132,-0.13528423585489965,-0.004232522903902969,1.0,-0.09124234315262908,-0.12065501772128522,-0.12906762068105077,-0.03270158160840468,0.015197055586743627,-0.006995841531996349
20260727,True,220,128,-0.05413382520743477,0.011847582453831135,548,265,-0.013000331313267206,-0.041238939496193755,-0.20827474690663664,-0.03433977993615828,-0.05012477444862516,-0.017260606949561108,1.0,-0.06563131581746623,-0.044866483186729256,0.011195931253605785,0.010842224955889795,1.0,-0.033567078260350984,-0.13695303136205145,-0.01946442159750969,-0.01469567852118131,-0.039603131561443766,-0.0032091909968356563
20260728,True,400,150,-0.08592810367956998,0.08795718198564756,826,251,-0.11020439140971396,-0.07731116116576,-0.4453364774170144,-0.10260600652321439,-0.15374525905642453,0.008701721431418369,1.0,-0.164335968525068,-0.05195425101290502,-0.08528928178919185,-0.08257748433115522,1.0,-0.09806624754464197,-0.3048362229710412,-0.11951727042280819,0.005323010409943776,-0.0772801287680597,-0.036937881449868426
20260729,True,491,125,-0.14214833328743237,0.06292163200962148,1029,158,-0.17151980926999125,-0.0512653606783228,-0.4484343036978756,-0.0699590420177247,-0.25541069061846666,-0.015321296908601983,1.0,-0.19274997262083982,-0.05176466947754885,-0.22139477852302208,-0.05282781409142029,1.0,-0.1568340712787118,-0.3205921381593577,-0.23840273457074437,0.005828135665649339,-0.06086185574763677,-0.034074555500011136
20260730,True,397,124,-0.04988440915863923,-0.04729915868876218,967,174,-0.06662733488786542,-0.027334518230216626,-0.23855767101900913,-0.01923426730564444,-0.15039390695087168,-0.005989381297676649,1.0,-0.09219474609367266,0.0020537231302184683,-0.08609884748285197,0.024484038482003603,1.0,-0.058255872023252324,-0.1653762085563409,-0.11824637721686182,-0.0373168384594894,-0.008590272087712986,0.009247328592163477
20260731,True,288,146,0.0009834962402643398,-0.00037505166574811066,747,297,-0.04962735401516431,0.010627402452433946,-0.202050740168958,-0.018783690412933665,-0.06590146819327175,-0.016829784637858364,1.0,-0.04167676193289996,0.022027826171601442,-0.010864262370043452,0.023011468170251625,1.0,-0.024321928887449988,-0.12186375105092898,-0.0383828652816576,0.0051261753933429174,0.0016220678793338883,0.003090841766196631
20260803,True,241,139,-0.015349394729995516,-0.016940083254223286,526,242,0.0109920957693612,0.0714130675543534,-0.12498344646032816,0.001091188721242163,0.068318940258187,0.022940483405711698,1.0,0.010132849941363408,0.040492210421989486,0.08475398382002543,0.054821424983237554,1.0,-0.002178649480317158,-0.05742529825948238,0.07653646203910622,0.02723649215006505,0.020791699571615824,0.038880954194474626
20260804,True,117,14,-0.2762554508253367,-0.0034144728953217074,218,101,0.023438213696126826,0.023621690507438,-0.22050837269648552,-0.01708745567964395,-0.4207058663722774,-0.01708745567964395,1.0,-0.06271839289794524,-0.003518699358963328,-0.017233035433620963,0.028576892790823556,1.0,-0.12640861856460495,-0.1416133827972154,-0.2189694509029492,0.010103608806058146,-0.010303077519303639,0.005744718555589803
20260805,True,94,14,-0.2060339041968411,0.04531886057218083,186,85,0.0332361550271301,0.011497992262396079,-0.3652367446648629,0.04440684239755263,-0.221978021978022,0.04440684239755263,1.0,0.013595568865052515,0.05043046389651704,-0.027434226114283335,0.11112988504951463,1.0,-0.0863988745848555,-0.17582058789990518,-0.12470612404615267,0.028408426417288454,0.047418653147034834,0.07776836372353363
