factor,h,ic,lo,hi,n,pos,ic_강세,ic_조정,ic_반등,ic_약세,ic_2024,ic_2025,ic_2026,ic_KOSPI,ic_KOSDAQ,robust,ic_avoid_loss
ret_252,5,-0.004010879734167913,-0.021532396606696976,0.014380303902271858,519,0.48747591522157996,0.008377718255199907,-0.0038962390292796895,0.028639997573840194,-0.027715123027966523,-0.0046492342686418435,0.0003604444633765664,-0.010225413064568967,0.001162457129636607,-0.01911715464126376,False,
ret_252,20,0.0021671642657648776,-0.03499771071586468,0.036751903287491075,504,0.5476190476190477,0.018280271553948832,0.052981214154301313,0.01738588830348505,-0.03334524077953842,0.004337360074919303,0.011871030494227783,-0.016060730339671484,0.018936227224581298,-0.026760302958756067,False,-0.07146265448197033
ret_252,40,0.008394849498531887,-0.024284220891698727,0.057004839647913884,484,0.5991735537190083,0.0270420899764951,0.04620464580941794,-0.0004783127958170629,-0.027363723662142944,0.01800384277505147,0.024569484452340737,-0.03272492171063535,0.032960370308017566,-0.028072608755585326,False,
ret_252,60,0.027080701141552206,-0.007336862567897136,0.08190460895960532,464,0.6573275862068966,0.033211468778545424,0.03081906176640684,0.016431341591908087,0.017873460873240085,0.03990270184642018,0.03444469987235774,-0.005034888923828654,0.0631347444071493,-0.019201749285895582,False,
down_beta,5,-0.007361930030623202,-0.029355681937364486,0.01699442954901824,644,0.4658385093167702,-0.007354941676859944,-0.00885940963808474,-0.030087942397595668,-0.001105029342447848,-0.02788334180699971,0.020162940903653455,-0.017828982515807265,0.005776945385844758,0.005533687124787383,False,
down_beta,20,-0.007982948902744012,-0.06202914122831048,0.03855294664637418,629,0.492845786963434,0.008169783303734132,-0.01754081924293212,-0.014815995677500362,-0.02523792469697721,-0.05257676974151622,0.0434310771806783,-0.018901144899441794,0.011619389451091557,0.007367927806442838,False,-0.008749519210292938
down_beta,40,-0.015615304420880924,-0.06900742905279432,0.059247022675713794,609,0.47783251231527096,0.005772386867143286,0.021865202461064943,-0.03167109510774353,-0.052540183002432655,-0.06164308092079318,0.05721249432046086,-0.0675953843349145,0.02214756155500769,-0.0010544817576103873,False,
down_beta,60,-0.011579475762914421,-0.06553002730442556,0.0787459348365547,589,0.4770797962648557,0.019908626576009694,-0.04556766747830594,-0.021531025536361142,-0.04865901443032452,-0.06762338257058473,0.07117592455548645,-0.07325028756855965,0.035519358387070224,0.0037733578650366393,False,
lv60,5,-0.11489659605208835,-0.13764733379846839,-0.09311354185256507,644,0.17391304347826086,-0.11499991947488704,-0.1346701252346241,-0.12139212157492692,-0.10828301933276567,-0.11534205104435784,-0.10949027393521778,-0.12248924753417009,-0.08898831810822318,-0.10300211195241821,True,
lv60,20,-0.16095488006390932,-0.20310183343050106,-0.12401954396325228,629,0.1383147853736089,-0.16752212055057067,-0.12257112768464216,-0.168499537948714,-0.1602394244947423,-0.16754135905919132,-0.1437232067828318,-0.17887770565252442,-0.12230546771144334,-0.14338321515648034,True,-0.26462206636585206
lv60,40,-0.19029208623176216,-0.23310778499419466,-0.13873066312735297,609,0.07717569786535304,-0.1880261716989632,-0.13681402407798207,-0.2260339640878195,-0.1996773648844652,-0.1840426637459498,-0.16460067310511858,-0.253236647721079,-0.13579406090354004,-0.1666833419034316,True,
lv60,60,-0.20917945722038678,-0.23734349121250775,-0.15461761433099952,589,0.01697792869269949,-0.18863419409917703,-0.2388926661351481,-0.23841582854190188,-0.22532125309453546,-0.21307015272861282,-0.1732055204647906,-0.28448395227715495,-0.13557668802613942,-0.18507531370757843,True,
to20,5,-0.11455372699318984,-0.13415040713169638,-0.0957288545601591,644,0.16925465838509315,-0.10749636990876583,-0.13478100048699987,-0.12282776036335588,-0.11657479078630932,-0.1117243774879796,-0.10577017792466256,-0.13237638619480313,-0.09586921771904111,-0.09408547859134045,True,
to20,20,-0.1663444589485508,-0.20685533766536332,-0.13287044664586395,629,0.09697933227344992,-0.17302265951384763,-0.12693729268353446,-0.16309640584641244,-0.16800797777245605,-0.1644964074094209,-0.1493178452858507,-0.19831204693401314,-0.14010891940403047,-0.13243267945048448,True,-0.2133965245407027
to20,40,-0.19737797343597874,-0.2380541621506657,-0.14429082050609424,609,0.08374384236453201,-0.19692266850833853,-0.17126492360299686,-0.23032479895291094,-0.1974554192501296,-0.1793485864881886,-0.18730856529676002,-0.2529549424193262,-0.1582858027600797,-0.15025536028197736,True,
to20,60,-0.21463197168126036,-0.24619197117417824,-0.15656694563338333,589,0.030560271646859084,-0.1974606381491925,-0.26235149476227065,-0.2378560155935238,-0.22161515603604193,-0.20161223231169256,-0.20192370264728918,-0.27533311257830473,-0.1606984043585053,-0.16016066841801718,True,
nh252,5,0.03601769606789449,0.01621546103092564,0.05542027088326087,644,0.6288819875776398,0.05307840874274372,0.04032213009047005,0.06330589236596187,0.005951151706082802,0.02869817625612435,0.02988998165645067,0.05670674493904204,0.02853557182733759,0.014054720130747149,True,
nh252,20,0.0566225228489994,0.029859604010597215,0.08833078699342009,629,0.7360890302066773,0.07449886666265926,0.08181983918374382,0.0644615054772363,0.02549710621058697,0.04537889041632876,0.051926133559190665,0.0837551978259599,0.049701732442659546,0.022550886491403126,True,0.030756831303075872
nh252,40,0.08153267806099025,0.04592157013035299,0.11512141354489971,609,0.8325123152709359,0.10205820326142652,0.09685330827690504,0.07589909974906171,0.049399867879989144,0.057428320345135384,0.08531548505288455,0.12190685684660134,0.0687927869315898,0.04032681728887209,True,
nh252,60,0.10194863045790419,0.0589824409257177,0.13958401173038118,589,0.8488964346349746,0.11548486554650313,0.1350849604303704,0.08182107918479047,0.07583281216714596,0.07472800925852227,0.1121012805142741,0.14257863297254164,0.0927660239096561,0.051021016748760493,True,
mom12_1,5,0.012827673153036713,-0.003935244748923368,0.0317948581932292,519,0.5433526011560693,0.021578124171190552,0.005162085353609458,0.0471540698875521,-0.00476111047714446,0.018037332123685412,0.017681798674871768,0.00146914281258559,0.01685566192776021,0.0009545958207979801,False,
mom12_1,20,0.025196116280219397,-0.015181063473954702,0.05706333438465171,504,0.6547619047619048,0.03520653428456153,0.0535944921378149,0.05961168865436852,-0.000329166739703842,0.040114671313367614,0.032087019651154305,0.0011198458976257966,0.03673266730120367,0.0019035325452560182,False,-0.02593590508975815
mom12_1,40,0.034673549550269286,0.0015425839690987686,0.08734692893510357,484,0.6818181818181818,0.05052233988940669,0.0563319810433822,0.045196023325461965,0.0035544390462116148,0.055198192346656134,0.04987479531223586,-0.015091767255957933,0.05138511251444534,0.003151205836920815,False,
mom12_1,60,0.051712187291299234,0.018949276714713352,0.10347254821551764,464,0.7586206896551724,0.05217817082229532,0.04338190790600598,0.060049384718264626,0.05155209532799817,0.07434262055561174,0.05248582556521633,0.023748672526822247,0.07834310065304735,0.010867309138105106,True,
size,5,0.07042693447349917,0.056473826915757065,0.08639689770988476,644,0.7888198757763976,0.08611401099529661,0.07955667205629362,0.0951372585106289,0.04162630038761988,0.05207174153753552,0.08515389432381895,0.0762164458190545,0.07154137528799843,0.02413049465707546,True,
size,20,0.11072130820803479,0.08256462900829624,0.14488762017548468,629,0.8410174880763116,0.15049014997063803,0.07220079787688653,0.11867262012526965,0.06670437664235002,0.08751648400311023,0.13775742332779725,0.10456212811725922,0.1179281458046347,0.03789801129861693,True,0.06777330226648774
size,40,0.14411399143878384,0.10858100838763741,0.19156705287791764,609,0.8834154351395731,0.1677353482090306,0.17064799826261043,0.16229815487569804,0.09904530303556529,0.10763554283040044,0.19091743475216444,0.1243929197201452,0.15640703806900252,0.05041052911883174,True,
size,60,0.17130262498862517,0.12033145802653288,0.22581302164989164,589,0.9575551782682513,0.18452192253530844,0.21419358991986676,0.16404481773329063,0.1394959725457613,0.11819672682753637,0.22785592135094793,0.16423409519856252,0.19028881653023264,0.06011779225491624,True,
max5_21,5,-0.0999691928721678,-0.1160407439999618,-0.08387174716547545,644,0.16459627329192547,-0.09613583954160847,-0.11052316284162475,-0.11176934738225643,-0.09927427663961895,-0.10358062243192429,-0.09777137532761947,-0.09775832599368756,-0.08491012550871851,-0.08720235887591427,True,
max5_21,20,-0.1385125285916425,-0.16680600046629965,-0.11196600341005909,629,0.08108108108108109,-0.1377186960382007,-0.09609963032958313,-0.1536119594450026,-0.1467849754779858,-0.1506361652422044,-0.12888960519080433,-0.13411099097112314,-0.11735648009033996,-0.12002197594681119,True,-0.2279894439839031
max5_21,40,-0.15883699563306308,-0.1902120045566774,-0.11704837779780064,609,0.06896551724137931,-0.15362647472459,-0.10659825118612512,-0.1916486911447668,-0.1727693658940403,-0.15745974533293897,-0.14487275312555364,-0.18904346522694582,-0.12748085780040277,-0.13110615484564267,True,
max5_21,60,-0.16667084871474536,-0.19112070509960818,-0.12075248842071526,589,0.025466893039049237,-0.14646699403471344,-0.18120065949355996,-0.19680453219080044,-0.18656690525466668,-0.1739768750183149,-0.13842123724837824,-0.2157362424699867,-0.1209579223612435,-0.13683563201588733,True,
rsi14,5,-0.03681410440780715,-0.05249061115875859,-0.02128939504857462,644,0.36180124223602483,-0.013135065769052053,-0.05141461435551515,-0.02816458089036289,-0.06596569457960486,-0.04811125632199766,-0.026652418130265015,-0.034931971573014184,-0.036194866226239686,-0.04260205074063922,True,
rsi14,20,-0.04266788286289635,-0.06190647762553537,-0.01403306381009533,629,0.3656597774244833,-0.0185617824528062,-0.02567500148489991,-0.0142269204435301,-0.0842305117010286,-0.06449689745025594,-0.021283274419369974,-0.04161051002385886,-0.041382168438278216,-0.05020224735371779,True,-0.10631107962802269
rsi14,40,-0.038319097821146106,-0.06156699063957822,-0.004074844145733254,609,0.35960591133004927,-0.021106611197087177,-0.01927623433264473,-0.029443376252022396,-0.07007171088854763,-0.06016278560190562,-0.01671994837020144,-0.03748279171239235,-0.03627424007833205,-0.044838118521092186,True,
rsi14,60,-0.0230964807440781,-0.05254161676668342,0.01820707903655,589,0.42784380305602715,-0.0020001092798473973,-0.014433594110557535,-0.03169894405199184,-0.05680831977372604,-0.051768852539455526,0.00795931014230429,-0.028139613524975658,-0.014711371853928215,-0.03292807333507661,False,
