factor,h,cut,n,ic,lo,hi,pos
mom12_1,60,regime_약세,145,0.05155209532799817,0.02789839089791401,0.0804234891496179,0.8827586206896552
mom12_1,60,mkt_KOSPI,23,0.06806722029851409,0.009508313501560364,0.1180601634492124,0.6956521739130435
mom12_1,60,mkt_KOSDAQ,23,0.013143013820105047,-0.02600034676011732,0.04856676375226324,0.5652173913043478
mom21,5,all_monthly,31,-0.06110493037803079,-0.10791809510179481,-0.01903181866669236,0.41935483870967744
mom21,5,all_daily_block5,644,-0.02646134743054203,-0.04394191585426026,-0.008679938231111765,0.4114906832298137
mom21,5,year_2024,12,-0.06142843885849849,-0.13002857998953166,0.001051223925095981,0.4166666666666667
mom21,5,year_2025,12,-0.05882184285002263,-0.13684706153285395,0.01106475335888038,0.5
mom21,5,year_2026,7,-0.06446420874524302,-0.1604834313967674,0.02567437842315003,0.2857142857142857
mom21,5,regime_강세,297,-0.016127498314380814,-0.034544993235030366,0.0035672427433375412,0.4478114478114478
mom21,5,regime_조정,56,-0.03163376943376823,-0.07997011978733148,0.015810332706047224,0.4642857142857143
mom21,5,regime_반등,60,-0.03667057231425148,-0.06778560460766095,-0.01751927488725365,0.2833333333333333
mom21,5,regime_약세,231,-0.035842057656934455,-0.07297139222931788,0.004275671278686849,0.3852813852813853
mom21,5,mkt_KOSPI,31,-0.07081362804987971,-0.11532064030133188,-0.02843175807660064,0.3548387096774194
mom21,5,mkt_KOSDAQ,31,-0.05706023081756796,-0.1071377651717455,-0.015602542257058455,0.3548387096774194
mom21,20,all_monthly,30,-0.05419363703120781,-0.0855255424803123,-0.02215673315360442,0.3333333333333333
mom21,20,all_daily_block5,629,-0.0319500144246306,-0.048572005065874294,-0.01363417262739947,0.4117647058823529
mom21,20,year_2024,12,-0.07147312531897082,-0.12602021349649006,-0.015725560640048583,0.3333333333333333
mom21,20,year_2025,12,-0.04549805721750582,-0.08994787999726846,-0.0019291188347241486,0.25
mom21,20,year_2026,6,-0.03702582008308574,-0.11540509939012732,0.051789896632306535,0.5
mom21,20,regime_강세,297,-0.02401511636097141,-0.04267305018180947,-0.00521509493082779,0.43434343434343436
