basket,k,cut,cost_rt,n,ret_per20d,lo,hi,excess_per20d,ew_per20d,win
과매도프록시top20(RSI최저),60,반등,0.005,48,-0.0044398568913658724,-0.024211360725738193,0.012105410550226759,0.009475032800351084,-0.012248223025050289,0.3125
과매도프록시top20(RSI최저),60,반등,0.008,48,-0.0054398568913658725,-0.025211360725738194,0.011105410550226761,0.009475032800351084,-0.012248223025050289,0.3125
과매도프록시top20(RSI최저),60,약세,0.0,188,0.0025238968227624036,-0.012628494644984816,0.02373361857057877,0.006962303669789339,-0.004438406847026935,0.4946808510638298
과매도프록시top20(RSI최저),60,약세,0.005,188,0.0008572301560957399,-0.01429516131165148,0.022066951903912103,0.006962303669789339,-0.004438406847026935,0.4946808510638298
과매도프록시top20(RSI최저),60,약세,0.008,188,-0.00014276984390426093,-0.015295161311651482,0.021066951903912105,0.006962303669789339,-0.004438406847026935,0.4946808510638298
조용함top20&RSI<50,1,전체,0.0,648,0.006501263845373785,-0.01003054231432358,0.022856861641335203,0.00668191617106447,-0.00018065232569068973,0.5231481481481481
조용함top20&RSI<50,1,전체,0.005,648,-0.09349873615462621,-0.11003054231432358,-0.07714313835866479,0.00668191617106447,-0.00018065232569068973,0.5231481481481481
조용함top20&RSI<50,1,전체,0.008,648,-0.15349873615462623,-0.1700305423143236,-0.1371431383586648,0.00668191617106447,-0.00018065232569068973,0.5231481481481481
조용함top20&RSI<50,1,강세,0.0,297,-0.0002064704876032273,-0.01824057639826278,0.01812555929272338,-0.003119880511489045,0.0029134100238858178,0.47474747474747475
조용함top20&RSI<50,1,강세,0.005,297,-0.10020647048760321,-0.11824057639826276,-0.08187444070727663,-0.003119880511489045,0.0029134100238858178,0.47474747474747475
조용함top20&RSI<50,1,강세,0.008,297,-0.16020647048760323,-0.17824057639826282,-0.14187444070727662,-0.003119880511489045,0.0029134100238858178,0.47474747474747475
조용함top20&RSI<50,1,조정,0.0,56,0.038073088235650136,-0.006261624943643687,0.08989128253941017,0.03459849354399307,0.0034745946916570785,0.6607142857142857
조용함top20&RSI<50,1,조정,0.005,56,-0.061926911764349855,-0.1062616249436437,-0.010108717460589821,0.03459849354399307,0.0034745946916570785,0.6607142857142857
조용함top20&RSI<50,1,조정,0.008,56,-0.12192691176434987,-0.16626162494364372,-0.07010871746058984,0.03459849354399307,0.0034745946916570785,0.6607142857142857
조용함top20&RSI<50,1,반등,0.0,64,0.0008593170604638701,-0.029959490754434406,0.03735579085707071,0.024766914550978646,-0.02390759749051477,0.421875
조용함top20&RSI<50,1,반등,0.005,64,-0.09914068293953612,-0.12995949075443441,-0.06264420914292927,0.024766914550978646,-0.02390759749051477,0.421875
조용함top20&RSI<50,1,반등,0.008,64,-0.15914068293953615,-0.1899594907544344,-0.12264420914292928,0.024766914550978646,-0.02390759749051477,0.421875
조용함top20&RSI<50,1,약세,0.0,231,0.009034854863871327,-0.0243289338321512,0.03722086907876649,0.007506008749072629,0.0015288461147987009,0.5800865800865801
조용함top20&RSI<50,1,약세,0.005,231,-0.09096514513612869,-0.12432893383215121,-0.06277913092123351,0.007506008749072629,0.0015288461147987009,0.5800865800865801
조용함top20&RSI<50,1,약세,0.008,231,-0.1509651451361287,-0.18432893383215124,-0.12277913092123353,0.007506008749072629,0.0015288461147987009,0.5800865800865801
조용함top20&RSI<50,5,전체,0.0,644,0.00679308039472512,-0.006626533708985589,0.0190769035273904,0.006261318500868446,0.0005317618938566724,0.5527950310559007
조용함top20&RSI<50,5,전체,0.005,644,-0.01320691960527488,-0.026626533708985586,-0.0009230964726095977,0.006261318500868446,0.0005317618938566724,0.5527950310559007
조용함top20&RSI<50,5,전체,0.008,644,-0.025206919605274884,-0.03862653370898559,-0.012923096472609598,0.006261318500868446,0.0005317618938566724,0.5527950310559007
조용함top20&RSI<50,5,강세,0.0,297,-0.0018266507066067596,-0.017731533590626947,0.014140390079254559,-0.0017804645164283875,-4.618619017837405e-05,0.48148148148148145
조용함top20&RSI<50,5,강세,0.005,297,-0.021826650706606766,-0.037731533590626955,-0.005859609920745443,-0.0017804645164283875,-4.618619017837405e-05,0.48148148148148145
조용함top20&RSI<50,5,강세,0.008,297,-0.03382665070660676,-0.04973153359062695,-0.01785960992074544,-0.0017804645164283875,-4.618619017837405e-05,0.48148148148148145
조용함top20&RSI<50,5,조정,0.0,56,0.027732110283952543,-0.005660375952699476,0.07152593103567609,0.021173693880964066,0.0065584164029884795,0.6428571428571429
조용함top20&RSI<50,5,조정,0.005,56,0.00773211028395254,-0.025660375952699474,0.051525931035676084,0.021173693880964066,0.0065584164029884795,0.6428571428571429
조용함top20&RSI<50,5,조정,0.008,56,-0.0042678897160474604,-0.03766037595269948,0.03952593103567609,0.021173693880964066,0.0065584164029884795,0.6428571428571429
조용함top20&RSI<50,5,반등,0.0,60,-0.006998074629671125,-0.037798149765130205,0.017452357152393114,0.005566111148820996,-0.012564185778492125,0.5
조용함top20&RSI<50,5,반등,0.005,60,-0.026998074629671128,-0.057798149765130195,-0.002547642847606884,0.005566111148820996,-0.012564185778492125,0.5
조용함top20&RSI<50,5,반등,0.008,60,-0.03899807462967112,-0.0697981497651302,-0.014547642847606885,0.005566111148820996,-0.012564185778492125,0.5
조용함top20&RSI<50,5,약세,0.0,231,0.016381581540883594,-0.0089707292542505,0.040045691449648924,0.013166205842750058,0.0032153756981335357,0.6363636363636364
조용함top20&RSI<50,5,약세,0.005,231,-0.0036184184591164046,-0.0289707292542505,0.020045691449648934,0.013166205842750058,0.0032153756981335357,0.6363636363636364
조용함top20&RSI<50,5,약세,0.008,231,-0.015618418459116407,-0.0409707292542505,0.008045691449648926,0.013166205842750058,0.0032153756981335357,0.6363636363636364
조용함top20&RSI<50,10,전체,0.0,639,0.005956355007581643,-0.006164750645408631,0.01664090836590344,0.005847322151118307,0.00010903285646333673,0.539906103286385
조용함top20&RSI<50,10,전체,0.005,639,-0.004043644992418357,-0.01616475064540863,0.006640908365903438,0.005847322151118307,0.00010903285646333673,0.539906103286385
조용함top20&RSI<50,10,전체,0.008,639,-0.010043644992418358,-0.02216475064540863,0.000640908365903437,0.005847322151118307,0.00010903285646333673,0.539906103286385
조용함top20&RSI<50,10,강세,0.0,297,-0.002578734271210037,-0.015707721439977628,0.014953182275738077,-0.0006287618591043516,-0.0019499724121056863,0.4882154882154882
조용함top20&RSI<50,10,강세,0.005,297,-0.012578734271210036,-0.02570772143997763,0.004953182275738075,-0.0006287618591043516,-0.0019499724121056863,0.4882154882154882
조용함top20&RSI<50,10,강세,0.008,297,-0.018578734271210044,-0.031707721439977625,-0.001046817724261924,-0.0006287618591043516,-0.0019499724121056863,0.4882154882154882
조용함top20&RSI<50,10,조정,0.0,56,0.02675022962395787,-0.00548448476165324,0.044346231399136155,0.009882849315093336,0.016867380308864536,0.6428571428571429
조용함top20&RSI<50,10,조정,0.005,56,0.016750229623957863,-0.015484484761653237,0.034346231399136146,0.009882849315093336,0.016867380308864536,0.6428571428571429
조용함top20&RSI<50,10,조정,0.008,56,0.010750229623957866,-0.021484484761653235,0.02834623139913615,0.009882849315093336,0.016867380308864536,0.6428571428571429
조용함top20&RSI<50,10,반등,0.0,55,0.0013555351232727919,-0.010066733923524581,0.027013529092271373,-0.001230722587847277,0.0025862577111200676,0.4727272727272727
조용함top20&RSI<50,10,반등,0.005,55,-0.008644464876727207,-0.020066733923524583,0.017013529092271367,-0.001230722587847277,0.0025862577111200676,0.4727272727272727
조용함top20&RSI<50,10,반등,0.008,55,-0.01464446487672721,-0.02606673392352458,0.011013529092271367,-0.001230722587847277,0.0025862577111200676,0.4727272727272727
조용함top20&RSI<50,10,약세,0.0,231,0.012984535228019076,-0.0073475236870811835,0.030380502269315098,0.014880655010411102,-0.0018961197823920211,0.5974025974025974
조용함top20&RSI<50,10,약세,0.005,231,0.0029845352280190784,-0.01734752368708118,0.020380502269315096,0.014880655010411102,-0.0018961197823920211,0.5974025974025974
조용함top20&RSI<50,10,약세,0.008,231,-0.0030154647719809226,-0.023347523687081182,0.014380502269315098,0.014880655010411102,-0.0018961197823920211,0.5974025974025974
조용함top20&RSI<50,20,전체,0.0,629,0.007257842790036748,-0.004527871517438823,0.015007376854992887,0.006403254374342696,0.0008545884156940519,0.5675675675675675
조용함top20&RSI<50,20,전체,0.005,629,0.0022578427900367464,-0.00952787151743882,0.010007376854992887,0.006403254374342696,0.0008545884156940519,0.5675675675675675
조용함top20&RSI<50,20,전체,0.008,629,-0.0007421572099632535,-0.012527871517438822,0.007007376854992885,0.006403254374342696,0.0008545884156940519,0.5675675675675675
조용함top20&RSI<50,20,강세,0.0,297,0.0046169084364661335,-0.008210208217198842,0.019340107067179254,0.00288854784993078,0.0017283605865353567,0.5387205387205387
조용함top20&RSI<50,20,강세,0.005,297,-0.0003830915635338644,-0.013210208217198845,0.014340107067179255,0.00288854784993078,0.0017283605865353567,0.5387205387205387
조용함top20&RSI<50,20,강세,0.008,297,-0.003383091563533866,-0.016210208217198846,0.011340107067179256,0.00288854784993078,0.0017283605865353567,0.5387205387205387
조용함top20&RSI<50,20,조정,0.0,56,0.0049935004829522135,-0.01328345654860126,0.01289776322701683,-0.006834492241982815,0.011827992724935026,0.5178571428571429
조용함top20&RSI<50,20,조정,0.005,56,-6.499517047786618e-06,-0.018283456548601258,0.00789776322701683,-0.006834492241982815,0.011827992724935026,0.5178571428571429
조용함top20&RSI<50,20,조정,0.008,56,-0.0030064995170477862,-0.02128345654860126,0.004897763227016831,-0.006834492241982815,0.011827992724935026,0.5178571428571429
조용함top20&RSI<50,20,반등,0.0,48,0.006506441626624541,-0.010800882760954438,0.020799887303185403,0.007504082272987985,-0.0009976406463634445,0.5625
조용함top20&RSI<50,20,반등,0.005,48,0.0015064416266245405,-0.015800882760954437,0.015799887303185406,0.007504082272987985,-0.0009976406463634445,0.5625
조용함top20&RSI<50,20,반등,0.008,48,-0.0014935583733754604,-0.01880088276095444,0.012799887303185403,0.007504082272987985,-0.0009976406463634445,0.5625
조용함top20&RSI<50,20,약세,0.0,228,0.011412351246400741,-0.004555988393673634,0.023311458452677503,0.014001245203858459,-0.002588893957457713,0.618421052631579
조용함top20&RSI<50,20,약세,0.005,228,0.006412351246400745,-0.009555988393673635,0.018311458452677506,0.014001245203858459,-0.002588893957457713,0.618421052631579
조용함top20&RSI<50,20,약세,0.008,228,0.003412351246400746,-0.012555988393673636,0.015311458452677505,0.014001245203858459,-0.002588893957457713,0.618421052631579
조용함top20&RSI<50,40,전체,0.0,609,0.005736225892517357,-0.007267005739802148,0.013981204458766699,0.006054821601706079,-0.00031859570918872133,0.5665024630541872
조용함top20&RSI<50,40,전체,0.005,609,0.003236225892517358,-0.009767005739802149,0.0114812044587667,0.006054821601706079,-0.00031859570918872133,0.5665024630541872
조용함top20&RSI<50,40,전체,0.008,609,0.0017362258925173574,-0.011267005739802148,0.009981204458766699,0.006054821601706079,-0.00031859570918872133,0.5665024630541872
조용함top20&RSI<50,40,강세,0.0,297,0.0023879410295676922,-0.0054572165572619276,0.01235298536684092,-0.00029375660503387657,0.002681697634601567,0.5555555555555556
조용함top20&RSI<50,40,강세,0.005,297,-0.00011205897043230746,-0.007957216557261927,0.009852985366840922,-0.00029375660503387657,0.002681697634601567,0.5555555555555556
조용함top20&RSI<50,40,강세,0.008,297,-0.0016120589704323085,-0.009457216557261929,0.008352985366840922,-0.00029375660503387657,0.002681697634601567,0.5555555555555556
조용함top20&RSI<50,40,조정,0.0,56,0.0032045867381593554,-0.009166695425571655,0.013770456002027887,-0.005967092884605636,0.009171679622764991,0.4642857142857143
조용함top20&RSI<50,40,조정,0.005,56,0.0007045867381593547,-0.011666695425571656,0.011270456002027885,-0.005967092884605636,0.009171679622764991,0.4642857142857143
조용함top20&RSI<50,40,조정,0.008,56,-0.0007954132618406466,-0.013166695425571655,0.009770456002027885,-0.005967092884605636,0.009171679622764991,0.4642857142857143
조용함top20&RSI<50,40,반등,0.0,48,0.013198782687400509,0.0042898555175773165,0.024546547924775022,0.01739631726750374,-0.004197534580103235,0.6875
조용함top20&RSI<50,40,반등,0.005,48,0.010698782687400507,0.0017898555175773166,0.022046547924775024,0.01739631726750374,-0.004197534580103235,0.6875
조용함top20&RSI<50,40,반등,0.008,48,0.009198782687400507,0.00028985551757731634,0.020546547924775022,0.01739631726750374,-0.004197534580103235,0.6875
조용함top20&RSI<50,40,약세,0.0,208,0.009476657002064027,-0.0025201937711508736,0.021941034203466662,0.01573925980688365,-0.00626260280481962,0.5817307692307693
조용함top20&RSI<50,40,약세,0.005,208,0.0069766570020640285,-0.005020193771150874,0.019441034203466663,0.01573925980688365,-0.00626260280481962,0.5817307692307693
조용함top20&RSI<50,40,약세,0.008,208,0.00547665700206403,-0.006520193771150875,0.01794103420346666,0.01573925980688365,-0.00626260280481962,0.5817307692307693
조용함top20&RSI<50,60,전체,0.0,589,0.0045991267012367235,-0.005422293808949667,0.01719824166774013,0.004136372246701928,0.00046275445453479593,0.6061120543293718
조용함top20&RSI<50,60,전체,0.005,589,0.0029324600345700565,-0.007088960475616332,0.01553157500107346,0.004136372246701928,0.00046275445453479593,0.6061120543293718
조용함top20&RSI<50,60,전체,0.008,589,0.0019324600345700556,-0.008088960475616332,0.01453157500107346,0.004136372246701928,0.00046275445453479593,0.6061120543293718
조용함top20&RSI<50,60,강세,0.0,297,0.0013527952760408744,-0.005525258199731488,0.011168046029195414,-0.005227610476747143,0.006580405752788019,0.6161616161616161
조용함top20&RSI<50,60,강세,0.005,297,-0.0003138713906257919,-0.007191924866398152,0.009501379362528749,-0.005227610476747143,0.006580405752788019,0.6161616161616161
조용함top20&RSI<50,60,강세,0.008,297,-0.0013138713906257916,-0.008191924866398153,0.008501379362528748,-0.005227610476747143,0.006580405752788019,0.6161616161616161
조용함top20&RSI<50,60,조정,0.0,56,0.003286215144977589,-0.011094583123000547,0.023268834079569155,0.00791983911664847,-0.004633623971670883,0.5892857142857143
조용함top20&RSI<50,60,조정,0.005,56,0.0016195484783109236,-0.012761249789667212,0.021602167412902485,0.00791983911664847,-0.004633623971670883,0.5892857142857143
조용함top20&RSI<50,60,조정,0.008,56,0.0006195484783109228,-0.013761249789667213,0.020602167412902488,0.00791983911664847,-0.004633623971670883,0.5892857142857143
조용함top20&RSI<50,60,반등,0.0,48,0.00346187914474125,-0.0042474118472741575,0.010096837604442065,0.015710102169791542,-0.012248223025050289,0.5416666666666666
조용함top20&RSI<50,60,반등,0.005,48,0.0017952124780745843,-0.0059140785139408245,0.008430170937775398,0.015710102169791542,-0.012248223025050289,0.5416666666666666
조용함top20&RSI<50,60,반등,0.008,48,0.0007952124780745838,-0.006914078513940824,0.007430170937775399,0.015710102169791542,-0.012248223025050289,0.5416666666666666
조용함top20&RSI<50,60,약세,0.0,188,0.010409080760521093,-0.0007884542995337184,0.021349070473892444,0.014847487607548027,-0.004438406847026935,0.6117021276595744
조용함top20&RSI<50,60,약세,0.005,188,0.008742414093854425,-0.002455120966200385,0.01968240380722577,0.014847487607548027,-0.004438406847026935,0.6117021276595744
조용함top20&RSI<50,60,약세,0.008,188,0.007742414093854425,-0.0034551209662003852,0.018682403807225773,0.014847487607548027,-0.004438406847026935,0.6117021276595744
