basket,k,cut,cost_rt,n,ret_per20d,lo,hi,excess_per20d,ew_per20d,win
과매도프록시top20(RSI최저),40,반등,0.008,48,0.008110571111851502,-0.01950100955342223,0.03172218092737782,0.016308105691954736,-0.004197534580103235,0.5
과매도프록시top20(RSI최저),40,약세,0.0,208,-0.0036320367603621356,-0.02513581382251932,0.027141406064181126,0.0026305660444574845,-0.00626260280481962,0.47596153846153844
과매도프록시top20(RSI최저),40,약세,0.005,208,-0.006132036760362137,-0.02763581382251933,0.024641406064181123,0.0026305660444574845,-0.00626260280481962,0.47596153846153844
과매도프록시top20(RSI최저),40,약세,0.008,208,-0.007632036760362137,-0.029135813822519327,0.023141406064181122,0.0026305660444574845,-0.00626260280481962,0.47596153846153844
과매도프록시top20(RSI최저),60,전체,0.0,589,-0.0038142140215430137,-0.01598202102622556,0.01090162665519699,-0.00427696847607781,0.00046275445453479593,0.4142614601018676
과매도프록시top20(RSI최저),60,전체,0.005,589,-0.005480880688209679,-0.017648687692892226,0.009234959988530326,-0.00427696847607781,0.00046275445453479593,0.4142614601018676
과매도프록시top20(RSI최저),60,전체,0.008,589,-0.006480880688209679,-0.01864868769289223,0.008234959988530325,-0.00427696847607781,0.00046275445453479593,0.4142614601018676
과매도프록시top20(RSI최저),60,강세,0.0,297,-0.007189594806681087,-0.01391581058603555,0.007801968350887103,-0.013770000559469104,0.006580405752788019,0.3939393939393939
과매도프록시top20(RSI최저),60,강세,0.005,297,-0.008856261473347752,-0.015582477252702214,0.006135301684220435,-0.013770000559469104,0.006580405752788019,0.3939393939393939
과매도프록시top20(RSI최저),60,강세,0.008,297,-0.009856261473347753,-0.016582477252702215,0.005135301684220435,-0.013770000559469104,0.006580405752788019,0.3939393939393939
과매도프록시top20(RSI최저),60,조정,0.0,56,-0.008082890589255756,-0.02034489471276845,0.01522782449092936,-0.0034492666175848746,-0.004633623971670883,0.3392857142857143
과매도프록시top20(RSI최저),60,조정,0.005,56,-0.009749557255922423,-0.022011561379435118,0.013561157824262695,-0.0034492666175848746,-0.004633623971670883,0.3392857142857143
과매도프록시top20(RSI최저),60,조정,0.008,56,-0.010749557255922424,-0.02301156137943512,0.012561157824262696,-0.0034492666175848746,-0.004633623971670883,0.3392857142857143
과매도프록시top20(RSI최저),60,반등,0.0,48,-0.002773190224699207,-0.022544694059071523,0.013772077216893427,0.009475032800351084,-0.012248223025050289,0.3125
