rcept_no,rcept_dt,ticker,corp_name,market,event_type,report_nm,corr,ext,trust,cancel,sub,dt,t,j,ok_t,ex5,raw5,exm5,ex20,raw20,exm20,ex60,raw60,exm60,pre20,react,year,regime,size_q,quiet_q,rsi
20250701000114,20250701,000100,유한양행,Y,buyback,주요사항보고서(자기주식취득결정),False,False,False,False,buyback_direct,2025-07-01,489,6,True,0.017126321384279164,0.024390243902439046,0.008091706417326573,0.14260673484307973,0.12382739212007499,0.12295279426965043,0.13350646507097053,0.10694183864915563,0.08266104662392547,-0.05839830677110647,0.01923516120411084,2025,강세,대,상위20,50.54405973698301
20240730000189,20240730,000100,유한양행,Y,buyback,[연장결정]주요사항보고서(자기주식취득신탁계약체결결정),False,True,True,False,buyback_trust,2024-07-30,269,6,True,0.022137821852344586,-0.05932203389830504,0.013685723709139912,0.5219964787241109,0.45233050847457634,0.5124704081104378,0.5400600013330061,0.4279661016949152,0.520188521123915,0.30772854596384003,-0.009157249294460823,2024,약세,대,하위50,68.27379122975589
20250327000394,20250327,000100,유한양행,Y,buyback,주요사항보고서(자기주식취득신탁계약해지결정),False,False,True,False,buyback_trust,2025-03-27,426,6,True,-0.012531899457654316,-0.03771929824561404,-0.026536464450544698,-0.017494579144490485,0.00877192982456143,-0.04835228627977947,-0.16070965068643084,-0.09122807017543855,-0.24512762051499076,-0.0033060883174521605,-0.026019559988681384,2025,약세,대,하위50,43.82088861682454
20250730000149,20250730,000100,유한양행,Y,buyback,주요사항보고서(자기주식취득신탁계약해지결정),False,False,True,False,buyback_trust,2025-07-30,510,6,True,-0.044677831952053215,-0.04995766299745974,-0.047630929874153544,0.0007558400159386469,-0.0389500423370025,-0.017284817578813762,0.03522291169048908,-0.0008467400508044287,-0.04767619283886605,0.12382739212007499,-0.019102990033222578,2025,강세,대,하위50,58.257931192228945
20260312001082,20260312,000140,하이트진로홀딩스,Y,buyback,주요사항보고서(자기주식취득신탁계약해지결정),False,False,True,False,buyback_trust,2026-03-12,658,9,False,0.0066886268540713445,0.017524644030668224,-0.006974130919403571,0.01617163842535918,0.005476451259583737,-0.015051671554778524,0.05250267795022284,-0.11829134720700984,-0.019280326414754176,-0.01279125490795735,-0.0036496350364962904,2026,강세,,,42.801408577224365
20250214002676,20250214,000150,두산,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2025-02-14,398,11,True,0.13583401184744637,0.14018691588785037,0.13252300647819187,0.10081787248239071,0.06853582554517135,0.08602334048323378,0.31000892191527357,0.2601246105919004,0.27460290536141335,0.14437707180248693,-0.03858024799888404,2025,강세,대,하위50,66.8848302299846
20260210000849,20260210,000150,두산,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2026-02-10,640,11,True,0.20667665543296632,0.22222222222222232,0.1890641911444806,0.2724414660378919,0.20915032679738554,0.22531181207499987,0.8931315216144937,0.855119825708061,0.772587907747902,0.005353281552037625,0.029307243873475164,2026,강세,대,하위50,54.19061627011837
20240513000603,20240513,000180,성창기업지주,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2024-05-13,215,14,False,0.019322640577651484,0.0036307053941908585,0.009456403230574877,0.006060810434678321,-0.02541493775933612,-0.02625854099443762,0.059725931375156915,-0.12240663900414939,0.02480452132834573,-0.04870718731654311,-0.0117888262429523,2024,반등,,,43.01533536667081
20250411000966,20250411,000220,유유제약,Y,buyback,주요사항보고서(자기주식취득결정),False,False,False,False,buyback_direct,2025-04-11,437,17,False,0.012206383162216783,0.027502750275027577,0.0025053922958784176,-0.028788204907447268,0.01650165016501659,-0.03473861252998424,-0.07453632687212375,0.0264026402640265,-0.14079356078052513,0.06586809644827363,0.04508998274303555,2025,약세,,,56.02971416666417
20250415000084,20250415,000220,유유제약,Y,cb,주요사항보고서(자기전환사채만기전취득결정),False,False,False,False,cb,2025-04-15,439,17,False,-0.012242945541312666,0.016146393972013007,-0.016017698086144568,-0.05150092354860458,-0.03982777179763186,-0.06631935640208818,-0.08779525070543182,0.008611410118406937,-0.1605198479585758,0.07136465324384778,0.02576867856277154,2025,약세,,,63.25853059896311
20251219000359,20251219,000230,일동홀딩스,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2025-12-19,606,20,True,0.01579935329004578,-0.01042442293373047,0.005126834295670792,-0.11549067718603667,-0.12062546537602381,-0.16880796569471393,-0.2569808523738206,-0.2137006701414743,-0.36633002493434996,-0.0718929732433109,-0.02365600732369466,2025,강세,소,하위50,55.23756293086849
20240617000243,20240617,000250,삼천당제약,K,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2024-06-17,238,22,True,0.06983283568736248,0.04664310954063611,0.06313908334911521,0.4170061257970787,0.37950530035335683,0.40314936219929104,0.09616258905378783,-0.09187279151943462,0.07227603599609121,0.09954810629072663,0.1579099286715831,2024,약세,대,하위50,56.62117162425964
20250827000610,20250827,000250,삼천당제약,K,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2025-08-27,529,22,True,0.02306420576198609,0.020408163265306145,0.013854264019736934,0.13911700138222627,0.15306122448979598,0.09891669882915619,0.09362282030716229,0.06887755102040827,0.028139092023714604,-0.14158117424371292,0.04886516223802295,2025,조정,대,하위50,59.826855115549655
20250827000604,20250827,000250,삼천당제약,K,eb,주요사항보고서(교환사채권발행결정),False,False,False,False,eb,2025-08-27,529,22,True,0.02306420576198609,0.020408163265306145,0.013854264019736934,0.13911700138222627,0.15306122448979598,0.09891669882915619,0.09362282030716229,0.06887755102040827,0.028139092023714604,-0.14158117424371292,0.04886516223802295,2025,조정,대,하위50,59.826855115549655
20240125000291,20240125,000270,기아,Y,buyback,주요사항보고서(자기주식취득결정),False,False,False,False,buyback_direct,2024-01-25,144,23,True,0.2812926741103702,0.2658898305084745,0.27832900508379177,0.20709691660462948,0.19279661016949157,0.1850270984575655,0.29109492428174855,0.23516949152542366,0.24637128310037815,-0.021613950216279376,0.07577916963582498,2024,조정,대,상위20,60.512278147516206
20250314001155,20250314,000270,기아,Y,buyback,주요사항보고서(자기주식취득결정),False,False,False,False,buyback_direct,2025-03-14,417,23,True,0.014486217716618732,-0.0010121457489878916,0.016641914650721568,-0.09687637419573192,-0.15991902834008098,-0.1188704969093433,-0.03603852260614937,-0.013157894736842146,-0.09809749459133622,0.06389316012725343,-0.02889422818463283,2025,약세,대,상위20,58.8267994791248
20250725000473,20250725,000270,기아,Y,buyback,주요사항보고서(자기주식취득결정),False,False,False,False,buyback_direct,2025-07-25,507,23,True,-0.0027352742044685074,-0.025592417061611417,-0.005487464514466281,0.006087216688483055,-0.023696682464455,-0.004333189533058305,0.08717730524619377,0.07677725118483414,0.013331033115718066,0.04736149172912474,0.01891109202219221,2025,강세,대,상위20,61.35997540428965
20231027000227,20231027,000270,기아,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2023-10-27,83,23,True,-0.04099732082333585,0.011523687580025532,-0.049212982503040945,0.022190312109542143,0.07682458386683733,0.008871959190872133,0.14820937313319926,0.19078104993597944,0.10371436668372046,0.09111071877827559,-0.046099951973331055,2023,약세,대,상위20,41.201967335778654
20241025000460,20241025,000270,기아,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2024-10-25,325,23,True,0.019895287958115127,0.019895287958115127,0.01731160551034678,0.07584271070443988,0.017801047120418856,0.06647278211312613,0.13946874559677974,0.07539267015706796,0.09871129433451176,-0.0642477829861487,0.047606553016525166,2024,약세,대,상위20,35.85116655694233
20251031000189,20251031,000270,기아,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2025-10-31,571,23,True,-0.017695603445929076,-0.03398470688190314,-0.017312403399130486,-0.015020391949216116,-0.04587935429056922,-0.028485475816748648,0.26684962920531907,0.3160577740016992,0.17060784173763693,0.18133961085462658,0.019035020856972562,2025,강세,대,상위20,72.95639757705146
20260320001182,20260320,000270,기아,Y,buyback_sell,주요사항보고서(자기주식처분결정),False,False,False,False,buyback_sell,2026-03-20,664,23,True,-0.05640106842410264,-0.06307977736549164,-0.06997421070779122,-0.09751610816991663,-0.026592455163883755,-0.14213320574927465,0.11811630661509598,-0.04205318491032772,0.04238598579056138,0.036363498728249066,-0.02123790656870367,2026,강세,대,50~80,53.66537330882033
20240913000851,20240919,000300,DH오토넥스,Y,cb,주요사항보고서(전환사채권발행결정),False,False,False,False,cb,2024-09-19,302,24,False,-0.020123250152160765,0.0,-0.03048659701232323,0.025028473804100226,0.0,0.012582547943904348,0.09144845936432133,0.0,0.05570005755551597,0.03314285714285714,-0.004823636253909136,2024,약세,,,65.99921540234132
20240913000834,20240919,000300,DH오토넥스,Y,paid_in,주요사항보고서(유상증자결정),False,False,False,False,paid_in,2024-09-19,302,24,False,-0.020123250152160765,0.0,-0.03048659701232323,0.025028473804100226,0.0,0.012582547943904348,0.09144845936432133,0.0,0.05570005755551597,0.03314285714285714,-0.004823636253909136,2024,약세,,,65.99921540234132
20250123000520,20250123,000300,DH오토넥스,Y,paid_in,주요사항보고서(유상증자결정),False,False,False,False,paid_in,2025-01-23,386,24,False,0.00399203187250996,0.0,-0.009610282513184106,-0.015936283085952963,0.0,-0.040983547606869834,0.01935483870967747,0.0,-0.015150860322815145,-0.03250931256349476,0.013731405537128927,2025,강세,,,65.99921540234138
20250415000573,20250416,000300,DH오토넥스,Y,paid_in,주요사항보고서(유상증자결정),False,False,False,False,paid_in,2025-04-16,440,24,False,-0.012820512820512775,0.0,-0.015627218899684176,-0.0011507479861909697,0.0,-0.017357114385371616,-0.08727272727272717,0.0,-0.15039040116057173,0.04095563139931746,0.0032102728731941976,2025,약세,,,65.99921540234138
20251017000377,20251017,000300,DH오토넥스,Y,paid_in,주요사항보고서(유상증자결정),False,False,False,False,paid_in,2025-10-17,561,24,False,-0.008595988538681931,0.0,-0.020195606704620138,0.02898550724637683,0.0,0.009781335333273303,0.029086681179497365,0.0,-0.044611133493304395,0.02333095045477057,0.006659267480577102,2025,강세,,,65.99921540234135
20240913000774,20240913,000300,DH오토넥스,Y,reduction,주요사항보고서(감자결정),False,False,False,False,reduction,2024-09-13,301,24,False,-0.03193928814936631,0.0,-0.0427247281967308,0.024995740107218223,0.0,0.010391382901099113,0.09200936621292122,0.0,0.056618208948267426,0.046206967635539054,-0.004485996981385187,2024,약세,,,65.99921540234132
20250124000627,20250124,000300,DH오토넥스,Y,reduction,주요사항보고서(감자결정),False,False,False,False,reduction,2025-01-24,387,24,False,-0.0010070534306243495,0.0,-0.012567858865467301,0.0035006024957621173,0.0,-0.019424981927333218,0.021410579345088165,0.0,-0.01133699933525955,-0.03874695446278442,0.004605102765499636,2025,강세,,,65.99921540234138
20250416000370,20250416,000300,DH오토넥스,Y,reduction,주요사항보고서(감자결정),False,False,False,False,reduction,2025-04-16,440,24,False,-0.012820512820512775,0.0,-0.015627218899684176,-0.0011507479861909697,0.0,-0.017357114385371616,-0.08727272727272717,0.0,-0.15039040116057173,0.04095563139931746,0.0032102728731941976,2025,약세,,,65.99921540234138
