code,strategy,buy,sell,hold_td,ret,pnl_at_sell,rsi_sell,rsi_chg5,rs_vs_mkt,after5,after5_mkt,after5_exc,closed5,after10,after10_mkt,after10_exc,closed10,after20,after20_mkt,after20_exc,closed20,hold40_ret,hold40_closed,sell_vs_hold40,type
373220,스윙,06-25,06-26,1,-5.9,-5.823863636363635,31.116688547170682,-15.544339470134005,-1.9585554036863013,9.351432880844634,5.582500167931448,3.7689327129131858,True,-1.6591251885369585,4.010958935655018,-5.670084124191977,True,0.4524886877828038,-1.5676574933735865,2.0201461811563903,True,2.840909090909083,True,-8.664772727272718,RSI급락
095340,스윙,06-18,06-25,5,0.3,-0.932642487046631,44.50747526043484,0.5083969314105659,11.37522950937634,-19.403765690376574,0.3960754460360816,-19.799841136412656,True,-25.83682008368201,-5.100830765493813,-20.735989318188196,True,-29.60251046025104,-5.882510703766886,-23.719999756484153,True,-16.424870466321238,True,15.492227979274606,기타
007660,스윙,06-23,06-25,2,3.5,1.3876040703052706,40.95289407061338,-5.911930879437733,2.911364602748334,9.306569343065686,0.3960754460360816,8.910493897029603,True,-16.240875912408757,-5.100830765493813,-11.140045146914943,True,-20.620437956204384,-5.882510703766886,-14.737927252437498,True,-2.8677150786308947,True,4.255319148936165,기타
099320,스윙,06-25,06-25,0,-4.9,0.0,25.242120566028518,-9.470827189338593,,-2.1201413427561877,0.3960754460360816,-2.5162167887922693,True,-6.360424028268552,-5.100830765493813,-1.2595932627747386,True,-7.302709069493519,-5.882510703766886,-1.420198365726633,True,-16.254416961130747,True,16.254416961130747,기타
460930,스윙,05-29,06-23,16,-22.9,-21.63705583756346,28.06328140866087,-12.623355850723073,-4.537530641716671,-2.1862348178137703,0.7585308645233768,-2.944765682337147,True,-4.291497975708502,-2.528207763760948,-1.7632902119475542,True,2.348178137651824,-8.274489213534775,10.6226673511866,True,-10.659898477157359,True,-10.9771573604061,RSI급락
272550,스윙,05-18,06-23,24,-19.0,-20.368574199806012,23.86390365416638,-14.363040800364821,1.574738920298966,1.0962241169305775,0.7585308645233768,0.3376932524072007,True,5.968331303288665,-2.528207763760948,8.496539067049614,True,4.506699147381243,-8.274489213534775,12.781188360916019,True,-16.97381183317168,True,-3.394762366634332,RSI급락
004980,스윙,05-19,06-23,23,-18.3,-16.631130063965884,32.59941290706112,-12.958817480292204,3.850215128164489,3.324808184143224,0.7585308645233768,2.5662773196198474,True,16.36828644501278,-2.528207763760948,18.89649420877373,True,-0.6393861892583175,-8.274489213534775,7.635103024276457,True,-10.021321961620465,True,-6.6098081023454185,RSI급락
249420,스윙,05-18,06-23,24,-20.6,-22.710280373831772,25.624629968718907,-12.197201101481639,-0.7669672537267935,2.1765417170495738,0.7585308645233768,1.418010852526197,True,-2.962515114873032,-2.528207763760948,-0.4343073511120843,True,-18.681983071342202,-8.274489213534775,-10.407493857807427,True,-32.757009345794394,True,10.046728971962622,RSI급락
000390,스윙,05-22,06-23,20,-21.4,-22.580645161290324,26.41428003268824,-6.848420454729393,0.9595858791297012,3.0000000000000027,0.7585308645233768,2.241469135476626,True,1.1666666666666714,-2.528207763760948,3.6948744304276193,True,-3.0000000000000027,-8.274489213534775,5.274489213534772,True,-24.903225806451612,True,2.3225806451612883,손실컷
042370,스윙,06-01,06-23,15,-26.3,-24.085850556438793,28.399623409829758,-11.066987510024674,-9.34022251049418,-1.7801047120418856,0.7585308645233768,-2.5386355765652624,True,-7.958115183246073,-2.528207763760948,-5.429907419485125,True,-18.53403141361256,-8.274489213534775,-10.259542200077785,True,-46.89984101748807,True,22.81399046104928,RSI급락
