cut,key,metric,n,mean,lo,hi,pos
type_regime,"('buyback_sell', '조정')",react,78,0.002407204670021905,-0.014827786755153928,0.025082237005189693,0.5
type_regime,"('buyback_sell', '조정')",ex5,78,0.006193746431156535,-0.014818785526565112,0.028925184202363168,0.5512820512820513
type_regime,"('buyback_sell', '조정')",ex20,78,0.03475049376136263,-0.00911849231047271,0.08503901073413239,0.5
type_regime,"('buyback_sell', '조정')",ex60,78,0.18490277903361613,0.0488480814934599,0.33230595655874584,0.5128205128205128
type_regime,"('buyback_sell', '조정')",raw20,78,0.02492117870031243,-0.024057638177217136,0.07663068209568533,0.5256410256410257
type_regime,"('buyback_sell', '조정')",exm20,78,0.001341314289565288,-0.04159680828716083,0.05225075864306806,0.3717948717948718
type_regime,"('buyback_sell', '조정')",exm60,78,0.1244902902404877,-0.011092407089624232,0.2695001109181684,0.3974358974358974
type_regime,"('buyback_trust', '강세')",pre20,278,0.014102086836502607,-0.0005045318356084889,0.02914997403354374,0.5359712230215827
type_regime,"('buyback_trust', '강세')",react,278,0.016578164494034958,0.010558905346862553,0.02243986039100811,0.6151079136690647
type_regime,"('buyback_trust', '강세')",ex5,278,0.01073728877230561,0.0037452674756985604,0.017049482783554518,0.5359712230215827
type_regime,"('buyback_trust', '강세')",ex20,278,0.032915810473561374,0.02059011342681075,0.046038477025553824,0.5827338129496403
type_regime,"('buyback_trust', '강세')",ex60,278,0.11323174795056518,0.08302133171910114,0.1484956915319406,0.6330935251798561
type_regime,"('buyback_trust', '강세')",raw20,278,0.00537190486027994,-0.00892224627664408,0.018823871504482958,0.44244604316546765
type_regime,"('buyback_trust', '강세')",exm20,278,0.006014099880605594,-0.006402683801702493,0.018568683386060335,0.44244604316546765
type_regime,"('buyback_trust', '강세')",exm60,278,0.05000034029444779,0.019503007238495206,0.08572637090586346,0.4748201438848921
type_regime,"('buyback_trust', '반등')",pre20,114,0.0054877371323773525,-0.014726995629324382,0.026802028841241745,0.5175438596491229
type_regime,"('buyback_trust', '반등')",react,114,0.015497098716204132,0.006924039202984477,0.024306327331040465,0.6491228070175439
type_regime,"('buyback_trust', '반등')",ex5,111,0.014737547390078206,0.004699831255581581,0.024407864285327978,0.5789473684210527
type_regime,"('buyback_trust', '반등')",ex20,96,0.032308558691244646,0.00960713630713777,0.052710895437552974,0.5350877192982456
type_regime,"('buyback_trust', '반등')",ex60,96,0.07028515006177483,0.03357296873080299,0.10587396786261351,0.543859649122807
type_regime,"('buyback_trust', '반등')",raw20,96,0.00674224028348995,-0.01537144217099256,0.028457319593437,0.43859649122807015
type_regime,"('buyback_trust', '반등')",exm20,96,0.01232071157151346,-0.010474357168073333,0.033239540250880745,0.4649122807017544
type_regime,"('buyback_trust', '반등')",exm60,96,0.03864277194913678,0.0020123020465312538,0.07421263981225139,0.4649122807017544
type_regime,"('buyback_trust', '약세')",pre20,385,0.012011164911215804,-0.0011840125964806486,0.024920393580232403,0.5376623376623376
type_regime,"('buyback_trust', '약세')",react,385,0.0226027627597033,0.017113849705159438,0.028352031754141097,0.6623376623376623
type_regime,"('buyback_trust', '약세')",ex5,385,0.018217039194386372,0.011933772318688394,0.025126911255532187,0.6
type_regime,"('buyback_trust', '약세')",ex20,384,0.03054547020431367,0.01911621331453086,0.04412804186596719,0.5974025974025974
type_regime,"('buyback_trust', '약세')",ex60,330,0.05557941169533985,0.03532822729516559,0.07684888822473562,0.5168831168831168
type_regime,"('buyback_trust', '약세')",raw20,384,0.009428575915100731,-0.004132265982902339,0.022826613552540936,0.5142857142857142
type_regime,"('buyback_trust', '약세')",exm20,384,0.01223099627659345,0.0008079857903832534,0.02577510060984596,0.5194805194805194
type_regime,"('buyback_trust', '약세')",exm60,330,0.016059108452596522,-0.004252329228819211,0.03695204171233305,0.42857142857142855
type_regime,"('buyback_trust', '조정')",pre20,53,0.024659189106294513,-0.008244775453899986,0.06733496732795512,0.5094339622641509
type_regime,"('buyback_trust', '조정')",react,53,0.025846737319877335,0.012355903325937752,0.04029848669993206,0.7358490566037735
type_regime,"('buyback_trust', '조정')",ex5,53,0.011912337077244546,-0.006182522318950778,0.03257081799300537,0.5660377358490566
type_regime,"('buyback_trust', '조정')",ex20,53,0.06415674062340355,0.020760325988562284,0.11680960145621253,0.5849056603773585
type_regime,"('buyback_trust', '조정')",ex60,53,0.07222860624735229,-0.003647056646713353,0.16722982204023715,0.5471698113207547
type_regime,"('buyback_trust', '조정')",raw20,53,0.04808447220603384,0.0029672163872255766,0.09853964489145577,0.4716981132075472
type_regime,"('buyback_trust', '조정')",exm20,53,0.033078257413469286,-0.01008279764583727,0.08582876340954212,0.4716981132075472
type_regime,"('buyback_trust', '조정')",exm60,53,0.016122130098747866,-0.058695364276259786,0.11121333991068412,0.4339622641509434
type_regime,"('bw', '강세')",pre20,36,0.10542459325107247,0.005477547352384767,0.21350525395731546,0.5
type_regime,"('bw', '강세')",react,36,0.08437131447667208,0.02032403109724099,0.15907891721442458,0.6944444444444444
type_regime,"('bw', '강세')",ex5,36,0.04910929146851679,0.01286190283948001,0.08915760913375569,0.6388888888888888
type_regime,"('bw', '강세')",ex20,36,0.13042267545091588,0.01627988171189603,0.2617204766857789,0.5
type_regime,"('bw', '강세')",ex60,35,0.1030263085739809,-0.04939416187482225,0.26875604084747307,0.5277777777777778
type_regime,"('bw', '강세')",raw20,36,0.09714715935685517,-0.015558922344164679,0.22701817001303232,0.3611111111111111
type_regime,"('bw', '강세')",exm20,36,0.10094895412709279,-0.013466408231702618,0.23138412139526643,0.4166666666666667
type_regime,"('bw', '강세')",exm60,35,0.03257389849415716,-0.1224140798916188,0.199914246271069,0.4166666666666667
type_regime,"('bw', '반등')",pre20,6,0.018851399322467516,-0.09553970242885952,0.09531685227357582,0.8333333333333334
type_regime,"('bw', '반등')",react,6,0.03930299169904888,-0.02813776557022397,0.15660512529266502,0.3333333333333333
type_regime,"('bw', '반등')",ex5,6,-0.021968305257443504,-0.07388050127657801,0.028741578027868298,0.5
type_regime,"('bw', '반등')",ex20,5,-0.09376245166571269,-0.15557965300103402,-0.04141145173082722,0.0
type_regime,"('bw', '반등')",ex60,5,-0.02888031712419916,-0.11525053928385556,0.08426152311603774,0.16666666666666666
type_regime,"('bw', '반등')",raw20,5,-0.13325591664881203,-0.19240155771262474,-0.07355581312763783,0.0
type_regime,"('bw', '반등')",exm20,5,-0.10756079753642993,-0.1775293980090032,-0.05642145266996823,0.0
type_regime,"('bw', '반등')",exm60,5,-0.052643043984910334,-0.1391260558929211,0.0532641970779901,0.16666666666666666
type_regime,"('bw', '약세')",pre20,25,0.018968665244414918,-0.06872783881958547,0.09244036054447492,0.44
type_regime,"('bw', '약세')",react,25,0.03340739045418739,-0.013837057086420083,0.09868207263336592,0.48
type_regime,"('bw', '약세')",ex5,25,-0.016974787981633304,-0.04777669522867643,0.018518186719187646,0.28
type_regime,"('bw', '약세')",ex20,25,-0.03371625826532074,-0.08179717389177164,0.02449590740437468,0.24
type_regime,"('bw', '약세')",ex60,23,0.05666916305055358,-0.1292838135779242,0.2829725299818019,0.36
type_regime,"('bw', '약세')",raw20,25,-0.08704686993255174,-0.13827856411436557,-0.02856097710204189,0.24
type_regime,"('bw', '약세')",exm20,25,-0.04961620320768866,-0.09807133217723947,0.00909494323330328,0.24
type_regime,"('bw', '약세')",exm60,23,0.02116214064960627,-0.1595299541430622,0.24304582656485418,0.28
type_regime,"('bw', '조정')",pre20,4,,,,0.75
type_regime,"('bw', '조정')",react,4,,,,0.5
type_regime,"('bw', '조정')",ex5,4,,,,0.25
type_regime,"('bw', '조정')",ex20,4,,,,0.5
type_regime,"('bw', '조정')",ex60,4,,,,0.5
type_regime,"('bw', '조정')",raw20,4,,,,0.25
type_regime,"('bw', '조정')",exm20,4,,,,0.5
type_regime,"('bw', '조정')",exm60,4,,,,0.5
type_regime,"('cb', '강세')",pre20,426,0.10541868738341977,0.07793626184967192,0.13245491606181103,0.57981220657277
type_regime,"('cb', '강세')",react,426,0.028194280078530205,0.017378384148440236,0.039651495109308564,0.5211267605633803
type_regime,"('cb', '강세')",ex5,426,0.010853091842456442,-0.0021172194727604988,0.023488669437268482,0.45539906103286387
type_regime,"('cb', '강세')",ex20,426,0.012402150058881371,-0.012187370367985267,0.03705932467718149,0.39436619718309857
type_regime,"('cb', '강세')",ex60,425,0.0028580897872131274,-0.046958407996149795,0.05498467066049982,0.3192488262910798
type_regime,"('cb', '강세')",raw20,426,-0.022371367133192502,-0.046816739364708114,0.003618372866444888,0.32629107981220656
type_regime,"('cb', '강세')",exm20,426,-0.01630397724972347,-0.04095365768474394,0.008304984795113577,0.33098591549295775
type_regime,"('cb', '강세')",exm60,425,-0.06290266033786848,-0.1114130940743121,-0.011562650707297981,0.24413145539906103
type_regime,"('cb', '반등')",pre20,112,0.08409164349858603,0.0361769558883877,0.1400105126216969,0.5982142857142857
type_regime,"('cb', '반등')",react,112,0.03308202503833671,0.014106734326979306,0.05326975070853186,0.5178571428571429
type_regime,"('cb', '반등')",ex5,110,0.024034837369613104,-0.0018112074796333972,0.04938975464412585,0.44642857142857145
type_regime,"('cb', '반등')",ex20,98,0.005126225497875085,-0.03712054314188476,0.04957476651605144,0.3482142857142857
type_regime,"('cb', '반등')",ex60,98,-0.033064763241832634,-0.0967262618906175,0.03313009364162091,0.3392857142857143
type_regime,"('cb', '반등')",raw20,98,-0.018733532296592584,-0.06260485772394889,0.024370905993194043,0.3125
type_regime,"('cb', '반등')",exm20,98,-0.014783514721364509,-0.05805261690514523,0.03058993587593119,0.30357142857142855
type_regime,"('cb', '반등')",exm60,98,-0.06441383999084842,-0.12732484379934003,0.002560158197207426,0.32142857142857145
type_regime,"('cb', '약세')",pre20,315,0.07872386739658753,0.04718073171928519,0.10946030689701809,0.5142857142857142
type_regime,"('cb', '약세')",react,315,0.029696666694777774,0.017634324856522218,0.04291003073733861,0.5555555555555556
type_regime,"('cb', '약세')",ex5,315,0.005250924183364174,-0.009623593211627117,0.023332682132713767,0.48253968253968255
type_regime,"('cb', '약세')",ex20,311,0.018898770828772678,-0.013904001002490228,0.05565624596612749,0.4031746031746032
type_regime,"('cb', '약세')",ex60,262,-0.06142514954818,-0.09397962309160655,-0.02904933787291715,0.273015873015873
type_regime,"('cb', '약세')",raw20,311,-0.017634726979179123,-0.05228766811198542,0.020762560076481015,0.33650793650793653
type_regime,"('cb', '약세')",exm20,311,-0.0010900594469013646,-0.033506054479008625,0.0352020116921492,0.33650793650793653
type_regime,"('cb', '약세')",exm60,262,-0.1023321790487263,-0.13485823321495305,-0.07048235456684952,0.21904761904761905
type_regime,"('cb', '조정')",pre20,71,0.10797190954707052,0.030049216419083594,0.18791801087616686,0.5915492957746479
type_regime,"('cb', '조정')",react,71,0.025733865033070867,0.002068822132825602,0.04785309068448436,0.4788732394366197
type_regime,"('cb', '조정')",ex5,71,0.021306100258845273,-0.007672177263070023,0.05237662270806487,0.4507042253521127
type_regime,"('cb', '조정')",ex20,71,-0.023623303157342037,-0.06625460489689212,0.01322411085820966,0.352112676056338
type_regime,"('cb', '조정')",ex60,71,0.053628279917135174,-0.06564386201913255,0.18147357394370622,0.4507042253521127
type_regime,"('cb', '조정')",raw20,71,-0.040756934309879485,-0.08666729186509611,-0.0005095104275176857,0.4084507042253521
type_regime,"('cb', '조정')",exm20,71,-0.05695121992252378,-0.10020874080329369,-0.018479643419399113,0.29577464788732394
type_regime,"('cb', '조정')",exm60,71,-0.005995410693161666,-0.12570188433663532,0.12187602356630975,0.352112676056338
type_regime,"('eb', '강세')",pre20,88,0.07144509920815555,0.025160564903458395,0.128130089760126,0.5568181818181818
type_regime,"('eb', '강세')",react,88,0.011036045962599429,-0.001598456184471431,0.025486889292029243,0.5
type_regime,"('eb', '강세')",ex5,88,-0.003660478450526877,-0.022824053704403498,0.01436346228508814,0.45454545454545453
type_regime,"('eb', '강세')",ex20,88,-0.004896214859613292,-0.03354407669296715,0.02597675735411681,0.4431818181818182
type_regime,"('eb', '강세')",ex60,88,0.014799892446381276,-0.03758949440835631,0.07269724663739568,0.3977272727272727
type_regime,"('eb', '강세')",raw20,88,-0.023005269522937355,-0.052288105182681156,0.008491695652163834,0.4090909090909091
type_regime,"('eb', '강세')",exm20,88,-0.03642620631087811,-0.06538887840411141,-0.005944794304747337,0.36363636363636365
type_regime,"('eb', '강세')",exm60,88,-0.06242174721570634,-0.1150453077911377,-0.003527052245641928,0.29545454545454547
type_regime,"('eb', '반등')",pre20,13,0.03175646674514386,-0.07591752038059217,0.12472465163160372,0.5384615384615384
type_regime,"('eb', '반등')",react,13,-0.005767254448953199,-0.025413079598541572,0.013078430532685821,0.38461538461538464
type_regime,"('eb', '반등')",ex5,13,-0.00016052441182872447,-0.06584554396991016,0.053654773040823646,0.46153846153846156
type_regime,"('eb', '반등')",ex20,13,0.07280303467935766,-0.020939958783465083,0.17087426657174418,0.6153846153846154
type_regime,"('eb', '반등')",ex60,13,0.035138016549117274,-0.05456706773947718,0.1299873081927654,0.5384615384615384
type_regime,"('eb', '반등')",raw20,13,0.05250843584495817,-0.04344742083659711,0.15345838056581737,0.5384615384615384
type_regime,"('eb', '반등')",exm20,13,0.05255664287256974,-0.041312660956200425,0.15295592245365125,0.5384615384615384
type_regime,"('eb', '반등')",exm60,13,0.0015477791883570758,-0.08826166732700444,0.09718667124186352,0.38461538461538464
type_regime,"('eb', '약세')",pre20,28,-0.001354339009119925,-0.050104879156436785,0.04534986773322392,0.42857142857142855
type_regime,"('eb', '약세')",react,28,0.019639125461094652,0.003481993149433284,0.03619852701825624,0.6071428571428571
type_regime,"('eb', '약세')",ex5,28,0.035296469518678965,0.011606618575596955,0.062455803124629165,0.7142857142857143
type_regime,"('eb', '약세')",ex20,27,0.0984355144423758,0.02419343016989974,0.1841205166609242,0.5714285714285714
type_regime,"('eb', '약세')",ex60,25,0.07258135619093085,-0.05427897291497475,0.2354839649915058,0.35714285714285715
type_regime,"('eb', '약세')",raw20,27,0.09575160706584306,0.016931925417575763,0.18100900473609174,0.4642857142857143
type_regime,"('eb', '약세')",exm20,27,0.07888849702096096,0.0063789666051837675,0.16242117333657569,0.5357142857142857
type_regime,"('eb', '약세')",exm60,25,0.028962876714377424,-0.0971754583666209,0.18741137858504692,0.32142857142857145
type_regime,"('eb', '조정')",pre20,12,-0.04178510471879723,-0.08751975891479033,0.006953975835193062,0.25
type_regime,"('eb', '조정')",react,12,0.01381108966611401,-0.0021625282785619217,0.029038811523058747,0.6666666666666666
type_regime,"('eb', '조정')",ex5,12,0.001734043391564466,-0.025508944371558526,0.027818181290216838,0.6666666666666666
type_regime,"('eb', '조정')",ex20,12,0.05364120608622513,0.002451454337249712,0.10528575141554987,0.6666666666666666
type_regime,"('eb', '조정')",ex60,12,0.0030983562729586848,-0.06333918906480221,0.06206611647787051,0.5833333333333334
type_regime,"('eb', '조정')",raw20,12,0.06696770077938503,0.011953776757238103,0.12673841104428463,0.6666666666666666
type_regime,"('eb', '조정')",exm20,12,0.016935105211039025,-0.0338099929552403,0.06917057642632587,0.5
type_regime,"('eb', '조정')",exm60,12,-0.06813055757275355,-0.13230848727230948,-0.010250882564816313,0.3333333333333333
type_regime,"('paid_bonus_mix', '강세')",pre20,7,-0.07819881139187299,-0.13192600753627506,-0.035244572486897316,0.0
type_regime,"('paid_bonus_mix', '강세')",react,7,-0.13125308404948305,-0.1739338821254008,-0.08679057969814857,0.0
type_regime,"('paid_bonus_mix', '강세')",ex5,7,-0.01791031944112655,-0.05595951351740546,0.02238111435895309,0.42857142857142855
type_regime,"('paid_bonus_mix', '강세')",ex20,7,-0.07713757891034456,-0.13393068850890333,-0.022234642434956597,0.2857142857142857
type_regime,"('paid_bonus_mix', '강세')",ex60,7,-0.12066744215370184,-0.17536374241430253,-0.05503580986022275,0.14285714285714285
type_regime,"('paid_bonus_mix', '강세')",raw20,7,-0.11744150978340726,-0.1576788209617368,-0.07942524342056954,0.0
type_regime,"('paid_bonus_mix', '강세')",exm20,7,-0.11392490884620916,-0.167293271335333,-0.061238736262842736,0.0
type_regime,"('paid_bonus_mix', '강세')",exm60,7,-0.1931790812461726,-0.24219911946436726,-0.13422006529291713,0.0
type_regime,"('paid_bonus_mix', '반등')",pre20,8,-0.1391684784172928,-0.2169221500238702,-0.06242907292134181,0.125
type_regime,"('paid_bonus_mix', '반등')",react,8,-0.15550890300497527,-0.20208839831926378,-0.11135637424938011,0.0
type_regime,"('paid_bonus_mix', '반등')",ex5,8,0.01293986087940726,-0.056480633031249304,0.06380912160098133,0.875
type_regime,"('paid_bonus_mix', '반등')",ex20,8,0.17134883870127407,-0.012986694076759607,0.3541875952455732,0.75
type_regime,"('paid_bonus_mix', '반등')",ex60,8,0.34183974618274104,0.13176462672481082,0.5682391732106018,0.875
type_regime,"('paid_bonus_mix', '반등')",raw20,8,0.10567530775000954,-0.10863656061381641,0.31398339314550305,0.625
type_regime,"('paid_bonus_mix', '반등')",exm20,8,0.15646926297087038,-0.02323155239809373,0.3385161905785798,0.75
type_regime,"('paid_bonus_mix', '반등')",exm60,8,0.3215695049784939,0.11366417950239359,0.5472545492850726,0.75
type_regime,"('paid_bonus_mix', '약세')",pre20,9,0.13951448286278087,-0.14604156099983526,0.5997616393347786,0.3333333333333333
type_regime,"('paid_bonus_mix', '약세')",react,9,0.020779133222704034,-0.16232322530233137,0.2515475997394559,0.3333333333333333
type_regime,"('paid_bonus_mix', '약세')",ex5,9,0.05409118509018055,-0.03220754363085398,0.12976477488797733,0.6666666666666666
type_regime,"('paid_bonus_mix', '약세')",ex20,9,0.09850401669817745,-0.0703719983237992,0.25796205205570694,0.6666666666666666
type_regime,"('paid_bonus_mix', '약세')",ex60,8,0.02354507128024281,-0.259282396861769,0.2891949251727989,0.4444444444444444
type_regime,"('paid_bonus_mix', '약세')",raw20,9,0.04569343558894556,-0.11904412445234894,0.20865246234413887,0.5555555555555556
type_regime,"('paid_bonus_mix', '약세')",exm20,9,0.07491398486284243,-0.08995883932267,0.2311645111711931,0.5555555555555556
type_regime,"('paid_bonus_mix', '약세')",exm60,8,-0.012847212612127484,-0.30692416886703827,0.26068941965217396,0.4444444444444444
type_regime,"('paid_bonus_mix', '조정')",pre20,1,,,,0.0
type_regime,"('paid_bonus_mix', '조정')",react,1,,,,0.0
type_regime,"('paid_bonus_mix', '조정')",ex5,1,,,,1.0
type_regime,"('paid_bonus_mix', '조정')",ex20,1,,,,1.0
type_regime,"('paid_bonus_mix', '조정')",ex60,1,,,,1.0
type_regime,"('paid_bonus_mix', '조정')",raw20,1,,,,1.0
type_regime,"('paid_bonus_mix', '조정')",exm20,1,,,,0.0
type_regime,"('paid_bonus_mix', '조정')",exm60,1,,,,1.0
type_regime,"('paid_in', '강세')",pre20,263,0.10910672800215494,0.07747907830015312,0.14155840942894476,0.5931558935361216
type_regime,"('paid_in', '강세')",react,263,0.015090157692375223,-0.004961949998507149,0.03697096118916504,0.4600760456273764
type_regime,"('paid_in', '강세')",ex5,263,0.019515832567177416,0.001332059741045132,0.03752365456521525,0.44866920152091255
type_regime,"('paid_in', '강세')",ex20,263,0.012794279560695856,-0.0164073780430139,0.04462329264048126,0.4068441064638783
type_regime,"('paid_in', '강세')",ex60,261,0.03529182855274141,-0.031599026376356754,0.10053940167908651,0.38022813688212925
type_regime,"('paid_in', '강세')",raw20,263,-0.019398981519563173,-0.04898943605143181,0.011870224761486938,0.35361216730038025
type_regime,"('paid_in', '강세')",exm20,263,-0.016429429943913627,-0.04505817068700515,0.015466476203241538,0.34980988593155893
type_regime,"('paid_in', '강세')",exm60,261,-0.03168722696196719,-0.09792082662967817,0.032096335686859295,0.30038022813688214
type_regime,"('paid_in', '반등')",pre20,87,0.13362289959700002,0.06628343885532147,0.19891651853007128,0.6206896551724138
type_regime,"('paid_in', '반등')",react,87,0.027949181514122595,-0.0032942536951243964,0.060546871828620764,0.5517241379310345
type_regime,"('paid_in', '반등')",ex5,82,0.021577733239988982,-0.021004705278545796,0.07485996631111656,0.367816091954023
type_regime,"('paid_in', '반등')",ex20,76,0.004746803917015177,-0.05182117997656309,0.07376476895724196,0.3103448275862069
type_regime,"('paid_in', '반등')",ex60,76,-0.0509692410999241,-0.12324360607972282,0.03120919669049776,0.26436781609195403
type_regime,"('paid_in', '반등')",raw20,76,-0.021988570965573485,-0.08178757148310348,0.04910427586213822,0.27586206896551724
type_regime,"('paid_in', '반등')",exm20,76,-0.016768812308924363,-0.07239591070888228,0.052150355987347206,0.26436781609195403
type_regime,"('paid_in', '반등')",exm60,76,-0.08449936533143294,-0.15773920575750422,-0.0031572997697468675,0.25287356321839083
type_regime,"('paid_in', '약세')",pre20,220,0.12588777118233918,0.08602529174666662,0.16915961010222683,0.6409090909090909
type_regime,"('paid_in', '약세')",react,220,0.014388602328656352,-0.007572981402779123,0.03675076348719034,0.5363636363636364
type_regime,"('paid_in', '약세')",ex5,220,0.01157281457001466,-0.010774345375769344,0.03752682717996225,0.44545454545454544
type_regime,"('paid_in', '약세')",ex20,218,0.03129891108014499,-0.006876089313265844,0.0736516256303275,0.45454545454545453
type_regime,"('paid_in', '약세')",ex60,190,-0.03316091983274697,-0.07504323511439291,0.011083677983715451,0.3090909090909091
type_regime,"('paid_in', '약세')",raw20,218,0.004763558173023809,-0.03436804091387732,0.04748600222789844,0.38181818181818183
type_regime,"('paid_in', '약세')",exm20,218,0.012839217465198652,-0.0248786025826361,0.05490235580373342,0.39545454545454545
type_regime,"('paid_in', '약세')",exm60,190,-0.07232890909644064,-0.1131987200915726,-0.027997467115761215,0.24545454545454545
type_regime,"('paid_in', '조정')",pre20,55,0.048831520465836824,-0.010541102389284067,0.11527978048057909,0.5272727272727272
type_regime,"('paid_in', '조정')",react,55,-0.00023684377851108964,-0.04007758923255997,0.04313418581824008,0.509090909090909
type_regime,"('paid_in', '조정')",ex5,55,0.050080842741043616,0.012055520708952593,0.09194652440375323,0.5454545454545454
type_regime,"('paid_in', '조정')",ex20,55,0.03377679250687149,-0.020104680857470174,0.09622075632672683,0.4727272727272727
type_regime,"('paid_in', '조정')",ex60,55,-0.004524990735948714,-0.10370444875446215,0.11535533086247542,0.38181818181818183
type_regime,"('paid_in', '조정')",raw20,55,0.024169214368045876,-0.0380370564872151,0.09317532173200252,0.45454545454545453
type_regime,"('paid_in', '조정')",exm20,55,-0.00019251385409748412,-0.052258327923773655,0.06130826023836354,0.34545454545454546
type_regime,"('paid_in', '조정')",exm60,55,-0.06442310746329726,-0.1628388439171972,0.056617665998080886,0.32727272727272727
type_regime,"('reduction', '강세')",pre20,61,-0.035215128655266346,-0.09353319774754991,0.02070254758671267,0.39344262295081966
type_regime,"('reduction', '강세')",react,61,-0.03289587754351223,-0.06515455475644062,0.00019146298892932072,0.39344262295081966
type_regime,"('reduction', '강세')",ex5,61,0.003725229365776308,-0.017288734114536172,0.025677896972835863,0.47540983606557374
type_regime,"('reduction', '강세')",ex20,61,0.0214260818702242,-0.028817851301383916,0.07442813646473402,0.45901639344262296
type_regime,"('reduction', '강세')",ex60,58,0.14421107595120392,-0.00754939213497148,0.32565674219651586,0.4262295081967213
type_regime,"('reduction', '강세')",raw20,61,-0.0253757650393452,-0.07591758410985931,0.026942255255275833,0.29508196721311475
type_regime,"('reduction', '강세')",exm20,61,-0.012845169489189236,-0.06288485093000896,0.040969707604831325,0.39344262295081966
type_regime,"('reduction', '강세')",exm60,58,0.06537796806119009,-0.08795890894156007,0.24532461410505968,0.2786885245901639
type_regime,"('reduction', '반등')",pre20,4,,,,0.25
type_regime,"('reduction', '반등')",react,4,,,,0.5
type_regime,"('reduction', '반등')",ex5,4,,,,0.5
type_regime,"('reduction', '반등')",ex20,4,,,,0.5
type_regime,"('reduction', '반등')",ex60,4,,,,0.75
type_regime,"('reduction', '반등')",raw20,4,,,,0.25
type_regime,"('reduction', '반등')",exm20,4,,,,0.5
type_regime,"('reduction', '반등')",exm60,4,,,,0.75
type_regime,"('reduction', '약세')",pre20,17,-0.006039270008726835,-0.10431392674051429,0.09736556742848387,0.5882352941176471
type_regime,"('reduction', '약세')",react,17,-0.10315294513106403,-0.17604939415797233,-0.02364645337776602,0.17647058823529413
type_regime,"('reduction', '약세')",ex5,17,0.0687764889111149,0.008412373348613273,0.14310155271875055,0.5294117647058824
type_regime,"('reduction', '약세')",ex20,17,0.03269708472820283,-0.06640205022088327,0.16308158098892925,0.47058823529411764
type_regime,"('reduction', '약세')",ex60,15,0.37465384245719097,0.06958304545526992,0.7557097915171088,0.6470588235294118
type_regime,"('reduction', '약세')",raw20,17,0.021116904296558704,-0.08444558748492541,0.15344413316079583,0.4117647058823529
type_regime,"('reduction', '약세')",exm20,17,0.006540003176804166,-0.08971894217943895,0.1354901538663563,0.4117647058823529
type_regime,"('reduction', '약세')",exm60,15,0.3278426382385445,0.022588503722594567,0.7087309606485426,0.5294117647058824
type_regime,"('reduction', '조정')",pre20,14,0.008432826337406234,-0.04969890218480657,0.07888326265225516,0.5714285714285714
type_regime,"('reduction', '조정')",react,14,-0.07767627054317594,-0.13902698321418236,-0.030122049825459938,0.21428571428571427
type_regime,"('reduction', '조정')",ex5,14,0.020427130140903086,-0.05455946742104786,0.13601202409800306,0.2857142857142857
type_regime,"('reduction', '조정')",ex20,14,-0.017571087258946246,-0.08251313476068256,0.05999191545471198,0.42857142857142855
type_regime,"('reduction', '조정')",ex60,14,0.20673275329118773,-0.1790928327772321,0.9093353794696488,0.42857142857142855
type_regime,"('reduction', '조정')",raw20,14,-0.06792775050803773,-0.13843117097581878,0.016740517843456,0.21428571428571427
type_regime,"('reduction', '조정')",exm20,14,-0.04359080837646848,-0.10781740999267948,0.03295710501879647,0.21428571428571427
type_regime,"('reduction', '조정')",exm60,14,0.14686804499565229,-0.2419715207086326,0.8459004534492575,0.2857142857142857
type_size,"('bonus', '소')",pre20,34,0.23069785027271095,0.16337094466915253,0.2988300279940869,0.9117647058823529
type_size,"('bonus', '소')",react,34,0.14400621200892366,0.0966835288217192,0.1975430548224478,0.8235294117647058
type_size,"('bonus', '소')",ex5,34,0.014198226877093949,-0.04214385271851766,0.06188599675022722,0.6176470588235294
type_size,"('bonus', '소')",ex20,34,0.0586586169023969,-0.022088524027869476,0.1436885624286182,0.5294117647058824
type_size,"('bonus', '소')",ex60,32,-0.11813606051276321,-0.19244076765420617,-0.042360438680680436,0.29411764705882354
type_size,"('bonus', '소')",raw20,34,0.05033977771718514,-0.024762167580055307,0.12689104042808522,0.6176470588235294
type_size,"('bonus', '소')",exm20,34,0.030492386506247828,-0.05133965820141541,0.11595965102440281,0.4411764705882353
type_size,"('bonus', '소')",exm60,32,-0.18568940683541685,-0.26292506247511876,-0.10904301586290342,0.23529411764705882
type_size,"('bonus', '중')",pre20,50,0.1799092546260437,0.09953785424911385,0.27312531822575714,0.76
type_size,"('bonus', '중')",react,50,0.0629440695901088,0.029923978000947836,0.09277071780450644,0.8
type_size,"('bonus', '중')",ex5,50,0.015453592912115018,-0.02967465067394931,0.06021006300023146,0.66
type_size,"('bonus', '중')",ex20,50,0.05362037015158367,-0.026522223465947556,0.1308985814415017,0.48
type_size,"('bonus', '중')",ex60,46,0.05867697758367291,-0.043825678773494,0.17131233436341653,0.4
type_size,"('bonus', '중')",raw20,50,0.02832437677795249,-0.05732442964887507,0.11184628438345409,0.38
type_size,"('bonus', '중')",exm20,50,0.0318618435201134,-0.04674833450122531,0.10730378663161845,0.42
type_size,"('bonus', '중')",exm60,46,0.009877883271678918,-0.09321590852087548,0.12122404390645415,0.38
type_size,"('bonus', '대')",pre20,38,0.08442872981583466,0.006078651925990799,0.18692274989577443,0.631578947368421
type_size,"('bonus', '대')",react,38,0.07792796049742157,0.045730890727200275,0.11566737087211931,0.8157894736842105
