universe,base,label,h,regime,n,ic_base,diff,lo,hi,pos
전체,lv60,cut:on60,60,강세,297,0.18863419409917703,-0.01775078232196463,-0.02186162519553302,-0.014127946333475227,0.13131313131313133
전체,lv60,cut:on60,60,조정,56,0.2388926661351481,-0.013028304178590756,-0.017649532070640416,-0.005621725697171003,0.10714285714285714
전체,lv60,cut:on60,60,반등,48,0.23841582854190188,-0.01446698565704708,-0.01958516288578497,-0.010564355876117105,0.14583333333333334
전체,lv60,cut:on60,60,약세,188,0.22532125309453546,-0.016484064950171337,-0.02088844135965378,-0.01219014357621828,0.1276595744680851
전체,lv60,+size,60,전체,589,0.20917945722038678,0.03653154455439781,0.02414336132554865,0.050620863663750355,0.6553480475382003
전체,lv60,+size,60,강세,297,0.18863419409917703,0.05302259781481946,0.03535227996497063,0.07217802208586362,0.7138047138047138
전체,lv60,+size,60,조정,56,0.2388926661351481,0.06350662018737649,0.03188861945812731,0.10706526052824378,0.7678571428571429
전체,lv60,+size,60,반등,48,0.23841582854190188,0.013419850127317891,-0.02220333309183532,0.03994483904864824,0.5208333333333334
전체,lv60,+size,60,약세,188,0.22532125309453546,0.00834491837731165,-0.005477825501719156,0.027411333578500775,0.5638297872340425
전체,lv60,+amt20,60,전체,589,0.20917945722038678,-0.07494172302397067,-0.08263798335182308,-0.06699786108639137,0.03395585738539898
전체,lv60,+amt20,60,강세,297,0.18863419409917703,-0.08210812972659488,-0.09319063626049359,-0.07205429540668312,0.05723905723905724
전체,lv60,+amt20,60,조정,56,0.2388926661351481,-0.0940840498930646,-0.11260753775242661,-0.07808505858877052,0.0
전체,lv60,+amt20,60,반등,48,0.23841582854190188,-0.0690462719036688,-0.0888228018633238,-0.045298131314908376,0.020833333333333332
전체,lv60,+amt20,60,약세,188,0.22532125309453546,-0.0594235770581507,-0.0704627022103687,-0.05101248446775256,0.010638297872340425
전체,lv60,+max5_21,60,전체,589,0.20917945722038678,-0.004994800493680893,-0.008318117392899508,-0.0015747444339843136,0.39728353140916806
전체,lv60,+max5_21,60,강세,297,0.18863419409917703,-0.0071659298824709936,-0.011944736913711061,-0.0018096441431218714,0.32996632996632996
전체,lv60,+max5_21,60,조정,56,0.2388926661351481,-0.00984462383756598,-0.01633332353755268,-0.002854261681489788,0.2857142857142857
전체,lv60,+max5_21,60,반등,48,0.23841582854190188,-0.00204555732482911,-0.010619786940795498,0.010559139869703013,0.4583333333333333
전체,lv60,+max5_21,60,약세,188,0.22532125309453546,-0.0008732480275993011,-0.006029249530026889,0.005135572822419801,0.5212765957446809
전체,lv60,+bbw20,60,전체,589,0.20917945722038678,-0.004001137929315273,-0.00746169682999227,-0.00013824737880047323,0.44821731748726656
전체,lv60,+bbw20,60,강세,297,0.18863419409917703,-0.0038511621548182355,-0.009478691107156203,0.001858927624843242,0.43097643097643096
전체,lv60,+bbw20,60,조정,56,0.2388926661351481,-0.0006555820677528083,-0.0036897333826812363,0.003959705295012956,0.5
전체,lv60,+bbw20,60,반등,48,0.23841582854190188,-0.0034613742453052216,-0.015079161331420243,0.011934982338872925,0.4166666666666667
전체,lv60,+bbw20,60,약세,188,0.22532125309453546,-0.005372428302217405,-0.01091305022684431,-0.0008368439946320278,0.46808510638297873
전체,lv60,+sma20gap,60,전체,589,0.20917945722038678,-0.07104782297694054,-0.08339216495009927,-0.058789562626406694,0.15789473684210525
전체,lv60,+sma20gap,60,강세,297,0.18863419409917703,-0.060803984202167226,-0.08013067078182406,-0.042003613234565175,0.23905723905723905
전체,lv60,+sma20gap,60,조정,56,0.2388926661351481,-0.07129398609198845,-0.0939382697876881,-0.04257229274933528,0.07142857142857142
전체,lv60,+sma20gap,60,반등,48,0.23841582854190188,-0.08427360028587545,-0.11537983585124964,-0.06308094617884931,0.0
전체,lv60,+sma20gap,60,약세,188,0.22532125309453546,-0.08378078931117519,-0.10285212371785844,-0.06742864889808432,0.09574468085106383
전체,lv60,+rsi14,60,전체,589,0.20917945722038678,-0.05700531238726095,-0.06654998990712298,-0.04649810277826589,0.1697792869269949
전체,lv60,+rsi14,60,강세,297,0.18863419409917703,-0.0627329989938883,-0.07350678887154438,-0.0494705295656933,0.1414141414141414
전체,lv60,+rsi14,60,조정,56,0.2388926661351481,-0.07435182298113625,-0.0909477220613293,-0.060485463073403516,0.07142857142857142
전체,lv60,+rsi14,60,반등,48,0.23841582854190188,-0.05697958699246831,-0.09122856625551098,-0.009005353211081328,0.3125
전체,lv60,+rsi14,60,약세,188,0.22532125309453546,-0.04279630868260515,-0.06132266304651628,-0.02169041167251554,0.2074468085106383
전체,lv60,+dd52,60,전체,589,0.20917945722038678,-0.006989334344466767,-0.018588096643758604,0.00438633193140877,0.42105263157894735
전체,lv60,+dd52,60,강세,297,0.18863419409917703,0.011222300509198034,-0.005418728597628353,0.02845911617353518,0.5185185185185185
전체,lv60,+dd52,60,조정,56,0.2388926661351481,0.007169459825520308,-0.012956837140669645,0.038008626253190805,0.5714285714285714
전체,lv60,+dd52,60,반등,48,0.23841582854190188,-0.03354650521586399,-0.06756410869573283,-0.013350208697546372,0.22916666666666666
전체,lv60,+dd52,60,약세,188,0.22532125309453546,-0.03319680148931068,-0.050557850685207656,-0.017077008691990362,0.2712765957446808
전체,lv60,+ev_buyback60,60,전체,589,0.20917945722038678,-0.0005305971569513851,-0.002049954107016233,0.001143351097383095,0.47198641765704585
전체,lv60,+ev_buyback60,60,강세,297,0.18863419409917703,0.0006163852405731778,-0.0006654214979447282,0.001847488490084331,0.5084175084175084
전체,lv60,+ev_buyback60,60,조정,56,0.2388926661351481,-0.0015528965492739425,-0.005514211362336747,0.0022393245435095954,0.4107142857142857
전체,lv60,+ev_buyback60,60,반등,48,0.23841582854190188,-0.00438469576959824,-0.012205736494114057,0.004698527846380608,0.4166666666666667
전체,lv60,+ev_buyback60,60,약세,188,0.22532125309453546,-0.0010540454159284223,-0.005471025380963716,0.0030247682155568555,0.44680851063829785
전체,lv60,+ev_dilution60,60,전체,589,0.20917945722038678,0.0036487976530951106,0.0016805176508652743,0.005829986448675508,0.5959252971137521
전체,lv60,+ev_dilution60,60,강세,297,0.18863419409917703,0.004500179757348702,0.0017259913957586605,0.008022507567042975,0.5791245791245792
전체,lv60,+ev_dilution60,60,조정,56,0.2388926661351481,0.004147472797231784,-0.00040392489906076974,0.009982985569153183,0.6428571428571429
전체,lv60,+ev_dilution60,60,반등,48,0.23841582854190188,0.005439356204568432,0.0010384648814783738,0.01018537852530779,0.7708333333333334
전체,lv60,+ev_dilution60,60,약세,188,0.22532125309453546,0.001698089655724424,-0.002119227905795959,0.005535445162878208,0.5638297872340425
전체,lv60,cut:ev_dilution60,60,전체,589,0.20917945722038678,-0.006353901133587964,-0.009622369967559583,-0.003821225117359198,0.3904923599320883
전체,lv60,cut:ev_dilution60,60,강세,297,0.18863419409917703,-0.009309786730478418,-0.01286590097121974,-0.005883265863363919,0.2828282828282828
전체,lv60,cut:ev_dilution60,60,조정,56,0.2388926661351481,-0.0020785390175179835,-0.009089046844955864,0.003944935014521223,0.5
전체,lv60,cut:ev_dilution60,60,반등,48,0.23841582854190188,-0.0012902386302036382,-0.012533702309606242,0.007731213526785133,0.4583333333333333
전체,lv60,cut:ev_dilution60,60,약세,188,0.22532125309453546,-0.004250592922874683,-0.010677733393305217,0.001732127350198954,0.5106382978723404
전체,lv60,+downvol60,60,전체,589,0.20917945722038678,-0.009156878178453816,-0.011633269116716432,-0.006788410702709124,0.2903225806451613
전체,lv60,+downvol60,60,강세,297,0.18863419409917703,-0.008096344492305233,-0.01146204858952147,-0.004912881768638514,0.3164983164983165
전체,lv60,+downvol60,60,조정,56,0.2388926661351481,-0.0047768988373627225,-0.01155165190954863,0.0015584870520962454,0.42857142857142855
전체,lv60,+downvol60,60,반등,48,0.23841582854190188,-0.015648997072600538,-0.028084975253445003,-0.007906569094054645,0.125
전체,lv60,+downvol60,60,약세,188,0.22532125309453546,-0.010479408183603746,-0.01542002398703935,-0.006441441480184331,0.25
전체,lv60,+hl_range20,60,전체,589,0.20917945722038678,0.01605432095710321,0.013043291263396534,0.018859124361240834,0.8285229202037352
전체,lv60,+hl_range20,60,강세,297,0.18863419409917703,0.014434586338282086,0.01089113458793487,0.01769695231760367,0.8484848484848485
전체,lv60,+hl_range20,60,조정,56,0.2388926661351481,0.024814602311246485,0.01759257897904941,0.03155149357082517,0.9107142857142857
전체,lv60,+hl_range20,60,반등,48,0.23841582854190188,0.0207240847404294,0.01583807110358737,0.025198267931806986,0.9583333333333334
전체,lv60,+hl_range20,60,약세,188,0.22532125309453546,0.014811431405816986,0.008837356895232096,0.02076022889579926,0.7393617021276596
전체,lv60,+volvol20,60,전체,589,0.20917945722038678,0.018331277400333607,0.01064226779757701,0.026886079159335333,0.6281833616298812
전체,lv60,+volvol20,60,강세,297,0.18863419409917703,0.03076014038241368,0.02085700667413113,0.0407168351777952,0.7474747474747475
전체,lv60,+volvol20,60,조정,56,0.2388926661351481,0.026532247113412583,0.0021650975746224706,0.057088616390363174,0.6607142857142857
전체,lv60,+volvol20,60,반등,48,0.23841582854190188,-0.00344315561735468,-0.02722752144655575,0.02077809593751313,0.375
전체,lv60,+volvol20,60,약세,188,0.22532125309453546,0.0018129059920295324,-0.011092591875368301,0.017146989777615113,0.4946808510638298
전체,lv60,+gapfreq60,60,전체,589,0.20917945722038678,-0.023027089942282506,-0.028270055351331504,-0.017943713944247344,0.30390492359932086
전체,lv60,+gapfreq60,60,강세,297,0.18863419409917703,-0.02987296965234085,-0.036514285910176705,-0.022952265861093016,0.21885521885521886
전체,lv60,+gapfreq60,60,조정,56,0.2388926661351481,-0.03164514256473643,-0.05173315238711659,-0.014310479660698759,0.17857142857142858
전체,lv60,+gapfreq60,60,반등,48,0.23841582854190188,-0.01183693512068971,-0.023279774435584884,-0.0011530254394037387,0.5
전체,lv60,+gapfreq60,60,약세,188,0.22532125309453546,-0.012502037871493718,-0.02289470319676361,-0.004755689388677041,0.425531914893617
전체,lv60,+amihud20,60,전체,589,0.20917945722038678,-0.1356500263452334,-0.14723022595777302,-0.12528147010657262,0.0
전체,lv60,+amihud20,60,강세,297,0.18863419409917703,-0.143902679202218,-0.15621651561733346,-0.1321726360860697,0.0
전체,lv60,+amihud20,60,조정,56,0.2388926661351481,-0.16214548788298527,-0.18917672732038462,-0.13859332377972425,0.0
전체,lv60,+amihud20,60,반등,48,0.23841582854190188,-0.12965564173429509,-0.15858748148624818,-0.09471779114561688,0.0
전체,lv60,+amihud20,60,약세,188,0.22532125309453546,-0.11625080675314035,-0.13681523576971752,-0.09994007501165586,0.0
전체,lv60,+beta60,60,전체,589,0.20917945722038678,-0.05542289082394036,-0.07157925391553596,-0.04173832296864228,0.3599320882852292
전체,lv60,+beta60,60,강세,297,0.18863419409917703,-0.07470304548605429,-0.09514811681481894,-0.054852107112611466,0.30303030303030304
전체,lv60,+beta60,60,조정,56,0.2388926661351481,-0.05507524557671706,-0.11113386289034088,-0.015099665862954413,0.30357142857142855
전체,lv60,+beta60,60,반등,48,0.23841582854190188,-0.035386653966791214,-0.07255615370459272,0.005112847995604004,0.4583333333333333
전체,lv60,+beta60,60,약세,188,0.22532125309453546,-0.03018353746404584,-0.051697800386907744,-0.011604582233888537,0.44148936170212766
전체,lv60,+skew60,60,전체,589,0.20917945722038678,-0.013810891574316048,-0.019163743479214578,-0.0077048088470526715,0.37181663837011886
전체,lv60,+skew60,60,강세,297,0.18863419409917703,-0.00889852908831463,-0.01650764797012144,-0.0017564469252961802,0.44107744107744107
전체,lv60,+skew60,60,조정,56,0.2388926661351481,-0.02577851999115097,-0.03984373769402897,-0.009063660154026513,0.25
전체,lv60,+skew60,60,반등,48,0.23841582854190188,-0.009713181881243042,-0.02768818147079174,0.011733265670587559,0.2708333333333333
전체,lv60,+skew60,60,약세,188,0.22532125309453546,-0.01905277738424781,-0.02926404490114829,-0.006610143911743516,0.324468085106383
전체,lv60,+price_lvl,60,전체,589,0.20917945722038678,0.011182556813780935,-0.002268686344615793,0.025759463336041805,0.5415959252971138
전체,lv60,+price_lvl,60,강세,297,0.18863419409917703,0.03131946591148291,0.015471751031950105,0.05019195205015425,0.632996632996633
전체,lv60,+price_lvl,60,조정,56,0.2388926661351481,0.033511882761956345,-0.0004912970131046178,0.08683732372921472,0.6428571428571429
전체,lv60,+price_lvl,60,반등,48,0.23841582854190188,-0.020844251928172117,-0.06058191421205318,0.013985341564778956,0.3541666666666667
전체,lv60,+price_lvl,60,약세,188,0.22532125309453546,-0.019103706141014618,-0.037687403314763876,0.001884753674871544,0.4148936170212766
전체,lv60+to20,+lv20,5,전체,644,0.12401710050298191,0.0002570295659289692,-0.0017292130673649576,0.002044485238522328,0.5201863354037267
