combo,k,train_ic20,test_ic20,test_lo20,test_n20,test_regmin20,test_reg20,test_top50_ex20,train_ic60,test_ic60,test_lo60,test_n60,test_regmin60,test_reg60
lv20+nh252,2,0.1489273129549444,0.1387875591777703,0.0970377701038057,267,0.0847510504675774,+0.14/+0.08/+nan/+0.16,0.0334415565338501,0.1936496652491809,0.2054801069499476,0.1751252111844464,227,0.1843762528640436,+0.18/+0.23/+nan/+0.32
lv20+dlow252,2,0.1500990749576188,0.0978340086736768,0.058273350412983,267,0.0101680317470996,+0.07/+0.01/+nan/+0.20,0.026281088725524,0.1746514545316843,0.0926136830634521,0.0482729275755644,227,0.0657017199638261,+0.07/+0.11/+nan/+0.25
lv20+mom12_1,2,0.1555212221189463,0.1046554572711167,0.0773043696812185,267,0.0650037588886474,+0.12/+0.07/+nan/+0.10,0.0382498441054475,0.1932218680593891,0.1520316107276462,0.1262568077944375,227,0.1372849979057105,+0.14/+0.19/+nan/+0.22
lv20+mom21,2,0.108135514309425,0.1029539839704151,0.0618454360177209,267,0.0316444870872136,+0.10/+0.03/+nan/+0.15,0.0331486802962919,0.1394909111297895,0.1488161492783827,0.1204517572027041,227,0.1331481082496483,+0.13/+0.15/+nan/+0.26
lv20+mom63,2,0.1080512846810283,0.1028546811933849,0.0698419882830113,267,0.0593191828414193,+0.11/+0.06/+nan/+0.11,0.0339265988172638,0.1397584442598448,0.1696218759489232,0.1500067601494233,227,0.1551292027130537,+0.16/+0.20/+nan/+0.24
lv20+ret5,2,0.1270887369570488,0.0778136051867711,0.0509909086439959,267,0.0322350415051805,+0.07/+0.03/+nan/+0.11,0.0260979689503026,0.1437563699074007,0.0878176187355433,0.0557555901145076,227,0.0684469148173005,+0.07/+0.14/+nan/+0.16
lv20+upratio63,2,0.1425742857975131,0.1308871921152675,0.1000231275058878,267,0.0852774867771068,+0.14/+0.09/+nan/+0.13,0.0338507585461221,0.1750173555069111,0.2102530665705251,0.1903219324968114,227,0.1947586638673877,+0.19/+0.24/+nan/+0.28
lv20+on60,2,0.152735142475597,0.0916337338816696,0.0488055730191677,267,4.1901219062510784e-05,+0.07/+0.00/+nan/+0.19,0.0278431565474349,0.1779241315906934,0.0991953257232217,0.0541274692451872,227,0.0691916635764984,+0.07/+0.12/+nan/+0.28
lv20+size,2,0.1737199149937923,0.1669970743791927,0.1292059041154564,267,0.0962306406207474,+0.18/+0.10/+nan/+0.17,0.0416765857182878,0.2209147192722072,0.2507637248771675,0.2271583578793804,227,0.2295439180175322,+0.23/+0.30/+nan/+0.33
lv20+amt20,2,0.1365026088461224,0.0813264417011483,0.0434616564513441,267,0.0234632424041982,+0.05/+0.02/+nan/+0.20,0.0313711441180927,0.1521882540372181,0.0705927533816463,0.0277980791188882,227,0.044422085608112,+0.04/+0.08/+nan/+0.24
lv20+max5_21,2,0.169330132176093,0.1236836815168245,0.0870095758186824,267,0.0520487641709139,+0.12/+0.05/+nan/+0.18,0.0254088748662842,0.1990178462348021,0.1529733009155034,0.1168576159358652,227,0.1275628199004586,+0.13/+0.19/+nan/+0.29
lv20+bbw20,2,0.1638136851705391,0.130153179868029,0.0902664196137106,267,0.0684347290626379,+0.11/+0.07/+nan/+0.20,0.0309364779960452,0.2022543859252076,0.1644252562550376,0.1274894362406556,227,0.1356713120425252,+0.14/+0.20/+nan/+0.32
lv20+sma20gap,2,0.1107245639341407,0.1037244799429288,0.0627972197367724,267,0.040480381786228,+0.09/+0.04/+nan/+0.16,0.0335897657317122,0.1371336923344742,0.1422565474439788,0.1109577782157113,227,0.1239710985203188,+0.12/+0.15/+nan/+0.26
lv20+rsi14,2,0.1334398380302286,0.0968321274040258,0.066365910524085,267,0.0346666329003469,+0.08/+0.03/+nan/+0.18,0.0282863981786274,0.1521109984313058,0.083739232643489,0.0462350125815981,227,0.0593696647341586,+0.06/+0.11/+nan/+0.22
lv20+ev_buyback60,2,0.1708234525938902,0.1324149743897821,0.0921322789547704,267,0.0560913110004409,+0.12/+0.06/+nan/+0.20,0.0328631615438357,0.2067786046505157,0.1634328593817261,0.1249235865036947,227,0.1368893616098818,+0.14/+0.19/+nan/+0.31
lv20+ev_dilution60,2,0.1721262019396503,0.1381021401602036,0.0997031573292532,267,0.0646339504754974,+0.13/+0.06/+nan/+0.20,0.027928155743081,0.2094134875597059,0.1735938837752267,0.137559711426766,227,0.1483693806264262,+0.15/+0.20/+nan/+0.32
lv20+downvol60,2,0.1739154850922496,0.1358567903562664,0.0937128268763864,267,0.0549418605384184,+0.13/+0.05/+nan/+0.20,0.027112601505929,0.2129199311433001,0.1826231891196782,0.1401365874842775,227,0.1542261312383858,+0.15/+0.21/+nan/+0.35
lv20+hl_range20,2,0.1828631571489518,0.152826823025741,0.1118223133152455,267,0.0779178561919125,+0.14/+0.08/+nan/+0.23,0.0306768308734121,0.2227759361870673,0.1899603648327928,0.1506264280258551,227,0.1583215683918084,+0.16/+0.23/+nan/+0.36
lv20+volvol20,2,0.1690846817346027,0.1485653099363721,0.117929156023893,267,0.096038443756276,+0.15/+0.10/+nan/+0.18,0.034141541742228,0.2020296966574789,0.1968800544499071,0.1694347858936011,227,0.1754912772244887,+0.18/+0.24/+nan/+0.30
lv20+amihud20,2,0.090881926243975,0.0390144582003854,0.0011525150822615,267,-0.0076336607793149,+0.00/-0.01/+nan/+0.16,0.027872375917149,0.0990072576333362,0.0091064376768152,-0.0383168768024914,227,-0.0152879213303591,-0.02/+0.01/+nan/+0.18
lv20+beta60,2,0.1611107002552903,0.0596278633134124,0.0049281178450088,267,-0.045187636681933,+0.04/-0.05/+nan/+0.16,0.0210278779378242,0.1929370271861612,0.073514325407657,0.01587091823548,227,0.0387796333141621,+0.04/+0.10/+nan/+0.30
lv20+skew60,2,0.1659841751365502,0.1245706411155727,0.0937758972542732,267,0.0686900947112621,+0.12/+0.07/+nan/+0.16,0.0326128821828899,0.2021032757446984,0.1676318994137342,0.1373637637258031,227,0.1435403516832107,+0.14/+0.20/+nan/+0.29
to20+nh252,2,0.1485073826360064,0.1493678229627415,0.1075979292519209,267,0.109724967842636,+0.15/+0.11/+nan/+0.16,0.03579010658908,0.1975524585861974,0.2379691738401937,0.2090896025086681,227,0.214073717581315,+0.21/+0.28/+nan/+0.35
to20+dlow252,2,0.1566871422006516,0.118792512190016,0.0811427325414469,267,0.0357755594539515,+0.09/+0.04/+nan/+0.23,0.0321163621415239,0.1857620247316583,0.1331765282145412,0.0862324758108898,227,0.0999121552610858,+0.10/+0.17/+nan/+0.31
to20+mom12_1,2,0.1590070830692799,0.1139410750534102,0.0847588655023266,267,0.0900361064060338,+0.12/+0.09/+nan/+0.10,0.0545594772774317,0.2052867815888377,0.1784805436861112,0.1543919702738613,227,0.163335408046924,+0.16/+0.22/+nan/+0.24
to20+mom21,2,0.0999905123425018,0.11068219903874,0.0741309059499263,267,0.0595860160136238,+0.11/+0.06/+nan/+0.15,0.0396320894193868,0.1352601342374613,0.185033005495034,0.1601373537645997,227,0.1631858475118928,+0.16/+0.22/+nan/+0.29
to20+mom63,2,0.1053028165534814,0.1146024258698981,0.079666966290919,267,0.0876587525116541,+0.12/+0.09/+nan/+0.12,0.0444411851547109,0.143510776378456,0.201453691306779,0.1794440117276405,227,0.1826209393556722,+0.18/+0.25/+nan/+0.27
to20+ret5,2,0.1292332108161122,0.0996579607788544,0.0723579237782929,267,0.0633451508657155,+0.09/+0.06/+nan/+0.13,0.0376246450839577,0.1529188008536384,0.1306886365465841,0.100373725676224,227,0.1062031620364951,+0.11/+0.20/+nan/+0.22
to20+upratio63,2,0.1425670380215731,0.1394291663329248,0.1098011138544843,267,0.1062133390342897,+0.15/+0.11/+nan/+0.13,0.0369867055160038,0.1799067040376541,0.237459580495398,0.2171721691998946,227,0.2203831597212166,+0.22/+0.28/+nan/+0.30
to20+on60,2,0.1526345526703638,0.1092844383077278,0.0660371068912554,267,0.0251349077996307,+0.09/+0.03/+nan/+0.21,0.0338983414818842,0.1817251753368503,0.1361061052716393,0.0921299967473043,227,0.1011125803530073,+0.10/+0.18/+nan/+0.33
to20+size,2,0.1586295868895737,0.1602185994573678,0.127331320119562,267,0.1079524123786915,+0.17/+0.11/+nan/+0.16,0.0514856786525354,0.2043020416023822,0.2495062253009903,0.2287384780758038,227,0.2294419089958136,+0.23/+0.30/+nan/+0.32
to20+amt20,2,0.1356100588861528,0.0967564329994789,0.0626392931209703,267,0.0471907838452823,+0.06/+0.05/+nan/+0.21,0.0324656673031493,0.1546151844957286,0.1029067428355423,0.0623344870621743,227,0.071819221018297,+0.07/+0.13/+nan/+0.28
to20+max5_21,2,0.1822715835432393,0.1464451735942372,0.1072676429868904,267,0.0768761405513813,+0.14/+0.08/+nan/+0.21,0.0323696574455855,0.2179389104259302,0.1932208067979572,0.1568652500597309,227,0.161987333458876,+0.16/+0.24/+nan/+0.35
to20+bbw20,2,0.1752810320657327,0.1487885651937152,0.1093559269615088,267,0.0939006373709321,+0.13/+0.09/+nan/+0.21,0.0360902852347835,0.2203158314251597,0.204457526435254,0.1700678333791409,227,0.1716392487438843,+0.17/+0.26/+nan/+0.37
to20+sma20gap,2,0.1057779160491406,0.1128482462860371,0.0759661896531434,267,0.0666198220268246,+0.10/+0.07/+nan/+0.16,0.0388927917525775,0.1350831092192254,0.1791130172879639,0.1520083668067427,227,0.1558592973241873,+0.16/+0.21/+nan/+0.30
to20+rsi14,2,0.1387131960313381,0.1196480250495849,0.0891906185442928,267,0.0634123005802922,+0.10/+0.06/+nan/+0.21,0.0353094723882935,0.1626047735959221,0.1222271155259137,0.086914305031319,227,0.0924572482200857,+0.09/+0.17/+nan/+0.27
to20+ev_buyback60,2,0.1730199219571292,0.1534249931060356,0.1153702483810455,267,0.0919074604755153,+0.14/+0.09/+nan/+0.22,0.0388598639476737,0.2148389459594299,0.2126201570412745,0.1792596758824687,227,0.180699175738586,+0.18/+0.26/+nan/+0.37
to20+ev_dilution60,2,0.1784008369822405,0.1619965690731973,0.1247555094675682,267,0.1053215248606518,+0.15/+0.11/+nan/+0.22,0.0364181518713343,0.2229009556656402,0.2266712331501433,0.1952246361157148,227,0.195770375102072,+0.20/+0.28/+nan/+0.38
to20+downvol60,2,0.1811243112455009,0.1548731743799115,0.111116957462275,267,0.0794481778178719,+0.14/+0.08/+nan/+0.22,0.028562938991497,0.2268020826971797,0.2237971957376214,0.1804199567219155,227,0.1894362822357054,+0.19/+0.27/+nan/+0.40
to20+hl_range20,2,0.1906503157481546,0.1696080894604847,0.1293143137268838,267,0.1007256911527773,+0.15/+0.10/+nan/+0.25,0.0325534178736166,0.2354876510234735,0.2238861242019948,0.1872091577312879,227,0.1880597240475466,+0.19/+0.28/+nan/+0.40
to20+volvol20,2,0.166001356281245,0.156084849287683,0.1263811386154118,267,0.1139305314449638,+0.15/+0.11/+nan/+0.19,0.0404746624065483,0.2011065784326467,0.2184786454840427,0.1926848255857751,227,0.1955243514251202,+0.20/+0.27/+nan/+0.32
to20+amihud20,2,0.0886852322479207,0.0553238574021088,0.02173684976255,267,0.0155022540807986,+0.02/+0.02/+nan/+0.18,0.0325471675819404,0.0998897302129219,0.0447470198537531,0.0018322740368697,227,0.0147878671121337,+0.01/+0.06/+nan/+0.23
to20+beta60,2,0.1618685075423833,0.0771190566743488,0.0214107683018401,267,-0.024332145973988,+0.06/-0.02/+nan/+0.18,0.0277086104826515,0.1997844856179949,0.1137505292274128,0.0580972573134413,227,0.0726936759380029,+0.07/+0.16/+nan/+0.35
to20+skew60,2,0.1662642503251669,0.1368382510362654,0.1063076397847329,267,0.0898514910806064,+0.13/+0.09/+nan/+0.17,0.0340499015908498,0.2059163946450237,0.1978206983156504,0.1712570877650631,227,0.1713274946313259,+0.17/+0.24/+nan/+0.32
nh252+dlow252,2,0.1291356073031148,0.0909570102758525,0.0498434031049801,267,0.0239853483332303,+0.08/+0.02/+nan/+0.16,0.031279031955081,0.1663454042679875,0.1114127901530113,0.0757440911126079,227,0.0899559379390059,+0.09/+0.12/+nan/+0.25
nh252+mom12_1,2,0.0548471578514807,0.0408474360787671,0.010123442474465,267,-0.0403000641210834,+0.07/+0.06/+nan/-0.04,0.0488177338988079,0.0903295817763431,0.099256394543259,0.0650933753418467,227,0.0523931196427059,+0.11/+0.11/+nan/+0.05
nh252+mom21,2,0.0032253547339735,0.0275257166610635,-0.0052813753173023,267,0.0083985952959266,+0.03/+0.02/+nan/+0.01,0.0442531757815894,0.027402466657306,0.0782637033821793,0.0500393653070134,227,0.0726578421596323,+0.08/+0.07/+nan/+0.08
nh252+mom63,2,0.001924258435667,0.023166824293772,-0.0081127367058513,267,-0.0319148779559133,+0.04/+0.04/+nan/-0.03,0.0408067226878665,0.0251302101936231,0.0830253181157559,0.0539216691573828,227,0.040270401827655,+0.09/+0.09/+nan/+0.04
nh252+ret5,2,0.0554592157360208,0.0427743551483711,0.0187927596822247,267,-0.0120253404590252,+0.06/+0.06/+nan/-0.01,0.0289229483547734,0.0748388948905874,0.0929513477471762,0.0720745481678214,227,0.0667793273390571,+0.09/+0.14/+nan/+0.07
nh252+upratio63,2,0.0450678929287502,0.0617040112730006,0.0310712258402268,267,-0.0075743925478248,+0.09/+0.08/+nan/-0.01,0.0436331461862472,0.0731890732330191,0.1490111393770187,0.1222448457818932,227,0.1178551800641023,+0.15/+0.16/+nan/+0.12
nh252+on60,2,0.0867725768372584,0.0657052569488122,0.0264283241112397,267,0.0168507303024674,+0.06/+0.02/+nan/+0.11,0.0355175004704537,0.1153413622793726,0.1014577891170569,0.0680403063020693,227,0.0820005205594855,+0.08/+0.12/+nan/+0.22
nh252+size,2,0.0951970662910083,0.1116983156388994,0.0759095818414723,267,0.0412288268722089,+0.14/+0.10/+nan/+0.04,0.0569042645381383,0.1410699705357925,0.2112452800695525,0.1827409175053393,227,0.1957669248735799,+0.21/+0.25/+nan/+0.20
nh252+amt20,2,0.0804571340227255,0.061262580481096,0.0242336032003885,267,0.0374082206111397,+0.04/+0.05/+nan/+0.13,0.0317816850299671,0.0989554803817149,0.071515061464259,0.0431183967909402,227,0.0548303458266404,+0.05/+0.07/+nan/+0.19
nh252+max5_21,2,0.1435424165402548,0.1312818212196948,0.0924370959572334,267,0.0864741690142064,+0.14/+0.09/+nan/+0.14,0.0348735336313805,0.1834539865430776,0.1987310812141286,0.1718936639122219,227,0.17845363537963,+0.18/+0.23/+nan/+0.31
nh252+bbw20,2,0.1269237344720521,0.1194451757093747,0.0836313952952104,267,0.0926470018261305,+0.13/+0.09/+nan/+0.11,0.034393221458724,0.1760499740745705,0.1950085446249929,0.1702167543115785,227,0.1804365981553744,+0.18/+0.22/+nan/+0.27
nh252+sma20gap,2,0.0154370873944361,0.037939412830854,0.0063283670256216,267,0.029214855877138,+0.04/+0.04/+nan/+0.03,0.0433830083988876,0.0368034784613156,0.0886380009671116,0.0610427313296844,227,0.0823051120737684,+0.09/+0.08/+nan/+0.11
nh252+rsi14,2,0.0960009184265498,0.1098336598575178,0.0822794902451474,267,0.091496034004685,+0.10/+0.09/+nan/+0.15,0.0370046775684743,0.1215082727426597,0.1379490370596126,0.1086997728530905,227,0.1136889022365171,+0.11/+0.18/+nan/+0.26
nh252+ev_buyback60,2,0.0587490330531622,0.0705093148031725,0.0380953289901403,267,0.040910554439846,+0.08/+0.07/+nan/+0.04,0.0382579242720601,0.0946460896094159,0.133566833664759,0.1107252238069456,227,0.1290103085555778,+0.13/+0.14/+nan/+0.16
nh252+ev_dilution60,2,0.0648087226302917,0.0767867734505986,0.0449578387242578,267,0.0510100236007705,+0.09/+0.08/+nan/+0.05,0.0464068304175389,0.103410697783717,0.1449909101508143,0.1218743105085527,227,0.1406175896768907,+0.14/+0.15/+nan/+0.17
nh252+downvol60,2,0.1165836576577113,0.1120971941413599,0.0687787239615331,267,0.066925796148593,+0.11/+0.07/+nan/+0.13,0.0234824647564544,0.1610597513622064,0.1843042345302282,0.1579980601965997,227,0.1667212813563596,+0.17/+0.20/+nan/+0.29
nh252+hl_range20,2,0.1531324065819619,0.1571061889473071,0.1157027682874138,267,0.1146302439780452,+0.16/+0.11/+nan/+0.18,0.0372303468259662,0.2051342144110083,0.2340453962430787,0.2027586486442224,227,0.2070983070146241,+0.21/+0.28/+nan/+0.37
nh252+volvol20,2,0.1210176174490669,0.1321489242431233,0.1018400173723503,267,0.0972372590596844,+0.15/+0.13/+nan/+0.10,0.0612834097161294,0.1603341140589266,0.2157202259001469,0.198841203292772,227,0.2064878152375558,+0.21/+0.25/+nan/+0.25
nh252+amihud20,2,0.0038283712349285,-0.0001049200405484,-0.0294354245994852,267,-0.0279145366411095,-0.03/+0.01/+nan/+0.07,0.0231176613299646,0.0110124678901603,-0.009671084817065,-0.0349710668126447,227,-0.0230705839493355,-0.02/-0.02/+nan/+0.10
nh252+beta60,2,0.0847583350025281,0.0271214319115476,-0.0220679805101074,267,-0.0398970491292044,+0.02/-0.04/+nan/+0.08,0.0136316710592472,0.1167306792755154,0.0646448121800108,0.0230280216423978,227,0.040983363969191,+0.04/+0.08/+nan/+0.22
nh252+skew60,2,0.1150272445660964,0.1051841510980277,0.072421004524734,267,0.0647355063209015,+0.12/+0.09/+nan/+0.06,0.0380619761566744,0.1568294151208308,0.1879008372522874,0.1655750077318693,227,0.1769497434948508,+0.18/+0.21/+nan/+0.24
dlow252+mom12_1,2,0.1128230672515468,0.0591017071952312,0.0295927507760993,267,0.0018329173597674,+0.06/+0.00/+nan/+0.10,0.0113826829431081,0.134773332151926,0.0562755996669561,0.0209561127778165,227,0.0362165343070855,+0.04/+0.08/+nan/+0.17
dlow252+mom21,2,0.0361787179244121,0.0166666240424601,-0.0196376934597998,267,-0.0402465216521532,-0.01/-0.04/+nan/+0.12,0.0212553689645675,0.0533969432008625,0.0002170946499178,-0.0285945294426177,227,-0.016725382914083,-0.02/-0.00/+nan/+0.12
dlow252+mom63,2,0.0590615380174638,0.0159373160890329,-0.0084481978220465,267,-0.0246745168296271,+0.01/-0.02/+nan/+0.06,0.0252113107857627,0.0750481764474395,0.0224160871063433,-0.001357594692766,227,0.0100260073176537,+0.01/+0.04/+nan/+0.09
dlow252+ret5,2,0.0656263836502307,0.0191366960510702,-0.0115347250913419,267,-0.019499287606671,+0.01/-0.02/+nan/+0.07,0.0114500213035813,0.0662045697337348,-0.0135964273370935,-0.0459057823183433,227,-0.028756258711969,-0.03/+0.02/+nan/+0.05
dlow252+upratio63,2,0.1024746465561205,0.0711156992218288,0.051276459512486,267,0.0281315989963565,+0.07/+0.03/+nan/+0.10,0.0313188507281792,0.1226042558193989,0.1097103413655739,0.0855238168742552,227,0.0945960530046672,+0.09/+0.13/+nan/+0.19
dlow252+on60,2,0.0979684742875762,0.0396810793409113,-0.0005288859737668,267,-0.0481297292264598,+0.01/-0.05/+nan/+0.17,0.0159681983548409,0.1067977392364372,0.0072130192214491,-0.0376888110765752,227,-0.0206441487888275,-0.02/+0.02/+nan/+0.19
dlow252+size,2,0.1423964879760116,0.1359322167217128,0.1050844185433011,267,0.0593403320119779,+0.14/+0.06/+nan/+0.17,0.0383036536035489,0.1771674809250397,0.185057198170384,0.155277180101017,227,0.164258602014564,+0.16/+0.23/+nan/+0.28
dlow252+amt20,2,0.0864440337445044,0.0285134621714216,-0.0088457090075177,267,-0.0247582762662524,-0.01/-0.02/+nan/+0.16,0.02578298650334,0.0873040353517455,-0.0207031666368628,-0.066012773974448,227,-0.0446206646792897,-0.04/-0.02/+nan/+0.14
dlow252+max5_21,2,0.1426721722150661,0.08875735620061,0.0532322726037204,267,0.0096194815119157,+0.07/+0.01/+nan/+0.18,0.0220508386013227,0.1613419669271568,0.0827819624693295,0.0405435770491171,227,0.0564867333761303,+0.06/+0.11/+nan/+0.24
dlow252+bbw20,2,0.1337350519101763,0.0936695328292253,0.0542286964687211,267,0.0268226601149721,+0.07/+0.03/+nan/+0.20,0.0231498711093313,0.1617922933485631,0.0900909040027973,0.0467774952352507,227,0.060908101075041,+0.06/+0.12/+nan/+0.26
dlow252+sma20gap,2,0.0511591742964646,0.0315981565151786,-0.004365566021457,267,-0.0262305022167855,+0.00/-0.03/+nan/+0.13,0.0224719832763326,0.0618559106104149,0.0137474360042284,-0.0196004013864913,227,-0.0051428847333361,-0.01/+0.01/+nan/+0.15
dlow252+rsi14,2,0.0811544388395548,0.0479319405626502,0.0146547357023594,267,-0.0091768536853204,+0.02/-0.01/+nan/+0.15,0.010221622498037,0.0846950358552645,-0.0018558190516307,-0.041701475411024,227,-0.0247223482224777,-0.02/+0.02/+nan/+0.13
dlow252+ev_buyback60,2,0.0988076484480277,0.049161467090167,0.0113884434310226,267,-0.0248898220269496,+0.02/-0.02/+nan/+0.16,0.0239265288412706,0.1140603208665997,0.0201971049605427,-0.0257357146695817,227,-0.0040164082953095,-0.00/+0.03/+nan/+0.17
dlow252+ev_dilution60,2,0.1027896292318085,0.0660060748905837,0.0322426423000354,267,-0.0013391666173171,+0.04/-0.00/+nan/+0.16,0.0166094454353078,0.1195583889131506,0.043113543238895,0.0039765064112344,227,0.0210908975482397,+0.02/+0.05/+nan/+0.18
dlow252+downvol60,2,0.1423170817052757,0.0912447660316368,0.0484076738411612,267,0.0038096004485586,+0.07/+0.00/+nan/+0.19,0.0248180235390626,0.1702414400037951,0.0962720082061115,0.050438000194919,227,0.0678851939630433,+0.07/+0.12/+nan/+0.27
dlow252+hl_range20,2,0.1545245894198743,0.1177660598007628,0.0793316951505323,267,0.037027732473239,+0.09/+0.04/+nan/+0.23,0.0271238966696882,0.1847093648249978,0.1189966949425802,0.0733833978004204,227,0.0866130652366427,+0.09/+0.15/+nan/+0.30
dlow252+volvol20,2,0.1411227628384535,0.1196419359000198,0.0920332545694009,267,0.0642146327736429,+0.10/+0.06/+nan/+0.19,0.0304666839083063,0.1620436459745326,0.1355713832373062,0.1016770218458567,227,0.1125900851822069,+0.11/+0.17/+nan/+0.25
dlow252+amihud20,2,0.0249340044635395,-0.0188594609604579,-0.0555521511307321,267,-0.0610376421036513,-0.06/-0.06/+nan/+0.11,0.0279215127917753,0.0169486173769777,-0.0864074340545434,-0.1309321779478424,227,-0.1066257418447041,-0.11/-0.09/+nan/+0.07
dlow252+beta60,2,0.1194740123459737,0.0059105931194147,-0.042773740871929,267,-0.1013792066434886,-0.02/-0.10/+nan/+0.13,0.0196220658400358,0.1384645931686562,-0.0238331230779329,-0.0802201327623264,227,-0.0571583985789204,-0.06/-0.01/+nan/+0.20
dlow252+skew60,2,0.1243894088309327,0.0824732214388217,0.0565301850755271,267,0.025069220961771,+0.07/+0.03/+nan/+0.15,0.0163460176264314,0.1461768501983477,0.0907491214390023,0.0565986949178517,227,0.0683499706331747,+0.07/+0.11/+nan/+0.22
mom12_1+mom21,2,0.0037479988147548,-0.008962073145038,-0.0372968318174641,267,-0.0719434820806296,+0.01/+0.02/+nan/-0.07,0.0403752705271465,0.0200719093795378,0.0276211666081612,-0.0122071767460533,227,-0.0403076780928582,+0.04/+0.02/+nan/-0.04
mom12_1+mom63,2,-0.0040757756273495,-0.0087517165699167,-0.0434817120644539,267,-0.1052260461636874,+0.02/+0.04/+nan/-0.11,0.0321612328547887,0.018761692793605,0.0355382121087951,-0.0021571992653344,227,-0.070983375898072,+0.05/+0.04/+nan/-0.07
mom12_1+ret5,2,0.0380375199441101,-0.0035475153359749,-0.0376907731014144,267,-0.0838878836557566,+0.02/+0.03/+nan/-0.08,0.0261862002048906,0.0536018475514697,0.0117142577742317,-0.0127592278320137,227,-0.0745670412724866,+0.02/+0.04/+nan/-0.07
mom12_1+upratio63,2,0.0506760222085928,0.0315590058759748,-0.0063895977857388,267,-0.0735140417286303,+0.06/+0.07/+nan/-0.07,0.0483819500445008,0.0772726925753079,0.1005649512839976,0.0658278622476788,227,0.0039702603315772,+0.11/+0.11/+nan/+0.00
mom12_1+on60,2,0.0814062428791988,0.0306483536077985,0.0047358617373714,267,0.0032586836529971,+0.03/+0.00/+nan/+0.04,0.0311198337049994,0.0885030813309065,0.0448835035161345,0.0147699794991287,227,0.0352230508342845,+0.04/+0.06/+nan/+0.11
mom12_1+size,2,0.0914362884761337,0.0763388716616671,0.0366406592440279,267,-0.0247458162242183,+0.11/+0.09/+nan/-0.02,0.0655674898572608,0.1279346479160615,0.1528938758361623,0.1225200092660991,227,0.0740108892378712,+0.16/+0.18/+nan/+0.07
mom12_1+amt20,2,0.0796349039060163,0.0131262549773862,-0.0069601161356073,267,-0.0010004225576941,-0.00/+0.02/+nan/+0.05,0.027482152102873,0.0791518475561123,-0.0079998779159912,-0.029548830180991,227,-0.0143089819846429,-0.01/-0.01/+nan/+0.05
mom12_1+max5_21,2,0.1370356167374848,0.0834105365079995,0.0594681718432312,267,0.0506031189740279,+0.10/+0.06/+nan/+0.05,0.0328552076825788,0.1644035801225316,0.1274627162587858,0.104873661045159,227,0.1174766359618467,+0.12/+0.16/+nan/+0.17
mom12_1+bbw20,2,0.1256927273521462,0.0856390020356835,0.0637215886775258,267,0.054948249084052,+0.10/+0.08/+nan/+0.05,0.0341256684257809,0.1616887949674025,0.1369093137096832,0.1162683392594128,227,0.1259020130896838,+0.13/+0.17/+nan/+0.18
mom12_1+sma20gap,2,0.0175971265520933,0.004214168124588,-0.0235154167373188,267,-0.0450809227585431,+0.02/+0.03/+nan/-0.05,0.0414556680413387,0.0293010636336468,0.0389233458450741,0.001791212390607,227,-0.0006922061232823,+0.05/+0.03/+nan/-0.00
mom12_1+rsi14,2,0.0583280483724623,0.0282175408321825,-0.0004332478160552,267,-1.9648050879249204e-05,+0.04/+0.04/+nan/-0.00,0.0262637835329956,0.0764912401249802,0.0218582410672701,0.0032459469331265,227,0.0184998600365718,+0.02/+0.04/+nan/+0.03
mom12_1+ev_buyback60,2,0.0567481695079625,0.0151889402750441,-0.0182527062799485,267,-0.0689902006214621,+0.04/+0.04/+nan/-0.07,0.0326111779389945,0.085640158712481,0.0455351655967497,0.0171892006180612,227,-0.0223270397925311,+0.06/+0.05/+nan/-0.02
mom12_1+ev_dilution60,2,0.0576719001926527,0.028863991458513,-0.0020920494893166,267,-0.0453566069640731,+0.05/+0.06/+nan/-0.05,0.0389355077890457,0.0849828878120545,0.064796286697411,0.0342671017385396,227,-0.0004939650689879,+0.07/+0.07/+nan/-0.00
mom12_1+downvol60,2,0.1316115436772795,0.0996653430114079,0.0673779996513672,267,0.065156545513744,+0.11/+0.07/+nan/+0.09,0.0376503437966692,0.1656329342579051,0.1685809140274257,0.1425508204263075,227,0.1528251578485146,+0.15/+0.20/+nan/+0.25
mom12_1+hl_range20,2,0.1612327971810498,0.1338104555119922,0.104812593569675,267,0.1054730335957965,+0.14/+0.11/+nan/+0.14,0.0532084096108737,0.1982647945068834,0.1910597698159828,0.1620827991516488,227,0.1689773831950441,+0.17/+0.24/+nan/+0.29
mom12_1+volvol20,2,0.1065223162526875,0.0856167357056517,0.0522114650331942,267,0.0166424623711259,+0.11/+0.10/+nan/+0.02,0.062631384415182,0.1340055836541641,0.140192450975826,0.1194014584004812,227,0.100725837904502,+0.14/+0.16/+nan/+0.10
mom12_1+amihud20,2,-0.0057505064702032,-0.0568219058506872,-0.079567598869586,267,-0.0681823811897007,-0.07/-0.02/+nan/-0.04,0.0145451979465705,-0.0138085921131442,-0.0989526952982048,-0.119843667702009,227,-0.1176047519080291,-0.10/-0.12/+nan/-0.08
mom12_1+beta60,2,0.0777924280172313,-0.0137027173427356,-0.0484157857874381,267,-0.0632764829160585,-0.01/-0.06/+nan/+0.00,-0.0054897357523367,0.0853275624810173,0.0115323653056208,-0.0277465466881348,227,-0.0073660462199661,-0.01/+0.03/+nan/+0.14
