factor,universe,h,hyp,first_anchor,n_week,ic,lo,hi,pos,n_daily
fl_insu20n,조용함상위30%,20,1,20260529,9,-0.05513784939570368,-0.1189598506301593,0.0035332723557653344,0.3333333333333333,45
fl_insu20n,과매도(RSI<40),5,1,20260529,10,-0.06104701667862421,-0.1534846509200085,0.012238076552001117,0.4,51
fl_insu20n,과매도(RSI<40),10,1,20260529,9,-0.023907406086771166,-0.08733141901322393,0.03742658131655182,0.5555555555555556,46
fl_insu20n,과매도(RSI<40),20,1,20260529,9,-0.007757647992362611,-0.06105437072827708,0.05036934803631905,0.4444444444444444,45
fl_bank5n,전체(가드),5,1,20260529,12,-0.03251902093375351,-0.06595547418413107,0.005381403995224899,0.16666666666666666,60
fl_bank5n,전체(가드),10,1,20260529,11,-0.007973927408531051,-0.05227339371038712,0.032784250517738096,0.36363636363636365,55
fl_bank5n,전체(가드),20,1,20260529,9,-0.025003251801646677,-0.06701118797816014,0.02586022132914066,0.2222222222222222,45
fl_bank5n,대형(시총상위20%),5,1,20260529,12,-0.03213705559476448,-0.08019243865611696,0.012753501511639002,0.25,60
fl_bank5n,대형(시총상위20%),10,1,20260529,11,0.0041876700363629345,-0.05312042765545904,0.05881818016856742,0.5454545454545454,55
fl_bank5n,대형(시총상위20%),20,1,20260529,9,-0.034060037887666816,-0.08874048904788764,0.031079744191995922,0.3333333333333333,45
fl_bank5n,조용함상위30%,5,1,20260529,12,-0.015445643666764881,-0.0560174150099969,0.028320286863442803,0.25,60
fl_bank5n,조용함상위30%,10,1,20260529,11,0.007616591216596724,-0.04538736847375219,0.05887242450024723,0.45454545454545453,55
fl_bank5n,조용함상위30%,20,1,20260529,9,-0.014914593327870068,-0.0640732977458559,0.04347688161652008,0.3333333333333333,45
fl_bank5n,과매도(RSI<40),5,1,20260529,10,-0.016986779618201622,-0.06252259312689178,0.04139059113774518,0.3,51
fl_bank5n,과매도(RSI<40),10,1,20260529,9,-0.011459716766323904,-0.048532880706908886,0.02287228017589319,0.4444444444444444,46
fl_bank5n,과매도(RSI<40),20,1,20260529,9,-0.00458904793083035,-0.039648736695361876,0.03349527793042676,0.4444444444444444,45
fl_bank20n,전체(가드),5,1,20260529,12,-0.030604151485810572,-0.05659045700019755,-0.003115342395751079,0.3333333333333333,60
fl_bank20n,전체(가드),10,1,20260529,11,-0.03855175384444058,-0.07614319472402156,-0.010480653674703622,0.36363636363636365,55
fl_bank20n,전체(가드),20,1,20260529,9,-0.034942010808176244,-0.0629393548389181,-0.007648308441301976,0.4444444444444444,45
fl_bank20n,대형(시총상위20%),5,1,20260529,12,-0.02944573606790525,-0.07632929736831127,0.021742521169204953,0.3333333333333333,60
fl_bank20n,대형(시총상위20%),10,1,20260529,11,-0.0204472100191009,-0.08044198385252158,0.03373948517237619,0.36363636363636365,55
