factor,universe,h,hyp,first_anchor,n_week,ic,lo,hi,pos,n_daily
fl_bank20n,대형(시총상위20%),20,1,20260529,9,-0.056447716298211624,-0.09698065290906194,-0.021488448141963965,0.1111111111111111,45
fl_bank20n,조용함상위30%,5,1,20260529,12,-0.03267271251023913,-0.08127811652221784,0.016373439734681503,0.5,60
fl_bank20n,조용함상위30%,10,1,20260529,11,-0.0325267854238088,-0.09657751811811753,0.021772486206484264,0.36363636363636365,55
fl_bank20n,조용함상위30%,20,1,20260529,9,-0.025149708460632518,-0.0828762139346382,0.03804182034710312,0.3333333333333333,45
fl_bank20n,과매도(RSI<40),5,1,20260529,10,-0.001512816074130663,-0.05338651846089247,0.07180120584997433,0.4,51
fl_bank20n,과매도(RSI<40),10,1,20260529,9,-0.03242484228782989,-0.08556879176423511,0.008963416490523965,0.4444444444444444,46
fl_bank20n,과매도(RSI<40),20,1,20260529,9,-0.03859278315115466,-0.08268032799961422,0.009398744266946249,0.3333333333333333,45
sh_svr5,전체(가드),5,1,20260401,19,0.09947081008353637,0.05248312991245344,0.1500649388754093,0.6842105263157895,99
sh_svr5,전체(가드),10,1,20260401,18,0.1299361983630316,0.08544528528433165,0.17061025321989026,0.9444444444444444,94
sh_svr5,전체(가드),20,1,20260401,16,0.15174356057633742,0.10323961807258936,0.19860662447921526,1.0,84
sh_svr5,대형(시총상위20%),5,1,20260401,19,0.05420009258125281,-0.007833822622222533,0.12871853626331417,0.5263157894736842,99
sh_svr5,대형(시총상위20%),10,1,20260401,18,0.08503708814919968,0.009286805591319686,0.16049523380958336,0.6666666666666666,94
sh_svr5,대형(시총상위20%),20,1,20260401,16,0.1231475261603257,0.02059374885881055,0.21657292556521318,0.6875,84
sh_svr5,조용함상위30%,5,1,20260401,19,0.043666978434747795,-0.0076199765183486805,0.101715797983072,0.631578947368421,99
sh_svr5,조용함상위30%,10,1,20260401,18,0.050815152626346706,0.0014206920848057972,0.09771413945377555,0.6111111111111112,94
sh_svr5,조용함상위30%,20,1,20260401,16,0.07109903215040668,0.015535962857641748,0.12011160637678399,0.625,84
sh_svr5,과매도(RSI<40),5,1,20260402,14,0.10991844898822316,0.04099936381619856,0.17321996048146188,0.7857142857142857,79
sh_svr5,과매도(RSI<40),10,1,20260402,13,0.11407163882536074,0.049120300724967925,0.1853148681627548,0.8461538461538461,74
sh_svr5,과매도(RSI<40),20,1,20260402,13,0.11390348762556898,0.05649397705838271,0.1822383642402014,0.7692307692307693,73
sh_svr20,전체(가드),5,1,20260410,18,0.11349138575147705,0.0588731987618966,0.1706821846689221,0.7222222222222222,92
sh_svr20,전체(가드),10,1,20260410,17,0.14274169084746516,0.08737431398012555,0.19234737148661044,0.8823529411764706,87
sh_svr20,전체(가드),20,1,20260410,15,0.16789105256171707,0.11209394384695172,0.22288046630671896,0.9333333333333333,77
sh_svr20,대형(시총상위20%),5,1,20260410,18,0.05418515283422118,-0.03497237455987803,0.1511870651022295,0.5555555555555556,92
sh_svr20,대형(시총상위20%),10,1,20260410,17,0.09491222474896283,0.0009073626957571688,0.18993118666411085,0.7058823529411765,87
sh_svr20,대형(시총상위20%),20,1,20260410,15,0.14642430800971643,0.03360009193417989,0.25050998220969894,0.7333333333333333,77
sh_svr20,조용함상위30%,5,1,20260410,18,0.04800873099842577,-0.009607845947504374,0.11555389166309323,0.7222222222222222,92
sh_svr20,조용함상위30%,10,1,20260410,17,0.05312417263944016,-0.0019570388354012945,0.1023764941092703,0.5882352941176471,87
sh_svr20,조용함상위30%,20,1,20260410,15,0.07841236260666908,0.019262758266445204,0.13370800311265216,0.7333333333333333,77
sh_svr20,과매도(RSI<40),5,1,20260413,13,0.13434883730502883,0.056688219715896174,0.2127127793995341,0.7692307692307693,72
sh_svr20,과매도(RSI<40),10,1,20260413,12,0.14513020168853488,0.06045520017596418,0.22340215980916187,0.8333333333333334,67
sh_svr20,과매도(RSI<40),20,1,20260413,12,0.1392115929592194,0.08002514722397219,0.1992611351383677,0.9166666666666666,66
sh_svr_chg,전체(가드),5,-1,20260410,18,-0.007899391318752886,-0.03711695103037643,0.01531374347238407,0.4444444444444444,92
sh_svr_chg,전체(가드),10,-1,20260410,17,-0.011848002659561836,-0.04442770088491734,0.023412718918251925,0.4117647058823529,87
sh_svr_chg,전체(가드),20,-1,20260410,15,-0.017488643261545263,-0.053746547807843145,0.024125477073789335,0.3333333333333333,77
sh_svr_chg,대형(시총상위20%),5,-1,20260410,18,-0.020207763890594713,-0.07658920597304353,0.029672924008996487,0.5,92
sh_svr_chg,대형(시총상위20%),10,-1,20260410,17,-0.020750704367283292,-0.0733394402170144,0.02997015034120295,0.35294117647058826,87
sh_svr_chg,대형(시총상위20%),20,-1,20260410,15,-0.024271014996197365,-0.07169408455028584,0.022691964597038757,0.4666666666666667,77
sh_svr_chg,조용함상위30%,5,-1,20260410,18,-0.011720988691190056,-0.03848620587279634,0.014037144569996697,0.4444444444444444,92
sh_svr_chg,조용함상위30%,10,-1,20260410,17,-0.022842713922010295,-0.05694385826268527,0.013314763064074116,0.4117647058823529,87
sh_svr_chg,조용함상위30%,20,-1,20260410,15,-0.029811532551317247,-0.06072317353851865,0.006065078640337728,0.3333333333333333,77
sh_svr_chg,과매도(RSI<40),5,-1,20260413,13,-0.01931165475295018,-0.05262901223222329,0.012643217302129073,0.46153846153846156,72
sh_svr_chg,과매도(RSI<40),10,-1,20260413,12,-0.028114335238286672,-0.07810451927243209,0.01798626468380787,0.4166666666666667,67
sh_svr_chg,과매도(RSI<40),20,-1,20260413,12,-0.04036079799798905,-0.08099062348399233,0.0016668654338339607,0.25,66
cr_rate,전체(가드),5,1,20260716,5,0.05917989167958119,-0.07591340441565445,0.1816268926998484,0.6,27
cr_rate,전체(가드),10,1,20260716,4,0.13223227785369257,0.05259303702082546,0.22698524314685703,1.0,22
cr_rate,전체(가드),20,1,20260716,2,,,,1.0,12
cr_rate,대형(시총상위20%),5,1,20260716,5,0.09299811060311626,-0.17753043732729418,0.36290708757715046,0.6,27
cr_rate,대형(시총상위20%),10,1,20260716,4,0.24648205495093906,0.07659004170086033,0.47248782269912515,1.0,22
cr_rate,대형(시총상위20%),20,1,20260716,2,,,,1.0,12
cr_rate,조용함상위30%,5,1,20260716,5,0.06866061355964788,-0.16351996493228796,0.31044414284818517,0.4,27
cr_rate,조용함상위30%,10,1,20260716,4,0.19430191256149246,-0.04860123085419937,0.4372050559771843,0.75,22
cr_rate,조용함상위30%,20,1,20260716,2,,,,1.0,12
cr_rate,과매도(RSI<40),5,1,20260716,3,0.02704804396032566,-0.02885108105770193,0.1292010246344971,0.3333333333333333,18
cr_rate,과매도(RSI<40),10,1,20260716,2,,,,1.0,13
cr_rate,과매도(RSI<40),20,1,20260716,2,,,,1.0,12
cr_rate_chg20,전체(가드),5,1,20260814,1,,,,0.0,7
cr_rate_chg20,대형(시총상위20%),5,1,20260814,1,,,,1.0,7
cr_rate_chg20,조용함상위30%,5,1,20260814,1,,,,1.0,7
cr_rate_chg20,과매도(RSI<40),5,1,20260818,1,,,,1.0,6
loan_ratio,전체(가드),5,1,20260330,17,-0.04723640964926059,-0.09814807976106815,0.007629184361805209,0.23529411764705882,86
loan_ratio,전체(가드),10,1,20260330,16,-0.0576562908756256,-0.11850373290158436,0.010198287728880654,0.375,81
loan_ratio,전체(가드),20,1,20260330,14,-0.07419705031870093,-0.15066267530978417,0.00959765760077744,0.2857142857142857,71
loan_ratio,대형(시총상위20%),5,1,20260330,17,-0.07412712193289918,-0.14639740699604323,0.0056026119802521784,0.29411764705882354,86
loan_ratio,대형(시총상위20%),10,1,20260330,16,-0.09210549955006363,-0.18794687063922724,0.022304749261164148,0.3125,81
loan_ratio,대형(시총상위20%),20,1,20260330,14,-0.12271060999936824,-0.23126948183066792,0.0007087796223375556,0.2857142857142857,71
loan_ratio,조용함상위30%,5,1,20260330,17,-0.056428627611782835,-0.09766815902847553,-0.0065943297400617535,0.17647058823529413,86
loan_ratio,조용함상위30%,10,1,20260330,16,-0.05627727982828177,-0.11428154868520471,0.0048796752425788684,0.3125,81
loan_ratio,조용함상위30%,20,1,20260330,14,-0.0629696922877087,-0.12531956025287308,0.0010566783844002288,0.35714285714285715,71
loan_ratio,과매도(RSI<40),5,1,20260330,14,-0.07673687992271037,-0.13250660878483847,-0.015825164966852708,0.21428571428571427,74
loan_ratio,과매도(RSI<40),10,1,20260330,13,-0.07222120401646205,-0.13986999198061312,0.001663994618759047,0.23076923076923078,69
loan_ratio,과매도(RSI<40),20,1,20260330,13,-0.09119581969195918,-0.16829350313482555,-0.0091341182274312,0.3076923076923077,68
loan_chg20,전체(가드),5,1,20260428,13,0.0011556904203832536,-0.02520429886508352,0.02321526853647137,0.6923076923076923,65
loan_chg20,전체(가드),10,1,20260428,12,0.004518279297382462,-0.020325161320966328,0.02706367846685555,0.5833333333333334,60
loan_chg20,전체(가드),20,1,20260428,10,-0.008808088133922549,-0.03438646418594846,0.0167460645527134,0.5,50
loan_chg20,대형(시총상위20%),5,1,20260428,13,0.015102962862417137,-0.05940481191435891,0.06647787589230261,0.7692307692307693,65
loan_chg20,대형(시총상위20%),10,1,20260428,12,0.0243737747378104,-0.03790745537138461,0.08293657127455585,0.6666666666666666,60
loan_chg20,대형(시총상위20%),20,1,20260428,10,-0.0027602065078234485,-0.0383533511649763,0.048147292383707914,0.4,50
loan_chg20,조용함상위30%,5,1,20260428,13,0.007261248641796785,-0.024769760783860006,0.033824084003931144,0.6153846153846154,65
loan_chg20,조용함상위30%,10,1,20260428,12,0.023257296440245125,0.0007337897504904182,0.0472694674228142,0.75,60
loan_chg20,조용함상위30%,20,1,20260428,10,0.022671380402340936,-0.01903096270591608,0.060038707913443075,0.7,50
loan_chg20,과매도(RSI<40),5,1,20260506,10,0.0245607715675221,-0.001678798046323544,0.05271190784326136,0.7,52
loan_chg20,과매도(RSI<40),10,1,20260506,9,0.03651251340006674,0.010620619011419181,0.061806315044624395,0.7777777777777778,47
loan_chg20,과매도(RSI<40),20,1,20260506,9,0.026925929998279363,0.0008741309180377748,0.05417649411225922,0.6666666666666666,46
va_ep,전체(가드),5,1,20260706,7,0.05245040805231414,-0.0808101736014138,0.1817065406116437,0.7142857142857143,33
va_ep,전체(가드),10,1,20260706,6,0.04215151615809994,-0.11745550092163112,0.18930742089805372,0.6666666666666666,29
va_ep,전체(가드),20,1,20260706,4,-0.032772432458548204,-0.1663371897683562,0.09946565464983158,0.25,20
va_ep,대형(시총상위20%),5,1,20260706,7,0.000813068044092852,-0.19333171459547782,0.19634752041631592,0.42857142857142855,33
va_ep,대형(시총상위20%),10,1,20260706,6,-0.0262020327025851,-0.27573772890183523,0.20921886091831035,0.3333333333333333,29
va_ep,대형(시총상위20%),20,1,20260706,4,-0.1289147011948089,-0.3478271748625367,0.07449252114505292,0.25,20
va_ep,조용함상위30%,5,1,20260706,7,0.036189353248191,-0.010470009195616995,0.08689639486665619,0.5714285714285714,33
va_ep,조용함상위30%,10,1,20260706,6,0.04396245650102054,-0.003315138680534015,0.10855449226758473,0.6666666666666666,29
va_ep,조용함상위30%,20,1,20260706,4,0.05000725876320203,-0.003254681092763193,0.11117183354545628,0.75,20
va_ep,과매도(RSI<40),5,1,20260706,5,0.03582657527195743,-0.18206688765065443,0.2108326353512576,0.6,23
va_ep,과매도(RSI<40),10,1,20260706,4,0.004348247356273288,-0.17878857274537946,0.18748506745792604,0.5,20
va_ep,과매도(RSI<40),20,1,20260706,4,-0.09521491004555031,-0.23661043233835388,0.03404091383942,0.25,20
va_bp,전체(가드),5,1,20260706,7,0.03549679127104136,-0.12164986661895029,0.17477078820579298,0.7142857142857143,33
va_bp,전체(가드),10,1,20260706,6,0.015988043501648706,-0.1600191022963674,0.16623254230553006,0.5,29
va_bp,전체(가드),20,1,20260706,4,-0.09800178340688845,-0.20120809731713704,0.026561457296476316,0.25,20
va_bp,대형(시총상위20%),5,1,20260706,7,0.023139701331376595,-0.1600257619906878,0.19524442800767478,0.42857142857142855,33
va_bp,대형(시총상위20%),10,1,20260706,6,-0.007419069683216632,-0.24294043624402456,0.21428612492278037,0.3333333333333333,29
va_bp,대형(시총상위20%),20,1,20260706,4,-0.08401272916726693,-0.30566999717768684,0.126457699129788,0.25,20
va_bp,조용함상위30%,5,1,20260706,7,0.049969765009636936,-0.02246594313319454,0.13571638051666277,0.5714285714285714,33
va_bp,조용함상위30%,10,1,20260706,6,0.02655516954912183,-0.0748072656590306,0.12742760851713653,0.6666666666666666,29
va_bp,조용함상위30%,20,1,20260706,4,-0.0332002028744525,-0.09303394236778659,0.014557491101211644,0.25,20
va_bp,과매도(RSI<40),5,1,20260706,5,0.08903995676509648,-0.200795582728999,0.2807460009546381,0.8,25
va_bp,과매도(RSI<40),10,1,20260706,4,-0.03612697856113836,-0.2883675442630667,0.21611358714079,0.5,21
va_bp,과매도(RSI<40),20,1,20260706,4,-0.13806804740577355,-0.26523769255597257,0.006917603582520283,0.25,20
va_div,전체(가드),5,1,20260706,7,0.04771609204674264,-0.11065861791295006,0.1859528747412104,0.7142857142857143,33
va_div,전체(가드),10,1,20260706,6,0.015708865183941375,-0.155579455047895,0.16783581317368226,0.5,29
va_div,전체(가드),20,1,20260706,4,-0.1255236012544918,-0.2097815190070261,-0.018239750178834304,0.25,20
va_div,대형(시총상위20%),5,1,20260706,7,-0.0013476090914538244,-0.18766593677300225,0.1787887384437554,0.5714285714285714,33
va_div,대형(시총상위20%),10,1,20260706,6,-0.049471117210001185,-0.2921656362048904,0.18519650589215386,0.3333333333333333,29
va_div,대형(시총상위20%),20,1,20260706,4,-0.1701867193494221,-0.3606826681334681,0.04144308693933707,0.25,20
va_div,조용함상위30%,5,1,20260706,7,0.03485081564415961,-0.08389861633023817,0.14657036188053518,0.7142857142857143,33
va_div,조용함상위30%,10,1,20260706,6,-0.015978853072911487,-0.16421385027203608,0.11855993706017698,0.5,29
va_div,조용함상위30%,20,1,20260706,4,-0.16142730739209815,-0.2342931776834371,-0.06182315612983388,0.0,20
va_div,과매도(RSI<40),5,1,20260706,5,0.11009683892485045,-0.1466133883109919,0.28872699612434083,0.8,25
va_div,과매도(RSI<40),10,1,20260706,4,-0.04753355443222191,-0.24605378510190618,0.15098667623746234,0.5,21
va_div,과매도(RSI<40),20,1,20260706,4,-0.15065801308696525,-0.24949885628595203,-0.021206016150415865,0.25,20
va_roe,전체(가드),5,1,20260706,7,0.050069749012782654,-0.008257255542065616,0.09862534851970857,0.7142857142857143,33
va_roe,전체(가드),10,1,20260706,6,0.02588853905742199,-0.03586700296087897,0.0789919764422514,0.5,29
va_roe,전체(가드),20,1,20260706,4,-0.017117909800997227,-0.0525386747135311,0.010629042928099196,0.25,20
va_roe,대형(시총상위20%),5,1,20260706,7,-0.008060125517185403,-0.07156909865024957,0.04326304075267191,0.5714285714285714,33
va_roe,대형(시총상위20%),10,1,20260706,6,-0.03774604609017343,-0.09460562809118808,0.019179424756344134,0.3333333333333333,29
va_roe,대형(시총상위20%),20,1,20260706,4,-0.07565082331973881,-0.13707368013932836,-0.025252152096861772,0.25,20
va_roe,조용함상위30%,5,1,20260706,7,0.00605596922296775,-0.040348458182812505,0.05499512830342097,0.42857142857142855,33
va_roe,조용함상위30%,10,1,20260706,6,-0.008680390704757212,-0.07303427564459676,0.05065331755646965,0.5,29
va_roe,조용함상위30%,20,1,20260706,4,0.005244944639298487,-0.07603465534481266,0.08305908047561099,0.5,20
va_roe,과매도(RSI<40),5,1,20260706,5,0.06770903883581907,0.013274048930481345,0.12055232069024661,0.8,25
va_roe,과매도(RSI<40),10,1,20260706,4,-0.010828217164671602,-0.07452063367221176,0.08275601793327585,0.25,21
va_roe,과매도(RSI<40),20,1,20260706,4,-0.06922629831150948,-0.12226704512863606,-0.01618555149438288,0.25,20
cs_gap,전체(가드),5,1,20260727,4,0.11497614388464106,-0.12395919270753465,0.3808289415024081,0.5,21
cs_gap,전체(가드),10,1,20260727,3,0.129882261175298,-0.14541468188863993,0.4918692565513441,0.6666666666666666,16
cs_gap,전체(가드),20,1,20260727,1,,,,1.0,6
cs_gap,대형(시총상위20%),5,1,20260727,4,0.1526845804847009,-0.033610438830078165,0.47550090030361325,0.5,21
cs_gap,대형(시총상위20%),10,1,20260727,3,0.19561134414508075,-0.0347318433744218,0.5615455878814601,0.6666666666666666,16
cs_gap,대형(시총상위20%),20,1,20260727,1,,,,1.0,6
cs_gap,조용함상위30%,5,1,20260727,4,0.1368131229741962,-0.07825208661405769,0.37028712802538183,0.5,21
cs_gap,조용함상위30%,10,1,20260727,3,0.15531894582097583,-0.07582566967659912,0.4877134634547717,0.6666666666666666,16
cs_gap,조용함상위30%,20,1,20260727,1,,,,1.0,6
cs_gap,과매도(RSI<40),5,1,20260727,2,,,,0.5,12
cs_gap,과매도(RSI<40),10,1,20260727,1,,,,1.0,7
cs_gap,과매도(RSI<40),20,1,20260727,1,,,,1.0,6
cs_cov,전체(가드),5,1,20260727,4,0.03034806119477944,-0.016596901661384236,0.07778713964249177,0.5,21
cs_cov,전체(가드),10,1,20260727,3,0.022823250886292872,-0.01585522626806249,0.09434423207199676,0.3333333333333333,16
cs_cov,전체(가드),20,1,20260727,1,,,,0.0,6
cs_cov,대형(시총상위20%),5,1,20260727,4,-0.027188313241938687,-0.09309724408490191,0.03914141249000623,0.25,21
cs_cov,대형(시총상위20%),10,1,20260727,3,-0.05193385245790059,-0.08292687083134237,-0.016795315611411114,0.0,16
cs_cov,대형(시총상위20%),20,1,20260727,1,,,,0.0,6
cs_cov,조용함상위30%,5,1,20260727,4,-0.010475301283999164,-0.019452192028685023,0.0019204298334751769,0.25,21
cs_cov,조용함상위30%,10,1,20260727,3,-0.034085862024747025,-0.06358792959116695,-0.015499938769301684,0.0,16
cs_cov,조용함상위30%,20,1,20260727,1,,,,0.0,6
cs_cov,과매도(RSI<40),5,1,20260727,2,,,,0.0,12
cs_cov,과매도(RSI<40),10,1,20260727,1,,,,0.0,7
cs_cov,과매도(RSI<40),20,1,20260727,1,,,,0.0,6
cs_op,전체(가드),5,1,20260727,4,-0.005448119910085477,-0.10054510691691092,0.12078934318494694,0.25,21
cs_op,전체(가드),10,1,20260727,3,-0.020772230632955812,-0.12436538128868772,0.16040943010594177,0.3333333333333333,16
cs_op,전체(가드),20,1,20260727,1,,,,1.0,6
cs_op,대형(시총상위20%),5,1,20260727,4,-0.04961962874495468,-0.14476749475278053,0.04552823726287118,0.25,21
cs_op,대형(시총상위20%),10,1,20260727,3,-0.0743658996410369,-0.18382240874325348,0.03439402211113286,0.3333333333333333,16
cs_op,대형(시총상위20%),20,1,20260727,1,,,,0.0,6
cs_op,조용함상위30%,5,1,20260727,4,-0.033072982267812176,-0.09229719013308872,0.05290571496618686,0.25,21
cs_op,조용함상위30%,10,1,20260727,3,-0.07109421776264903,-0.17436157126691032,0.08815467899365409,0.3333333333333333,16
cs_op,조용함상위30%,20,1,20260727,1,,,,0.0,6
cs_op,과매도(RSI<40),5,1,20260727,2,,,,1.0,9
cs_op,과매도(RSI<40),10,1,20260727,1,,,,1.0,6
cs_op,과매도(RSI<40),20,1,20260727,1,,,,0.0,6
