name,matched,date,nav_before,target,invested,cash_after
R1_amount,False,20250305,1.083950980642915,0.18065849677381918,0.18065849677381912,0.016562855564557014
R1_amount,False,20250402,0.9885321501032782,0.16475535835054636,0.16475535835054628,0.03285489350466991
R1_amount,False,20250507,1.0305942241549464,0.1717657040258244,0.17176570402582433,0.17384688651836253
R1_amount,False,20250604,1.1332892829212788,0.18888154715354646,0.1734133531355237,0.0
R1_amount,False,20250702,1.2035491925023012,0.20059153208371686,0.1922188987560965,-6.938893903907228e-17
R1_amount,False,20250804,1.2292794703082208,0.2048799117180368,0.17794091139691126,-1.734723475976807e-17
R1_amount,False,20250902,1.246676044628035,0.20777934077133917,0.20777934077133914,0.01452575144977649
R1_amount,False,20251002,1.4159401538273684,0.23599002563789473,0.2096260484195656,-1.249000902703301e-16
R1_amount,False,20251104,1.82192531079617,0.3036542184660283,0.3036542184660284,0.011988714626847944
R1_amount,False,20251202,1.7021098173257303,0.2836849695542884,0.28368496955428857,0.02709757925009306
R1_amount,False,20260105,1.9124424655076508,0.3187404109179418,0.3187404109179418,0.015132655405171294
R1_amount,False,20260203,2.3534855754366992,0.3922475959061165,0.30707537567346355,-3.469446951953614e-18
R1_amount,False,20260304,1.9712049850579905,0.32853416417633174,-3.4607949645422587e-18,1.1074097180226606e-33
R1_amount,True,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
R1_amount,True,20240903,0.9968625027575795,0.1661437504595966,0.1661437504595966,0.6663575568309212
R1_amount,True,20241004,0.9939488108925887,0.1656581351487648,0.1656581351487648,0.5002852763442844
R1_amount,True,20241104,0.9896453678180926,0.16494089463634878,0.16494089463634878,0.3349320294713448
R1_amount,True,20241203,0.9497725238301428,0.15829542063835714,0.15829542063835714,0.1762408702813918
R1_amount,True,20250103,0.9490504888897401,0.15817508148162335,0.15817508148162335,0.01767035109606438
R1_amount,True,20250204,0.9656633310656123,0.16094388851093538,0.01762628538260786,0.0
R1_amount,True,20250305,0.9970046448205689,0.16616744080342816,0.1573985249873795,0.0
R1_amount,True,20250402,0.9523788836390172,0.1587298139398362,0.1584694300881057,-1.3877787807814457e-17
R1_amount,True,20250507,0.9818781242843926,0.16364635404739877,0.16364635404739877,0.14993815633727267
R1_amount,True,20250604,1.0303123845415851,0.17171873075693087,0.14956424572296526,0.0
R1_amount,True,20250702,1.0995231119328586,0.18325385198880975,0.1747915049898891,2.0816681711721685e-17
R1_amount,True,20250804,1.1115737146501155,0.18526228577501924,0.18526228577501924,0.019813446921620376
R1_amount,True,20250902,1.1226098269616054,0.18710163782693423,0.18710163782693423,0.01849613400032067
R1_amount,True,20251002,1.230351349646021,0.20505855827433683,0.20505855827433683,0.019678679504330276
R1_amount,True,20251104,1.3858594803681847,0.23097658006136412,0.23097658006136412,0.034458828432100116
R1_amount,True,20251202,1.360554223219463,0.22675903720324384,0.2267590372032438,0.0035915365762208273
R1_amount,True,20260105,1.4441649429868677,0.24069415716447795,0.22697394733013032,-2.7755575615628914e-17
R1_amount,True,20260203,1.717418145246456,0.286236357541076,0.286236357541076,0.0036532740875827863
R1_amount,True,20260304,1.5425537534189304,0.2570922922364884,0.0036441636783868196,0.0
beta_near,False,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
beta_near,False,20240903,0.9954146865700715,0.1659024477616786,0.16590244776167865,0.6665994627855834
beta_near,False,20241004,1.0128423830264799,0.16880706383774666,0.16880706383774666,0.49737038128824157
beta_near,False,20241104,1.0310560729195544,0.17184267881992574,0.1718426788199257,0.32509809577126597
beta_near,False,20241203,0.9384972971266754,0.15641621618777923,0.15641621618777918,0.1682908390430174
beta_near,False,20250103,0.9938947240848983,0.1656491206808164,0.1656491206808164,0.0022275955604989794
beta_near,False,20250204,0.9902912563021934,0.16504854271703223,0.002222040459350603,1.8973538018496328e-19
beta_near,False,20250305,1.075887573852251,0.17931459564204186,0.17931459564204183,0.0016039029888274305
beta_near,False,20250402,0.9912496942756386,0.1652082823792731,0.16520828237927312,0.027992346621512842
beta_near,False,20250507,1.0606821090153369,0.17678035150255614,0.1767803515025562,0.17599559779682666
beta_near,False,20250604,1.1838972343484095,0.19731620572473493,0.17555670603174736,6.938893903907228e-17
beta_near,False,20250702,1.2139559831494653,0.20232599719157754,0.18634270712353468,-2.42861286636753e-17
beta_near,False,20250804,1.2219318963093746,0.20365531605156242,0.1865779576174126,1.3877787807814457e-17
beta_near,False,20250902,1.2449575843973832,0.2074929307328972,0.20749293073289715,0.01055183398539736
beta_near,False,20251002,1.4530353427287972,0.2421725571214662,0.22855810380234973,5.204170427930421e-17
beta_near,False,20251104,1.824577428013535,0.3040962380022558,0.30409623800225594,0.029862871214929095
beta_near,False,20251202,1.7592309363069842,0.29320515605116404,0.293205156051164,0.05705815041387262
beta_near,False,20260105,1.9239221311394001,0.32065368852323334,0.3206536885232335,0.024369904906913802
beta_near,False,20260203,2.350818043034982,0.391803007172497,0.2964540487902446,0.015641851784853673
beta_near,False,20260304,1.883625209876751,0.3139375349794585,0.015602844673170753,-6.288372600415926e-18
beta_near,True,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
beta_near,True,20240903,0.9971959863612512,0.16619933106020854,0.16619933106020854,0.6663018372788077
beta_near,True,20241004,0.9915558862450612,0.16525931437417687,0.1652593143741769,0.5006293746186953
beta_near,True,20241104,0.9890304720117007,0.16483841200195012,0.16483841200195012,0.3353788665867403
beta_near,True,20241203,0.9516319525014936,0.1586053254169156,0.1586053254169156,0.17637702785628245
beta_near,True,20250103,0.9495655052965373,0.15826091754942287,0.15826091754942287,0.017720458012986023
beta_near,True,20250204,0.9660440252634709,0.1610073375439118,0.017676267344624463,0.0
beta_near,True,20250305,0.9971477834615887,0.16619129724359813,0.15736456012588487,1.3877787807814457e-17
beta_near,True,20250402,0.950801004704001,0.1584668341173335,0.1584668341173335,0.0004731668305958253
beta_near,True,20250507,0.9824070735569042,0.16373451225948402,0.16373451225948402,0.14998671235067193
beta_near,True,20250604,1.026811220250488,0.17113520337508134,0.1496126806490493,0.0
beta_near,True,20250702,1.0878409662520077,0.18130682770866793,0.1746593353786633,-1.3877787807814457e-17
beta_near,True,20250804,1.0966887798411042,0.18278146330685072,0.18278146330685072,0.02365700903070926
beta_near,True,20250902,1.1083283646454603,0.1847213941075767,0.1847213941075767,0.019017316445011034
beta_near,True,20251002,1.2062196837695627,0.20103661396159378,0.20103661396159378,0.020898837993873542
beta_near,True,20251104,1.3402649622733545,0.22337749371222573,0.22337749371222573,0.028115779899175408
beta_near,True,20251202,1.324384823976266,0.2207308039960443,0.21959937071768687,0.0
beta_near,True,20260105,1.3800428926584476,0.23000714877640793,0.2217698729492825,-2.7755575615628914e-17
beta_near,True,20260203,1.6451096056595285,0.2741849342765881,0.2741849342765881,0.0047800371391222285
beta_near,True,20260304,1.4409210501726741,0.24015350836211236,0.0047681168470047166,0.0
size_only,False,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
size_only,False,20240903,1.0029889281980198,0.16716482136633662,0.16716482136633665,0.6653339332469135
size_only,False,20241004,0.9958042335051318,0.1659673722508553,0.1659673722508553,0.49895164256543184
size_only,False,20241104,0.9964076179496484,0.1660679363249414,0.1660679363249414,0.3324685363996784
size_only,False,20241203,0.9746848250181048,0.1624474708363508,0.16244747083635083,0.1696149468862364
size_only,False,20250103,0.9435331781822123,0.15725552969703538,0.15725552969703535,0.011966278364958395
size_only,False,20250204,0.9436150054524367,0.15726916757540613,0.011936437271778953,-4.336808689942018e-18
size_only,False,20250305,0.9488453675430414,0.1581408945905069,0.157880613692745,5.898059818321144e-17
size_only,False,20250402,0.9344593141427966,0.15574321902379942,0.15574321902379948,0.00153869011071767
size_only,False,20250507,0.9476697226764821,0.15794495377941367,0.15794495377941367,0.13717842192701477
size_only,False,20250604,0.9777013278462994,0.16295022130771655,0.13683633109926657,1.214306433183765e-17
size_only,False,20250702,1.053194158801339,0.17553235980022316,0.16317421288673745,-2.7755575615628914e-17
size_only,False,20250804,1.0886232548336916,0.1814372091389486,0.18143720913894865,0.020836619894100128
size_only,False,20250902,1.1161181926426136,0.18601969877376892,0.18601969877376892,0.022118772141507058
size_only,False,20251002,1.2077379672142916,0.20128966120238193,0.20128966120238184,0.025394107737077343
size_only,False,20251104,1.3709013635378995,0.22848356058964991,0.22848356058965,0.02234853734593721
size_only,False,20251202,1.3091099417026069,0.2181849902837678,0.2181849902837679,0.0005090639165900475
size_only,False,20260105,1.4331324558900262,0.23885540931500437,0.21665296485499091,-7.28583859910259e-17
size_only,False,20260203,1.6952026517379544,0.28253377528965906,0.28253377528965906,0.0012547777176617654
size_only,False,20260304,1.5808857197575774,0.2634809532929296,0.0012516485961713369,-1.0842021724855044e-19
size_only,True,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
size_only,True,20240903,0.9988634043796094,0.16647723406326823,0.16647723406326823,0.6660232395182404
size_only,True,20241004,0.9866055359395247,0.16443425598992079,0.16443425598992079,0.5011778978883448
size_only,True,20241104,0.9898296538047857,0.1649716089674643,0.1649716089674643,0.33579385989846183
size_only,True,20241203,0.9669806927108358,0.1611634487851393,0.1611634487851393,0.17422750249135968
size_only,True,20250103,0.9481389458890636,0.15802315764817726,0.15802315764817726,0.015809286949061974
size_only,True,20250204,0.9629217149031117,0.16048695248385195,0.015769862293328652,0.0
size_only,True,20250305,0.9908141449923994,0.16513569083206656,0.15719473581841173,0.0
size_only,True,20250402,0.9738141338135824,0.16230235563559706,0.15978848700547574,0.0
size_only,True,20250507,0.9925345216045984,0.16542242026743306,0.16542242026743306,0.1555931628489942
size_only,True,20250604,1.0561622423605896,0.17602704039343162,0.15520514997405904,0.0
size_only,True,20250702,1.154283750096782,0.19238062501613032,0.18036851671703127,0.0
size_only,True,20250804,1.1751914088744653,0.1958652348124109,0.1958652348124109,0.021430362596067065
size_only,True,20250902,1.1846965910703866,0.19744943184506444,0.19744943184506444,0.019407204243129084
size_only,True,20251002,1.317041665198286,0.2195069441997143,0.2195069441997143,0.020136694805840544
size_only,True,20251104,1.5313678055253395,0.25522796758755656,0.25522796758755656,0.03493891962382806
size_only,True,20251202,1.4803321992363148,0.24672203320605246,0.24672203320605246,0.006993269812640451
size_only,True,20260105,1.6304130592387351,0.2717355098731225,0.24799526479105677,0.0
size_only,True,20260203,1.9286912609247742,0.3214485434874624,0.3214485434874624,0.0020151123833339057
size_only,True,20260304,1.8570378715144888,0.30950631191908146,0.002010087165420355,0.0
amount_only,False,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
amount_only,False,20240903,1.004073622802824,0.16734560380047067,0.16734560380047064,0.6651526988566938
amount_only,False,20241004,1.0030206193865892,0.16717010323109818,0.16717010323109813,0.4975646703675176
amount_only,False,20241104,0.9975109183120805,0.16625181971868008,0.16625181971868014,0.3308972210995411
amount_only,False,20241203,0.9633407490758648,0.16055679151264413,0.16055679151264415,0.16993903760811552
amount_only,False,20250103,0.9492562162770926,0.15820936937951544,0.15820936937951552,0.01133414480515126
amount_only,False,20250204,0.9859709722126522,0.16432849536877536,0.011305880104889036,-5.637851296924623e-18
amount_only,False,20250305,1.041048063259392,0.17350801054323198,0.1735080105432319,0.004527226976713067
amount_only,False,20250402,1.0073057977991358,0.1678842996331893,0.16527448963067942,8.326672684688674e-17
amount_only,False,20250507,1.0742386146512235,0.17903976910853725,0.1790397691085372,0.13997311732102355
amount_only,False,20250604,1.1110114077473277,0.18516856795788794,0.1396240571780783,-8.673617379884035e-18
amount_only,False,20250702,1.2276499703812882,0.20460832839688137,0.20460832839688137,0.01055917914915888
amount_only,False,20250804,1.2510744820310236,0.20851241367183726,0.20851241367183734,0.031071884821515877
amount_only,False,20250902,1.2463819414784876,0.20773032357974794,0.2077303235797479,0.047867778453519916
amount_only,False,20251002,1.3667909404622816,0.22779849007704692,0.22779849007704692,0.04883893579285602
amount_only,False,20251104,1.6073564054596687,0.26789273424327814,0.2678927342432781,0.08351704487902567
amount_only,False,20251202,1.503457855013849,0.25057630916897483,0.25057630916897494,0.030071236248109978
amount_only,False,20260105,1.6307039051876964,0.2717839841979494,0.2693868867777956,9.367506770274758e-17
amount_only,False,20260203,1.91806013882832,0.31967668980472,0.2914409724309708,-4.5102810375396984e-17
amount_only,False,20260304,1.6852154218159965,0.28086923696933275,-4.499033453904934e-17,1.4637067577342992e-32
amount_only,True,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
amount_only,True,20240903,0.9985299207759377,0.16642165346265628,0.16642165346265628,0.6660789590703539
amount_only,True,20241004,0.9882213582926014,0.16470355971543357,0.16470355971543357,0.5009636404556317
amount_only,True,20241104,0.9898956351090422,0.16498260585150704,0.16498260585150704,0.3355685780894959
amount_only,True,20241203,0.9637991990440541,0.16063319984067567,0.16063319984067567,0.17453379524921858
amount_only,True,20250103,0.9484484729252607,0.15807474548754344,0.15807474548754344,0.016063862897956305
amount_only,True,20250204,0.9636143361772778,0.16060238936287963,0.0160238033894826,4.336808689942018e-19
amount_only,True,20250305,0.9922367042381336,0.16537278403968894,0.15722870067990638,-1.3877787807814457e-17
amount_only,True,20250402,0.9680511906277902,0.1613418651046317,0.1594849787769685,-6.938893903907228e-18
amount_only,True,20250507,0.989896288636769,0.16498271477279483,0.16498271477279486,0.15475015553264387
amount_only,True,20250604,1.047922853501505,0.1746538089169175,0.15436424492034304,-6.938893903907228e-18
amount_only,True,20250702,1.1333144682562293,0.18888574470937156,0.17929464564119674,8.673617379884035e-18
amount_only,True,20250804,1.1502510779065753,0.19170851298442923,0.19170851298442923,0.021786502522093108
amount_only,True,20250902,1.1603596556639912,0.19339327594399855,0.19339327594399855,0.01820848351635007
amount_only,True,20251002,1.2844313862622494,0.2140718977103749,0.21407189771037488,0.01949920184759224
amount_only,True,20251104,1.4774933864810933,0.24624889774684888,0.24624889774684888,0.030238896872322132
amount_only,True,20251202,1.4354725533572237,0.2392454255595373,0.23858242605869268,-2.0816681711721685e-17
amount_only,True,20260105,1.5638816279032282,0.26064693798387134,0.238093336700508,0.0
amount_only,True,20260203,1.853189842322047,0.30886497372034116,0.3088649737203412,0.004044272111811114
amount_only,True,20260304,1.7433319685799546,0.2905553280966591,0.004034186645198119,-4.87890977618477e-19
beta_only,False,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
beta_only,False,20240903,1.0022148257900978,0.16703580429834963,0.1670358042983496,0.6654632728575707
beta_only,False,20241004,1.0170765181255361,0.1695127530209227,0.16951275302092278,0.49552673795409635
beta_only,False,20241104,1.003744098936041,0.16729068315600684,0.16729068315600676,0.32781782809019905
beta_only,False,20241203,0.9131981614582996,0.15219969357638327,0.1521996935763833,0.17523763527987474
beta_only,False,20250103,0.958669475100677,0.15977824585011283,0.15977824585011288,0.015059943815136657
beta_only,False,20250204,0.9970574628311384,0.16617624380518972,0.015022387845522846,3.2526065174565133e-18
beta_only,False,20250305,1.0456898909626442,0.17428164849377403,0.17428164849377406,0.009694851253183237
beta_only,False,20250402,0.9344849171303867,0.1557474861883978,0.15574748618839782,0.02974867827631811
beta_only,False,20250507,0.9907126555853325,0.16511877593088875,0.1651187759308887,0.17663499654205825
beta_only,False,20250604,0.9878325123805344,0.1646387520634224,0.1646387520634224,0.01158464759847726
beta_only,False,20250702,1.0031094308615736,0.1671849051435956,0.16718490514359566,0.01035827370289317
beta_only,False,20250804,0.9917617107346639,0.1652936184557773,0.15596013316429147,-8.326672684688674e-17
beta_only,False,20250902,1.0232195292902495,0.17053658821504158,0.1275692220109109,4.163336342344337e-17
beta_only,False,20251002,1.154988226667545,0.19249803777792418,0.19249803777792412,0.02402949356651841
beta_only,False,20251104,1.3403977030745649,0.22339961717909415,0.22339961717909418,0.06226781367025777
beta_only,False,20251202,1.3213329508812488,0.22022215848020812,0.22022215848020818,0.04930928028350015
beta_only,False,20260105,1.4744944694802573,0.24574907824670955,0.24574907824670963,0.005265373663120788
beta_only,False,20260203,1.810259650538158,0.3017099417563597,0.2539653664649643,3.8163916471489756e-17
beta_only,False,20260304,1.456466896888484,0.24274448281474734,3.806874460996486e-17,-6.162975822039155e-33
beta_only,True,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
beta_only,True,20240903,0.9965290191539078,0.16608816985898464,0.16608816985898464,0.6664132763830346
beta_only,True,20241004,0.9928317288804442,0.16547195481340737,0.16547195481340737,0.5005276416825937
beta_only,True,20241104,0.9896497425757983,0.16494162376263305,0.16494162376263305,0.3351736638605541
beta_only,True,20241203,0.9526500918157081,0.15877501530261803,0.15877501530261806,0.17600171101967949
beta_only,True,20250103,0.9498439807298531,0.1583073301216422,0.1583073301216422,0.0172986125727332
beta_only,True,20250204,0.9662133707906805,0.16103556179844675,0.017255473888013167,0.0
beta_only,True,20250305,0.9970852354851647,0.16618087258086078,0.1574324898488741,1.3877787807814457e-17
beta_only,True,20250402,0.9565937638204496,0.15943229397007494,0.15874929609517638,0.0
beta_only,True,20250507,0.9852988090701282,0.1642164681783547,0.16421646817835472,0.15166521074158862
beta_only,True,20250604,1.0313098442291813,0.17188497403819689,0.15128699325844253,-1.3877787807814457e-17
beta_only,True,20250702,1.0934161559531113,0.18223602599218522,0.17508363991269318,-2.7755575615628914e-17
beta_only,True,20250804,1.1008350070050397,0.1834725011675066,0.1834725011675066,0.024901957463125943
beta_only,True,20250902,1.112911909872704,0.18548531831211734,0.18548531831211734,0.02382748856229641
beta_only,True,20251002,1.2070870402742084,0.20118117337903474,0.20118117337903474,0.02926225128044424
beta_only,True,20251104,1.3285678201962134,0.22142797003270223,0.22142797003270226,0.026826736945263274
beta_only,True,20251202,1.3160489078716215,0.21934148464527026,0.21592861884728967,0.0
beta_only,True,20260105,1.3702930221872476,0.22838217036454125,0.2121158938641643,0.0
beta_only,True,20260203,1.6332604338198822,0.2722100723033137,0.27221007230331373,0.007817104515295686
beta_only,True,20260304,1.4284416269849949,0.23807360449749915,0.007797610489073004,0.0
momentum_only,False,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
momentum_only,False,20240903,0.9771500474745906,0.1628583412457651,0.16285834124576512,0.6696511795677864
momentum_only,False,20241004,0.9965077729420913,0.16608462882368188,0.16608462882368188,0.5031513391720446
momentum_only,False,20241104,0.9776269037537786,0.16293781729229642,0.16293781729229634,0.3398061773365171
momentum_only,False,20241203,0.8979174280247249,0.14965290467078748,0.1496529046707875,0.18977914040405272
momentum_only,False,20250103,0.9406443340075876,0.15677405566793126,0.1567740556679313,0.03261314959695169
momentum_only,False,20250204,0.9429610914339721,0.15716018190566203,0.032531820046834616,-1.1709383462843448e-17
momentum_only,False,20250305,0.9848636070760509,0.16414393451267514,0.15019899487452062,-2.6020852139652106e-17
momentum_only,False,20250402,0.900245201683266,0.150040866947211,0.14370201460795712,-5.0306980803327406e-17
momentum_only,False,20250507,0.973509977699759,0.16225166294995982,0.16225166294995982,0.12014718893342559
momentum_only,False,20250604,1.0219393367403733,0.1703232227900622,0.11984757000840454,5.0306980803327406e-17
momentum_only,False,20250702,1.0615353799357365,0.17692256332262277,0.1699616707410711,-4.5102810375396984e-17
momentum_only,False,20250804,1.114354303828579,0.18572571730476317,0.18572571730476323,0.04154579223124184
momentum_only,False,20250902,1.103718907110811,0.1839531511851352,0.18395315118513517,0.057667765360774004
momentum_only,False,20251002,1.1692425904767274,0.19487376507945456,0.19487376507945461,0.04405416108613511
momentum_only,False,20251104,1.3005396588235711,0.21675660980392852,0.2167566098039286,0.013222577587864444
momentum_only,False,20251202,1.2284646525606866,0.20474410876011442,0.16707729765496096,-4.5102810375396984e-17
momentum_only,False,20260105,1.2638061420624387,0.21063435701040645,0.2106343570104064,0.001574011338419043
momentum_only,False,20260203,1.479182803484932,0.24653046724748864,0.24653046724748873,0.054234730367813955
momentum_only,False,20260304,1.2208390163669602,0.20347316939449336,0.05409948166365485,-8.673617379884035e-19
momentum_only,True,20240802,1.0,0.16666666666666666,0.16666666666666666,0.8329166666666667
momentum_only,True,20240903,0.9961955355502362,0.1660325892583727,0.1660325892583727,0.6664689959351482
momentum_only,True,20241004,0.9971718450178775,0.1661953075029796,0.1661953075029796,0.4998582001634112
momentum_only,True,20241104,0.9895351038527438,0.16492251730879062,0.16492251730879062,0.33452337656134856
momentum_only,True,20241203,0.940301599999911,0.15671693333331851,0.15671693333331851,0.17741465089469674
momentum_only,True,20250103,0.9500202710377527,0.15833671183962544,0.15833671183962544,0.01868209727547225
momentum_only,True,20250204,0.9675972354695062,0.16126620591158436,0.018635508504211723,0.0
momentum_only,True,20250305,1.0007457810107208,0.1667909635017868,0.15746645471036874,-1.3877787807814457e-17
momentum_only,True,20250402,0.9395049392183003,0.15658415653638338,0.15658415653638336,0.0012832953738248637
momentum_only,True,20250507,0.9749971732745745,0.16249952887909574,0.16249952887909574,0.1475118993565757
momentum_only,True,20250604,1.0147278723222561,0.16912131205370937,0.14714403925842962,1.3877787807814457e-17
momentum_only,True,20250702,1.0690746388737553,0.1781791064789592,0.17140799589641537,0.0
momentum_only,True,20250804,1.0757057659436349,0.17928429432393914,0.17928429432393914,0.023445399394147526
momentum_only,True,20250902,1.087607531006244,0.181267921834374,0.181267921834374,0.019548689281272
momentum_only,True,20251002,1.1808782117026166,0.19681303528376945,0.19681303528376945,0.02324759264299056
momentum_only,True,20251104,1.3081874178649162,0.21803123631081936,0.21803123631081936,0.02496157251480366
momentum_only,True,20251202,1.290092957764581,0.2150154929607635,0.21182415759387202,-2.7755575615628914e-17
momentum_only,True,20260105,1.3576958946208366,0.22628264910347276,0.21051387863739043,0.0
momentum_only,True,20260203,1.6167716153858744,0.2694619358976457,0.2694619358976457,0.0024322265719443903
momentum_only,True,20260304,1.4403671407325849,0.24006119012209748,0.0024261611690218356,2.168404344971009e-19
near_only,False,20240802,1.0,0.16666666666666666,0.15833333333333333,0.8412708333333334
near_only,False,20240903,0.9994071630821519,0.166567860513692,0.16656786051369202,0.6742865531683566
near_only,False,20241004,1.001354091183962,0.16689234853066034,0.1668923485306604,0.5069769737663703
near_only,False,20241104,0.9873530174258932,0.16455883623764886,0.16455883623764883,0.34200674043812707
near_only,False,20241203,0.945748830800737,0.15762480513345617,0.15762480513345614,0.18398787329183697
near_only,False,20250103,0.9522917637168291,0.15871529395280484,0.15871529395280476,0.02487579110415017
near_only,False,20250204,0.9760274878816271,0.1626712479802712,0.024813756712369232,6.938893903907228e-18
near_only,False,20250305,1.0088510118160878,0.16814183530268131,0.15742579062568413,-2.7755575615628914e-17
near_only,False,20250402,0.974948308475606,0.16249138474593433,0.16249138474593433,0.0008951635473526676
near_only,False,20250507,1.0220290652459498,0.17033817754099165,0.17033817754099173,0.1431296697483989
near_only,False,20250604,1.0501622551289733,0.17502704252149556,0.14277273790363978,1.214306433183765e-17
near_only,False,20250702,1.091579288983578,0.181929881497263,0.18192988149726305,0.016827045978541788
near_only,False,20250804,1.041116150955349,0.17351935849255817,0.17351935849255817,0.0390193981246971
near_only,False,20250902,1.0310530290311792,0.17184217150519654,0.17184217150519654,0.04159645127706698
near_only,False,20251002,1.0750365184274397,0.17917275307123995,0.17494858659235096,0.0
near_only,False,20251104,1.162515502697317,0.19375258378288618,0.19375258378288623,0.035144294246698876
near_only,False,20251202,1.1431584488430282,0.1905264081405047,0.16638443320790655,-2.7755575615628914e-17
near_only,False,20260105,1.2410987604030412,0.20684979340050688,0.20684979340050696,0.028738878644979454
near_only,False,20260203,1.3861624264734047,0.23102707107890078,0.23102707107890083,0.01538666302845027
