ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score
001230,동국제강,,1701,7.9,11.8,5.7,-36.2,11.1,-17.0,-33.2,-17.3,-26.8,-28.5,-10.5,0.91,2667,1531,15,True,True,True,2113713,753965,12.2,37.1,14.0,2.8,0,False,False,False,False,-,81.8,-21.3,12.0,-37.3,8.5,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,104.8,98.8
006360,GS건설,,25600,30.6,8.3,4.7,-42.9,43.9,-16.1,-27.8,30.9,-17.5,-23.5,10.6,0.75,44850,17790,0,False,False,False,872553,1423307,240.8,242.1,465.6,0.61,0,False,False,False,False,-,83.3,85.2,23.8,33.7,-332.0,True,15,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,98.3,92.3
103140,풍산,,67800,14.8,6.1,-3.7,-60.6,11.1,-15.5,-31.7,-42.7,-19.4,-27.1,-37.7,1.02,172200,61000,0,False,False,False,171666,166382,112.7,126.6,141.4,1.03,0,False,False,False,False,-,90.1,225.2,-161.3,477.4,-323.9,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,98.1,92.1
010130,고려아연,,1149000,25.1,5.0,-13.3,-47.5,60.0,-16.3,-34.2,-34.7,-17.9,-24.1,-14.3,0.97,2188000,718000,0,False,False,False,22263,30799,287.8,286.1,443.8,0.72,0,False,False,False,False,-,89.0,233.9,-216.6,-52.0,-793.2,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,97.0,91.0
120110,코오롱인더,,60700,22.1,12.8,4.3,-42.1,103.0,-15.5,-36.5,-1.1,-20.3,-26.5,10.8,1.59,104900,29900,0,False,False,False,351630,382879,370.4,229.8,296.9,0.92,0,False,False,False,False,-,87.4,278.4,-217.3,1137.7,-600.2,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.4,89.4
272210,한화시스템,,86500,31.5,5.0,-10.4,-53.0,108.2,-17.6,-29.2,-42.6,-18.0,-27.2,2.3,0.72,184000,41550,0,False,False,False,769473,854148,534.6,739.4,911.6,0.9,0,False,False,False,False,-,87.3,678.1,-364.1,1399.1,-213.2,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.3,89.3
079550,LIG넥스원,,696000,32.4,12.9,-1.0,-37.7,93.3,-13.1,-28.9,-8.8,-16.2,-18.6,19.0,0.77,1118000,360000,0,False,False,False,212080,270746,1316.1,1559.7,2271.0,0.78,0,False,False,False,False,-,80.2,748.3,124.5,1432.6,1218.4,True,15,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.2,89.2
047810,한국항공우주,,125000,22.9,6.2,-21.1,-42.0,52.0,-25.7,-29.2,-30.2,-21.9,-28.0,-9.6,1.14,215500,82250,0,False,False,False,716644,662276,934.0,1026.9,1063.3,1.08,0,False,False,False,False,-,87.1,592.6,-256.8,-781.7,1520.6,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.1,89.1
000720,현대건설,,116500,27.6,3.1,-7.7,-41.3,115.3,-20.7,-28.8,-19.1,-20.5,-26.4,13.2,0.85,198400,54100,0,False,False,False,833998,1003579,972.3,1101.8,1500.7,0.83,0,False,False,False,False,-,85.9,1148.6,-830.7,3398.4,-985.0,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,93.9,87.9
012450,한화에어로스페이스,,1006000,22.1,13.1,-3.8,-39.2,32.4,-14.2,-29.8,-27.2,-16.8,-24.9,-10.9,0.68,1655000,760000,0,False,False,False,279919,241511,1629.8,3011.3,2922.2,1.16,0,False,False,False,False,-,84.8,1099.6,-1044.1,613.4,-2089.9,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,92.8,86.8
