ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level
001230,동국제강,,1701,7.9,11.8,5.7,-36.2,11.1,-17.0,-33.2,-17.3,-26.8,-28.5,-10.5,0.91,2667,1531,15,True,True,True,2113713,753965,12.2,37.1,14.0,2.8,0,False,False,False,False,-,81.8,-21.3,12.0,-37.3,8.5,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,104.8,98.8,001230,00114792,0,2,1,0,,[20260211] 주요사항보고서(감자결정) (20260211001031) || [20260211] 주요사항보고서(감자결정) (20260211001000),[20260211] 매매거래정지및정지해제(중요내용공시)               (20260211801477),,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260211001031 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260211001000,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260211801477,,,20260211001031 || 20260211001000,주의
006360,GS건설,,25600,30.6,8.3,4.7,-42.9,43.9,-16.1,-27.8,30.9,-17.5,-23.5,10.6,0.75,44850,17790,0,False,False,False,872553,1423307,240.8,242.1,465.6,0.61,0,False,False,False,False,-,83.3,85.2,23.8,33.7,-332.0,True,15,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,98.3,92.3,006360,00120030,0,0,0,0,,,,,,,,,,,안전
103140,풍산,,67800,14.8,6.1,-3.7,-60.6,11.1,-15.5,-31.7,-42.7,-19.4,-27.1,-37.7,1.02,172200,61000,0,False,False,False,171666,166382,112.7,126.6,141.4,1.03,0,False,False,False,False,-,90.1,225.2,-161.3,477.4,-323.9,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,98.1,92.1,103140,00684714,0,0,0,0,,,,,,,,,,,안전
010130,고려아연,,1149000,25.1,5.0,-13.3,-47.5,60.0,-16.3,-34.2,-34.7,-17.9,-24.1,-14.3,0.97,2188000,718000,0,False,False,False,22263,30799,287.8,286.1,443.8,0.72,0,False,False,False,False,-,89.0,233.9,-216.6,-52.0,-793.2,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,97.0,91.0,010130,00102858,0,9,0,0,,[20260219] [기재정정]주요사항보고서(유상증자결정) (20260219002746) || [20260219] [기재정정]주요사항보고서(유상증자결정) (20260219002382) || [20251231] [기재정정]주요사항보고서(유상증자결정) (20251231000232),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260219002746 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260219002382 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251231000232,,,,20260219002746 || 20260219002382 || 20251231000232,주의
120110,코오롱인더,,60700,22.1,12.8,4.3,-42.1,103.0,-15.5,-36.5,-1.1,-20.3,-26.5,10.8,1.59,104900,29900,0,False,False,False,351630,382879,370.4,229.8,296.9,0.92,0,False,False,False,False,-,87.4,278.4,-217.3,1137.7,-600.2,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.4,89.4,120110,00795135,0,0,0,0,,,,,,,,,,,안전
272210,한화시스템,,86500,31.5,5.0,-10.4,-53.0,108.2,-17.6,-29.2,-42.6,-18.0,-27.2,2.3,0.72,184000,41550,0,False,False,False,769473,854148,534.6,739.4,911.6,0.9,0,False,False,False,False,-,87.3,678.1,-364.1,1399.1,-213.2,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.3,89.3,272210,00339391,0,7,0,0,,[20251223] [기재정정]유상증자결정(종속회사의주요경영사항)               (20251223800565) || [20251223] [기재정정]유상증자결정(종속회사의주요경영사항)               (20251223800004) || [20251222] [기재정정]유상증자결정(종속회사의주요경영사항)               (20251222800284),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251223800565 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251223800004 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251222800284,,,,20251223800565 || 20251223800004 || 20251222800284,주의
079550,LIG넥스원,,696000,32.4,12.9,-1.0,-37.7,93.3,-13.1,-28.9,-8.8,-16.2,-18.6,19.0,0.77,1118000,360000,0,False,False,False,212080,270746,1316.1,1559.7,2271.0,0.78,0,False,False,False,False,-,80.2,748.3,124.5,1432.6,1218.4,True,15,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.2,89.2,079550,00503668,0,0,0,0,,,,,,,,,,,안전
047810,한국항공우주,,125000,22.9,6.2,-21.1,-42.0,52.0,-25.7,-29.2,-30.2,-21.9,-28.0,-9.6,1.14,215500,82250,0,False,False,False,716644,662276,934.0,1026.9,1063.3,1.08,0,False,False,False,False,-,87.1,592.6,-256.8,-781.7,1520.6,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,95.1,89.1,047810,00309503,0,2,0,0,,[20260304] 유상증자또는주식관련사채등의발행결과(자율공시)               (20260304801410) || [20260205] 주요사항보고서(전환사채권발행결정) (20260205000384),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260304801410 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260205000384,,,,20260304801410 || 20260205000384,주의
000720,현대건설,,116500,27.6,3.1,-7.7,-41.3,115.3,-20.7,-28.8,-19.1,-20.5,-26.4,13.2,0.85,198400,54100,0,False,False,False,833998,1003579,972.3,1101.8,1500.7,0.83,0,False,False,False,False,-,85.9,1148.6,-830.7,3398.4,-985.0,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,93.9,87.9,000720,00164478,0,0,0,0,,,,,,,,,,,안전
012450,한화에어로스페이스,,1006000,22.1,13.1,-3.8,-39.2,32.4,-14.2,-29.8,-27.2,-16.8,-24.9,-10.9,0.68,1655000,760000,0,False,False,False,279919,241511,1629.8,3011.3,2922.2,1.16,0,False,False,False,False,-,84.8,1099.6,-1044.1,613.4,-2089.9,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,92.8,86.8,012450,00126566,0,12,0,0,,[20260304] [기재정정]유상증자결정(종속회사의주요경영사항)               (20260304801517) || [20251223] [기재정정]유상증자결정(종속회사의주요경영사항)               (20251223800520) || [20251222] [기재정정]유상증자결정(종속회사의주요경영사항)               (20251222800718),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260304801517 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251223800520 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251222800718,,,,20260304801517 || 20251223800520 || 20251222800718,주의
096770,SK이노베이션,,104600,28.6,4.0,-7.3,-32.7,29.3,-12.2,-28.7,-17.3,-13.5,-15.8,-9.2,0.84,155400,80900,0,False,False,False,507428,650657,556.2,576.9,799.0,0.78,0,False,False,False,False,-,82.4,179.5,-322.3,184.8,-845.5,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,90.4,84.4,096770,00631518,0,18,0,0,,[20260521] [기재정정]감자결정(종속회사의주요경영사항)               (20260521800673) || [20260331] [기재정정]감자결정(종속회사의주요경영사항)               (20260331802520) || [20251224] [기재정정]감자결정(종속회사의주요경영사항)               (20251224800600),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260521800673 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260331802520 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251224800600,,,,20260521800673 || 20260331802520 || 20251224800600,주의
006260,LS,,371000,37.5,4.9,-8.5,-38.6,155.9,-16.8,-30.1,48.7,-24.4,-7.3,46.2,0.49,604000,145000,5,False,False,True,240796,300160,546.1,1037.4,1487.5,0.8,0,False,False,False,False,-,74.2,780.7,-572.7,1228.9,-1380.6,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,87.2,81.2,006260,00105952,0,2,0,0,,[20260310] 유상증자결정(자회사의 주요경영사항)               (20260310801881) || [20251030] 유상증자결정(자회사의 주요경영사항)               (20251030800758),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260310801881 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251030800758,,,,20260310801881 || 20251030800758,주의
004020,현대제철,,33300,25.2,4.3,-4.0,-33.9,38.2,-17.1,-20.5,-7.0,-17.9,-15.8,-4.2,0.57,50400,24100,0,False,False,False,854573,1384919,266.0,316.6,575.2,0.62,0,False,False,False,False,-,78.8,104.2,-98.4,76.0,215.4,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,86.8,80.8,004020,00145880,0,2,0,0,,[20260126] 유상증자결정(종속회사의주요경영사항)               (20260126801147) || [20260126] 유상증자결정(종속회사의주요경영사항)               (20260126801132),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260126801147 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260126801132,,,,20260126801147 || 20260126801132,주의
207940,삼성바이오로직스,,1243000,26.8,6.9,-18.5,-37.4,1.2,-8.8,-16.0,-24.5,-10.4,-16.3,-23.3,1.14,1987000,1228000,0,False,False,False,63525,68181,971.2,845.4,947.8,0.93,0,False,False,False,False,-,78.7,125.6,-351.3,495.7,-1873.0,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,86.7,80.7,207940,00877059,0,1,0,0,,[20260320] 유상증자결정(종속회사의주요경영사항)               (20260320801902),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260320801902,,,,20260320801902,주의
170900,동아에스티,,35600,23.2,0.0,-15.8,-36.9,0.0,-11.0,-17.3,-23.0,-12.2,-17.3,-23.5,0.96,56460,35600,0,False,False,False,20649,21197,7.3,7.8,8.6,0.97,0,False,False,False,False,-,78.4,-6.3,1.6,-16.7,-6.6,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,86.4,80.4,170900,00956930,0,0,0,0,,,,,,,,,,,안전
011170,롯데케미칼,,73500,28.2,11.7,15.6,-38.5,30.6,-8.9,-27.1,0.7,-12.7,-16.8,-4.2,0.54,119500,56300,0,False,False,False,154177,257196,102.6,120.0,225.1,0.6,0,False,False,False,False,-,77.3,119.0,-90.7,263.9,-887.9,True,8,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,85.3,79.3,011170,00165413,0,0,0,0,,,,,,,,,,,안전
035720,카카오,,38600,30.7,7.9,2.5,-46.1,4.0,-8.0,-16.6,-24.6,-8.6,-15.2,-31.2,0.86,71600,37100,5,True,False,False,4370832,3051910,1013.5,1831.3,1301.9,1.43,0,False,False,False,False,-,79.7,-969.5,-356.0,-831.7,-1071.2,True,0,강세,-6,0,-3,-3,67.0,17.6,1527.78,1.48,5.02,-170020.0,-170020.0,-170020.0,10,10,1.0,84.7,78.7,035720,00258801,0,1,0,0,,[20260211] 주요사항보고서(감자결정) (20260211001067),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260211001067,,,,20260211001067,주의
