name,family,h,n,filled,win2x,loss30,top2_to_cash,kospi_weight,net,net_lo,net_hi,excess,excess_lo,excess_hi,delta_base,delta_base_lo,delta_base_hi,delta_amount,delta_amount_lo,delta_amount_hi,delta_base_excess,delta_base_excess_lo,delta_base_excess_hi,delta_2024,n_2024,delta_2025,n_2025,delta_2026,n_2026,batch_simultaneous_lo,batch_simultaneous_hi
kospi_only,conditional_universe,60,20,20.0,0.027500000000000004,0.0625,0.10588081312857353,1.0,0.20008616147763383,0.08210121571666015,0.32300028642652645,0.026806997431429606,-0.017276776601830985,0.06815366431751152,0.0020878845272407328,-0.07665304211418608,0.0800687874516432,0.05243649477716479,0.0013018927498617708,0.11151959299513005,-0.0679363391264111,-0.14273301373816952,-0.00028059301733941906,0.02150367307651118,5,-0.05721080586971705,12,0.20692299853295446,3,,
kosdaq_only,conditional_universe,60,20,19.95,0.06,0.10500000000000001,0.03230211534017922,0.0,0.13981497553866812,0.017980386248888147,0.25611093174903765,0.07729137909268705,0.010665497560024386,0.1445417317649032,-0.05818330141172497,-0.08386924445392858,-0.0346300467187605,-0.007834691161800916,-0.07903127540989519,0.06645879584292631,-0.017451957465153677,-0.05009518779827859,0.02072338408798359,-0.04201102039105235,5,-0.05520737362258488,12,-0.09704081426940638,3,,
up_market_only,conditional_universe,60,20,13.95,0.0375,0.030000000000000006,0.0974148375552861,0.30500000000000005,0.1825660255228131,0.07273405434734845,0.28368746347483714,0.07248892539260142,0.028077754278156654,0.11674962396944848,-0.01543225142758003,-0.04852040339244791,0.016983387169984335,0.03491635882234403,-0.0342796187111525,0.09655891526336059,-0.022254411165239317,-0.04924232398534542,-0.0017260846561774784,0.026933519321157635,5,-0.03694271876311573,12,0.0,3,,
quiet_gate_leaders,conditional_universe,60,20,20.0,0.01,0.0125,0.04830730878960452,0.7350000000000001,0.1183717103656677,0.039403455937541354,0.19373629968658915,-0.01630794644899063,-0.04342878737327365,0.00832076680134355,-0.07962656658472542,-0.13727318765207722,-0.026573531680634678,-0.029277956334801358,-0.08211605574081532,0.018306925711930225,-0.11105128300683136,-0.17829921904916485,-0.04775465448795365,-0.005061939246621003,5,-0.12112226008014441,12,-0.037918171499890095,3,,
slots_10,construction,60,20,9.95,0.05,0.13,0.02702737226557314,0.38,0.1836203910315378,0.03664658372658419,0.3287320912857425,0.07738637328337963,-0.0009199740663064121,0.16869632253968897,-0.014377885918855308,-0.06284640531507456,0.04329355045833772,0.03597072433106875,-0.05099455028725682,0.1389145686791488,-0.017356963274461103,-0.06348526255941926,0.03895455632850109,-0.04005130701196698,5,-0.011257237862116016,12,0.01592855700937364,3,,
slots_40,construction,60,20,39.95,0.046250000000000006,0.09125,0.09879830659494357,0.40499999999999997,0.16391811713248816,0.05693789205388073,0.270309122504845,0.060178163355450495,0.01964686651204289,0.10466187699327577,-0.03408015981790496,-0.07340779347980562,0.005968647425022307,0.016268450432019105,-0.02973302985230926,0.06555050150954563,-0.03456517320239023,-0.07622882222933672,0.007447769215118222,0.003517477692765403,5,-0.0751335808247174,12,0.06747079502489421,3,,
diversify_0.7,construction,60,20,19.95,0.05500000000000001,0.09250000000000001,0.08031358512773167,0.35750000000000004,0.1877504090474537,0.0741433115750058,0.29503573087552737,0.08599153386997785,0.04270591747441228,0.13172521861287975,-0.010247867902939443,-0.0266150583715318,0.006356989137338594,0.0401007423469846,-0.013804012969809999,0.09739355259458392,-0.008751802687862872,-0.025348226407412442,0.007539550361111691,-0.008926422088432301,5,-0.017976704314688955,12,0.018465068053213376,3,,
diversify_0.85,construction,60,20,19.95,0.052500000000000005,0.0925,0.08113254661332656,0.37499999999999994,0.19224933678697745,0.07313335591509303,0.3073918539574759,0.08945606591927238,0.040349632873526095,0.14286885528872478,-0.005748940163415678,-0.01702622634163982,0.0012548711129140699,0.04459967008650838,-0.02005859667280102,0.10986381665782465,-0.00528727063856835,-0.0159074241169354,0.0013857104135587925,0.0,5,-0.010015664631776125,12,0.001736390770999981,3,,
delay_5,entry_timing,60,20,20.0,0.052500000000000005,0.09500000000000001,0.08094268759565708,0.38249999999999995,0.2047122897155067,0.10493228503466986,0.3044244222637574,0.10643530291601395,0.05813319219985645,0.1575423870542542,0.006714012765113608,-0.05032867804919793,0.05469398652590625,0.05706262301503766,-0.04241325648317443,0.13304108125090744,0.011691966358173229,-0.01617783613954558,0.0411071449145441,0.07325525798004141,5,0.019145678035834664,12,-0.15391472367598363,3,,
delay_10,entry_timing,60,20,20.0,0.06000000000000001,0.0875,0.07293561548091276,0.38249999999999995,0.19918548424529825,0.09166914697560967,0.3086969952389805,0.09829389430606988,0.034129560582826714,0.16711300439887147,0.00118720729490511,-0.06618066302720582,0.052986901198544684,0.051535817544829145,-0.06423890347628974,0.14594892980284527,0.0035505577482291646,-0.03892590612150947,0.0452215771866717,0.03617198688182239,5,0.028178496950598018,12,-0.165085917306062,3,,
base_beta_near,baseline,120,20,19.95,0.095,0.17500000000000002,0.10046528710501801,0.38249999999999995,0.3087013990584523,0.08070044111720959,0.5493096042690435,0.13502655020414683,0.03508738297262069,0.23026777456196684,0.0,0.0,0.0,0.02648760615723636,-0.08455152941848591,0.15490664923888883,0.0,0.0,0.0,0.0,5,0.0,12,0.0,3,-0.192642802936696,0.192642802936696
base_amount,baseline,120,20,20.0,0.065,0.1,0.12943560385379474,0.8350000000000002,0.28221379290121595,0.13290905810014908,0.41051782932626024,-0.0400079856055613,-0.1531311423376125,0.06732362636950733,-0.02648760615723636,-0.15490664923888875,0.08455152941848593,0.0,0.0,0.0,-0.17503453580970818,-0.3560768383338997,0.019519919623705424,-0.011109082030420247,5,-0.06734431945067833,12,0.1113083734718379,3,-0.21913040909393236,0.16615519677945964
base_R1_amount,baseline,120,20,20.0,0.085,0.16499999999999998,0.16191473743961818,0.4925,0.3520988435244834,0.10941007339600525,0.5978652302071032,0.12596473279042172,0.03167941324349336,0.20863019682573178,0.04339744446603104,-0.015365643986836793,0.11293604054399611,0.0698850506232674,-0.07103520315145703,0.20642903283352637,-0.009061817413725146,-0.04492873951097307,0.023907364846057936,-0.0002166556863788638,5,0.037443164358093535,12,0.13990473181846422,3,-0.14924535847066495,0.23604024740272705
up_capture,market_response,120,20,19.95,0.07000000000000002,0.26249999999999996,-0.014592521682576636,0.3175,0.17303043005225277,-0.02312925178252238,0.4138553262743328,0.013911300347439964,-0.12311711926128177,0.1462929877810836,-0.13567096900619957,-0.2641018485994875,-0.03752401951557114,-0.10918336284896317,-0.27801235298712523,0.06235049701946178,-0.1211152498567069,-0.24034868167831913,-0.029991170218854925,-0.003852741585589092,5,-0.19220595289804157,12,-0.12922807913984893,3,-0.32831377194289557,0.05697183393049643
asymmetry,market_response,120,20,19.9,0.0375,0.33,-0.10292600978734374,0.30999999999999994,0.02175918610457846,-0.12241668643704397,0.21042567917315547,-0.14198019002565804,-0.23323394667210545,-0.057700735846456325,-0.28694221295387384,-0.4255426435015801,-0.1545645325593972,-0.26045460679663746,-0.40135843882397604,-0.129741680808702,-0.27700674022980487,-0.4033732594224687,-0.14999353764528559,-0.055303065703798684,5,-0.37181717037913997,12,-0.3335076286696015,3,-0.47958501589056984,-0.09429941001717784
downside_filter,market_response,120,20,19.95,0.035,0.29000000000000004,-0.10068642900560405,0.27749999999999997,0.019621439196126182,-0.10615549893361888,0.1640360723816655,-0.12416616529677016,-0.2415518590828529,-0.03773150651272947,-0.28907995986232615,-0.4709658318066393,-0.12882416477129033,-0.26259235370508976,-0.3771367339523564,-0.15567999654195935,-0.2591927155009171,-0.4506130673835746,-0.09630686375514477,-0.10424704085918941,5,-0.3631400840216176,12,-0.30089432823038803,3,-0.48172276279902215,-0.09643715692563015
resilience,market_response,120,20,19.95,0.0675,0.25,-0.026051926155890248,0.31,0.13877829651208384,-0.002455828062395036,0.3076472322316074,-0.0180786973612486,-0.13493145884780205,0.07186952954659975,-0.1699231025463685,-0.3408898903050825,-0.036053838652616584,-0.14343549638913214,-0.2622445058744832,-0.03493893960217808,-0.15310524756539548,-0.32830786326265665,-0.01732965937815689,-0.020064190573817246,5,-0.22151150222498794,12,-0.21333435711947632,3,-0.3625659054830645,0.022719700390327502
relative_resilience,market_response,120,20,19.9,0.0425,0.3475,-0.125017323507105,0.25499999999999995,0.08219894526627,-0.11069184161948037,0.31948611480729566,-0.08266633142488652,-0.2051212760852655,0.06479182734233369,-0.22650245379218234,-0.415516420665344,-0.07029114256606954,-0.20001484763494598,-0.33604471193183333,-0.02917147785449716,-0.21769288162903339,-0.38567731442721215,-0.08767790830631571,-0.144779173625899,5,-0.22407646361996436,12,-0.3724118814248598,3,-0.41914525672887837,-0.03385965085548634
steady60,trend_quality,120,20,20.0,0.09,0.16999999999999998,0.1298157405992572,0.475,0.31099183017441734,0.10762877456650585,0.5189625198719383,0.11342952595523237,0.039488896922107906,0.18230905339021924,0.0022904311159651055,-0.06546612766120337,0.06369948218581754,0.02877803727320146,-0.0758948687583675,0.13489566085832183,-0.021597024248914503,-0.08786843554822607,0.035667365890633476,0.0008707369010604579,5,-0.026915809407905614,12,0.12148155023628904,3,-0.1903523718207309,0.1949332340526611
steady126,trend_quality,120,20,20.0,0.0975,0.1525,0.19027344568181265,0.5025,0.37945203235359953,0.14464332943372527,0.6128912484141058,0.1695000153405624,0.07276628763433902,0.2554122223219924,0.07075063329514718,-0.0010533613947042333,0.1556328672845521,0.09723823945238354,-0.041258642550550284,0.23226022269453617,0.034473465136415526,-0.02714121553696977,0.09740734142231264,0.048554928671894794,5,0.05861286866665651,12,0.15629453284786385,3,-0.12189216964154882,0.2633934362318432
efficient,trend_quality,120,20,19.95,0.09000000000000001,0.21000000000000002,0.07219117620002428,0.3675,0.2604735193454818,0.07491562980182977,0.46076695846264876,0.08726279570482677,0.036167099388107596,0.13935377932497722,-0.048227879712970524,-0.11254411504770948,0.0067886509684173865,-0.02174027355573416,-0.09515939523798271,0.06866210882193131,-0.0477637544993201,-0.11818816017437397,0.011308481366663058,-0.005557168911244787,5,-0.07680440729310453,12,-0.005039620728644056,3,-0.24087068264966652,0.14441492322372548
drift,trend_quality,120,20,19.95,0.0925,0.21000000000000002,0.09445415479759416,0.38249999999999995,0.2951949091746052,0.08564721824128523,0.5199798442027044,0.11781920661211782,0.03489772083986946,0.19630897349026008,-0.013506489883847117,-0.05672631193095192,0.019973093537849318,0.012981116273389248,-0.09888920225134448,0.13734074524083167,-0.017207343592029058,-0.06235626769695949,0.022664365201303018,0.03196248683260835,5,-0.031095206102449896,12,-0.01893325287019511,3,-0.20614929282054312,0.17913631305284888
