name,family,date,year,h,net,excess,benchmark,slots,filled,win2x,loss30,top2_to_cash,missing_exit,kospi_weight,kosdaq_weight
base_beta_near,baseline,20250304,2025,120,0.2169377594371203,0.06676776658838127,0.15016999284873903,20,20,0.05,0.1,0.09635839600878657,0,0.45,0.55
base_beta_near,baseline,20250304,2025,180,0.4588154068589646,0.10946649464049213,0.3493489122184725,20,20,0.1,0.1,0.24472732103174835,0,0.45,0.55
base_beta_near,baseline,20250401,2025,60,0.1870938166073077,0.01947666950339741,0.1676171471039103,20,20,0.05,0.15,0.060905277412912386,0,0.3,0.7
base_beta_near,baseline,20250401,2025,120,0.3213589186790242,0.03446154002667856,0.28689737865234566,20,20,0.1,0.2,0.10796447668874268,0,0.3,0.7
base_beta_near,baseline,20250401,2025,180,0.829213592187565,0.3947962704256952,0.43441732176186976,20,20,0.15,0.25,0.20864413714559885,0,0.3,0.7
base_beta_near,baseline,20250502,2025,60,0.2887638122630662,0.16248126369998803,0.12628254856307816,20,20,0.0,0.1,0.18876381226306618,0,0.4,0.6
base_beta_near,baseline,20250502,2025,120,0.8931648275594863,0.47787243331303897,0.41529239424644737,20,20,0.25,0.1,0.4730202368058838,0,0.4,0.6
base_beta_near,baseline,20250502,2025,180,1.353961717345512,0.5759462452936643,0.7780154720518477,20,20,0.25,0.1,0.6899411552351657,0,0.4,0.6
base_beta_near,baseline,20250602,2025,60,0.2550595526281302,0.16215514851732307,0.09290440411080711,20,20,0.05,0.05,0.12868488469803835,0,0.35,0.65
base_beta_near,baseline,20250602,2025,120,0.8288137069893768,0.5420653304816647,0.2867483765077121,20,20,0.2,0.15,0.3766307711882312,0,0.35,0.65
base_beta_near,baseline,20250602,2025,180,1.4521013135182983,0.7347627274861548,0.7173385860321435,20,20,0.4,0.15,0.9485756777437562,0,0.35,0.65
base_beta_near,baseline,20250701,2025,60,0.12506184696252257,0.011828928247441362,0.1132329187150812,20,20,0.05,0.05,0.0348506318181338,0,0.6,0.4
base_beta_near,baseline,20250701,2025,120,0.5485397586356149,0.27244706710035277,0.2760926915352621,20,20,0.05,0.0,0.21464485711436057,0,0.6,0.4
base_beta_near,baseline,20250701,2025,180,1.0151454367681236,0.4193055451367562,0.5958398916313674,20,20,0.3,0.0,0.6495771978076503,0,0.6,0.4
base_beta_near,baseline,20250801,2025,60,0.35770463882553766,0.13126278978241618,0.22644184904312148,20,20,0.15,0.0,0.18707187471807907,0,0.35,0.65
base_beta_near,baseline,20250801,2025,120,0.544969298347113,0.011163260473179393,0.5338060378739337,20,20,0.15,0.1,0.34034990203706694,0,0.35,0.65
base_beta_near,baseline,20250801,2025,180,0.7824801715577467,0.06026846385884577,0.722211707698901,20,20,0.1,0.1,0.4626586575735647,0,0.35,0.65
base_beta_near,baseline,20250901,2025,60,0.4432614074299364,0.2514661907197757,0.1917952167101607,20,20,0.25,0.2,0.281225560390859,0,0.25,0.75
base_beta_near,baseline,20250901,2025,120,0.5665779847789323,0.07199008735138418,0.4945878974275481,20,20,0.15,0.15,0.367387558517691,0,0.25,0.75
base_beta_near,baseline,20250901,2025,180,0.9380988429933929,0.27531730170299473,0.6627815412903981,20,20,0.3,0.15,0.6156684201025044,0,0.25,0.75
base_beta_near,baseline,20251001,2025,60,0.3890229753143777,0.23874943640254537,0.15027353891183232,20,20,0.1,0.0,0.22012709040783732,0,0.2,0.8
base_beta_near,baseline,20251001,2025,120,0.4687500177375313,0.18076510421441688,0.2879849135231144,20,20,0.1,0.05,0.25998608837013887,0,0.2,0.8
base_beta_near,baseline,20251001,2025,180,0.439253083448365,0.17020977397247206,0.26904330947589294,20,20,0.1,0.1,0.11712553330264235,0,0.2,0.8
base_beta_near,baseline,20251103,2025,60,0.5001304721892039,0.256900091551185,0.2432303806380189,20,20,0.05,0.0,0.27590860359496505,0,0.1,0.9
base_beta_near,baseline,20251103,2025,120,0.8635199017031034,0.5452621839242735,0.3182577177788299,20,20,0.2,0.05,0.34661874239911733,0,0.1,0.9
base_beta_near,baseline,20251103,2025,180,-0.09957479402310639,0.13842598811057655,-0.23800078213368295,20,20,0.1,0.55,-0.25807957454153874,0,0.1,0.9
base_beta_near,baseline,20251201,2025,60,0.3317718901819778,0.1195249578074698,0.21224693237450798,20,20,0.1,0.05,0.20184306972988156,0,0.05,0.95
base_beta_near,baseline,20251201,2025,120,0.3756058941348123,0.2155688171589716,0.16003707697584071,20,20,0.1,0.2,0.07728789718007352,0,0.05,0.95
base_beta_near,baseline,20251201,2025,180,-0.211062431267175,-0.15392895550643673,-0.057133475760738274,20,20,0.0,0.5,-0.2811363043612644,0,0.05,0.95
base_beta_near,baseline,20260102,2026,60,0.1238957973731843,0.003392001915400275,0.12050379545778403,20,20,0.05,0.15,0.005580400202821294,0,0.1,0.9
base_beta_near,baseline,20260102,2026,120,0.1336855108056797,0.1474367255897484,-0.01375121478406871,20,20,0.15,0.4,-0.10671982739060677,0,0.1,0.9
base_beta_near,baseline,20260202,2026,60,0.3854617572020985,0.1923586822232084,0.19310307497889012,20,19,0.0,0.0,0.2733988201391614,0,0.4,0.6
base_beta_near,baseline,20260202,2026,120,-0.19583893317732276,-0.0557743507653668,-0.14006458241195596,20,19,0.0,0.45,-0.2760870845114719,0,0.4,0.6
