ticker,name,sector,price,RSI,Stoch_K,BB_pct,drawdown_52w_high_%,distance_to_52w_low_%,return_1w_%,return_1m_%,return_3m_%,vs_SMA20_%,vs_SMA50_%,vs_SMA200_%,volume_vs_avg,52w_high,52w_low,acc_score,acc_signal_vol,acc_signal_return,acc_signal_candle,avg_volume_1w,avg_volume_1m,amt_today_억,amt_avg_1w_억,amt_avg_1m_억,vol_1w_vs_1m_ratio,trend_score,falling_knife,reversal_above_sma5,reversal_rebound_3pct,reversal_vol_up_candle,trend_details,oversold_score,foreign_5d_억,inst_5d_억,foreign_20d_억,inst_20d_억,supply_fetched,supply_score,market_regime,regime_score,regime_kospi_score,regime_fx_score,regime_flow_score,kospi_vs_sma200_%,kospi_return_1m_%,usdkrw,usdkrw_vs_sma20_%,usdkrw_return_1m_%,foreign_kospi_5d_억,foreign_kospi_5d_raw_억,foreign_kospi_5d_adjusted_억,foreign_proxy_success,foreign_proxy_total,foreign_proxy_coverage,stock_score_stage1,composite_score,stock_code,corp_code,danger_count,warning_count,fp_avoided_count,soft_downgraded_count,danger_details,warning_details,fp_avoided_details,soft_downgraded_details,danger_urls,warning_urls,fp_avoided_urls,soft_downgraded_urls,danger_rcept_nos,warning_rcept_nos,risk_level,annual_year,annual_latest_억,annual_prev_억,annual_yoy_%,annual_fs_div,annual_op_account_nm,annual_op_account_id,ocf_latest_억,ocf_prev_억,ocf_account_nm,ocf_account_id,dart_annual_status,dart_annual_message,dart_ocf_status,dart_ocf_message,q_period,q_basis,q_latest_억,q_prev_억,quarterly_yoy_%,q_latest_key,q_prev_key,q_fs_div,q_source_api,q_op_account_nm,q_op_account_id,dart_q_status,dart_q_message,earnings_pattern,fundamental_score,ocf_score,ocf_pattern,ocf_to_op_ratio,ocf_threshold_group,momentum_score,stock_score,final_score
216080,제테마,,5690,31.4,50.0,37.2,-49.6,15.2,4.6,-19.3,-44.2,-5.0,-18.3,-18.1,6.25,11280,4940,10,True,True,False,587797,312874,113.7,32.8,18.7,1.88,10,False,True,True,True,5일선회복/+3%반등/거래량동반양봉,72.5,2.3,0.8,14.6,0.7,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,107.5,105.5,216080,01222867,0,3,0,0,,[20251010] 전환사채(해외전환사채포함)발행후만기전사채취득               (20251010900403) || [20250704] 전환사채(해외전환사채포함)발행후만기전사채취득               (20250704900848) || [20250625] 주요사항보고서(전환사채권발행결정) (20250625000490),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251010900403 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250704900848 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250625000490,,,,20251010900403 || 20250704900848 || 20250625000490,주의,2025.0,38.2,41.1,-7.1,CFS,영업이익,dart_OperatingIncomeLoss,110.5,37.2,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,10.2,2.4,316.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,2.89,default,6,138.5,136.5
042000,카페24,,20750,24.6,24.3,26.0,-63.4,8.6,-0.5,-22.4,-38.0,-8.8,-18.4,-37.0,2.71,56700,19110,15,True,True,True,215687,158231,90.9,44.4,35.3,1.36,7,False,True,False,True,5일선회복/거래량동반양봉,80.8,2.8,10.2,8.9,-21.8,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,117.8,115.8,042000,00260879,0,0,0,0,,,,,,,,,,,안전,2025.0,402.3,319.4,25.9,CFS,영업이익,dart_OperatingIncomeLoss,825.5,712.1,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,100.4,78.5,28.0,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,2.05,default,3,135.8,133.8
287840,인투셀,,27150,22.6,11.9,2.7,-63.8,26.9,-7.7,-32.4,-46.2,-16.5,-29.0,-39.7,2.0,74900,21400,5,False,True,False,86533,82797,45.0,25.3,27.1,1.05,0,False,False,False,False,-,93.4,5.6,4.1,23.2,25.5,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,113.4,111.4,287840,01374443,0,0,0,0,,,,,,,,,,,안전,2025.0,-103.0,-97.9,-5.2,OFS,영업이익(손실),dart_OperatingIncomeLoss,-86.3,-70.5,영업활동으로인한현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,-13.0,-23.1,43.8,thstrm_amount,frmtrm_q_amount,OFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-5,이중적자,,default,3,131.4,129.4
337930,젝시믹스,,3005,12.1,6.1,6.8,-56.4,2.7,-10.3,-32.0,-44.6,-20.8,-26.6,-38.0,1.29,6900,2925,5,False,True,False,313915,230994,9.2,10.0,8.5,1.36,0,False,False,False,False,-,88.7,6.5,0.9,8.8,0.9,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,108.7,106.7,337930,01391103,0,2,0,0,,[20260430] [첨부추가]전환사채(해외전환사채포함)발행후만기전사채취득              (제1회차) (20260430901349) || [20250910] 전환사채(해외전환사채포함)발행후만기전사채취득              (제1회차) (20250910900243),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260430901349 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250910900243,,,,20260430901349 || 20250910900243,주의,2025.0,173.5,249.0,-30.3,CFS,영업이익,dart_OperatingIncomeLoss,27.2,297.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,60.7,48.2,25.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-3,현금창출약함,0.16,default,2,127.7,125.7
310200,애니플러스,,2200,23.1,3.7,3.1,-65.8,0.9,-7.2,-23.6,-34.9,-13.7,-17.8,-36.8,0.9,6430,2180,5,False,True,False,216669,228468,4.6,5.0,5.8,0.95,0,False,False,False,False,-,85.6,-0.1,0.1,-4.0,-0.2,True,8,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,98.6,96.6,310200,01335578,0,0,0,0,,,,,,,,,,,안전,2025.0,226.8,251.4,-9.8,CFS,영업이익(손실),dart_OperatingIncomeLoss,856.4,445.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,164.4,60.5,171.7,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,3.78,default,2,125.6,123.6
077360,덕산하이메탈,,12990,29.9,17.7,-22.6,-38.4,241.8,-23.6,-21.9,-1.7,-25.6,-12.7,44.6,3.6,21100,3800,5,True,False,False,2500103,1761674,836.8,379.4,300.8,1.42,0,False,False,False,False,-,89.4,72.0,-217.0,302.9,-287.9,True,8,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,102.4,100.4,077360,00471068,0,0,0,0,,,,,,,,,,,안전,2025.0,28.1,186.4,-84.9,CFS,영업이익(손실),dart_OperatingIncomeLoss,48.4,137.8,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,-16.5,-38.0,56.6,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업외손익,dart_NonOperatingProfitLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,1.72,default,-2,125.4,123.4
222080,씨아이에스,,12060,20.7,4.4,18.5,-39.3,93.3,-6.8,-29.6,-16.1,-17.3,-11.9,23.3,0.41,19880,6240,5,False,True,False,1746898,4418623,158.2,224.8,731.4,0.4,0,False,False,False,False,-,78.1,6.8,21.7,197.2,-58.8,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,98.1,96.1,222080,01090471,0,1,0,0,,[20260202] 전환사채(해외전환사채포함)발행후만기전사채취득               (20260202902033),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260202902033,,,,20260202902033,주의,2025.0,335.1,593.5,-43.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,1014.0,294.4,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,75.5,-80.5,193.8,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,5,현금창출양호,3.03,default,2,125.1,123.1
464490,쿼드메디슨,,9110,15.3,17.3,11.7,-66.4,7.1,-7.8,-36.4,-51.2,-18.2,-28.3,,1.12,27150,8510,5,False,True,False,90346,109944,11.3,8.8,12.5,0.82,0,False,False,False,False,-,84.1,3.5,1.1,10.8,-0.7,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,104.1,102.1,464490,01671285,0,4,0,0,,[20251201] [기재정정]주요사항보고서(유상증자결정) (20251201000469) || [20251106] [기재정정]주요사항보고서(유상증자결정) (20251106000406) || [20251029] [기재정정]주요사항보고서(유상증자결정) (20251029000299),,,,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251201000469 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251106000406 || https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20251029000299,,,,20251201000469 || 20251106000406 || 20251029000299,주의,2025.0,-63.8,-44.5,-43.5,CFS,영업이익(손실),dart_OperatingIncomeLoss,-45.5,10.7,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 H1,3개월,0.3,-13.7,102.4,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,턴어라운드,20,-5,이중적자,,default,4,123.1,121.1
067160,SOOP,,50400,37.2,23.3,26.8,-48.8,3.2,2.2,-16.0,-29.0,-5.0,-12.0,-26.1,3.03,98500,48850,15,True,True,True,114343,79461,125.0,58.3,41.9,1.44,4,False,False,False,True,거래량동반양봉,67.7,8.3,8.8,-78.1,-28.9,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,101.7,99.7,067160,00399694,0,0,0,0,,,,,,,,,,,안전,2025.0,1248.4,1135.1,10.0,CFS,영업이익,dart_OperatingIncomeLoss,1214.2,1574.6,영업활동으로 인한 현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,362.6,238.7,51.9,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익,dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,0.97,default,6,122.7,120.7
088130,동아엘텍,,7800,29.5,3.4,8.6,-46.6,172.3,-8.0,-46.6,-15.3,-19.7,-12.7,33.7,0.54,14620,2865,5,False,True,False,512320,852869,28.1,45.7,90.5,0.6,0,False,False,False,False,-,85.2,3.1,6.0,27.3,8.5,True,15,조정,-2,-1,-1,0,9.1,-12.3,1504.22,,2.05,1022.0,1022.0,1022.0,10,10,1.0,105.2,103.2,088130,00489243,0,0,0,0,,,,,,,,,,,안전,2025.0,1132.3,147.3,668.7,CFS,영업이익(손실),dart_OperatingIncomeLoss,938.7,-204.6,영업활동현금흐름,ifrs-full_CashFlowsFromUsedInOperatingActivities,ok,연간 영업이익 YoY 계산 성공,ok,OCF 추출 성공,2025 Q3,3개월,210.5,-1.3,16276.2,thstrm_amount,frmtrm_q_amount,CFS,fnlttSinglAcntAll,영업이익(손실),dart_OperatingIncomeLoss,ok,3개월 기준 YoY 계산 성공,성장지속,10,5,현금창출양호,0.83,default,2,122.2,120.2
